id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2544622531,1,34,16,0,0,dd2vf0yzjm7jm7cak9tf11sa2,1,0,0,2023-05-06T18:47:17.098Z,2023-05-06T20:08:14Z,4255735517,130,4,4256021253,197,5958,4255735511,30,"dbqcata2hskqhcvjkjhagy4bu, 6pykfzny3p5wan8bgzd41fh90, f1qvh9qszr743tj8zb3kcvaei, 16q3kpp7uxqjn9993xd5woauh, 6twhs1y8bihm7vc9dib8hgezt, 368zrfhpvljc7rvzkl1v0x1bd, bewzox1rnh1n28tkj5k0rmrqh, cq7i3ngn9thp8ynf3814qvqlm, 32fe58rlsvv1h3qthbhol08yy, ch01b74i78nggnffi81875ld6, bh0eekb0i654fo4nc758x2gh5, c66pilmwi4n4017fvo7k7z04q, 98ajoa650l9wzwuur2ibzo6ad, 7whdjeubz6xgvlxtl91z93idx, 77bwgkpu6tylbyfvuwdzoek15, 2js282vjcudwck84w18f2h8t1, 2v0jla46uu3zrm9x85xrewt90, 1zs9knt17zjeb0huwrxyonvu1",4255735519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4255735523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255735513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4255735515,59,"99, 19, 22, 8, 18, 5, 6, 20, 23, 24, 7, 1, 2, 3, 9, 10, 11, 32",4255735521,194,16q3kpp7uxqjn9993xd5woauh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544624053,1,34,16,0,0,5gmx3o5y2oc0i6rowjwtu7jvu,1,0,0,2023-05-06T18:48:35.225Z,2023-05-06T20:29:25Z,4255743639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4255743631,30,"donr4l8zz4x3who55mji62dwp, 1afcpd3lls6cqp4wuawc91gwl, decwkaskhlyylqo4d0u3eeadw, 2gd6p7oi29nml06jp1fk9o1ec, 81tm004f7odd1h0acwfcfroyc, 3prrba15wxlc1asrqih8s371m, 8uqytik44ro3mbkz0s8m163xm, 6zbb5xiauoixj3clxdgud8lxw, erojylhkxounbordtu6h9cui2, 6yyhtcimqzsoqhp2clnj5x3sa, 4rdlxnsv6um9rvzope8uzyh3o, 2mqxkxtrjrt9cbeqbyncer209, 7e4doqzolxn7u9s2txuyclejt, 51ww9y4k5hskfvfv5cb1jbtgp, ro21tqqaeslyebto6ukon5zo, artfyfgwwhlhvfvttogbtiy38, 9izvs4qd03gfmqukkk5csxxxw, 48f53gi4qwscvb9kq8c6miqs4",4255743635,59,"1, 6, 23, 5, 2, 4, 18, 14, 9, 3, 17, 7, 10, 11, 13, 19, 22, 66",4255743633,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4255743643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255743637,130,24,4256021371,197,19135,4255743641,194,8uqytik44ro3mbkz0s8m163xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679335,2,32,1,0,0,dd2vf0yzjm7jm7cak9tf11sa2,1,0,0,2023-05-06T20:07:15.817Z,2023-05-06T20:07:15Z,4256034989,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679347,2,32,1,0,0,5gmx3o5y2oc0i6rowjwtu7jvu,1,0,0,2023-05-06T20:07:15.817Z,2023-05-06T20:07:16Z,4256035013,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679371,3,1,1,0,0,5gmx3o5y2oc0i6rowjwtu7jvu,1,50.3,51.3,2023-05-06T20:07:15.917Z,2023-05-06T20:55:26Z,4256035139,279,S,4256035137,213,3.5,4256035129,56,Back,4256035131,140,38.5,4256035135,212,13.2,4256035133,141,44.8,,,,,,,erojylhkxounbordtu6h9cui2,T. Collomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679393,4,1,1,0,2,5gmx3o5y2oc0i6rowjwtu7jvu,1,38.5,44.8,2023-05-06T20:07:18.384Z,2023-05-06T20:33:09Z,4256035245,56,Back,4256035251,212,6.1,4256035249,141,53.7,4256035247,140,38.7,4256035253,213,1.5,,,,,,,,,,1afcpd3lls6cqp4wuawc91gwl,L. Callegari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679403,5,1,1,0,3,5gmx3o5y2oc0i6rowjwtu7jvu,0,38.7,53.7,2023-05-06T20:07:19.592Z,2023-05-06T20:33:11Z,4256035291,56,Center,4256035297,212,18.0,4256035299,213,0.1,4256035293,140,55.7,4256035295,141,57.0,,,,,,,,,,decwkaskhlyylqo4d0u3eeadw,R. Ferrazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544683373,67,8,1,0,4,dd2vf0yzjm7jm7cak9tf11sa2,1,42.8,25.1,2023-05-06T20:07:20.028Z,2023-05-06T20:13:10Z,4256057357,56,Back,,,,,,,,,,,,,,,,,,,,,,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679383,3,49,1,0,5,dd2vf0yzjm7jm7cak9tf11sa2,1,41.6,32,2023-05-06T20:07:21.492Z,2023-05-06T20:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544679459,4,1,1,0,7,dd2vf0yzjm7jm7cak9tf11sa2,1,47.3,44.3,2023-05-06T20:07:23.180Z,2023-05-06T20:07:27Z,4256035607,212,19.5,4256035605,141,59.0,4256035603,140,31.3,4256035609,213,2.6,4256035601,56,Back,,,,,,,,,,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
