id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2538335211,1,34,16,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-04-23T18:52:58.639Z,2023-04-23T20:14:11Z,4215546999,197,19075,4215272787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4215272799,194,7i19hu44byapft1lpm3okbb3d,4215272801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215272797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4215272795,130,4,4215272781,30,"7dfcfaazbxla16jrf8obs3e5m, 7vn8g8wlm99npne5i8fwv3vft, 4v4eoxj7vw4vlmtm861f1jcdm, 4x9j9kpa9vap3r780lx9ty2ju, 79pboh9mzuchik3r2027wntgp, a7svtuij5zwx432jixgweo6qc, eojxqfdewy3jdl9h3nb5d6ui1, dryx6vgko76wuqqr4g9pjl4ru, eahe0hwh6qh420q4qax90pmju, 7i19hu44byapft1lpm3okbb3d, d246qvrmnc1mi2clu1dzaqelm, 57rmged1g2kuhfzlg0zyjx84q, cfzh3fx4nfa8p2mb4qx45iooa, 9wsm9vzab3uywb8rox5go6jxm, 9daagbp9cole1exslz991cqhg, 1vqyhq0tm2gpjfo8pxf319vro, 4lpxjj4vf8682i2x537r9bu5m, 2iui9n4roa80d6yjnvbmru191",4215272793,59,"1, 13, 2, 28, 55, 3, 7, 20, 10, 11, 21, 4, 5, 9, 12, 14, 23, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538337143,1,34,16,0,0,41ewt71n8fqwy6trsqta1bjvu,1,0,0,2023-04-23T18:56:58.889Z,2023-04-23T20:10:42Z,4215283433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4215534981,197,5960,4215283443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215283437,130,8,4215283435,59,"1, 2, 11, 8, 4, 15, 7, 26, 9, 22, 30, 14, 20, 21, 23, 24, 28, 33",4215283441,194,7tmc8hrkee4lo05qa26i7e5zp,4215283431,30,"7tmc8hrkee4lo05qa26i7e5zp, 8e41frophez1otbzaamqxzip6, 79xw5l1zq2huxdmeod9t19nmd, 7gi5lm8v10m3ivddvn8qqzk2y, 246l8ttdytxycwsbi5sg12ei, dor6no6z7dbc7npkodv27kne2, cbw3da3l9qi13ludkt9181z9x, 9ddoyq4wpjjr58e8g8g5z3h7t, 1ifq6ok0spehvrr4lndlhxotl, 7tednz7d4xzxjpuqct8iyttjp, 3niwormbgvkj2x3pt0paovwgk, es1eiexpors419nbnzftx2cix, eoiimmhy0bdg3guq88jihpyol, b9n2wm81qim3l5wm7fz7a4avo, 3t5jstg2v8jbi2t8x01qwcjkk, nska6xtrvs8qgob92syv0296, 4nvf04b997gxvn5gozwgln9qs, cseaof8mo75i2fufyg0b4bpat",4215283439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384579,2,32,1,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-04-23T20:07:32.697Z,2023-04-28T15:46:07Z,4215541477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384801,2,32,1,0,0,41ewt71n8fqwy6trsqta1bjvu,1,0,0,2023-04-23T20:07:32.697Z,2023-04-23T20:07:47Z,4215542713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384669,3,1,1,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,49.9,49.9,2023-04-23T20:07:32.797Z,2023-04-23T20:07:38Z,4215541979,279,S,4215541971,140,33.0,4215541973,141,50.0,4215541969,56,Back,4215541975,212,17.7,4215541977,213,3.1,,,,,,,eahe0hwh6qh420q4qax90pmju,A. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384693,4,1,1,0,5,b3436h8h14zw7f1uv6w9vqf6y,1,34.7,47.5,2023-04-23T20:07:38.027Z,2023-04-23T20:45:42Z,4215542101,212,15.2,4215542099,141,30.3,4215542097,140,25.5,4215542095,56,Back,4215542103,213,4.0,,,,,,,,,,4x9j9kpa9vap3r780lx9ty2ju,C. Toussaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384701,5,1,1,0,6,b3436h8h14zw7f1uv6w9vqf6y,0,25.5,30.3,2023-04-23T20:07:38.942Z,2023-04-23T20:58:14Z,4215543221,236,,4215542135,140,29.4,4215542137,141,25.0,4215542133,56,Back,4215542139,212,5.5,4215543227,286,,4215542141,213,5.6,4215543223,233,3,79pboh9mzuchik3r2027wntgp,A. Didic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384841,3,74,1,0,6,41ewt71n8fqwy6trsqta1bjvu,1,72,95.4,2023-04-23T20:07:38.943Z,2023-04-23T20:07:56Z,4215543229,233,5,4215542953,56,Left,4215542955,285,,,,,,,,,,,,,,,,,7tednz7d4xzxjpuqct8iyttjp,M. Cantave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384863,4,1,1,0,8,41ewt71n8fqwy6trsqta1bjvu,0,65.6,98.3,2023-04-23T20:07:40.884Z,2023-04-23T20:07:57Z,4215543089,212,19.6,4215543081,3,,4215543083,56,Center,4215543085,140,69.9,4215543087,141,70.3,4215543091,213,4.9,,,,,,,3niwormbgvkj2x3pt0paovwgk,G. Ntignee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538384843,6,1,1,0,11,b3436h8h14zw7f1uv6w9vqf6y,1,27,29.8,2023-04-23T20:07:43.787Z,2023-04-23T20:07:51Z,4215542957,56,Back,4215542961,141,48.4,4215542965,213,2.6,4215542959,140,8.2,4215542963,212,23.4,,,,,,,,,,79pboh9mzuchik3r2027wntgp,A. Didic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
