id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2544073275,1,34,16,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-05-05T22:29:02.253Z,2023-05-05T23:35:26Z,4252874799,197,5949,4252840847,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4252840845,30,"207co3fpu5mhbs1r0e6p8vze1, 6v3jzhrpgs47rzoyw6b8lz6ui, 1rskobs1g7sask1vble87jpwp, 5m5p9c4iyl4f4j1rr1rdmojfu, 1qu7igozcqji1b93u23ezh68l, cfx0kdkw50a9417og40fqqled, 4o8pclxdsb5lhx1efsoveoqhg, bmegw740jz7qramlatlpmv4h6, bri3rn6ch0k8k4q9mpjc8q19l, 3y5rrahty1k0l1hnww3bcozmy, b6aw65sbptx2dlqsfx64x59m1, 3kxd2bpju3x4ikli0ir26rfo4, asvw5ai81hxupgdbxro8qta3u, am64w1ueohlr85v0nyhe965ii, 6hmakiuv72jj9hoda4coem978, 949255vv8h9k5g7njcqacgui2, 38531j1ng4edd1ji3h9p1zk7o",4252842943,194,cfx0kdkw50a9417og40fqqled,4252840851,130,8,4252840853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4252840849,59,"1, 16, 43, 8, 2, 6, 11, 10, 9, 24, 22, 55, 3, 12, 23, 67, 70",4252840855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544073699,1,34,16,0,0,c2pdzdl3dgf5b0siidn2ay5ii,1,0,0,2023-05-05T22:32:03.514Z,2023-05-05T23:35:07Z,4252842589,130,7,4252842591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4252842593,194,8ad2vcq9xcul0kkfms8qo0wk5,4252842595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4252842585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4252842587,59,"1, 24, 81, 13, 5, 4, 20, 19, 14, 22, 17, 2, 3, 10, 21, 29, 33, 64",4252875259,197,13304,4252842583,30,"cdaayu6d9xzn4gyn5jg5p6vl6, 4xsc616w7mz1xw45ofyivm6eh, 3m0aejck68m0ovwtatk0acmc4, 8ad2vcq9xcul0kkfms8qo0wk5, exz7u7nukda9p15cy7s9udplh, 6rsihixcpnuyulgk4giwpzvth, ccezbk51pdo61agdtdcxrd9wq, 6d56vy4w9i65ye4c5t5txgkix, 3hebpt7rddccp0powpyfwri7d, c8d4kyelee6gyrnupxkeh6has, c08hvq1hplcct8kxrxucfpqp6, bgrez0proyjwfep6h1jkbj40k, ykzkzazvga55do4buqq0quhh, 2zedqkn15thv6wx5xmgv48gd1, 882vd5rnobx3xba2sb99k49gp, 35os1zhrjdtydwvl1oloxiq6s, 3wyn5e0uz5jfilp065m3qynoq, 4e644yd0r3wsm9b87m0ff1q8k",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080701,2,32,1,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-05-05T23:36:32.863Z,2023-05-05T23:36:34Z,4252880571,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080697,2,32,1,0,0,c2pdzdl3dgf5b0siidn2ay5ii,1,0,0,2023-05-05T23:36:32.863Z,2023-05-05T23:36:33Z,4252880557,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080713,3,1,1,0,0,c2pdzdl3dgf5b0siidn2ay5ii,1,50,50,2023-05-05T23:36:32.963Z,2023-05-05T23:36:35Z,4252880627,56,Back,4252880629,140,38.8,4252880631,141,53.0,4252880633,212,11.9,4252880635,213,3.0,4252880637,279,S,,,,,,,3hebpt7rddccp0powpyfwri7d,T. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080735,4,1,1,0,2,c2pdzdl3dgf5b0siidn2ay5ii,1,39.4,56.3,2023-05-05T23:36:35.457Z,2023-05-05T23:36:37Z,4252880713,213,1.2,4252880711,212,20.6,4252880707,140,45.6,4252880709,141,85.0,4252880705,56,Back,,,,,,,,,,8ad2vcq9xcul0kkfms8qo0wk5,A. Achinioti-Jönsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080759,5,1,1,0,4,c2pdzdl3dgf5b0siidn2ay5ii,1,45.6,85,2023-05-05T23:36:37.753Z,2023-05-05T23:36:41Z,4252880811,212,14.1,4252880813,213,0.7,4252880807,140,56.2,4252880809,141,97.8,4252880805,56,Left,,,,,,,,,,c8d4kyelee6gyrnupxkeh6has,N. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080783,6,1,1,0,8,c2pdzdl3dgf5b0siidn2ay5ii,1,55.6,97.7,2023-05-05T23:36:41.841Z,2023-05-05T23:41:40Z,4252880933,213,3.8,4252880929,141,83.0,4252880925,56,Back,4252880927,140,42.1,4252880931,212,17.3,,,,,,,,,,3m0aejck68m0ovwtatk0acmc4,A. Owolabi-Belewu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080789,7,1,1,0,11,c2pdzdl3dgf5b0siidn2ay5ii,1,42.1,83,2023-05-05T23:36:44.690Z,2023-05-05T23:36:46Z,4252880955,1,,4252880951,212,33.4,4252880947,140,26.4,4252880953,213,4.2,4252880945,56,Back,4252880949,141,40.3,,,,,,,c8d4kyelee6gyrnupxkeh6has,N. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544080821,8,1,1,0,13,c2pdzdl3dgf5b0siidn2ay5ii,1,26.4,40.1,2023-05-05T23:36:46.401Z,2023-05-05T23:36:48Z,4252881115,56,Back,4252881119,141,76.3,4252881117,140,37.8,4252881123,213,1.1,4252881121,212,27.4,,,,,,,,,,exz7u7nukda9p15cy7s9udplh,M. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
