id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2542020373,1,34,16,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-04-30T22:59:57.736Z,2023-05-01T00:02:06Z,4241873293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4241873289,130,4,4242052163,197,18966,4241873285,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4241873287,59,"1, 13, 2, 28, 55, 26, 7, 20, 9, 11, 21, 3, 10, 12, 14, 23, 31, 34",4241873297,194,7i19hu44byapft1lpm3okbb3d,4241873299,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241873283,30,"7dfcfaazbxla16jrf8obs3e5m, 7vn8g8wlm99npne5i8fwv3vft, 4v4eoxj7vw4vlmtm861f1jcdm, 4x9j9kpa9vap3r780lx9ty2ju, 79pboh9mzuchik3r2027wntgp, br7fuyg4h8gseboweg8wjujft, eojxqfdewy3jdl9h3nb5d6ui1, dryx6vgko76wuqqr4g9pjl4ru, 9wsm9vzab3uywb8rox5go6jxm, 7i19hu44byapft1lpm3okbb3d, d246qvrmnc1mi2clu1dzaqelm, a7svtuij5zwx432jixgweo6qc, eahe0hwh6qh420q4qax90pmju, 9daagbp9cole1exslz991cqhg, 1vqyhq0tm2gpjfo8pxf319vro, 4lpxjj4vf8682i2x537r9bu5m, 2iui9n4roa80d6yjnvbmru191, 622w13rktz2os2jlo286col3p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542022557,1,34,16,0,0,c2pdzdl3dgf5b0siidn2ay5ii,1,0,0,2023-04-30T23:04:48.387Z,2023-05-01T00:07:57Z,4242051433,197,13304,4241884853,59,"1, 24, 3, 21, 13, 5, 7, 33, 17, 10, 14, 4, 9, 19, 22, 23, 30, 81",4241884859,194,2zedqkn15thv6wx5xmgv48gd1,4241884861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4241884851,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4241884857,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4241884849,30,"cdaayu6d9xzn4gyn5jg5p6vl6, 4xsc616w7mz1xw45ofyivm6eh, ykzkzazvga55do4buqq0quhh, 882vd5rnobx3xba2sb99k49gp, 8ad2vcq9xcul0kkfms8qo0wk5, exz7u7nukda9p15cy7s9udplh, 6r8emgp7oeom6yyibdb4g77c9, 3wyn5e0uz5jfilp065m3qynoq, c08hvq1hplcct8kxrxucfpqp6, 2zedqkn15thv6wx5xmgv48gd1, 3hebpt7rddccp0powpyfwri7d, 6rsihixcpnuyulgk4giwpzvth, 6of4lxl9haj2csl0hxsbf4slx, 6d56vy4w9i65ye4c5t5txgkix, c8d4kyelee6gyrnupxkeh6has, dqekbs06e79n3vapj437pwyc, d09mpe5gt96686cnd6btiu6i2, 3m0aejck68m0ovwtatk0acmc4",4241884855,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055377,2,32,1,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,0,0,2023-05-01T00:06:31.391Z,2023-05-01T00:06:31Z,4242060321,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055385,2,32,1,0,0,c2pdzdl3dgf5b0siidn2ay5ii,1,0,0,2023-05-01T00:06:31.391Z,2023-05-01T00:06:33Z,4242060347,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055459,3,1,1,0,0,b3436h8h14zw7f1uv6w9vqf6y,1,50,50,2023-05-01T00:06:31.491Z,2023-05-01T00:56:12Z,4242060673,213,3.3,4242060671,212,15.9,4242060667,140,35.0,4242060665,56,Back,4242060675,279,S,4242060669,141,47.2,,,,,,,9wsm9vzab3uywb8rox5go6jxm,E. Ongaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055461,4,4,1,0,8,b3436h8h14zw7f1uv6w9vqf6y,1,37.4,55.2,2023-05-01T00:06:39.612Z,2023-05-01T00:29:41Z,4242060683,152,,4242102945,294,,4242060679,13,,4242060687,286,,4242060689,233,3,4242060681,56,Back,,,,,,,4x9j9kpa9vap3r780lx9ty2ju,C. Toussaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055451,3,4,1,0,8,c2pdzdl3dgf5b0siidn2ay5ii,0,62.6,44.8,2023-05-01T00:06:39.613Z,2023-05-01T00:06:43Z,4242060635,152,,4242060631,13,,4242060639,285,,4242060703,233,4,4242060633,56,Center,4242060757,294,,,,,,,,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055531,5,1,1,0,19,b3436h8h14zw7f1uv6w9vqf6y,1,36.1,61.8,2023-05-01T00:06:51.123Z,2023-05-01T00:56:18Z,4242060991,141,69.0,4242060983,5,,4242060995,213,2.8,4242060987,56,Back,4242060985,152,,4242060993,212,13.2,4242060989,140,24.4,,,,dryx6vgko76wuqqr4g9pjl4ru,S. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055559,6,1,1,0,21,b3436h8h14zw7f1uv6w9vqf6y,0,24.6,68.8,2023-05-01T00:06:52.644Z,2023-05-01T00:06:54Z,4242061121,1,,4242061111,56,Right,4242061119,213,5.7,4242061117,212,67.7,4242061109,155,,4242061113,140,78.6,4242061115,141,14.4,,,,br7fuyg4h8gseboweg8wjujft,T. Meilleur-Giguère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055543,4,44,1,0,21,c2pdzdl3dgf5b0siidn2ay5ii,1,25.1,84.2,2023-05-01T00:06:52.781Z,2023-05-01T00:06:55Z,4242061053,285,,4242061051,56,Back,4242061229,233,7,,,,,,,,,,,,,,,,ykzkzazvga55do4buqq0quhh,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055565,7,44,1,0,21,b3436h8h14zw7f1uv6w9vqf6y,0,74.9,15.8,2023-05-01T00:06:52.782Z,2023-05-01T00:06:55Z,4242061247,233,4,4242061153,56,Right,4242061155,286,,,,,,,,,,,,,,,,,7i19hu44byapft1lpm3okbb3d,J. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055569,5,1,1,0,21,c2pdzdl3dgf5b0siidn2ay5ii,0,28.8,82.8,2023-05-01T00:06:53.324Z,2023-05-01T00:06:55Z,4242061171,140,40.4,4242061163,3,,4242061167,56,Back,4242061177,141,100.0,4242061185,213,0.8,4242061183,212,17.2,,,,,,,ykzkzazvga55do4buqq0quhh,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055579,6,5,1,0,23,c2pdzdl3dgf5b0siidn2ay5ii,0,40.3,100.9,2023-05-01T00:06:54.866Z,2023-05-01T00:07:01Z,4242061217,56,Back,4242061393,233,8,4242061219,347,,,,,,,,,,,,,,,,,ykzkzazvga55do4buqq0quhh,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055617,8,5,1,0,23,b3436h8h14zw7f1uv6w9vqf6y,1,59.7,-0.9,2023-05-01T00:06:54.866Z,2023-05-01T00:39:49Z,4242061375,56,Right,4242061377,347,,4242061379,233,6,,,,,,,,,,,,,,,,7i19hu44byapft1lpm3okbb3d,J. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055625,9,1,1,0,29,b3436h8h14zw7f1uv6w9vqf6y,1,59.8,0,2023-05-01T00:07:00.691Z,2023-05-01T00:07:01Z,4242061425,140,63.1,4242061427,141,11.1,4242061429,212,9.0,4242061421,107,,4242061431,213,1.2,4242061423,56,Right,,,,,,,7vn8g8wlm99npne5i8fwv3vft,O. Dada-Luke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055637,10,1,1,0,30,b3436h8h14zw7f1uv6w9vqf6y,1,63.1,11.1,2023-05-01T00:07:01.667Z,2023-05-01T00:07:05Z,4242061501,141,3.2,4242061505,213,5.7,4242061499,140,71.5,4242061497,56,Right,4242061503,212,10.3,,,,,,,,,,eojxqfdewy3jdl9h3nb5d6ui1,S. Yeates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542055639,11,61,1,0,32,b3436h8h14zw7f1uv6w9vqf6y,0,71.5,3.2,2023-05-01T00:07:03.916Z,2023-05-01T00:29:34Z,4242061509,56,Right,,,,,,,,,,,,,,,,,,,,,,7i19hu44byapft1lpm3okbb3d,J. Heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
