id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2537280601,1,34,16,0,0,634fcc7n5o5gzu05biddx8yl0,1,0,0,2023-04-22T16:09:02.729Z,2023-04-22T17:08:23Z,4209634635,130,4,4209634639,194,exgvhzo1zgo07og3rsnjv13v9,4209887591,197,18970,4209634641,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209634633,59,"1, 4, 12, 8, 5, 3, 2, 16, 9, 11, 10, 7, 13, 14, 17, 18, 20, 21",4209634637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4209634631,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4209634629,30,"exgvhzo1zgo07og3rsnjv13v9, 806pkt95hg0ms9mto4lwxb8tm, 3gehuzr276abauitwc8y8imi2, anec469hnc54shicrlx8sxbtg, 8kns4h4wg2l8mffkoqskem25m, cusim5b0lb4yc0sz00d7is73d, 41fep3jlo1ieyq9hvpmsl6wvd, 3176i3h6iv1ufsp88prhhmjqi, 4v13dz2g71gh5i527t347shyh, 2bwli6laejcfs9eb6euey2lbe, 8mte9if061bfau2q60ymimz11, 6xyzscohgbp65jh30bhuj3x90, 5di2c0qb50rnlk4z4nny6gwes, aetqb3if6nycr8al4og7j1vro, 6zuton58biybp7ge3mpc17alm, vthth1ethpr5tlxv2ps28vai, dkbyw8xpizsdtltkrl9hfkk5w, 329zq0wkx93wk0lud0vtu661g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537280999,1,34,16,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-04-22T16:09:31.616Z,2023-04-22T17:41:01Z,4209636787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4209887627,197,11588,4209636785,30,"207co3fpu5mhbs1r0e6p8vze1, 6v3jzhrpgs47rzoyw6b8lz6ui, 1qu7igozcqji1b93u23ezh68l, cfffc2qdknupbftpqye1cbf1l, upib1k4jf41nogwoduyqpw4p, dr544s11qpyo2mg32cvq6g6vp, am64w1ueohlr85v0nyhe965ii, 334ys3md0ycavngg26g75yi21, bri3rn6ch0k8k4q9mpjc8q19l, 3y5rrahty1k0l1hnww3bcozmy, bmegw740jz7qramlatlpmv4h6, 5m5p9c4iyl4f4j1rr1rdmojfu, 4o8pclxdsb5lhx1efsoveoqhg, b6aw65sbptx2dlqsfx64x59m1, 6hmakiuv72jj9hoda4coem978, 1rskobs1g7sask1vble87jpwp, 38531j1ng4edd1ji3h9p1zk7o, al01z7ktb0uboh3lgf2v84844",4209636789,59,"1, 16, 2, 18, 7, 32, 12, 33, 9, 24, 10, 8, 11, 22, 23, 43, 70, 77",4209636801,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4209636809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209636793,130,2,4209636805,194,207co3fpu5mhbs1r0e6p8vze1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331619,2,32,1,0,0,634fcc7n5o5gzu05biddx8yl0,1,0,0,2023-04-22T17:07:57.697Z,2023-04-22T17:07:57Z,4209901027,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331643,2,32,1,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-04-22T17:07:57.697Z,2023-04-22T17:07:59Z,4209901137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331681,3,1,1,0,0,634fcc7n5o5gzu05biddx8yl0,1,50,50,2023-04-22T17:07:57.797Z,2023-04-22T17:08:01Z,4209901321,279,S,4209901307,140,36.7,4209901317,213,2.6,4209901315,212,16.2,4209901309,141,62.0,4209901305,56,Back,,,,,,,8mte9if061bfau2q60ymimz11,G. Sandoval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331745,4,1,1,0,3,634fcc7n5o5gzu05biddx8yl0,1,36.7,62,2023-04-22T17:08:01.050Z,2023-04-22T17:08:59Z,4209901661,155,,4209901673,1,,4209901669,212,41.9,4209901663,56,Right,4209901665,140,59.2,4209901671,213,5.3,4209901667,141,11.2,,,,3176i3h6iv1ufsp88prhhmjqi,E. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331751,5,44,1,0,6,634fcc7n5o5gzu05biddx8yl0,1,62.2,11.2,2023-04-22T17:08:03.915Z,2023-04-22T17:08:06Z,4209901703,56,Right,4209901705,286,,4209901763,233,3,,,,,,,,,,,,,,,,806pkt95hg0ms9mto4lwxb8tm,I. Bakare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331759,3,44,1,0,6,cqthcpums3aas2tdy0qhlkuwa,0,37.8,88.8,2023-04-22T17:08:03.916Z,2023-04-22T17:08:06Z,4209901717,285,,4209901925,233,5,4209901715,56,Back,,,,,,,,,,,,,,,,1qu7igozcqji1b93u23ezh68l,P. Gee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331849,6,1,1,0,6,634fcc7n5o5gzu05biddx8yl0,0,59.2,11.2,2023-04-22T17:08:04.362Z,2023-04-22T17:08:09Z,4209902171,140,100.0,4209902167,56,Right,4209902163,168,,4209902181,213,0.1,4209902159,3,,4209902179,212,44.0,4209902183,1,,4209902177,141,16.3,806pkt95hg0ms9mto4lwxb8tm,I. Bakare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537331841,4,56,1,0,11,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-04-22T17:08:08.755Z,2023-04-22T17:08:08Z,4209902139,56,Back,,,,,,,,,,,,,,,,,,,,,,dr544s11qpyo2mg32cvq6g6vp,B. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
