id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2534780617,1,34,16,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-04-16T17:03:36.775Z,2023-04-16T18:05:43Z,4196351065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4196351063,130,8,4196351057,30,"207co3fpu5mhbs1r0e6p8vze1, 1qu7igozcqji1b93u23ezh68l, 1rskobs1g7sask1vble87jpwp, bmegw740jz7qramlatlpmv4h6, upib1k4jf41nogwoduyqpw4p, dr544s11qpyo2mg32cvq6g6vp, 6v3jzhrpgs47rzoyw6b8lz6ui, cqu6f2gdqsceak3ifi433tyvp, bri3rn6ch0k8k4q9mpjc8q19l, cfffc2qdknupbftpqye1cbf1l, 38531j1ng4edd1ji3h9p1zk7o, b6aw65sbptx2dlqsfx64x59m1, asvw5ai81hxupgdbxro8qta3u, 3y5rrahty1k0l1hnww3bcozmy, 4o8pclxdsb5lhx1efsoveoqhg, am64w1ueohlr85v0nyhe965ii, 334ys3md0ycavngg26g75yi21, al01z7ktb0uboh3lgf2v84844",4196585945,197,18968,4196351059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4196351067,194,207co3fpu5mhbs1r0e6p8vze1,4196351069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196351061,59,"1, 2, 43, 10, 7, 32, 16, 28, 9, 18, 70, 22, 3, 24, 11, 12, 33, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534783959,1,34,16,0,0,dd2vf0yzjm7jm7cak9tf11sa2,1,0,0,2023-04-16T17:07:58.373Z,2023-04-16T18:10:37Z,4196369105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4196369099,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4196369097,30,"dbqcata2hskqhcvjkjhagy4bu, 98ajoa650l9wzwuur2ibzo6ad, f1qvh9qszr743tj8zb3kcvaei, bewzox1rnh1n28tkj5k0rmrqh, 57t8thjgk0yh4fv88sqx9woh5, 368zrfhpvljc7rvzkl1v0x1bd, 16q3kpp7uxqjn9993xd5woauh, 4tus0wc9k482jmoncnstteelm, 32fe58rlsvv1h3qthbhol08yy, ch01b74i78nggnffi81875ld6, bh0eekb0i654fo4nc758x2gh5, c66pilmwi4n4017fvo7k7z04q, 77bwgkpu6tylbyfvuwdzoek15, 2js282vjcudwck84w18f2h8t1, 2v0jla46uu3zrm9x85xrewt90, 4hbto3y625izwzz9qcmrzidxw, cq7i3ngn9thp8ynf3814qvqlm, 1zs9knt17zjeb0huwrxyonvu1",4196369103,130,4,4196369107,194,16q3kpp7uxqjn9993xd5woauh,4196369109,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196369101,59,"99, 2, 22, 6, 4, 5, 8, 27, 23, 24, 7, 1, 9, 10, 11, 15, 20, 32",4196588847,197,5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827015,2,32,1,0,0,dd2vf0yzjm7jm7cak9tf11sa2,1,0,0,2023-04-16T18:07:47.683Z,2023-04-16T18:07:48Z,4196606263,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534826989,2,32,1,0,0,cqthcpums3aas2tdy0qhlkuwa,1,0,0,2023-04-16T18:07:47.683Z,2023-04-20T21:31:04Z,4196606153,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827095,3,1,1,0,0,dd2vf0yzjm7jm7cak9tf11sa2,0,50.1,49.6,2023-04-16T18:07:47.783Z,2023-04-16T18:07:56Z,4196606707,141,50.4,4196606715,213,3.1,4196606719,279,S,4196606703,140,40.0,4196606697,56,Back,4196606711,212,10.6,,,,,,,32fe58rlsvv1h3qthbhol08yy,A. Novak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827121,4,1,1,0,3,dd2vf0yzjm7jm7cak9tf11sa2,0,40,50.4,2023-04-16T18:07:51.234Z,2023-04-16T18:10:13Z,4196606841,213,0.7,4196606843,1,,4196606839,212,41.2,4196606837,141,90.6,4196606835,140,69.4,4196616823,155,,4196606833,56,Left,,,,4tus0wc9k482jmoncnstteelm,R. Ohin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827119,3,44,1,0,5,cqthcpums3aas2tdy0qhlkuwa,1,29,7.4,2023-04-16T18:07:53.065Z,2023-04-16T18:07:56Z,4196606825,56,Back,4196606983,233,5,4196606827,285,,,,,,,,,,,,,,,,,1qu7igozcqji1b93u23ezh68l,P. Gee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827135,5,44,1,0,5,dd2vf0yzjm7jm7cak9tf11sa2,0,71,92.6,2023-04-16T18:07:53.066Z,2023-04-16T18:07:56Z,4196606897,286,,4196606895,56,Left,4196606995,233,3,,,,,,,,,,,,,,,,bh0eekb0i654fo4nc758x2gh5,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827129,4,12,1,0,5,cqthcpums3aas2tdy0qhlkuwa,1,27.5,5.5,2023-04-16T18:07:53.535Z,2023-04-16T18:07:57Z,4196606869,212,6.3,4196606911,15,,4196606867,141,0.0,4196606865,140,31.0,4196606863,56,Back,4196606871,213,5.3,4196606949,167,,,,,1qu7igozcqji1b93u23ezh68l,P. Gee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534827139,5,5,1,0,6,cqthcpums3aas2tdy0qhlkuwa,0,30.2,-1.6,2023-04-16T18:07:54.210Z,2023-04-16T18:08:00Z,4196607311,233,6,4196606925,56,Back,4196606927,347,,,,,,,,,,,,,,,,,1qu7igozcqji1b93u23ezh68l,P. Gee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
