id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2465110653,13,5,1,0,11,6bl19flj1eggw2gw7sya19bof,1,44.6,101,2022-09-30T17:17:26.641Z,2022-09-30T17:43:21Z,3807348291,233,8,3807331353,56,Back,3807331355,347,,,,,,,,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110403,3,1,1,0,17,6bl19flj1eggw2gw7sya19bof,1,51.1,100,2022-09-30T17:17:32.264Z,2022-09-30T18:04:31Z,3807342397,1,,3807330205,141,78.1,3807330201,56,Back,3807330203,140,31.8,3807342395,107,,3807330207,212,25.5,3807330209,213,3.8,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110447,4,1,1,0,20,6bl19flj1eggw2gw7sya19bof,1,31.7,77.9,2022-09-30T17:17:35.208Z,2022-09-30T17:28:34Z,3807330375,141,38.4,3807330373,140,30.8,3807330371,56,Back,3807330377,212,26.9,3807330379,213,4.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110477,5,1,1,0,25,6bl19flj1eggw2gw7sya19bof,1,31.6,29,2022-09-30T17:17:40.951Z,2022-09-30T17:17:44Z,3807330499,140,28.2,3807330497,56,Back,3807330501,141,58.7,3807330503,212,20.5,3807330505,213,1.7,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110509,6,1,1,0,29,6bl19flj1eggw2gw7sya19bof,1,31.5,62.3,2022-09-30T17:17:44.327Z,2022-09-30T17:17:48Z,3807330647,213,4.9,3807330639,56,Back,3807330641,140,35.2,3807330643,141,29.2,3807330645,212,22.8,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110513,7,1,1,0,33,6bl19flj1eggw2gw7sya19bof,0,35,27.4,2022-09-30T17:17:48.375Z,2022-09-30T18:04:57Z,3807330669,141,34.8,3807330667,140,61.5,3807330663,157,,3807330665,56,Center,3807330673,213,0.2,3807330671,212,28.3,3807330675,1,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465112105,81,1,1,0,34,6bl19flj1eggw2gw7sya19bof,0,54.1,20.6,2022-09-30T17:17:49.371Z,2022-09-30T18:05:11Z,3807339319,213,0.9,3807339317,212,20.4,3807339315,141,43.6,3807339313,140,66.6,3807339311,56,Center,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110525,9,61,1,0,37,dpp6fex0mdxsxhdct2qf66x5n,0,37.6,67.1,2022-09-30T17:17:52.206Z,2022-09-30T17:23:23Z,3807330713,56,Back,,,,,,,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110555,11,43,1,0,38,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2022-09-30T17:17:53.129Z,2022-09-30T17:21:10Z,3807330825,212,21.2,3807330827,213,3.9,3807330821,140,28.1,3807330823,141,41.5,3807330819,56,Back,3807334787,144,1,,,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110539,10,49,1,0,40,dpp6fex0mdxsxhdct2qf66x5n,1,42.9,62.6,2022-09-30T17:17:54.986Z,2022-09-30T17:24:06Z,,,,,,,,,,,,,,,,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110557,12,1,1,0,40,dpp6fex0mdxsxhdct2qf66x5n,0,28.1,41.5,2022-09-30T17:17:55.473Z,2022-09-30T17:17:57Z,3807330835,140,56.8,3807330833,56,Center,3807330831,157,,3807330839,212,30.3,3807330837,141,36.5,3807330843,1,,3807330841,213,6.2,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110591,8,1,1,0,40,6bl19flj1eggw2gw7sya19bof,1,41.9,74.3,2022-09-30T17:17:55.751Z,2022-09-30T17:18:01Z,3807330997,213,5.5,3807330989,56,Center,3807330993,141,57.0,3807330991,140,53.8,3807330995,212,17.2,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465113549,153,50,1,0,43,6bl19flj1eggw2gw7sya19bof,1,59.5,44.6,2022-09-30T17:17:58.337Z,2022-09-30T17:33:23Z,3807347763,233,13,3807347681,56,Center,3807347683,286,,,,,,,,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110579,13,7,1,0,43,dpp6fex0mdxsxhdct2qf66x5n,1,40.5,55.4,2022-09-30T17:17:58.338Z,2022-09-30T17:33:23Z,3807347759,233,153,3807330935,56,Back,3807330937,285,,,,,,,,,,,,,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110581,14,61,1,0,44,dpp6fex0mdxsxhdct2qf66x5n,0,35.6,38.8,2022-09-30T17:17:59.114Z,2022-09-30T18:07:12Z,3807330939,56,Back,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110593,9,49,1,0,45,6bl19flj1eggw2gw7sya19bof,1,64.6,63.4,2022-09-30T17:18:00.062Z,2022-09-30T18:07:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110595,10,1,1,0,45,6bl19flj1eggw2gw7sya19bof,0,64.6,63.4,2022-09-30T17:18:00.271Z,2022-09-30T18:07:17Z,3807331015,56,Center,3807331017,140,61.5,3807331019,141,52.5,3807331023,213,4.3,3807331021,212,8.1,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465126835,441,1,1,0,46,6bl19flj1eggw2gw7sya19bof,1,64.7,44.6,2022-09-30T17:18:00.974Z,2022-09-30T18:07:53Z,3807414045,141,65.4,3807414047,212,14.1,3807414043,140,64.7,3807414041,56,Center,3807414049,213,1.6,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110599,11,1,1,0,48,6bl19flj1eggw2gw7sya19bof,1,63.6,67,2022-09-30T17:18:03.175Z,2022-09-30T18:07:50Z,3807331053,140,66.6,3807331051,56,Left,3807331057,212,12.4,3807331055,141,84.7,3807331059,213,1.3,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110603,12,1,1,0,50,6bl19flj1eggw2gw7sya19bof,0,71.3,85.5,2022-09-30T17:18:05.479Z,2022-09-30T18:08:14Z,3807331087,141,45.7,3807331091,213,5.4,3807331093,1,,3807331089,212,35.9,3807331085,140,93.7,3807331083,56,Center,3807331081,155,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110605,15,52,1,0,54,dpp6fex0mdxsxhdct2qf66x5n,1,7.5,55.2,2022-09-30T17:18:09.218Z,2022-09-30T17:18:09Z,,,,,,,,,,,,,,,,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110633,16,1,1,1,3,dpp6fex0mdxsxhdct2qf66x5n,1,4.6,51.2,2022-09-30T17:18:18.273Z,2022-09-30T17:18:20Z,3807331265,213,4.9,3807331261,141,22.1,3807331263,212,20.2,3807331255,123,,3807331257,56,Back,3807331259,140,8.3,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110647,17,1,1,1,5,dpp6fex0mdxsxhdct2qf66x5n,1,8.8,17.3,2022-09-30T17:18:20.530Z,2022-09-30T17:18:21Z,3807331321,212,12.5,3807331323,213,0.0,3807331315,56,Back,3807331317,140,20.7,3807331319,141,17.6,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110679,18,1,1,1,8,dpp6fex0mdxsxhdct2qf66x5n,1,24.7,17.9,2022-09-30T17:18:23.506Z,2022-09-30T17:27:26Z,3807331461,213,0.4,3807331455,140,39.7,3807331453,56,Back,3807331459,212,17.0,3807331457,141,27.2,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110703,19,1,1,1,14,dpp6fex0mdxsxhdct2qf66x5n,0,38.6,31.7,2022-09-30T17:18:29.314Z,2022-09-30T17:18:32Z,3807331561,141,69.0,3807331563,212,25.4,3807331565,213,1.5,3807331557,56,Back,3807331559,140,39.2,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110709,14,3,1,1,18,6bl19flj1eggw2gw7sya19bof,0,56.8,32.4,2022-09-30T17:18:33.463Z,2022-09-30T17:18:35Z,3807331591,286,,3807331589,56,Center,3807331657,233,20,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110713,20,7,1,1,18,dpp6fex0mdxsxhdct2qf66x5n,0,43.2,67.6,2022-09-30T17:18:33.464Z,2022-09-30T17:18:35Z,3807331641,233,14,3807331601,56,Back,3807331603,285,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110739,21,3,1,1,24,dpp6fex0mdxsxhdct2qf66x5n,0,73.4,95.6,2022-09-30T17:18:39.571Z,2022-09-30T17:18:42Z,3807331723,56,Left,3807331725,286,,3807331759,233,15,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110743,15,7,1,1,24,6bl19flj1eggw2gw7sya19bof,0,26.6,4.4,2022-09-30T17:18:39.572Z,2022-09-30T17:18:41Z,3807331745,233,21,3807331743,285,,3807331741,56,Back,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110751,16,5,1,1,26,6bl19flj1eggw2gw7sya19bof,0,22.6,-1.1,2022-09-30T17:18:41.346Z,2022-09-30T17:43:21Z,3807331769,56,Back,3807331799,233,22,3807331771,347,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110749,22,5,1,1,26,dpp6fex0mdxsxhdct2qf66x5n,1,77.4,101.1,2022-09-30T17:18:41.346Z,2022-09-30T17:18:42Z,3807331765,56,Left,3807331767,347,,3807331773,233,16,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110805,23,1,1,1,39,dpp6fex0mdxsxhdct2qf66x5n,1,76.6,100,2022-09-30T17:18:53.987Z,2022-09-30T17:18:59Z,3807332093,56,Left,3807332091,107,,3807332095,140,97.4,3807332103,1,,3807332101,213,6.1,3807332097,141,94.7,3807332099,212,22.4,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110807,24,1,1,1,44,dpp6fex0mdxsxhdct2qf66x5n,0,97.7,86.7,2022-09-30T17:18:59.427Z,2022-09-30T17:19:00Z,3807332119,213,4.5,3807332117,212,1.0,3807332107,2,,3807332113,140,97.5,3807332111,56,Left,3807332109,155,,3807332115,141,85.2,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110817,17,61,1,1,47,6bl19flj1eggw2gw7sya19bof,1,2.7,46.4,2022-09-30T17:19:02.776Z,2022-09-30T17:19:43Z,3807332171,56,Back,,,,,,,,,,,,,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110819,18,52,1,1,49,6bl19flj1eggw2gw7sya19bof,1,2.7,46.4,2022-09-30T17:19:04.039Z,2022-09-30T17:19:04Z,,,,,,,,,,,,,,,,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110847,19,1,1,2,1,6bl19flj1eggw2gw7sya19bof,1,3.3,47,2022-09-30T17:19:16.167Z,2022-09-30T17:19:17Z,3807332339,212,9.4,3807332337,141,33.7,3807332341,213,5.0,3807332335,140,5.8,3807332331,123,,3807332333,56,Back,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110855,20,1,1,2,2,6bl19flj1eggw2gw7sya19bof,1,5.8,33.7,2022-09-30T17:19:17.351Z,2022-09-30T17:19:20Z,3807332387,140,14.2,3807332391,212,20.3,3807332393,213,5.2,3807332389,141,6.8,3807332385,56,Back,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110865,21,1,1,2,5,6bl19flj1eggw2gw7sya19bof,1,16.1,6.6,2022-09-30T17:19:20.102Z,2022-09-30T17:19:23Z,3807332467,212,28.2,3807332465,141,4.5,3807332463,140,42.9,3807332461,56,Back,3807332469,213,6.2,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110873,22,1,1,2,8,6bl19flj1eggw2gw7sya19bof,1,40.5,4.4,2022-09-30T17:19:23.830Z,2022-09-30T17:19:25Z,3807332505,141,13.3,3807332507,212,6.9,3807332503,140,37.4,3807332501,56,Back,3807332509,213,2.1,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110883,23,1,1,2,10,6bl19flj1eggw2gw7sya19bof,0,37.4,13,2022-09-30T17:19:25.142Z,2022-09-30T17:19:28Z,3807332599,286,,3807332559,213,2.4,3807332557,212,4.3,3807332553,140,34.3,3807332593,236,,3807332551,56,Back,3807332555,141,17.2,3807332595,233,25,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110887,25,74,1,2,10,dpp6fex0mdxsxhdct2qf66x5n,1,65.9,79.1,2022-09-30T17:19:25.143Z,2022-09-30T17:43:18Z,3807332575,285,,3807332573,56,Left,3807332623,233,23,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110891,26,49,1,2,13,dpp6fex0mdxsxhdct2qf66x5n,1,64.7,98.6,2022-09-30T17:19:28.515Z,2022-09-30T17:19:28Z,,,,,,,,,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110909,27,1,1,2,15,dpp6fex0mdxsxhdct2qf66x5n,1,65.7,98.3,2022-09-30T17:19:30.948Z,2022-09-30T17:19:32Z,3807332711,140,71.9,3807332713,141,84.0,3807332715,212,11.7,3807332717,213,5.3,3807332709,56,Left,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110917,28,1,1,2,17,dpp6fex0mdxsxhdct2qf66x5n,1,71.9,84,2022-09-30T17:19:32.883Z,2022-09-30T17:19:34Z,3807332749,56,Center,3807332755,212,9.2,3807332757,213,3.7,3807332753,141,77.4,3807332751,140,64.3,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110931,29,1,1,2,19,dpp6fex0mdxsxhdct2qf66x5n,1,64.3,77.4,2022-09-30T17:19:34.164Z,2022-09-30T18:05:11Z,3807332855,213,5.8,3807332851,141,74.4,3807332853,212,4.0,3807332849,140,67.6,3807332847,56,Center,,,,,,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110933,30,81,1,2,22,dpp6fex0mdxsxhdct2qf66x5n,0,67.6,74.4,2022-09-30T17:19:36.982Z,2022-09-30T17:19:38Z,3807332859,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110983,31,68,1,2,35,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2022-09-30T17:19:50.836Z,2022-09-30T18:05:35Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465110985,24,68,1,2,35,6bl19flj1eggw2gw7sya19bof,0,0,0,2022-09-30T17:19:50.886Z,2022-09-30T17:19:52Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465125201,403,1,1,2,36,dpp6fex0mdxsxhdct2qf66x5n,1,61,80.7,2022-09-30T17:19:50.974Z,2022-09-30T18:05:35Z,3807404975,140,70.0,3807404973,56,Left,3807404977,141,85.8,3807404981,213,0.4,3807404979,212,10.1,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465111007,32,1,1,2,37,dpp6fex0mdxsxhdct2qf66x5n,1,70.7,60.9,2022-09-30T17:19:52.564Z,2022-09-30T17:19:55Z,3807333259,141,43.0,3807333257,140,69.9,3807333255,56,Center,3807333263,213,4.6,3807333261,212,12.2,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
