id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2487995257,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2022-11-27T13:53:55.621Z,2022-11-27T15:07:43Z,3928268939,130,8,3928268943,194,a5d0iik8dqj6oy803mvi4n1sl,3928268945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928420675,197,8273,3928268937,59,"22, 8, 30, 25, 13, 4, 17, 3, 11, 12, 16, 1, 10, 14, 20, 27, 33, 36, 37, 39",3928268933,30,"bpwz6mj8utvxsd9mjyxcestii, d9l67kneytb0mij099bneg1cl, 1zkoai1sdm9bbx29fi76e38ph, 9xbohfvww89ec7c1d97hkuj85, 1ofsz5y4wb4pt6xp0u06hc5pl, fpitimhwhx0wqkkrtuc10mvp, 5uli2vvgaigz4yf05bwy81l2h, diy9eqdcrua61ao4goq5yges5, bwhwthiud4nqvdjy8rq1gcdsl, 692xxz6qlvbxhspozloeujt9l, a5d0iik8dqj6oy803mvi4n1sl, 9gusyyfm5lj82mqzrmpho16tx, 3uyzu7kyh7oe0ahcu7o22pfit, dhv9lixpbtd4b27qmfw7cxf1m, eyssu2jrc7qnzut1tx54twlm2, 1wlzoku6j132t554imm0co99l, avud4qv9xovwlr2pxc8fcmiuh, 9j7pz666ckpiaihmlg5daf8d0, 43ff1bhi5474qzac8fksxqz11, 1xqldi2mul5kqpl9u3f8ckez9",3928268941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928268935,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487995705,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-11-27T13:56:30.019Z,2022-11-27T14:59:32Z,3928271511,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 6zmrvcurwjzt9y07c85s24r85, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 3ucjekvg77wnqsybahjae5iei, 8fvhkgu9pio9hcs0qhndw1239, 6el60ixesyykp18873zddqve2, epxe17rtw23fpslr1e6cxlffu, 6pgjx4bd90q1d1vof7bonhjx0, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, 8az7xzsavwdqyuhal2yxml10q, dtj0nm0mjqz704pm3olqihf55, 5hdjbf8idy50wlf0d6qi3lk9h, 6i71063juhqq2d35riwhr1uqx, c2lq7lei84ba4ft8hp8jdht04",3928271519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3928271527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3928419673,197,17126,3928271517,130,8,3928271523,194,9uu3awe8j2wf502ke5l9nwg5x,3928271513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3928271515,59,"12, 19, 3, 21, 16, 18, 25, 23, 9, 10, 11, 4, 5, 6, 7, 13, 17, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023575,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2022-11-27T15:03:03.781Z,2022-11-27T15:03:03Z,3928424303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023579,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-11-27T15:03:03.781Z,2022-11-27T15:03:05Z,3928424311,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023587,3,1,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,50,50,2022-11-27T15:03:03.881Z,2022-11-27T15:03:27Z,3928424351,212,13.8,3928424349,141,56.3,3928424347,140,37.5,3928424345,56,Back,3928424353,213,2.8,3928424355,279,S,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023605,4,1,1,0,3,2f7gua216miwsfd83rgjsn4ap,0,37.5,56.3,2022-11-27T15:03:06.958Z,2022-11-27T15:04:04Z,3928424449,212,30.8,3928424441,56,Left,3928424451,213,0.7,3928424443,140,60.7,3928424447,141,84.1,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023619,3,49,1,0,5,bpx4ib85d65u9oyhglkt36k1b,1,38.8,13.2,2022-11-27T15:03:09.138Z,2022-11-27T15:08:50Z,,,,,,,,,,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023655,4,1,1,0,5,bpx4ib85d65u9oyhglkt36k1b,1,38.4,14.1,2022-11-27T15:03:09.488Z,2022-11-27T15:08:51Z,3928424729,56,Back,3928424735,212,12.7,3928424733,141,27.1,3928424731,140,29.7,3928424737,213,2.4,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023681,5,1,1,0,9,bpx4ib85d65u9oyhglkt36k1b,1,30.9,36.6,2022-11-27T15:03:13.344Z,2022-11-27T15:03:16Z,3928424887,56,Back,3928424891,141,87.8,3928424897,1,,3928424889,140,29.2,3928424895,213,1.6,3928424893,212,34.9,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,
2488023691,6,1,1,0,12,bpx4ib85d65u9oyhglkt36k1b,1,30,89.1,2022-11-27T15:03:16.241Z,2022-11-27T15:03:17Z,3928424955,141,71.8,3928424953,140,26.1,3928424959,213,4.4,3928424951,56,Back,3928424957,212,12.5,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,
