id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2552269265,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-05-21T10:19:36.608Z,2023-05-21T10:58:10Z,4296482121,194,7i2liztq9k72g2lnz5i91whcl,4296482119,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296482115,59,"41, 18, 15, 2, 32, 21, 7, 14, 31, 20, 17, 4, 5, 11, 16, 19, 22, 23, 25, 29",4296482123,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296482111,30,"do1uv3ohvyvodhcindxj76qy1, 6yoqpu952gnc6trdg6vpala6t, 1139rvy7ws5o77eq04wprf0tl, 8etvu6b9z7sm2rg3wqkmchk9h, agqhiv0awfumj9c4sbq81hh7u, 8xphahi0vi6fnh8ou88zzb6j9, 4663ukpnmrw6i3tm1fvzl7u1h, a3rlansc0x5sw4hg75yhpanhm, 9nc0572mgpafxbjnrk55emtt6, byrtspkep316747j5mj5lyei, 7i2liztq9k72g2lnz5i91whcl, e3gddzy59fp8lidsr83vpw12i, 4ennrl7as17fnvk5c3vhhg5qs, 42h5sz2axk69ifygo0wzuvr2t, 3kofouuzii19d6w7mr7n9s2ui, qygwawkthmtcn3sx4ptq0e8k, 1tkgs09548p54arfjuufivk7o, azitzbihzs5b3iv56nq4iszit, dseqkqirdljgr63ov3461vhsl, ambjrl1ky848xbmdwsrsbjpey",4296482113,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4296561933,197,8545,4296482117,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552269875,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-05-21T10:21:54.356Z,2023-05-21T11:20:59Z,4296484549,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, 82attu22oztrh3s274g5yv1t5, eq5z0yyr2uh1fvs5v2v8zipjp, 4lfl3qipc5sf2b8cec6l43ap5, 4i37e3q02cbkvlhcq2dsdsr11, f0zbdnxjsfalm8s8whu5vmklx, 4kddxgnkpjzwkucvert2bhzsa, cb60xjrkw8lilcyut0hvdlwix, 880iar754wzvc7686yiaiectm, aoyar6ognwwp1t137fvvl2u50, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, aji2uaf4qxmbarfhrsbtxmaqd, cu3fl794mtsnkfxi4jesxv9ey",4296484557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4296484553,59,"1, 4, 18, 31, 33, 8, 14, 10, 19, 7, 28, 9, 16, 17, 21, 24, 26, 27, 30",4296484551,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4296484561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296484555,130,23,4296484559,194,9lubh9wmixrdw0ttdyacul33d,4296562167,197,17286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286133,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-05-21T11:01:13.560Z,2023-05-21T11:01:15Z,4296568447,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286127,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-05-21T11:01:13.560Z,2023-05-21T11:01:13Z,4296568429,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286169,3,1,1,0,0,6mng5xcarvyip7ixoss7au245,1,49.8,50.1,2023-05-21T11:01:13.660Z,2023-05-21T11:49:10Z,4296568629,213,3.1,4296568627,212,8.3,4296568625,141,51.0,4296568623,140,41.9,4296568631,279,S,4296568621,56,Back,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286195,4,1,1,0,2,6mng5xcarvyip7ixoss7au245,1,41.9,51,2023-05-21T11:01:16.166Z,2023-05-21T11:01:18Z,4296568781,56,Back,4296568783,140,27.7,4296568789,213,2.4,4296568787,212,19.7,4296568785,141,70.0,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286225,5,1,1,0,5,6mng5xcarvyip7ixoss7au245,1,27.7,70,2023-05-21T11:01:18.566Z,2023-05-21T11:01:21Z,4296568953,213,1.3,4296568951,212,15.3,4296568949,141,91.4,4296568945,56,Back,4296568947,140,32.1,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286259,6,1,1,0,7,6mng5xcarvyip7ixoss7au245,1,32.1,91.4,2023-05-21T11:01:20.935Z,2023-05-21T11:01:22Z,4296569109,213,0.3,4296569107,212,14.0,4296569105,141,96.9,4296569103,140,44.9,4296569101,56,Back,,,,,,,,,,8xphahi0vi6fnh8ou88zzb6j9,A. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286289,7,1,1,0,9,6mng5xcarvyip7ixoss7au245,1,44.9,96.9,2023-05-21T11:01:22.742Z,2023-05-21T11:01:25Z,4296569267,213,5.8,4296569261,140,61.8,4296569263,141,83.6,4296569259,56,Left,4296569265,212,19.9,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286295,8,1,1,0,11,6mng5xcarvyip7ixoss7au245,0,62,83.6,2023-05-21T11:01:25.111Z,2023-05-21T11:01:26Z,4296569293,213,0.8,4296569291,212,6.3,4296569287,140,66.0,4296569285,56,Left,4296569289,141,90.5,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
