id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2524500001,9,1,1,0,14,6bl19flj1eggw2gw7sya19bof,1,19.5,74.8,2023-03-25T16:56:40.081Z,2023-03-25T16:56:43Z,4123182129,212,15.0,4123182123,56,Back,4123182127,141,96.2,4123182125,140,22.9,4123182131,213,1.3,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500019,10,1,1,0,17,6bl19flj1eggw2gw7sya19bof,1,28,97.6,2023-03-25T16:56:43.136Z,2023-03-25T16:56:47Z,4123182265,140,50.3,4123182271,213,5.8,4123182267,141,81.6,4123182263,56,Left,4123182269,212,25.8,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500021,11,61,1,0,20,6bl19flj1eggw2gw7sya19bof,0,42,81.1,2023-03-25T16:56:46.962Z,2023-03-25T16:56:47Z,4123182275,56,Back,,,,,,,,,,,,,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500031,3,49,1,0,22,bpx4ib85d65u9oyhglkt36k1b,1,56.1,36.8,2023-03-25T16:56:48.717Z,2023-03-25T16:56:48Z,,,,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500035,4,1,1,0,22,bpx4ib85d65u9oyhglkt36k1b,1,56.1,36.8,2023-03-25T16:56:48.813Z,2023-03-25T16:56:50Z,4123182311,141,59.4,4123182313,212,15.5,4123182315,213,1.5,4123182309,140,57.8,4123182307,56,Center,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500045,5,1,1,0,23,bpx4ib85d65u9oyhglkt36k1b,1,57.9,59.4,2023-03-25T16:56:49.900Z,2023-03-25T16:56:51Z,4123182379,56,Back,4123182385,212,27.3,4123182381,140,32.3,4123182387,213,3.3,4123182383,141,52.7,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500065,6,1,1,0,25,bpx4ib85d65u9oyhglkt36k1b,1,32.3,52.7,2023-03-25T16:56:51.869Z,2023-03-25T16:56:55Z,4123182465,141,50.4,4123182461,56,Back,4123182469,213,3.3,4123182467,212,10.7,4123182463,140,22.2,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500069,7,1,1,0,29,bpx4ib85d65u9oyhglkt36k1b,1,22.2,49,2023-03-25T16:56:55.453Z,2023-03-25T16:57:03Z,4123182491,141,28.0,4123182487,56,Back,4123182493,212,15.0,4123182489,140,26.6,4123182495,213,5.0,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500151,8,1,1,0,32,bpx4ib85d65u9oyhglkt36k1b,1,26.4,29,2023-03-25T16:56:58.797Z,2023-03-25T16:57:03Z,4123182781,141,60.2,4123182783,212,21.3,4123182785,213,1.5,4123182777,56,Back,4123182779,140,27.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500159,9,1,1,0,37,bpx4ib85d65u9oyhglkt36k1b,1,27.3,61.7,2023-03-25T16:57:03.807Z,2023-03-25T16:57:05Z,4123182813,213,1.1,4123182811,212,11.5,4123182807,140,32.3,4123182809,141,76.8,4123182805,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500175,10,1,1,0,39,bpx4ib85d65u9oyhglkt36k1b,1,29.3,71,2023-03-25T16:57:05.517Z,2023-03-25T16:57:08Z,4123182913,140,36.9,4123182917,212,28.9,4123182919,213,5.0,4123182911,56,Back,4123182915,141,30.1,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500211,11,1,1,0,42,bpx4ib85d65u9oyhglkt36k1b,1,37,30.1,2023-03-25T16:57:08.269Z,2023-03-25T16:57:12Z,4123183091,140,26.1,4123183093,141,22.1,4123183097,213,3.6,4123183089,56,Back,4123183095,212,12.7,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500231,12,1,1,0,46,bpx4ib85d65u9oyhglkt36k1b,0,36.5,23.5,2023-03-25T16:57:12.509Z,2023-03-25T16:57:17Z,4123183229,56,Center,4123183227,155,,4123183235,212,70.9,4123183231,140,95.7,4123183239,1,,4123183237,213,0.5,4123183233,141,73.8,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500235,12,49,1,0,52,6bl19flj1eggw2gw7sya19bof,1,5,27.9,2023-03-25T16:57:18.450Z,2023-03-25T16:57:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500271,13,1,1,0,58,6bl19flj1eggw2gw7sya19bof,1,8.1,43.1,2023-03-25T16:57:24.386Z,2023-03-25T16:57:27Z,4123183489,212,24.3,4123183483,56,Back,4123183487,141,78.8,4123183491,213,1.5,4123183485,140,9.4,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500281,14,1,1,1,1,6bl19flj1eggw2gw7sya19bof,1,9.4,78.8,2023-03-25T16:57:27.810Z,2023-03-25T16:57:29Z,4123183517,140,16.2,4123183521,212,13.8,4123183519,141,96.2,4123183523,213,1.0,4123183515,56,Back,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500307,15,1,1,1,3,6bl19flj1eggw2gw7sya19bof,1,18.9,97.1,2023-03-25T16:57:29.458Z,2023-03-25T16:57:32Z,4123183631,212,14.5,4123183625,56,Back,4123183633,213,6.3,4123183627,140,32.7,4123183629,141,96.6,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500309,16,61,1,1,6,6bl19flj1eggw2gw7sya19bof,0,31.7,96.4,2023-03-25T16:57:32.338Z,2023-03-25T16:57:32Z,4123183641,56,Back,,,,,,,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500359,13,5,1,1,7,bpx4ib85d65u9oyhglkt36k1b,1,70.4,-1.5,2023-03-25T16:57:33.538Z,2023-03-25T17:20:38Z,4123184015,56,Right,4123184017,347,,4123184019,233,17,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500315,17,5,1,1,7,6bl19flj1eggw2gw7sya19bof,0,29.6,101.5,2023-03-25T16:57:33.538Z,2023-03-25T16:57:43Z,4123184023,233,13,4123183719,347,,4123183717,56,Back,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500363,14,1,1,1,16,bpx4ib85d65u9oyhglkt36k1b,0,70.4,0,2023-03-25T16:57:42.574Z,2023-03-25T16:57:44Z,4123184047,212,17.6,4123184043,140,86.0,4123184049,213,0.4,4123184041,56,Right,4123184045,141,8.0,4123184039,107,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500369,18,1,1,1,17,6bl19flj1eggw2gw7sya19bof,0,11.1,93.8,2023-03-25T16:57:43.634Z,2023-03-25T16:57:44Z,4123184085,141,100.0,4123184079,3,,4123184089,213,0.3,4123184087,212,18.2,4123184083,140,27.8,4123184081,56,Back,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500393,22,49,1,1,18,6bl19flj1eggw2gw7sya19bof,1,33,99.9,2023-03-25T16:57:44.387Z,2023-03-25T17:44:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500389,15,61,1,1,18,bpx4ib85d65u9oyhglkt36k1b,1,86,8,2023-03-25T16:57:44.694Z,2023-03-25T17:09:10Z,4123184149,56,Right,,,,,,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500373,19,43,1,1,18,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-03-25T16:57:44.826Z,2023-03-25T17:09:08Z,4123184113,56,Back,4123184115,347,0,4123203539,144,5,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500381,20,1,1,1,19,6bl19flj1eggw2gw7sya19bof,0,19.7,97.1,2023-03-25T16:57:45.204Z,2023-03-25T16:57:58Z,4123184135,141,97.7,4123184131,56,Back,4123184139,213,0.1,4123184133,140,25.1,4123184137,212,5.7,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500387,21,43,1,1,19,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-03-25T16:57:45.395Z,2023-03-25T16:57:54Z,4123184447,144,5,4123184147,347,0,4123184145,56,Back,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500395,16,45,1,1,21,bpx4ib85d65u9oyhglkt36k1b,0,73,2.4,2023-03-25T16:57:47.219Z,2023-03-25T16:57:50Z,4123184203,286,,4123184201,56,Right,4123184289,233,23,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500397,23,3,1,1,21,6bl19flj1eggw2gw7sya19bof,1,27,97.6,2023-03-25T16:57:47.219Z,2023-03-25T16:57:49Z,4123184207,56,Back,4123184221,285,,4123184217,233,16,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500403,24,61,1,1,22,6bl19flj1eggw2gw7sya19bof,0,32.9,96.1,2023-03-25T16:57:48.963Z,2023-03-25T16:57:49Z,4123184211,56,Back,,,,,,,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500425,17,1,1,1,24,bpx4ib85d65u9oyhglkt36k1b,0,64.3,1.7,2023-03-25T16:57:50.355Z,2023-03-25T17:46:27Z,4123184367,233,25,4123184365,236,,4123184371,286,,4123184339,140,67.0,4123184337,56,Right,4123184345,213,0,4123184341,141,1.7,4123184347,1,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,4123184343,212,2.8,4123184335,157,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500415,25,74,1,1,24,6bl19flj1eggw2gw7sya19bof,1,33.7,96.1,2023-03-25T16:57:50.356Z,2023-03-25T16:57:52Z,4123184299,285,,4123184377,233,17,4123184297,56,Back,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500431,18,61,1,1,26,bpx4ib85d65u9oyhglkt36k1b,1,67.1,1.7,2023-03-25T16:57:52.201Z,2023-03-25T17:46:32Z,4123184385,56,Right,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500435,19,49,1,1,28,bpx4ib85d65u9oyhglkt36k1b,1,51.6,22.7,2023-03-25T16:57:54.014Z,2023-03-25T17:46:43Z,,,,,,,,,,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500447,20,1,1,1,28,bpx4ib85d65u9oyhglkt36k1b,1,51.6,22.7,2023-03-25T16:57:54.126Z,2023-03-25T17:46:46Z,4123184495,56,Back,4123184501,212,15.7,4123184497,140,41.7,4123184499,141,40.0,4123184503,213,2.3,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500455,21,1,1,1,30,bpx4ib85d65u9oyhglkt36k1b,1,41.7,39.7,2023-03-25T16:57:56.190Z,2023-03-25T16:57:59Z,4123184515,56,Back,4123184521,212,12.6,4123184517,140,42.9,4123184519,141,21.2,4123184523,213,4.8,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500463,22,1,1,1,33,bpx4ib85d65u9oyhglkt36k1b,1,42.5,18.7,2023-03-25T16:57:59.407Z,2023-03-25T16:58:00Z,4123184559,56,Back,4123184571,213,5.1,4123184565,212,8.2,4123184561,140,45.6,4123184563,141,7.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500475,23,1,1,1,34,bpx4ib85d65u9oyhglkt36k1b,1,45.6,7.6,2023-03-25T16:58:00.542Z,2023-03-25T16:58:03Z,4123184641,212,17.3,4123184643,213,6.0,4123184635,56,Right,4123184637,140,61.5,4123184639,141,0.7,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500483,24,1,1,1,36,bpx4ib85d65u9oyhglkt36k1b,0,61.5,0.7,2023-03-25T16:58:02.878Z,2023-03-25T16:58:04Z,4123184663,56,Right,4123184737,286,,4123184733,233,26,4123184667,141,2.9,4123184669,212,3.6,4123184731,236,,4123184665,140,64.6,4123184671,213,0.4,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500479,26,74,1,1,36,6bl19flj1eggw2gw7sya19bof,1,33.7,90.3,2023-03-25T16:58:02.879Z,2023-03-25T16:58:05Z,4123184659,56,Back,4123184745,233,24,4123184661,285,,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500497,25,1,1,1,37,bpx4ib85d65u9oyhglkt36k1b,0,59.5,2.3,2023-03-25T16:58:03.742Z,2023-03-25T16:58:05Z,4123184757,140,71.6,4123184753,155,,4123184759,141,6.5,4123184755,56,Right,4123184761,212,13.0,4123184763,213,0.2,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500499,27,1,1,1,38,6bl19flj1eggw2gw7sya19bof,1,23.6,93.8,2023-03-25T16:58:04.851Z,2023-03-25T17:45:45Z,4123184775,212,10.9,4123184769,56,Back,4123184767,3,,4123184773,141,91.3,4123184777,213,6.1,4123184771,140,33.9,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500503,28,1,1,1,39,6bl19flj1eggw2gw7sya19bof,1,33,96.4,2023-03-25T16:58:05.667Z,2023-03-25T16:58:06Z,4123184795,141,95.9,4123184799,213,3.2,4123184797,212,6.0,4123184793,140,27.3,4123184789,3,,4123184791,56,Back,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500505,29,49,1,1,40,6bl19flj1eggw2gw7sya19bof,1,27.2,95.9,2023-03-25T16:58:06.756Z,2023-03-25T16:58:07Z,,,,,,,,,,,,,,,,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500509,30,1,1,1,41,6bl19flj1eggw2gw7sya19bof,1,27.2,95.9,2023-03-25T16:58:07.219Z,2023-03-25T16:58:08Z,4123184823,213,6.3,4123184821,212,5.8,4123184817,140,32.7,4123184819,141,95.7,4123184815,56,Back,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500511,31,61,1,1,42,6bl19flj1eggw2gw7sya19bof,0,32.7,95.3,2023-03-25T16:58:08.467Z,2023-03-25T16:58:08Z,4123184827,56,Back,,,,,,,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500523,26,1,1,1,43,bpx4ib85d65u9oyhglkt36k1b,1,65.3,19.7,2023-03-25T16:58:09.806Z,2023-03-25T17:47:12Z,4123184875,141,12.1,4123184879,213,5.6,4123184873,140,72.0,4123184877,212,8.7,4123184871,56,Right,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500525,27,61,1,1,45,bpx4ib85d65u9oyhglkt36k1b,0,71.7,12.1,2023-03-25T16:58:11.646Z,2023-03-25T16:58:12Z,4123184883,56,Right,,,,,,,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500529,32,1,1,1,45,6bl19flj1eggw2gw7sya19bof,0,25.9,77.3,2023-03-25T16:58:11.955Z,2023-03-25T16:58:14Z,4123184895,213,0.2,4123184893,212,17.0,4123184889,140,41.6,4123184887,56,Back,4123184891,141,83.1,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524500533,28,49,1,1,47,bpx4ib85d65u9oyhglkt36k1b,1,52.7,26,2023-03-25T16:58:13.391Z,2023-03-25T16:58:13Z,,,,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
