id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2478292071,7,1,1,0,18,bax97wqmyvdu4xygi7wzcvdzd,1,64.3,100,2022-10-28T17:17:22.264Z,2022-10-28T17:17:24Z,3877390503,140,70.2,3877390499,107,,3877390509,213,5.6,3877390507,212,7.8,3877390505,141,95.0,3877390501,56,Left,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292081,8,1,1,0,20,bax97wqmyvdu4xygi7wzcvdzd,1,70.2,95,2022-10-28T17:17:24.711Z,2022-10-28T18:04:37Z,3877390571,141,96.8,3877390575,213,2.9,3877390585,156,,3877390569,140,64.4,3877390567,56,Left,3877390573,212,6.2,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292091,9,1,1,0,22,bax97wqmyvdu4xygi7wzcvdzd,0,64.4,96.8,2022-10-28T17:17:26.647Z,2022-10-28T17:17:28Z,3877390617,56,Center,3877390619,140,90.8,3877390623,212,37.9,3877390627,1,,3877390625,213,5.5,3877390621,141,58.7,3877390615,155,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292097,5,52,1,0,24,4e5523it4v7s6kkakelbj9si5,1,10.2,39.2,2022-10-28T17:17:28.861Z,2022-10-28T17:17:28Z,,,,,,,,,,,,,,,,,,,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292131,6,1,1,0,25,4e5523it4v7s6kkakelbj9si5,1,10.2,39.2,2022-10-28T17:17:29.342Z,2022-10-28T17:17:35Z,3877390849,123,,3877390855,141,70.0,3877390859,213,1.1,3877390853,140,21.2,3877390857,212,23.9,3877390851,56,Back,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292151,7,1,1,0,31,4e5523it4v7s6kkakelbj9si5,1,21.5,73.8,2022-10-28T17:17:35.166Z,2022-10-28T17:18:40Z,3877390937,141,96.0,3877390939,212,25.5,3877390933,56,Back,3877390935,140,41.1,3877390941,213,0.6,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292153,8,50,1,0,33,4e5523it4v7s6kkakelbj9si5,1,43,96,2022-10-28T17:17:37.854Z,2022-10-28T17:17:40Z,3877390947,286,,3877391033,233,10,3877390945,56,Back,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292165,10,7,1,0,33,bax97wqmyvdu4xygi7wzcvdzd,0,57,4,2022-10-28T17:17:37.855Z,2022-10-28T18:05:36Z,3877391029,233,8,3877391001,285,,3877390999,56,Right,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292173,11,49,1,0,35,bax97wqmyvdu4xygi7wzcvdzd,1,60.7,5.8,2022-10-28T17:17:39.462Z,2022-10-28T17:17:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292177,12,1,1,0,35,bax97wqmyvdu4xygi7wzcvdzd,1,57.7,5,2022-10-28T17:17:39.687Z,2022-10-28T17:17:50Z,3877391043,140,66.0,3877391049,213,6.0,3877391047,212,9.1,3877391045,141,1.3,3877391041,56,Right,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292181,13,43,1,0,36,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-10-28T17:17:40.480Z,2022-10-28T17:17:46Z,3877391279,144,5,3877391069,347,0,3877391067,56,Right,,,,,,,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292193,14,1,1,0,36,bax97wqmyvdu4xygi7wzcvdzd,1,66.5,1.5,2022-10-28T17:17:40.726Z,2022-10-28T18:05:47Z,3877391123,212,12.3,3877391117,56,Right,3877391119,140,65.7,3877391125,213,1.6,3877391121,141,19.6,,,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292201,15,1,1,0,39,bax97wqmyvdu4xygi7wzcvdzd,0,65.8,20.1,2022-10-28T17:17:43.351Z,2022-10-28T17:17:45Z,3877391157,141,58.5,3877391159,212,27.0,3877391153,56,Center,3877391161,213,1.8,3877391155,140,59.3,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292211,9,49,1,0,41,4e5523it4v7s6kkakelbj9si5,1,42.8,46.1,2022-10-28T17:17:45.326Z,2022-10-28T17:17:45Z,,,,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292245,10,1,1,0,42,4e5523it4v7s6kkakelbj9si5,1,43.9,49.9,2022-10-28T17:17:46.573Z,2022-10-28T17:17:48Z,3877391371,140,65.5,3877391369,56,Center,3877391373,141,68.8,3877391377,213,0.5,3877391375,212,26.1,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292275,11,1,1,0,44,4e5523it4v7s6kkakelbj9si5,1,66.8,71.8,2022-10-28T17:17:48.861Z,2022-10-28T17:17:52Z,3877391511,140,63.3,3877391513,141,41.9,3877391517,213,4.5,3877391515,212,20.7,3877391509,56,Center,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292291,12,1,1,0,48,4e5523it4v7s6kkakelbj9si5,0,64.1,40.1,2022-10-28T17:17:52.350Z,2022-10-28T17:17:55Z,3877391603,212,23.5,3877391597,56,Center,3877391599,140,86.0,3877391605,213,6.1,3877391601,141,32.8,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292309,16,49,1,0,51,bax97wqmyvdu4xygi7wzcvdzd,1,9.5,82.6,2022-10-28T17:17:55.414Z,2022-10-28T17:17:55Z,,,,,,,,,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292319,17,1,1,0,52,bax97wqmyvdu4xygi7wzcvdzd,0,8.3,88.9,2022-10-28T17:17:56.055Z,2022-10-28T17:17:57Z,3877391769,286,,3877391715,141,89.3,3877391713,140,10.1,3877391719,213,0.1,3877391717,212,1.9,3877391759,236,,3877391711,56,Back,3877391761,233,13,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292329,13,74,1,0,52,4e5523it4v7s6kkakelbj9si5,1,85.4,17.9,2022-10-28T17:17:56.056Z,2022-10-28T17:45:58Z,3877391753,56,Right,3877391799,233,17,3877391755,285,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292337,14,5,1,0,53,4e5523it4v7s6kkakelbj9si5,0,85.2,-1.6,2022-10-28T17:17:57.318Z,2022-10-28T17:45:51Z,3877391855,233,18,3877391793,347,,3877391791,56,Right,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292347,18,5,1,0,53,bax97wqmyvdu4xygi7wzcvdzd,1,14.8,101.6,2022-10-28T17:17:57.318Z,2022-10-28T17:17:58Z,3877391837,233,14,3877391829,56,Back,3877391831,347,,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292447,19,1,1,1,2,bax97wqmyvdu4xygi7wzcvdzd,1,13.2,100,2022-10-28T17:18:06.263Z,2022-10-28T17:18:09Z,3877392345,56,Back,3877392353,213,5.6,3877392351,212,9.4,3877392343,107,,3877392349,141,93.5,3877392347,140,20.3,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292463,20,1,1,1,5,bax97wqmyvdu4xygi7wzcvdzd,0,20.3,93.5,2022-10-28T17:18:09.095Z,2022-10-28T18:06:26Z,3877392415,56,Left,3877392425,213,0.1,3877392407,3,,3877392423,212,40.3,3877392427,1,,3877392419,140,58.3,3877392411,168,,3877392421,141,100.0,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292477,15,5,1,1,7,4e5523it4v7s6kkakelbj9si5,1,42.2,-1.4,2022-10-28T17:18:11.449Z,2022-10-28T17:45:51Z,3877392529,233,21,3877392501,56,Back,3877392503,347,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292467,21,5,1,1,7,bax97wqmyvdu4xygi7wzcvdzd,0,57.8,101.4,2022-10-28T17:18:11.449Z,2022-10-28T17:18:13Z,3877392435,347,,3877392535,233,15,3877392433,56,Left,,,,,,,,,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292505,16,1,1,1,9,4e5523it4v7s6kkakelbj9si5,1,42.8,0,2022-10-28T17:18:13.037Z,2022-10-28T17:18:17Z,3877392705,107,,3877392713,212,14.8,3877392711,141,17.4,3877392715,213,2.1,3877392707,56,Back,3877392709,140,35.3,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292523,17,1,1,1,13,4e5523it4v7s6kkakelbj9si5,1,33,19.4,2022-10-28T17:18:17.501Z,2022-10-28T17:18:19Z,3877392795,141,46.3,3877392791,56,Back,3877392793,140,23.9,3877392797,212,20.6,3877392801,213,2.1,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292539,18,1,1,1,15,4e5523it4v7s6kkakelbj9si5,1,23.9,46.3,2022-10-28T17:18:19.837Z,2022-10-28T17:57:34Z,3877392921,212,15.3,3877392915,56,Back,3877392917,140,31.8,3877392919,141,65.2,3877392923,213,1.0,,,,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292549,19,1,1,1,17,4e5523it4v7s6kkakelbj9si5,1,31.8,65.2,2022-10-28T17:18:21.613Z,2022-10-28T17:18:23Z,3877393031,140,28.6,3877393029,56,Back,3877393035,212,10.9,3877393037,213,4.4,3877393033,141,49.9,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292593,20,1,1,1,19,4e5523it4v7s6kkakelbj9si5,1,28.6,49.9,2022-10-28T17:18:23.549Z,2022-10-28T17:18:28Z,3877393199,56,Back,3877393207,213,5.2,3877393203,141,9.8,3877393205,212,30.7,3877393201,140,42.0,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292619,21,1,1,1,24,4e5523it4v7s6kkakelbj9si5,1,51.5,7.1,2022-10-28T17:18:28.670Z,2022-10-28T17:18:30Z,3877393335,212,25.8,3877393337,213,0.6,3877393333,141,28.9,3877393331,140,71.6,3877393327,155,,3877393329,56,Center,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292623,22,1,1,1,26,4e5523it4v7s6kkakelbj9si5,0,71.6,28.9,2022-10-28T17:18:30.589Z,2022-10-28T17:18:31Z,3877393351,213,1.9,3877393349,212,10.4,3877393343,56,Center,3877393347,141,43.4,3877393345,140,68.4,3877393353,156,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292667,22,49,1,1,34,bax97wqmyvdu4xygi7wzcvdzd,1,26.7,66.7,2022-10-28T17:18:38.502Z,2022-10-28T17:18:38Z,,,,,,,,,,,,,,,,,,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292681,23,1,1,1,34,bax97wqmyvdu4xygi7wzcvdzd,1,26.7,66.7,2022-10-28T17:18:38.775Z,2022-10-28T17:18:41Z,3877393697,56,Back,3877393699,140,11.1,3877393703,212,18.2,3877393705,213,3.6,3877393701,141,54.9,,,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292709,24,1,1,1,37,bax97wqmyvdu4xygi7wzcvdzd,0,12.3,53.6,2022-10-28T17:18:41.431Z,2022-10-28T17:18:46Z,3877393865,56,Center,3877393871,212,43.1,3877393875,1,,3877393873,213,6.2,3877393863,155,,3877393869,141,48.2,3877393867,140,53.2,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292715,23,44,1,1,41,4e5523it4v7s6kkakelbj9si5,1,45.8,53.2,2022-10-28T17:18:45.237Z,2022-10-28T17:18:46Z,3877393895,56,Back,3877393897,285,,3877393913,233,25,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292713,25,44,1,1,41,bax97wqmyvdu4xygi7wzcvdzd,0,54.2,46.8,2022-10-28T17:18:45.238Z,2022-10-28T17:18:46Z,3877393959,233,23,3877393891,56,Center,3877393893,286,,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292721,24,1,1,1,41,4e5523it4v7s6kkakelbj9si5,0,44.9,54.2,2022-10-28T17:18:45.710Z,2022-10-28T18:14:52Z,3877393929,140,54.6,3877393927,56,Center,3877393925,3,,3877393931,141,54.2,3877393933,212,10.2,3877393937,213,0,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292743,26,44,1,1,43,bax97wqmyvdu4xygi7wzcvdzd,1,39.2,45,2022-10-28T17:18:47.628Z,2022-10-28T17:18:49Z,3877394067,233,25,3877394047,56,Back,3877394049,285,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292733,25,44,1,1,43,4e5523it4v7s6kkakelbj9si5,0,60.8,55,2022-10-28T17:18:47.629Z,2022-10-28T17:18:50Z,3877394091,233,26,3877394003,56,Center,3877394005,286,,,,,,,,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292755,27,1,1,1,44,bax97wqmyvdu4xygi7wzcvdzd,1,39,43.6,2022-10-28T17:18:48.174Z,2022-10-28T18:07:01Z,3877394123,213,6.2,3877394117,140,49.3,3877394119,141,41.8,3877394113,3,,3877394115,56,Back,3877394121,212,10.9,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292757,28,44,1,1,45,bax97wqmyvdu4xygi7wzcvdzd,1,47.8,44.2,2022-10-28T17:18:48.956Z,2022-10-28T18:07:08Z,3877394127,56,Back,3877394129,285,,3877394135,233,26,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292741,26,44,1,1,45,4e5523it4v7s6kkakelbj9si5,0,52.2,55.8,2022-10-28T17:18:48.957Z,2022-10-28T17:18:51Z,3877394167,233,28,3877394041,286,,3877394039,56,Center,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292765,29,1,1,1,46,bax97wqmyvdu4xygi7wzcvdzd,1,44,40,2022-10-28T17:18:50.375Z,2022-10-28T18:07:17Z,3877394187,213,0.6,3877394183,212,11.0,3877394177,140,52.8,3877394179,141,48.7,3877394175,56,Center,3877495461,168,,3877394171,3,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292779,30,1,1,1,47,bax97wqmyvdu4xygi7wzcvdzd,1,53,50.3,2022-10-28T17:18:51.191Z,2022-10-28T17:18:54Z,3877394265,141,34.3,3877394261,56,Center,3877394269,213,4.9,3877394263,140,55.3,3877394267,212,11.1,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292803,31,1,1,1,50,bax97wqmyvdu4xygi7wzcvdzd,1,56.8,19.7,2022-10-28T17:18:54.567Z,2022-10-28T17:18:57Z,3877394395,140,68.9,3877394397,141,25.8,3877394399,212,13.4,3877394401,213,0.3,3877394393,56,Center,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292807,32,1,1,1,53,bax97wqmyvdu4xygi7wzcvdzd,1,68.9,25.8,2022-10-28T17:18:57.558Z,2022-10-28T18:07:32Z,3877394425,212,11.3,3877394423,141,31.0,3877394427,213,2.8,3877394419,56,Center,3877394421,140,58.7,3877394447,156,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292827,33,1,1,1,55,bax97wqmyvdu4xygi7wzcvdzd,1,58.7,31,2022-10-28T17:18:59.767Z,2022-10-28T17:19:00Z,3877394521,56,Center,3877394525,141,46.4,3877394527,212,16.9,3877394523,140,71.3,3877394529,213,0.7,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292835,34,1,1,1,55,bax97wqmyvdu4xygi7wzcvdzd,0,71.3,46.4,2022-10-28T17:18:59.774Z,2022-10-28T17:48:10Z,3877394555,212,20.4,3877394549,56,Center,3877394557,213,1.9,3877394553,141,74.5,3877394551,140,64.4,3877394563,156,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292823,27,49,1,1,56,4e5523it4v7s6kkakelbj9si5,1,31.3,44.9,2022-10-28T17:19:00.173Z,2022-10-28T17:19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478292839,28,61,1,1,58,4e5523it4v7s6kkakelbj9si5,0,31.3,44.9,2022-10-28T17:19:02.349Z,2022-10-28T17:19:02Z,3877394581,56,Back,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
