id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2482556649,358,1,1,35,28,nuaf3wtujl8erbciumch6c65,1,17.1,97.1,2022-11-06T15:37:27.224Z,2022-11-06T15:37:31Z,3899819087,213,6.2,3899819081,140,37.8,3899819079,56,Back,3899819085,212,21.8,3899819083,141,95.1,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556659,359,61,1,35,32,nuaf3wtujl8erbciumch6c65,0,37.8,95.1,2022-11-06T15:37:31.049Z,2022-11-06T15:37:31Z,3899819129,56,Back,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556725,318,1,1,35,33,4moe0x01r1f5w30g38wshyftp,1,66.3,4.6,2022-11-06T15:37:31.761Z,2022-11-06T15:37:33Z,3899819421,213,1.2,3899819411,140,70.0,3899819415,212,9.9,3899819409,56,Right,3899819413,141,18.0,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556733,319,49,1,35,34,4moe0x01r1f5w30g38wshyftp,1,70,18,2022-11-06T15:37:33.394Z,2022-11-06T15:37:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556773,320,1,1,35,35,4moe0x01r1f5w30g38wshyftp,0,70,18,2022-11-06T15:37:34.210Z,2022-11-06T15:37:35Z,3899819675,56,Right,3899819673,155,,3899819677,140,78.8,3899819679,141,8.5,3899819683,213,5.7,3899819681,212,11.3,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556795,360,1,1,35,35,nuaf3wtujl8erbciumch6c65,1,24.8,93.6,2022-11-06T15:37:34.521Z,2022-11-06T15:37:35Z,3899819803,213,0.2,3899819801,212,12.2,3899819793,3,,3899819795,56,Back,3899819799,141,96.5,3899819797,140,36.3,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556807,361,49,1,35,36,nuaf3wtujl8erbciumch6c65,1,36.3,96.5,2022-11-06T15:37:35.642Z,2022-11-06T15:37:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556833,362,1,1,35,37,nuaf3wtujl8erbciumch6c65,1,36,95.9,2022-11-06T15:37:36.056Z,2022-11-06T15:37:37Z,3899819991,212,5.1,3899819985,56,Back,3899819989,141,88.6,3899819993,213,5.0,3899819987,140,37.2,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556891,363,1,1,35,38,nuaf3wtujl8erbciumch6c65,1,37.2,88.6,2022-11-06T15:37:37.049Z,2022-11-06T15:37:40Z,3899820339,141,93.9,3899820337,140,45.5,3899820335,56,Back,3899820343,212,9.4,3899820347,213,0.4,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556885,321,43,1,35,40,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-11-06T15:37:39.186Z,2022-11-06T15:37:44Z,3899820313,285,0,3899820913,144,7,3899820311,56,Right,,,,,,,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556899,364,61,1,35,41,nuaf3wtujl8erbciumch6c65,0,46.3,94.2,2022-11-06T15:37:40.121Z,2022-11-06T15:37:40Z,3899820397,56,Back,,,,,,,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482556951,322,1,1,35,43,4moe0x01r1f5w30g38wshyftp,0,38.6,9.8,2022-11-06T15:37:42.073Z,2022-11-06T15:37:43Z,3899820671,56,Back,3899820673,140,40.2,3899820675,141,8.5,3899820667,157,,3899820679,212,1.9,3899820683,213,5.8,3899820685,1,,3899820717,233,365,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,3899820721,286,3899820715,236,,,,,,,,,,,,,,,,,,,,,,,,,
2482556939,365,74,1,35,43,nuaf3wtujl8erbciumch6c65,1,53.7,94.2,2022-11-06T15:37:42.074Z,2022-11-06T15:37:43Z,3899820605,285,,3899820603,56,Left,3899820739,233,322,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557111,366,1,1,35,46,nuaf3wtujl8erbciumch6c65,1,73.2,90.3,2022-11-06T15:37:45.097Z,2022-11-06T15:37:49Z,3899821549,212,18.6,3899821547,141,74.4,3899821551,213,5.7,3899821543,56,Center,3899821545,140,87.6,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557153,367,3,1,35,49,nuaf3wtujl8erbciumch6c65,0,93.2,69,2022-11-06T15:37:48.368Z,2022-11-06T15:37:51Z,3899821747,56,Center,3899821903,233,323,3899821749,286,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557127,323,7,1,35,49,4moe0x01r1f5w30g38wshyftp,1,6.8,31,2022-11-06T15:37:48.369Z,2022-11-06T15:37:51Z,3899821627,56,Back,3899821629,285,,3899821865,233,367,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557133,324,49,1,35,50,4moe0x01r1f5w30g38wshyftp,1,4.7,32.8,2022-11-06T15:37:49.281Z,2022-11-06T15:37:49Z,,,,,,,,,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557201,325,12,1,35,51,4moe0x01r1f5w30g38wshyftp,1,0.6,32.5,2022-11-06T15:37:50.257Z,2022-11-06T15:37:53Z,3899822033,140,5.0,3899822035,141,0.0,3899822203,167,,3899822039,213,4.9,3899822031,56,Back,3899822037,212,23.0,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557217,326,5,1,35,52,4moe0x01r1f5w30g38wshyftp,0,6.4,-1.2,2022-11-06T15:37:51.274Z,2022-11-06T16:26:33Z,3899822131,347,,3899822129,56,Back,3899823751,233,368,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557489,368,5,1,35,52,nuaf3wtujl8erbciumch6c65,1,93.6,101.2,2022-11-06T15:37:51.274Z,2022-11-06T15:38:03Z,3899823613,347,,3899823611,56,Left,3899823731,233,326,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557839,369,1,1,36,15,nuaf3wtujl8erbciumch6c65,0,92.2,100,2022-11-06T15:38:13.785Z,2022-11-06T15:38:53Z,3899825495,213,4.7,3899825489,141,66.7,3899825493,212,23.8,3899825481,107,,3899825497,1,,3899825485,140,91.6,3899825483,56,Center,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482558617,373,1,1,36,16,nuaf3wtujl8erbciumch6c65,1,92.9,77.2,2022-11-06T15:38:14.769Z,2022-11-06T15:38:54Z,3899829517,56,Center,3899829519,140,87.0,3899829521,141,69.7,3899829525,213,3.8,3899829523,212,8.0,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482558895,329,45,1,36,17,4moe0x01r1f5w30g38wshyftp,0,10.4,37.6,2022-11-06T15:38:15.754Z,2022-11-06T16:26:22Z,3899831603,233,374,3899830959,56,Back,3899830961,285,,,,,,,,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482559051,374,3,1,36,17,nuaf3wtujl8erbciumch6c65,1,89.6,62.4,2022-11-06T15:38:15.754Z,2022-11-06T15:39:08Z,3899831739,286,,3899831773,233,329,3899831737,56,Center,,,,,,,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557827,327,43,1,36,17,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-11-06T15:38:16.225Z,2022-11-06T15:38:48Z,3899825443,56,Back,3899829293,144,8,,,,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557969,370,1,1,36,18,nuaf3wtujl8erbciumch6c65,1,95,70.9,2022-11-06T15:38:17.601Z,2022-11-06T15:43:32Z,3899836631,210,16,3899836633,154,,3899836635,160,,3899826155,213,4.5,3899826147,56,Center,3899826153,212,17.2,3899826149,140,91.0,3899826151,141,46.3,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
2482558299,328,45,1,36,19,4moe0x01r1f5w30g38wshyftp,0,8.8,47.4,2022-11-06T15:38:17.793Z,2022-11-06T15:42:29Z,3899827827,285,,3899827825,56,Back,3899857727,233,372,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482558089,372,3,1,36,19,nuaf3wtujl8erbciumch6c65,1,91.2,52.6,2022-11-06T15:38:17.793Z,2022-11-06T16:26:22Z,3899826777,286,,3899826775,56,Center,3899831581,233,328,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482557971,371,16,1,36,22,nuaf3wtujl8erbciumch6c65,1,90,49.6,2022-11-06T15:38:21.530Z,2022-11-06T15:39:47Z,3899836679,80,,3899836681,29,,3899836697,231,50.2,3899836693,214,,3899836695,230,98.0,3899835371,374,2022-11-06 15:38:20.900,3899826165,56,Center,3899826163,17,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,3899836683,154,3899836685,55,,370,,3899836691,103,3899835375,375,0.6,36:22.198,3899836689,102,47.1,3899835363,160,3899835365,20,,,,,,,,,
2482559319,330,1,1,37,17,4moe0x01r1f5w30g38wshyftp,1,49.8,50,2022-11-06T15:39:16.240Z,2022-11-06T15:49:57Z,3899833267,212,32.1,3899833269,213,1.9,3899833261,56,Back,3899918151,279,G,3899833265,141,95.0,3899833263,140,40.7,3899833271,1,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482559321,331,61,1,37,20,4moe0x01r1f5w30g38wshyftp,0,62,95.7,2022-11-06T15:39:19.136Z,2022-11-06T15:39:19Z,3899833281,56,Left,,,,,,,,,,,,,,,,,,,,,,7mfl844y4zw1u07g3owaxyaga,T. Keles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561385,379,49,1,37,21,nuaf3wtujl8erbciumch6c65,1,39.2,4.7,2022-11-06T15:39:19.860Z,2022-11-06T15:40:50Z,,,,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561561,380,1,1,37,22,nuaf3wtujl8erbciumch6c65,1,36.3,2.6,2022-11-06T15:39:21.514Z,2022-11-06T15:42:10Z,3899845121,212,9.2,3899845123,213,0.0,3899845117,140,45.1,3899845119,141,3.1,3899845115,56,Back,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482560179,375,4,1,37,27,nuaf3wtujl8erbciumch6c65,1,50.6,17.7,2022-11-06T15:39:26.335Z,2022-11-06T15:50:22Z,3899837805,13,,3899837811,265,,3899837809,152,,3899837813,286,,3899837807,56,Right,3899841385,233,332,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482559543,332,4,1,37,27,4moe0x01r1f5w30g38wshyftp,0,49.4,82.3,2022-11-06T15:39:26.336Z,2022-11-06T15:50:22Z,3899834485,152,,3899834483,56,Back,3899834487,265,,3899834489,285,,3899834481,13,,3899921673,233,375,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482560355,376,1,1,37,58,nuaf3wtujl8erbciumch6c65,1,36.5,8,2022-11-06T15:39:57.436Z,2022-11-06T15:40:03Z,3899838707,5,,3899838709,155,,3899838719,212,59.2,3899838711,152,,3899838717,141,49.6,3899838723,1,,3899838713,56,Center,3899838715,140,86.0,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,3899838721,213,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2482560745,378,1,1,37,59,nuaf3wtujl8erbciumch6c65,1,74.3,42.5,2022-11-06T15:39:58.275Z,2022-11-06T15:40:18Z,3899840757,212,10.6,3899840759,213,0.5,3899840751,56,Center,3899840747,3,,3899840755,141,49.6,3899840753,140,83.3,3899840749,168,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482560367,377,4,1,38,0,nuaf3wtujl8erbciumch6c65,1,73.4,39.4,2022-11-06T15:39:59.395Z,2022-11-06T15:50:23Z,3899850365,348,bkbp6hl12kc3y8wohv9l3a66t,3899838769,9,,3899838775,56,Center,3899838771,13,,3899838779,286,,3899838777,152,,3899841589,265,,3899921731,233,333,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482560839,333,4,1,38,0,4moe0x01r1f5w30g38wshyftp,0,26.6,60.6,2022-11-06T15:39:59.396Z,2022-11-06T15:50:23Z,3899841413,233,377,3899841243,56,Back,3899841245,152,,3899841239,9,,3899841241,13,,3899841253,285,,3899841249,265,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561615,334,58,1,38,57,4moe0x01r1f5w30g38wshyftp,0,0,0,2022-11-06T15:40:56.140Z,2022-11-06T16:51:48Z,3899845399,56,Back,3899845391,9,,3899845861,187,,3899845397,73,,3899845395,179,,3899849485,233,381,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561623,381,15,1,38,57,nuaf3wtujl8erbciumch6c65,1,88.5,50,2022-11-06T15:40:56.140Z,2022-11-06T16:26:26Z,3899849781,146,98.5,3899845453,56,Center,3899845449,17,,3900104481,233,397,3899849783,147,49.8,3899849779,458,,3899845457,214,,3899849411,20,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,3899845447,9,3899849767,102,,47.2,,3899849761,80,3899849455,353,,334,3899849777,390,512704,3899849771,103,,,,,,12.7,,,,,
2482577541,397,10,1,38,57,4moe0x01r1f5w30g38wshyftp,1,0.1,50.1,2022-11-06T15:40:56.240Z,2022-11-06T16:26:26Z,3899931333,56,Back,3899931321,173,,3899931329,182,,3899931325,179,,3900104499,233,381,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562171,335,4,1,39,1,4moe0x01r1f5w30g38wshyftp,1,7.4,63.2,2022-11-06T15:41:00.683Z,2022-11-06T15:50:24Z,3899848285,56,Back,3899921795,233,382,3899848293,285,,3899848289,152,,3899848281,13,,3899848643,294,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561711,382,4,1,39,1,nuaf3wtujl8erbciumch6c65,0,92.6,36.8,2022-11-06T15:41:00.684Z,2022-11-06T15:50:25Z,3899845943,56,Center,3899845945,286,,3899848591,152,,3899921879,233,335,3899848589,294,,3899848587,13,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482561761,383,43,1,39,3,nuaf3wtujl8erbciumch6c65,1,0,0,2022-11-06T15:41:02.635Z,2022-11-06T15:41:23Z,3899848885,144,5,3899846189,346,0,3899846187,56,Center,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562663,336,1,1,39,37,4moe0x01r1f5w30g38wshyftp,1,6.1,65.5,2022-11-06T15:41:36.081Z,2022-11-06T15:41:40Z,3899851167,140,62.3,3899851161,157,,3899851169,141,97.2,3899851175,1,,3899851173,213,0.4,3899851159,5,,3899851171,212,62.8,3899851165,56,Left,cc32rolkcvyuul5t2uearz0mh,A. Borbe,3899851163,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562695,337,1,1,39,41,4moe0x01r1f5w30g38wshyftp,0,62.3,97.2,2022-11-06T15:41:40.591Z,2022-11-06T15:41:41Z,3899851323,213,3.1,3899851321,212,11.0,3899851315,56,Left,3899851317,140,51.8,3899851319,141,97.5,,,,,,,,,,7mfl844y4zw1u07g3owaxyaga,T. Keles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562751,384,61,1,39,46,nuaf3wtujl8erbciumch6c65,1,42,2.9,2022-11-06T15:41:44.921Z,2022-11-06T15:41:45Z,3899851659,56,Back,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562807,338,5,1,39,46,4moe0x01r1f5w30g38wshyftp,1,58.1,101.5,2022-11-06T15:41:45.296Z,2022-11-06T15:41:47Z,3899852037,233,385,3899851979,56,Left,3899851981,347,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562777,385,5,1,39,46,nuaf3wtujl8erbciumch6c65,0,41.9,-1.5,2022-11-06T15:41:45.296Z,2022-11-06T16:26:33Z,3899851801,347,,3899851799,56,Back,3899852083,233,338,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562857,339,1,1,39,48,4moe0x01r1f5w30g38wshyftp,1,55.7,100,2022-11-06T15:41:46.768Z,2022-11-06T15:41:48Z,3899852227,140,63.4,3899852229,141,92.0,3899852231,212,10.2,3899852233,213,5.6,3899852225,56,Left,3899852223,107,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482562889,340,1,1,39,50,4moe0x01r1f5w30g38wshyftp,0,60.4,88.9,2022-11-06T15:41:48.785Z,2022-11-06T15:41:50Z,3899852421,140,82.4,3899852429,1,,3899852427,213,5.4,3899852419,56,Center,3899852417,155,,3899852423,141,44.9,3899852425,212,37.8,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563027,386,12,1,39,53,nuaf3wtujl8erbciumch6c65,1,20.8,60.6,2022-11-06T15:41:52.332Z,2022-11-06T15:41:55Z,3899853161,140,34.3,3899853171,212,28.5,3899853167,141,96.9,3899853175,213,1.0,3899853157,56,Back,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563037,341,1,1,39,56,4moe0x01r1f5w30g38wshyftp,0,68.4,5.6,2022-11-06T15:41:55.056Z,2022-11-06T15:41:56Z,3899853243,141,3.8,3899853245,212,3.7,3899853241,140,71.7,3899853247,213,5.9,3899853239,56,Right,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563049,387,61,1,39,56,nuaf3wtujl8erbciumch6c65,1,28.7,95,2022-11-06T15:41:55.692Z,2022-11-06T15:41:56Z,3899853305,56,Back,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563109,342,4,1,39,59,4moe0x01r1f5w30g38wshyftp,1,65.6,5.1,2022-11-06T15:41:58.416Z,2022-11-06T15:42:06Z,3899854569,233,388,3899854561,13,,3899853603,56,Right,3899853605,286,,3899854563,152,,3899854565,265,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563195,388,4,1,39,59,nuaf3wtujl8erbciumch6c65,0,34.4,94.9,2022-11-06T15:41:58.417Z,2022-11-06T15:42:06Z,3899854617,233,342,3899853989,56,Back,3899853993,265,,3899853995,285,,3899853987,13,,3899853991,152,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563345,343,1,1,40,8,4moe0x01r1f5w30g38wshyftp,1,60.3,10.3,2022-11-06T15:42:06.943Z,2022-11-06T15:42:07Z,3899854815,5,,3899854827,213,1.3,3899854821,140,63.3,3899854817,152,,3899854819,56,Center,3899854825,212,14.4,3899854823,141,30.9,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563377,344,1,1,40,9,4moe0x01r1f5w30g38wshyftp,1,63.3,30.9,2022-11-06T15:42:07.823Z,2022-11-06T15:42:09Z,3899855015,212,12.6,3899855013,141,19.4,3899855009,56,Right,3899855017,213,5.6,3899855011,140,72.7,,,,,,,,,,8s3zfsb1yqt3trc1n9jcxiol,R. Walkling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563413,345,1,1,40,10,4moe0x01r1f5w30g38wshyftp,1,72.7,19.4,2022-11-06T15:42:08.960Z,2022-11-06T15:42:10Z,3899855197,141,5.6,3899855199,212,9.7,3899855201,213,5.0,3899855195,140,75.0,3899855193,56,Right,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563439,346,1,1,40,12,4moe0x01r1f5w30g38wshyftp,0,78.2,8.3,2022-11-06T15:42:10.863Z,2022-11-06T15:42:14Z,3899855387,141,14.6,3899855393,212,5.3,3899855821,233,389,3899855375,155,,3899855373,2,,3899855825,286,,3899855397,213,1.0,3899855383,140,81.1,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,3899855377,56,3899855819,236,Right,,,,,,,,,,,,,,,,,,,,,,,,
2482563505,389,12,1,40,12,nuaf3wtujl8erbciumch6c65,1,16.8,83.2,2022-11-06T15:42:10.963Z,2022-11-06T15:42:15Z,3899855763,56,Back,3899855845,233,346,3899855761,185,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563561,347,6,1,40,15,4moe0x01r1f5w30g38wshyftp,1,82.2,15.7,2022-11-06T15:42:14.492Z,2022-11-06T15:50:24Z,3899856025,56,Right,3899856027,75,,3899856029,233,390,,,,,,,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482563537,390,6,1,40,15,nuaf3wtujl8erbciumch6c65,0,17.8,84.3,2022-11-06T15:42:14.492Z,2022-11-06T15:42:16Z,3899855911,56,Back,3899855913,73,,3899856123,233,347,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482564257,348,1,1,40,42,4moe0x01r1f5w30g38wshyftp,0,99.5,0.5,2022-11-06T15:42:41.280Z,2022-11-06T15:42:44Z,3899859871,212,34.7,3899859865,56,Center,3899859863,223,,3899859851,2,,3899859859,155,,3899859867,140,94.7,3899859869,141,51.0,3899859875,1,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,3899859873,213,3899859855,6,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2482564409,391,4,1,40,49,nuaf3wtujl8erbciumch6c65,1,6.4,49.4,2022-11-06T15:42:48.542Z,2022-11-06T15:43:12Z,3899860713,264,,3899860715,56,Back,3899860711,13,,3899860719,285,,3899863979,233,349,3899860717,152,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482564387,349,4,1,40,49,4moe0x01r1f5w30g38wshyftp,0,93.6,50.6,2022-11-06T15:42:48.543Z,2022-11-06T15:51:22Z,3899863853,264,,3899863855,152,,3899863851,13,,3899860569,56,Center,3899860571,286,,3899863997,233,391,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482573849,394,17,1,41,1,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-11-06T15:42:59.702Z,2022-11-06T15:50:30Z,3899911529,31,,3899911533,13,243,3899922859,393,,3899911817,189,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482565721,392,1,1,41,38,nuaf3wtujl8erbciumch6c65,1,7.2,50,2022-11-06T15:43:37.006Z,2022-11-06T15:43:39Z,3899867843,152,,3899867851,212,45.6,3899867845,56,Center,3899867839,5,,3899867841,155,,3899867853,213,6.3,3899867849,141,48.5,3899867855,1,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,3899867847,140,,,50.6,,,,,,,,,,,,,,,,,,,,,,,,
