id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value
2552365809,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-21T12:43:57.361Z,2023-05-21T14:05:40Z,4296967395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4296967393,130,8,4296967387,30,"biomno1rhjrnhw59fs2yisktm, mx0xcrbamcrs77w7socdzv11, b9gxo2rldtuz9mi8lzgnm0mxg, 1tq2p5cd8gwndv33rrfl7zlxx, c45vx4712w32k3ttlgoijkhuy, d11imdjqgfg7c0vo1te98rvv8, 2b6315hlohr62lm3xzz5qidey, 4trepwlcclo2elj3epyrs0ep6, qirr699c3gjdqq420ssd9vit, 7xplwmgnz56mfkdwnjwep632s, aemsodynsywxzi5m7czbenob9, c6g4g3t6fi6pg14zdmw3uvasq, 380wlef6rk03khlb0t5elb04q, 6snu37yc5c4kl9i3eg92ndams, 536gqq71ria9n0bbncfzagru, 5g1fqltglztt6p9j20iwshbvu, 4ka05s9qgwog73yx3dsyp1s7o, 3l3ieiqvyz79tzfkniys3ifl6, ac6txr5931brb1tib9d92ok8a",4296967391,59,"32, 21, 25, 22, 8, 5, 19, 10, 11, 20, 17, 6, 7, 13, 23, 28, 30, 33, 47",4296967397,194,aemsodynsywxzi5m7czbenob9,4297470049,197,17029,4296967389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4296967399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552367549,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-05-21T12:45:30.563Z,2023-05-21T14:21:47Z,4296976601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4296976599,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 8az7xzsavwdqyuhal2yxml10q, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 3ucjekvg77wnqsybahjae5iei, 8fvhkgu9pio9hcs0qhndw1239, 6i71063juhqq2d35riwhr1uqx, epxe17rtw23fpslr1e6cxlffu, 6pgjx4bd90q1d1vof7bonhjx0, 9qi8kgzemtdhtgdd0ppqsyelm, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, dtj0nm0mjqz704pm3olqihf55, 5hdjbf8idy50wlf0d6qi3lk9h, f01nw6jfywo13d30t2j6lmivo, ccwb5o1w1wuxfie257h1m3hn8, 6zmrvcurwjzt9y07c85s24r85, 565jokvoc8s75gk2h33pi4msq",4297472237,197,9162,4296976603,59,"12, 19, 3, 6, 16, 18, 25, 23, 17, 10, 11, 1, 4, 5, 7, 13, 14, 15, 21, 29",4296976605,130,8,4296976609,194,9uu3awe8j2wf502ke5l9nwg5x,4296976611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296976607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464171,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-21T14:03:00.934Z,2023-05-21T14:03:03Z,4297487817,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464125,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-05-21T14:03:00.934Z,2023-05-21T14:03:01Z,4297487583,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464201,3,1,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,50,50,2023-05-21T14:03:01.034Z,2023-05-21T14:03:04Z,4297487967,56,Back,4297487977,279,S,4297487969,140,38.0,4297487971,141,51.5,4297487973,212,12.6,4297487975,213,3.1,,,,,,,6i71063juhqq2d35riwhr1uqx,A. Rieke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464231,4,1,1,0,2,2f7gua216miwsfd83rgjsn4ap,1,38,49.7,2023-05-21T14:03:03.820Z,2023-05-21T14:51:29Z,4297488127,141,34.4,4297488129,212,27.3,4297488123,56,Center,4297488131,213,5.9,4297488125,140,62.0,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552528687,438,1,1,0,2,2f7gua216miwsfd83rgjsn4ap,0,54.1,33.3,2023-05-21T14:03:03.933Z,2023-05-21T14:51:51Z,4297831479,56,Center,4297831511,286,,4297831481,140,56.1,4297831477,168,,4297831485,212,2.3,4297831483,141,34.6,4297831507,233,378,4297831505,236,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,4297831487,213,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
2552528501,378,74,1,0,3,bax97wqmyvdu4xygi7wzcvdzd,1,40.2,61.7,2023-05-21T14:03:03.934Z,2023-05-21T14:51:49Z,4297830555,285,,4297831531,233,438,4297830553,56,Back,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464253,3,49,1,0,5,bax97wqmyvdu4xygi7wzcvdzd,1,45,73.8,2023-05-21T14:03:06.912Z,2023-05-21T14:51:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552464273,4,1,1,0,6,bax97wqmyvdu4xygi7wzcvdzd,1,45,73.8,2023-05-21T14:03:07.119Z,2023-05-21T14:51:50Z,4297488357,213,2.0,4297488353,141,84.7,4297488355,212,8.1,4297488351,140,42.0,4297488349,56,Back,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
