id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/10/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2471885541,5,7,1,0,7,6mng5xcarvyip7ixoss7au245,0,64,45.4,2022-10-15T11:01:27.121Z,2022-10-15T11:50:07Z,3843523761,285,,3843523745,56,Center,3843523757,233,4,,,,,,,,,,,,,,,,4663ukpnmrw6i3tm1fvzl7u1h,M. Kyōkawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885549,7,49,1,0,9,6mng5xcarvyip7ixoss7au245,1,67.1,58.9,2022-10-15T11:01:29.108Z,2022-10-15T13:09:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885547,6,1,1,0,9,6mng5xcarvyip7ixoss7au245,0,67,59,2022-10-15T11:01:29.309Z,2022-10-15T13:08:55Z,3843523793,140,69.5,3843523791,56,Center,3843523795,141,63.9,3843523799,213,0.9,3843523797,212,4.2,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885545,5,49,1,0,9,6bl19flj1eggw2gw7sya19bof,1,37.6,53.7,2022-10-15T11:01:29.743Z,2022-10-15T11:48:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885569,6,1,1,0,9,6bl19flj1eggw2gw7sya19bof,1,37.7,54.5,2022-10-15T11:01:30.063Z,2022-10-15T11:48:25Z,3843523881,141,67.0,3843523883,212,11.2,3843523885,213,0.9,3843523879,140,44.6,3843523877,56,Back,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885573,7,50,1,0,10,6bl19flj1eggw2gw7sya19bof,1,38.8,66.9,2022-10-15T11:01:30.693Z,2022-10-15T11:50:46Z,3843523911,286,,3843720133,233,8,3843523907,56,Back,,,,,,,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885607,8,7,1,0,10,6mng5xcarvyip7ixoss7au245,1,61.2,33.1,2022-10-15T11:01:30.694Z,2022-10-15T11:50:46Z,3843720113,285,,3843524075,56,Center,3843720107,233,7,,,,,,,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885611,9,49,1,0,15,6mng5xcarvyip7ixoss7au245,1,63.9,38.6,2022-10-15T11:01:35.564Z,2022-10-15T11:01:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3kofouuzii19d6w7mr7n9s2ui,M. Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885621,10,1,1,0,15,6mng5xcarvyip7ixoss7au245,1,64.3,38.9,2022-10-15T11:01:35.836Z,2022-10-15T11:01:36Z,3843524147,213,5.2,3843524143,141,7.8,3843524141,140,75.8,3843524139,56,Right,3843524145,212,24.4,,,,,,,,,,3kofouuzii19d6w7mr7n9s2ui,M. Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885631,11,1,1,0,16,6mng5xcarvyip7ixoss7au245,1,75.2,8.1,2022-10-15T11:01:36.796Z,2022-10-15T11:01:38Z,3843524179,140,68.6,3843524185,213,3.4,3843524183,212,7.1,3843524181,141,5.6,3843524177,56,Right,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885639,12,1,1,0,17,6mng5xcarvyip7ixoss7au245,0,67,5.4,2022-10-15T11:01:38.092Z,2022-10-15T11:01:40Z,3843524227,213,6.1,3843524217,155,,3843524225,212,31.1,3843524223,141,0.0,3843524219,56,Right,3843524221,140,96.2,,,,,,,dseqkqirdljgr63ov3461vhsl,A. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885731,9,5,1,0,20,6bl19flj1eggw2gw7sya19bof,1,16.4,101.7,2022-10-15T11:01:40.722Z,2022-10-15T11:48:49Z,3843712647,233,13,3843524739,347,,3843524737,56,Back,,,,,,,,,,,,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885651,13,5,1,0,20,6mng5xcarvyip7ixoss7au245,0,83.6,-1.7,2022-10-15T11:01:40.722Z,2022-10-15T13:11:25Z,3843712659,233,9,3843524267,56,Right,3843524269,347,,,,,,,,,,,,,,,,,dseqkqirdljgr63ov3461vhsl,A. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885671,8,43,1,0,23,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-10-15T11:01:43.856Z,2022-10-15T11:48:52Z,3843524409,56,Back,3843712779,144,50,3843524411,286,0,,,,,,,,,,,,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885753,14,43,1,0,29,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-15T11:01:49.963Z,2022-10-15T11:51:12Z,3843524895,56,Center,3843721833,144,7,3843524897,285,0,,,,,,,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885737,10,1,1,0,32,6bl19flj1eggw2gw7sya19bof,0,27.2,100,2022-10-15T11:01:52.289Z,2022-10-15T11:01:55Z,3843524797,140,42.3,3843524803,213,5.9,3843524801,212,16.8,3843524793,107,,3843524795,56,Back,3843524799,141,93.8,,,,,,,dpwfd5fk2t1xl2sfxpuqjfe95,S. Agrež,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885755,15,49,1,0,35,6mng5xcarvyip7ixoss7au245,1,63,24.7,2022-10-15T11:01:55.371Z,2022-10-15T11:01:55Z,,,,,,,,,,,,,,,,,,,,,,,,,e3gddzy59fp8lidsr83vpw12i,I. Kuznetsov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885763,16,1,1,0,35,6mng5xcarvyip7ixoss7au245,1,62.9,24.8,2022-10-15T11:01:55.725Z,2022-10-15T11:01:56Z,3843524929,140,66.9,3843524935,213,5.4,3843524933,212,6.9,3843524927,56,Right,3843524931,141,16.8,,,,,,,,,,e3gddzy59fp8lidsr83vpw12i,I. Kuznetsov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885781,17,1,1,0,36,6mng5xcarvyip7ixoss7au245,0,66.9,16.9,2022-10-15T11:01:56.668Z,2022-10-15T11:01:59Z,3843525013,56,Center,3843525015,140,58.8,3843525019,212,17.7,3843525021,213,2.1,3843525017,141,39.8,,,,,,,,,,dseqkqirdljgr63ov3461vhsl,A. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471924749,461,49,1,0,39,6bl19flj1eggw2gw7sya19bof,1,41.5,55.5,2022-10-15T11:01:59.094Z,2022-10-15T11:49:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885897,11,1,1,0,40,6bl19flj1eggw2gw7sya19bof,1,43,57.3,2022-10-15T11:02:00.928Z,2022-10-15T11:02:09Z,3843525525,56,Back,3843525529,141,34.0,3843525531,212,16.1,3843525527,140,45.6,3843525533,213,4.9,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885911,12,1,1,0,47,6bl19flj1eggw2gw7sya19bof,0,64.1,24.3,2022-10-15T11:02:07.553Z,2022-10-15T11:50:00Z,3843525603,141,18.3,3843525599,56,Right,3843525601,140,80.8,3843525605,212,18.0,3843525607,213,6.1,,,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885815,18,61,1,0,48,6mng5xcarvyip7ixoss7au245,1,56.4,48.1,2022-10-15T11:02:08.111Z,2022-10-15T13:09:24Z,3843525191,56,Center,,,,,,,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471925369,462,1,1,0,49,6bl19flj1eggw2gw7sya19bof,0,90.5,10.9,2022-10-15T11:02:09.094Z,2022-10-15T11:50:08Z,3843717827,2,,3843717829,155,,3843717839,213,1.4,3843717835,141,44.3,3843717833,140,93.7,3843717831,56,Center,3843717837,212,23.0,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885939,19,12,1,0,51,6mng5xcarvyip7ixoss7au245,1,3.9,58.1,2022-10-15T11:02:11.595Z,2022-10-15T11:02:15Z,3843525781,167,,3843525751,56,Back,3843525753,140,24.6,3843525761,212,36.3,3843525763,213,0.9,3843525757,141,100.0,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886001,13,5,1,0,54,6bl19flj1eggw2gw7sya19bof,1,74,-1.2,2022-10-15T11:02:14.879Z,2022-10-15T13:11:25Z,3843526045,56,Right,3843526059,233,20,3843526047,347,,,,,,,,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471885945,20,5,1,0,54,6mng5xcarvyip7ixoss7au245,0,26,101.2,2022-10-15T11:02:14.879Z,2022-10-15T11:02:20Z,3843526067,233,13,3843525771,347,,3843525769,56,Back,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886011,14,1,1,0,59,6bl19flj1eggw2gw7sya19bof,1,72.4,0,2022-10-15T11:02:19.841Z,2022-10-15T11:50:52Z,3843526115,213,2.5,3843526113,212,10.0,3843526111,141,7.0,3843526109,140,64.7,3843526105,56,Right,3843526101,107,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886215,15,1,1,1,1,6bl19flj1eggw2gw7sya19bof,1,62.8,8.9,2022-10-15T11:02:21.185Z,2022-10-15T11:02:40Z,3843527117,141,5.2,3843527119,212,11.8,3843527115,140,73.8,3843527113,56,Right,3843527121,213,6.1,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471926407,464,1,1,1,2,6bl19flj1eggw2gw7sya19bof,0,59,10.1,2022-10-15T11:02:22.094Z,2022-10-15T11:51:32Z,3843723051,213,0.4,3843723047,141,22.6,3843723043,56,Center,3843723045,140,76.4,3843723049,212,20.2,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886037,21,8,1,1,4,6mng5xcarvyip7ixoss7au245,1,20.2,64.5,2022-10-15T11:02:24.763Z,2022-10-15T11:02:24Z,3843526285,56,Back,,,,,,,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886057,22,49,1,1,5,6mng5xcarvyip7ixoss7au245,1,23.3,75.5,2022-10-15T11:02:26.060Z,2022-10-15T11:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886063,23,50,1,1,5,6mng5xcarvyip7ixoss7au245,1,31.4,80.4,2022-10-15T11:02:26.093Z,2022-10-15T11:52:05Z,3843526423,56,Back,3843725193,233,465,3843725121,285,,,,,,,,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471926561,465,7,1,1,6,6bl19flj1eggw2gw7sya19bof,1,68.6,19.6,2022-10-15T11:02:26.094Z,2022-10-15T11:52:05Z,3843725179,233,23,3843723819,56,Right,3843725187,286,,,,,,,,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471926675,466,49,1,1,7,6bl19flj1eggw2gw7sya19bof,1,65.1,20.2,2022-10-15T11:02:27.094Z,2022-10-15T11:51:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471926839,467,1,1,1,9,6bl19flj1eggw2gw7sya19bof,0,71.1,11.6,2022-10-15T11:02:29.094Z,2022-10-15T11:52:06Z,3843725299,213,1.0,3843725295,141,52.9,3843725293,140,88.4,3843725291,56,Center,3843725287,2,,3843725297,212,33.4,3843725301,1,,3843725289,155,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886163,24,12,1,1,11,6mng5xcarvyip7ixoss7au245,1,18.8,50.5,2022-10-15T11:02:31.099Z,2022-10-15T11:02:36Z,3843526907,56,Back,3843526915,213,5.2,3843526909,140,31.5,3843526911,141,12.3,3843526913,212,29.2,,,,,,,,,,e3gddzy59fp8lidsr83vpw12i,I. Kuznetsov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886167,25,45,1,1,16,6mng5xcarvyip7ixoss7au245,0,29.6,11,2022-10-15T11:02:36.094Z,2022-10-15T11:52:21Z,3843526931,285,,3843726011,233,468,3843526929,56,Back,,,,,,,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471926971,468,3,1,1,16,6bl19flj1eggw2gw7sya19bof,1,70.4,89,2022-10-15T11:02:36.094Z,2022-10-15T11:52:21Z,3843725991,233,25,3843725961,56,Left,3843725963,286,,,,,,,,,,,,,,,,,dpwfd5fk2t1xl2sfxpuqjfe95,S. Agrež,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886235,16,1,1,1,20,6bl19flj1eggw2gw7sya19bof,0,69.1,91.8,2022-10-15T11:02:40.625Z,2022-10-15T11:52:30Z,3843527193,140,76.2,3843527191,56,Center,3843527195,141,78.2,3843527199,213,5.4,3843527197,212,11.9,,,,,,,,,,dpwfd5fk2t1xl2sfxpuqjfe95,S. Agrež,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471927225,469,1,1,1,21,6bl19flj1eggw2gw7sya19bof,0,78.6,82,2022-10-15T11:02:41.094Z,2022-10-15T11:52:47Z,3843727219,141,64.7,3843727223,213,4.2,3843727215,56,Center,3843727221,212,13.5,3843727217,140,72.3,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886279,26,8,1,1,22,6mng5xcarvyip7ixoss7au245,1,27.8,23.6,2022-10-15T11:02:42.435Z,2022-10-15T11:52:53Z,3843527405,56,Back,,,,,,,,,,,,,,,,,,,,,,7i2liztq9k72g2lnz5i91whcl,V. Schwalm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471927323,470,61,1,1,23,6bl19flj1eggw2gw7sya19bof,1,73.5,71.9,2022-10-15T11:02:43.094Z,2022-10-15T11:52:59Z,3843727673,56,Center,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886265,17,43,1,1,24,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-10-15T11:02:44.514Z,2022-10-15T11:53:12Z,3843527337,56,Center,3843728315,144,61,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886317,18,49,1,1,27,6bl19flj1eggw2gw7sya19bof,1,44,67.9,2022-10-15T11:02:47.761Z,2022-10-15T11:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886323,27,49,1,1,28,6mng5xcarvyip7ixoss7au245,1,27.9,36,2022-10-15T11:02:48.108Z,2022-10-15T11:53:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3kofouuzii19d6w7mr7n9s2ui,M. Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886339,28,1,1,1,28,6mng5xcarvyip7ixoss7au245,0,27.9,36,2022-10-15T11:02:48.316Z,2022-10-15T11:53:11Z,3843527699,140,61.6,3843527697,56,Center,3843527701,141,30.1,3843527703,212,35.6,3843527705,213,6.2,3843527707,1,,,,,,,,3kofouuzii19d6w7mr7n9s2ui,M. Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886373,19,1,1,1,28,6bl19flj1eggw2gw7sya19bof,1,44.9,66.4,2022-10-15T11:02:49.012Z,2022-10-15T11:02:51Z,3843527827,212,11.8,3843527821,56,Back,3843527823,140,44.3,3843527825,141,49.1,3843527829,213,4.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886387,20,1,1,1,31,6bl19flj1eggw2gw7sya19bof,1,42.1,40.7,2022-10-15T11:02:51.121Z,2022-10-15T11:02:52Z,3843527887,213,2.9,3843527885,212,29.1,3843527879,56,Back,3843527881,140,14.9,3843527883,141,49.0,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886443,21,1,1,1,32,6bl19flj1eggw2gw7sya19bof,1,14.3,50,2022-10-15T11:02:52.561Z,2022-10-15T11:02:57Z,3843528137,56,Back,3843528141,141,70.2,3843528143,212,16.5,3843528145,213,1.0,3843528139,140,23.0,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886489,22,1,1,1,36,6bl19flj1eggw2gw7sya19bof,1,32.6,91.7,2022-10-15T11:02:56.962Z,2022-10-15T11:03:03Z,3843528399,140,44.5,3843528401,141,76.4,3843528397,56,Back,3843528403,212,16.3,3843528405,213,5.6,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471927689,471,1,1,1,37,6bl19flj1eggw2gw7sya19bof,1,45.9,74.8,2022-10-15T11:02:57.094Z,2022-10-15T11:53:42Z,3843729497,212,15.9,3843729493,140,30.8,3843729491,56,Back,3843729499,213,3.2,3843729495,141,73.5,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886543,23,1,1,1,43,6bl19flj1eggw2gw7sya19bof,1,26.7,69.1,2022-10-15T11:03:03.537Z,2022-10-15T11:03:09Z,3843528697,213,0.3,3843528689,56,Back,3843528695,212,17.8,3843528691,140,43.0,3843528693,141,76.4,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886551,24,1,1,1,49,6bl19flj1eggw2gw7sya19bof,0,43.4,76.3,2022-10-15T11:03:09.554Z,2022-10-15T11:54:00Z,3843528737,212,9.6,3843528735,141,67.6,3843528739,213,5.6,3843528933,286,,3843528731,56,Center,3843528733,140,50.6,3843528929,233,29,3843528927,236,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471886587,29,74,1,1,49,6mng5xcarvyip7ixoss7au245,1,48.3,41.7,2022-10-15T11:03:09.555Z,2022-10-15T13:12:38Z,3843528885,56,Back,3843528889,285,,3843528949,233,24,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
