id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId
2466311913,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-10-02T10:10:16.996Z,2022-10-02T10:59:35Z,3813718989,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, aji2uaf4qxmbarfhrsbtxmaqd, 82attu22oztrh3s274g5yv1t5, 4i37e3q02cbkvlhcq2dsdsr11, 4lfl3qipc5sf2b8cec6l43ap5, f0zbdnxjsfalm8s8whu5vmklx, 1bhiq0w0t9woyhyxtzv1s9rrp, 4kddxgnkpjzwkucvert2bhzsa, 94w3ew434c7p7rnuq5bxieqqd, 880iar754wzvc7686yiaiectm, aoyar6ognwwp1t137fvvl2u50, c414n2dnu7om57lqw789mrp7u, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, cu3fl794mtsnkfxi4jesxv9ey",3813718997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813718995,130,21,3813718991,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813727569,197,8568,3813719001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813718999,194,9lubh9wmixrdw0ttdyacul33d,3813718993,59,"1, 4, 18, 31, 33, 8, 27, 14, 7, 19, 28, 2, 9, 13, 17, 21, 23, 24, 26, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466313169,1,34,16,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-10-02T10:13:04.236Z,2022-10-02T11:31:46Z,3813725183,194,7ektyvpzu0yj1b9dm7yfkxh3p,3813725179,130,12,3813725175,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813841699,197,17121,3813725173,30,"cc32rolkcvyuul5t2uearz0mh, 7cisqfcp1zysc12owj5j4zpx, u8p6vsrl3b7ndbj3cj5owlih, yfdg1l58kdyyuodyqjwhwbth, 20ah7xw9zhbmaakbwzjzw0kph, 865nmkmx9qstpt90gc7bvp5ud, 874o1s057ddcizshsu10wu6t, 8ruo0cyz6gvcp7yiks9fz1ed, 6mj7z1yytw7jrbnbpu2mqyezu, 7mfl844y4zw1u07g3owaxyaga, 7ektyvpzu0yj1b9dm7yfkxh3p, 4f16klwhusyiwjej79nx4y76x, 31cikgu3amy77e8452p6rj816, 8eo9ruenerbpab45xo9cei191, 8s3zfsb1yqt3trc1n9jcxiol, 5p9ksw9re1j1ka7d3wm91pgid, dsjuntinaobizkzy2c47npz3d, cdzfyzjbmsg88l4r24mwx1ryt, d5egroaxxqgc7dent1w6f2ve2, 6depg2unjr34rs4lq567qa5m1",3813725185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813725181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813725177,59,"30, 14, 27, 23, 9, 5, 19, 15, 11, 10, 18, 6, 8, 7, 13, 17, 20, 22, 26, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337633,2,32,1,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-10-02T11:01:16.382Z,2022-10-02T11:01:16Z,3813847073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337639,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-10-02T11:01:16.382Z,2022-10-02T11:01:18Z,3813847085,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337657,3,1,1,0,0,4moe0x01r1f5w30g38wshyftp,1,50.1,49.9,2022-10-02T11:01:16.482Z,2022-10-02T11:01:19Z,3813847207,212,17.3,3813847203,140,33.6,3813847211,279,S,3813847209,213,3.1,3813847201,56,Back,3813847205,141,50.0,,,,,,,7mfl844y4zw1u07g3owaxyaga,T. Keles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337699,4,1,1,0,2,4moe0x01r1f5w30g38wshyftp,1,33.8,49.6,2022-10-02T11:01:19.050Z,2022-10-02T11:01:22Z,3813847393,141,15.8,3813847397,213,4.6,3813847389,56,Back,3813847395,212,23.1,3813847391,140,32.0,,,,,,,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337751,5,1,1,0,5,4moe0x01r1f5w30g38wshyftp,1,28.1,22.1,2022-10-02T11:01:22.090Z,2022-10-02T11:01:26Z,3813847647,56,Back,3813847655,213,2.6,3813847651,141,33.4,3813847653,212,15.8,3813847649,140,15.0,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337769,6,1,1,0,9,4moe0x01r1f5w30g38wshyftp,0,14.9,30.4,2022-10-02T11:01:26.235Z,2022-10-02T11:01:27Z,3813847727,141,0.0,3813847739,1,,3813847725,140,31.1,3813847721,157,,3813847731,212,27.5,3813847735,213,5.4,3813847723,56,Back,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337813,3,5,1,0,11,e8os1xpomlperuedy2f9a9ttu,1,70,101,2022-10-02T11:01:27.827Z,2022-10-02T11:37:26Z,3813847885,347,,3813847879,56,Left,3813847901,233,7,,,,,,,,,,,,,,,,19widovycdmuk6erzbmwb8mw9,S. Johannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337773,7,5,1,0,11,4moe0x01r1f5w30g38wshyftp,0,30,-1,2022-10-02T11:01:27.827Z,2022-10-02T11:01:31Z,3813847757,56,Back,3813847759,347,,3813847915,233,3,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
