id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2517897743,9,1,1,0,17,bpx4ib85d65u9oyhglkt36k1b,1,42.2,19.1,2023-03-10T18:18:37.820Z,2023-03-10T18:18:40Z,4086041981,56,Back,4086041983,140,37.2,4086041985,141,40.9,4086041987,212,15.7,4086041989,213,1.9,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897773,10,1,1,0,20,bpx4ib85d65u9oyhglkt36k1b,1,39.4,56.9,2023-03-10T18:18:40.492Z,2023-03-10T18:18:43Z,4086042167,212,20.5,4086042165,141,84.8,4086042163,140,46.9,4086042161,56,Back,4086042169,213,1.2,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897797,11,1,1,0,23,bpx4ib85d65u9oyhglkt36k1b,1,50.1,88.1,2023-03-10T18:18:43.819Z,2023-03-10T18:18:47Z,4086042295,213,4.1,4086042293,212,19.7,4086042289,140,39.1,4086042291,141,64.6,4086042287,56,Back,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897825,12,1,1,0,26,bpx4ib85d65u9oyhglkt36k1b,1,41.9,64,2023-03-10T18:18:47.115Z,2023-03-10T18:18:50Z,4086042429,141,30.1,4086042431,212,28.0,4086042425,56,Center,4086042427,140,57.0,4086042433,213,5.3,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897833,13,1,1,0,29,bpx4ib85d65u9oyhglkt36k1b,1,56.9,30.7,2023-03-10T18:18:49.891Z,2023-03-10T18:18:51Z,4086042475,56,Back,4086042479,141,23.4,4086042477,140,48.4,4086042481,212,10.2,4086042483,213,3.6,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897855,14,1,1,0,31,bpx4ib85d65u9oyhglkt36k1b,1,47.2,22.1,2023-03-10T18:18:51.516Z,2023-03-10T18:18:53Z,4086042603,140,52.2,4086042613,213,1.1,4086042611,212,11.1,4086042607,141,36.4,4086042599,56,Center,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897873,15,1,1,0,33,bpx4ib85d65u9oyhglkt36k1b,1,50.8,44.2,2023-03-10T18:18:53.652Z,2023-03-10T18:18:55Z,4086042715,213,2.0,4086042709,140,45.0,4086042713,212,13.6,4086042711,141,62.1,4086042707,56,Back,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897919,16,1,1,0,35,bpx4ib85d65u9oyhglkt36k1b,1,43.8,63.7,2023-03-10T18:18:55.779Z,2023-03-10T18:19:01Z,4086042977,212,21.3,4086042971,56,Left,4086042975,141,89.7,4086042973,140,55.1,4086042979,213,1.0,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897955,17,1,1,0,41,bpx4ib85d65u9oyhglkt36k1b,1,58.3,68.8,2023-03-10T18:19:01.539Z,2023-03-10T18:19:08Z,4086043177,56,Center,4086043181,141,36.4,4086043179,140,51.9,4086043183,212,23.0,4086043185,213,4.4,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897969,18,1,1,0,47,bpx4ib85d65u9oyhglkt36k1b,1,65.1,11.6,2023-03-10T18:19:07.963Z,2023-03-10T18:19:10Z,4086043249,140,76.1,4086043251,141,6.7,4086043247,56,Right,4086043255,213,6.0,4086043253,212,12.0,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897975,19,1,1,0,49,bpx4ib85d65u9oyhglkt36k1b,0,73.7,10.7,2023-03-10T18:19:09.986Z,2023-03-10T18:19:11Z,4086043277,56,Right,4086043285,213,0.5,4086043283,212,12.3,4086043279,140,84.2,4086043281,141,18.8,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897973,3,8,1,0,50,bax97wqmyvdu4xygi7wzcvdzd,1,26.4,79.4,2023-03-10T18:19:10.758Z,2023-03-10T18:20:09Z,4086043275,56,Back,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897977,4,49,1,0,51,bax97wqmyvdu4xygi7wzcvdzd,1,22,82,2023-03-10T18:19:11.829Z,2023-03-10T18:19:27Z,,,,,,,,,,,,,,,,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517897985,5,1,1,0,51,bax97wqmyvdu4xygi7wzcvdzd,0,22,82,2023-03-10T18:19:12.245Z,2023-03-10T18:19:29Z,4086043329,140,37.5,4086043325,157,,4086043331,141,93.6,4086043335,213,0.5,4086043333,212,18.1,4086043327,56,Back,4086043337,1,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898001,20,49,1,0,54,bpx4ib85d65u9oyhglkt36k1b,1,68.7,13.7,2023-03-10T18:19:14.538Z,2023-03-10T18:19:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898025,21,1,1,0,55,bpx4ib85d65u9oyhglkt36k1b,1,66.6,9.1,2023-03-10T18:19:15.419Z,2023-03-10T18:19:18Z,4086043579,140,61.0,4086043581,141,22.2,4086043585,212,10.7,4086043587,213,2.2,4086043575,56,Center,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898043,22,1,1,0,57,bpx4ib85d65u9oyhglkt36k1b,1,55.1,34,2023-03-10T18:19:18.099Z,2023-03-10T18:19:20Z,4086043665,141,57.9,4086043663,140,52.1,4086043661,56,Center,4086043669,213,1.8,4086043667,212,16.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898071,23,1,1,0,59,bpx4ib85d65u9oyhglkt36k1b,1,51.2,58.8,2023-03-10T18:19:20.283Z,2023-03-10T18:19:23Z,4086043841,140,54.4,4086043839,56,Center,4086043843,141,34.2,4086043845,212,17.1,4086043847,213,4.9,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898103,24,1,1,1,3,bpx4ib85d65u9oyhglkt36k1b,1,55.2,25.6,2023-03-10T18:19:23.363Z,2023-03-10T18:19:27Z,4086044019,140,62.5,4086044025,213,5.2,4086044023,212,15.3,4086044021,141,6.2,4086044017,56,Right,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898127,25,1,1,1,7,bpx4ib85d65u9oyhglkt36k1b,1,67.3,8,2023-03-10T18:19:27.507Z,2023-03-10T18:19:30Z,4086044115,212,13.2,4086044109,56,Center,4086044113,141,21.6,4086044117,213,2.4,4086044111,140,58.3,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898157,26,1,1,1,10,bpx4ib85d65u9oyhglkt36k1b,1,55.8,33.6,2023-03-10T18:19:30.403Z,2023-03-10T18:19:34Z,4086044269,212,27.3,4086044265,140,75.5,4086044263,56,Right,4086044271,213,5.6,4086044267,141,7.4,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898169,27,1,1,1,14,bpx4ib85d65u9oyhglkt36k1b,1,73.9,7,2023-03-10T18:19:34.771Z,2023-03-10T18:19:36Z,4086044307,56,Center,4086044311,141,22.4,4086044313,212,10.7,4086044315,213,1.8,4086044309,140,71.9,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898233,28,1,1,1,15,bpx4ib85d65u9oyhglkt36k1b,1,71.7,18.6,2023-03-10T18:19:36.027Z,2023-03-10T18:19:43Z,4086044691,213,5.2,4086044689,212,12.2,4086044683,56,Right,4086044685,140,77.3,4086044687,141,2.9,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898247,29,3,1,1,22,bpx4ib85d65u9oyhglkt36k1b,0,78.9,3.1,2023-03-10T18:19:42.988Z,2023-03-10T18:19:45Z,4086044757,211,,4086044755,286,,4086044753,56,Right,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898387,6,5,1,1,24,bax97wqmyvdu4xygi7wzcvdzd,1,19.3,101.2,2023-03-10T18:19:44.774Z,2023-03-10T18:19:59Z,4086045433,347,,4086045431,56,Back,4086045457,233,30,,,,,,,,,,,,,,,,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898257,30,5,1,1,24,bpx4ib85d65u9oyhglkt36k1b,0,80.7,-1.2,2023-03-10T18:19:44.774Z,2023-03-10T18:35:07Z,4086045479,233,6,4086044787,56,Right,4086044789,347,,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898411,7,1,1,1,38,bax97wqmyvdu4xygi7wzcvdzd,0,20.2,100,2023-03-10T18:19:59.141Z,2023-03-10T18:20:02Z,4086045539,107,,4086045551,1,,4086045547,212,24.4,4086045541,56,Back,4086045545,141,93.2,4086045543,140,42.8,4086045549,213,6.1,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898419,31,49,1,1,41,bpx4ib85d65u9oyhglkt36k1b,1,61.9,7.6,2023-03-10T18:20:01.986Z,2023-03-10T18:20:02Z,,,,,,,,,,,,,,,,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898451,32,1,1,1,42,bpx4ib85d65u9oyhglkt36k1b,1,62.5,6.5,2023-03-10T18:20:02.410Z,2023-03-10T18:20:05Z,4086045785,213,2.7,4086045769,56,Back,4086045779,212,20.7,4086045777,141,20.0,4086045773,140,44.8,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898483,33,1,1,1,45,bpx4ib85d65u9oyhglkt36k1b,1,45.8,18.5,2023-03-10T18:20:05.426Z,2023-03-10T18:20:08Z,4086045959,213,5.9,4086045957,212,26.9,4086045953,140,69.6,4086045955,141,3.8,4086045951,56,Right,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898497,34,1,1,1,48,bpx4ib85d65u9oyhglkt36k1b,1,72.6,4.3,2023-03-10T18:20:08.570Z,2023-03-10T18:20:10Z,4086046021,141,10.3,4086046025,213,2.9,4086046023,212,17.1,4086046019,140,56.8,4086046017,56,Right,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898517,35,1,1,1,49,bpx4ib85d65u9oyhglkt36k1b,1,58.6,10,2023-03-10T18:20:10.139Z,2023-03-10T18:20:12Z,4086046161,141,23.0,4086046163,212,15.0,4086046165,213,2.5,4086046157,56,Back,4086046159,140,47.0,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898553,36,1,1,1,51,bpx4ib85d65u9oyhglkt36k1b,1,46.2,28.9,2023-03-10T18:20:12.323Z,2023-03-10T18:20:16Z,4086046421,140,54.7,4086046427,213,1.2,4086046425,212,26.1,4086046419,56,Center,4086046423,141,64.9,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898575,37,1,1,1,55,bpx4ib85d65u9oyhglkt36k1b,1,64,70.9,2023-03-10T18:20:16.194Z,2023-03-10T18:20:19Z,4086046539,56,Left,4086046541,140,80.5,4086046547,213,0.6,4086046545,212,20.6,4086046543,141,87.2,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898601,38,1,1,1,59,bpx4ib85d65u9oyhglkt36k1b,1,79.9,87.1,2023-03-10T18:20:19.523Z,2023-03-10T18:20:21Z,4086046669,141,68.5,4086046665,56,Center,4086046667,140,74.7,4086046673,213,4.3,4086046671,212,13.8,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898607,39,1,1,2,1,bpx4ib85d65u9oyhglkt36k1b,1,77.8,68.2,2023-03-10T18:20:21.858Z,2023-03-10T18:20:22Z,4086046715,212,11.4,4086046713,141,75.4,4086046709,56,Center,4086046717,213,2.7,4086046711,140,68.0,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898609,40,1,1,2,2,bpx4ib85d65u9oyhglkt36k1b,0,68.3,75.4,2023-03-10T18:20:22.579Z,2023-03-10T18:20:23Z,4086046721,56,Center,4086046727,212,14.1,4086046723,140,79.2,4086046725,141,63.3,4086046729,213,5.7,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898611,8,8,1,2,3,bax97wqmyvdu4xygi7wzcvdzd,1,27.1,39.2,2023-03-10T18:20:23.941Z,2023-03-10T18:20:24Z,4086046737,56,Back,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898627,9,52,1,2,6,bax97wqmyvdu4xygi7wzcvdzd,1,2.6,32.8,2023-03-10T18:20:26.533Z,2023-03-10T18:20:27Z,,,,,,,,,,,,,,,,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898683,10,1,1,2,10,bax97wqmyvdu4xygi7wzcvdzd,1,6.8,46.1,2023-03-10T18:20:31.045Z,2023-03-10T18:20:34Z,4086047115,140,13.6,4086047113,56,Back,4086047121,213,1.2,4086047119,212,18.1,4086047117,141,70.6,4086047107,123,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898695,11,1,1,2,13,bax97wqmyvdu4xygi7wzcvdzd,1,17.3,77,2023-03-10T18:20:34.101Z,2023-03-10T18:20:35Z,4086047209,213,0.8,4086047207,212,13.6,4086047205,141,91.7,4086047203,140,26.1,4086047201,56,Back,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898709,12,1,1,2,15,bax97wqmyvdu4xygi7wzcvdzd,1,26.1,91.7,2023-03-10T18:20:35.589Z,2023-03-10T18:20:37Z,4086047299,212,13.4,4086047295,140,13.5,4086047293,56,Back,4086047301,213,3.3,4086047297,141,88.4,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898755,13,1,1,2,17,bax97wqmyvdu4xygi7wzcvdzd,1,13.5,87.8,2023-03-10T18:20:37.765Z,2023-03-10T18:20:44Z,4086047597,140,2.8,4086047603,213,4.1,4086047601,212,20.3,4086047599,141,63.0,4086047595,56,Back,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898791,14,1,1,2,23,bax97wqmyvdu4xygi7wzcvdzd,1,5,67.8,2023-03-10T18:20:44.341Z,2023-03-10T18:20:47Z,4086047827,212,18.6,4086047829,213,0.8,4086047823,141,88.0,4086047819,56,Back,4086047821,140,17.0,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898853,15,1,1,2,26,bax97wqmyvdu4xygi7wzcvdzd,0,26.2,92,2023-03-10T18:20:47.205Z,2023-03-10T18:20:52Z,4086048151,141,71.5,4086048155,213,5.9,4086048147,56,Center,4086048153,212,34.1,4086048157,1,,4086048145,155,,4086048149,140,55.8,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898841,41,44,1,2,30,bpx4ib85d65u9oyhglkt36k1b,1,44.4,26.2,2023-03-10T18:20:50.547Z,2023-03-10T18:20:52Z,4086048073,56,Back,4086048077,285,,4086048197,233,16,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898873,42,1,1,2,30,bpx4ib85d65u9oyhglkt36k1b,1,44.5,24,2023-03-10T18:20:50.931Z,2023-03-10T18:20:53Z,4086048265,212,20.7,4086048257,3,,4086048263,141,36.6,4086048267,213,0.4,4086048261,140,62.4,4086048259,56,Center,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517898859,16,44,1,2,31,bax97wqmyvdu4xygi7wzcvdzd,0,55.8,71.5,2023-03-10T18:20:51.829Z,2023-03-10T18:20:54Z,4086048191,56,Center,4086048193,286,,,,,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
