id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2537842777,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-04-23T10:07:47.491Z,2023-04-23T11:00:04Z,4212804531,197,17098,4212666827,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4212666831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212666829,194,8fhfjo7zfz9u0xtn58qj9enrp,4212666821,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4212666825,130,2,4212666823,59,"1, 25, 13, 7, 6, 17, 12, 10, 8, 29, 24, 5, 11, 18, 23, 26, 27",4212666819,30,"a10v8s11xcdsyspqnyhtfipjp, az6k6sihxqdq5mzsa7htvkmlm, 9kmt7flw7n65qmfe0euadfd1x, 4y1m1y07xg9wwfnogsxtcj93p, dtz4c9bzealdegjsgvdoac6ad, 6089nfwh31ha73pl7vlla75cl, f18o5qahrzbg0jrw8whefv7xl, 9uo1lm8ntj5o5vq1jutuvtb6d, 8fhfjo7zfz9u0xtn58qj9enrp, dhpmw4d7pjjow643u12b84dpm, 41ojypiz2yg51sriq9sfreh1x, aa257iqvul1ksok2v3ouoe86h, 3p5r6kr9afi2f4qqno6scknze, 9farsri8j50ajgnhkyur3l97t, 35899uqibespufub1v01dwrmd, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537845171,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-04-23T10:14:25.361Z,2023-04-23T10:58:36Z,4212679963,59,"1, 4, 18, 31, 33, 8, 14, 28, 10, 7, 9, 12, 17, 19, 20, 24, 26, 27, 29, 30",4212679965,130,4,4212679961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4212679971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212803683,197,8568,4212679969,194,9lubh9wmixrdw0ttdyacul33d,4212679959,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, 82attu22oztrh3s274g5yv1t5, f0zbdnxjsfalm8s8whu5vmklx, eq5z0yyr2uh1fvs5v2v8zipjp, 4i37e3q02cbkvlhcq2dsdsr11, 4kddxgnkpjzwkucvert2bhzsa, 7fsubsa693f0e3miheubefxpm, 880iar754wzvc7686yiaiectm, 4lfl3qipc5sf2b8cec6l43ap5, 21b70a29k89y1dmzr82k5ugwk, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, aji2uaf4qxmbarfhrsbtxmaqd, 7wgdsggcb8kwynarcfscv5qtw, cu3fl794mtsnkfxi4jesxv9ey",4212679967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869371,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-04-23T11:01:08.166Z,2023-04-23T11:01:10Z,4212810099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869363,3,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-04-23T11:01:08.166Z,2023-04-23T11:01:08Z,4212810073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869391,4,1,1,0,0,4e5523it4v7s6kkakelbj9si5,1,50.3,50.3,2023-04-23T11:01:08.266Z,2023-04-23T11:01:11Z,4212810233,212,15.8,4212810235,213,3.3,4212810227,56,Back,4212810229,140,35.4,4212810231,141,47.3,4212810237,279,S,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869433,5,1,1,0,3,4e5523it4v7s6kkakelbj9si5,1,36.2,47.6,2023-04-23T11:01:11.210Z,2023-04-23T11:01:16Z,4212810433,141,70.6,4212810435,212,15.8,4212810437,213,1.5,4212810429,56,Back,4212810431,140,38.0,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869439,6,61,1,0,7,4e5523it4v7s6kkakelbj9si5,0,40.1,81.1,2023-04-23T11:01:15.993Z,2023-04-23T11:01:16Z,4212810453,56,Back,,,,,,,,,,,,,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869443,3,49,1,0,8,e8os1xpomlperuedy2f9a9ttu,1,45,9.8,2023-04-23T11:01:16.531Z,2023-04-23T11:01:16Z,,,,,,,,,,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869447,4,1,1,0,8,e8os1xpomlperuedy2f9a9ttu,1,45,9.6,2023-04-23T11:01:16.928Z,2023-04-23T11:01:18Z,4212810471,56,Right,4212810477,212,30.6,4212810479,213,0.1,4212810475,141,15.7,4212810473,140,73.9,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869465,5,1,1,0,9,e8os1xpomlperuedy2f9a9ttu,1,73.9,15.7,2023-04-23T11:01:17.969Z,2023-04-23T11:01:19Z,4212810603,156,,4212810569,213,2.0,4212810567,212,8.1,4212810563,140,70.8,4212810565,141,26.6,4212810561,56,Center,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
