id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/14/value
2523297337,6,5,1,0,11,4e5523it4v7s6kkakelbj9si5,1,77.2,101.5,2023-03-21T18:00:52.579Z,2023-03-21T18:32:11Z,4114634221,56,Left,4114634225,233,6,4114634223,347,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297343,7,1,1,0,18,4e5523it4v7s6kkakelbj9si5,1,76.1,100,2023-03-21T18:00:59.391Z,2023-03-21T18:09:42Z,4114634245,107,,4114634251,141,81.9,4114634255,213,5.3,4114634247,56,Left,4114634249,140,84.3,4114634253,212,15.6,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297345,8,61,1,0,22,4e5523it4v7s6kkakelbj9si5,0,82.1,92,2023-03-21T18:01:03.409Z,2023-03-21T18:01:03Z,4114634259,56,Left,,,,,,,,,,,,,,,,,,,,,,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297357,7,5,1,0,23,6mng5xcarvyip7ixoss7au245,1,17,-1.2,2023-03-21T18:01:04.624Z,2023-03-21T18:32:11Z,4114634295,56,Back,4114634297,347,,4114634315,233,9,,,,,,,,,,,,,,,,azitzbihzs5b3iv56nq4iszit,T. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297347,9,5,1,0,23,4e5523it4v7s6kkakelbj9si5,0,83,101.2,2023-03-21T18:01:04.624Z,2023-03-21T18:01:11Z,4114634261,56,Left,4114634321,233,7,4114634263,347,,,,,,,,,,,,,,,,,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297363,8,1,1,0,29,6mng5xcarvyip7ixoss7au245,0,15.2,0,2023-03-21T18:01:10.221Z,2023-03-21T18:01:13Z,4114634335,56,Back,4114634341,212,24.8,4114634345,1,,4114634339,141,6.4,4114634333,107,,4114634337,140,38.2,4114634343,213,0.2,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297367,10,1,1,0,31,4e5523it4v7s6kkakelbj9si5,0,65.6,90.6,2023-03-21T18:01:12.687Z,2023-03-21T18:01:13Z,4114634361,213,5.2,4114634359,212,7.2,4114634353,56,Left,4114634357,141,81.0,4114634351,3,,4114634355,140,68.6,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297371,9,61,1,0,35,6mng5xcarvyip7ixoss7au245,1,30.3,18.2,2023-03-21T18:01:16.621Z,2023-03-21T18:01:16Z,4114634381,56,Back,,,,,,,,,,,,,,,,,,,,,,8xphahi0vi6fnh8ou88zzb6j9,A. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297373,10,61,1,0,36,6mng5xcarvyip7ixoss7au245,0,33,7.4,2023-03-21T18:01:17.043Z,2023-03-21T18:09:49Z,4114634387,56,Back,,,,,,,,,,,,,,,,,,,,,,ctt0noqy18w96i73n9pahoz55,A. Mori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297383,11,5,1,0,36,4e5523it4v7s6kkakelbj9si5,1,69,101.2,2023-03-21T18:01:17.552Z,2023-03-21T18:01:20Z,4114634411,56,Left,4114634413,347,,4114634417,233,11,,,,,,,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297381,11,5,1,0,36,6mng5xcarvyip7ixoss7au245,0,31,-1.2,2023-03-21T18:01:17.552Z,2023-03-21T18:32:12Z,4114634425,233,11,4114634407,56,Back,4114634409,347,,,,,,,,,,,,,,,,,ctt0noqy18w96i73n9pahoz55,A. Mori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297385,12,1,1,0,38,4e5523it4v7s6kkakelbj9si5,1,71.3,100,2023-03-21T18:01:19.775Z,2023-03-21T18:01:21Z,4114634429,56,Center,4114634427,107,,4114634435,212,15.5,4114634431,140,73.6,4114634437,213,4.9,4114634433,141,78.5,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297391,13,1,1,0,40,4e5523it4v7s6kkakelbj9si5,1,73.6,78.5,2023-03-21T18:01:21.167Z,2023-03-21T18:01:23Z,4114634465,140,72.6,4114634471,213,1.8,4114634467,141,86.9,4114634463,56,Left,4114634469,212,5.8,,,,,,,,,,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297397,14,1,1,0,42,4e5523it4v7s6kkakelbj9si5,1,71.6,89.7,2023-03-21T18:01:23.183Z,2023-03-21T18:01:24Z,4114634483,141,76.2,4114634487,213,4.6,4114634485,212,9.3,4114634481,140,70.4,4114634479,56,Center,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297413,15,1,1,0,43,4e5523it4v7s6kkakelbj9si5,1,70.3,76.4,2023-03-21T18:01:24.592Z,2023-03-21T18:01:26Z,4114634563,213,0.7,4114634555,56,Left,4114634561,212,5.9,4114634557,140,74.5,4114634559,141,82.1,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297415,16,1,1,0,45,4e5523it4v7s6kkakelbj9si5,0,76.7,93.2,2023-03-21T18:01:26.607Z,2023-03-21T18:01:27Z,4114634577,212,3.6,4114634579,213,4.8,4114634573,140,77.1,4114634603,233,12,4114634607,286,,4114634601,236,,4114634575,141,87.9,4114634571,56,Left,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297421,12,74,1,0,45,6mng5xcarvyip7ixoss7au245,1,15.7,6.4,2023-03-21T18:01:26.608Z,2023-03-21T18:32:18Z,4114634595,56,Back,4114634609,233,16,4114634597,285,,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297425,13,5,1,0,47,6mng5xcarvyip7ixoss7au245,0,21.6,-1.5,2023-03-21T18:01:28.050Z,2023-03-21T18:01:37Z,4114634711,233,17,4114634615,347,,4114634613,56,Back,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297451,17,5,1,0,47,4e5523it4v7s6kkakelbj9si5,1,78.4,101.5,2023-03-21T18:01:28.050Z,2023-03-21T18:32:12Z,4114634705,347,,4114634707,233,13,4114634703,56,Left,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297455,18,1,1,0,55,4e5523it4v7s6kkakelbj9si5,1,72.7,100,2023-03-21T18:01:36.495Z,2023-03-21T18:01:39Z,4114634727,56,Left,4114634729,140,86.5,4114634731,141,85.5,4114634735,213,5.6,4114634725,107,,4114634733,212,18.0,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297459,19,1,1,0,58,4e5523it4v7s6kkakelbj9si5,0,87.3,84.8,2023-03-21T18:01:39.615Z,2023-03-21T18:01:43Z,4114634751,213,2.6,4114634745,140,82.7,4114634775,236,,4114634777,233,14,4114634749,212,5.7,4114634781,286,,4114634743,56,Left,4114634747,141,89.3,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297463,14,74,1,0,58,6mng5xcarvyip7ixoss7au245,1,14.5,22.4,2023-03-21T18:01:39.616Z,2023-03-21T18:32:18Z,4114634769,285,,4114634767,56,Back,4114634801,233,19,,,,,,,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297473,20,1,1,1,2,4e5523it4v7s6kkakelbj9si5,0,84.3,81.9,2023-03-21T18:01:43.278Z,2023-03-21T18:01:44Z,4114634819,212,19.9,4114634813,56,Center,4114634817,141,57.6,4114634821,213,4.1,4114634815,140,73.7,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297483,21,1,1,1,6,4e5523it4v7s6kkakelbj9si5,0,63.3,57.9,2023-03-21T18:01:46.927Z,2023-03-21T18:01:48Z,4114634847,56,Center,4114634853,212,12.2,4114634849,140,72.5,4114634851,141,46.9,4114634855,213,5.6,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297489,15,1,1,1,6,6mng5xcarvyip7ixoss7au245,1,16.8,47.9,2023-03-21T18:01:47.587Z,2023-03-21T18:01:48Z,4114634879,1,,4114634873,141,37.9,4114634877,213,6.1,4114634875,212,32.1,4114634871,140,46.7,4114634869,56,Back,4114634867,157,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297491,16,49,1,1,7,6mng5xcarvyip7ixoss7au245,1,43.5,37.4,2023-03-21T18:01:48.751Z,2023-03-21T18:01:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297495,17,1,1,1,8,6mng5xcarvyip7ixoss7au245,1,43.5,37.4,2023-03-21T18:01:49.136Z,2023-03-21T18:01:50Z,4114634893,212,15.3,4114634887,56,Back,4114634889,140,30.4,4114634891,141,47.2,4114634895,213,2.7,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297503,18,1,1,1,9,6mng5xcarvyip7ixoss7au245,1,30.4,47.3,2023-03-21T18:01:50.016Z,2023-03-21T18:01:51Z,4114634921,56,Center,4114634925,141,38.0,4114634927,212,29.4,4114634929,213,6.1,4114634923,140,57.7,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297505,19,1,1,1,10,6mng5xcarvyip7ixoss7au245,1,57.4,38.3,2023-03-21T18:01:51.778Z,2023-03-21T18:01:53Z,4114634935,140,63.3,4114634941,213,5.1,4114634937,141,18.8,4114634933,56,Right,4114634939,212,14.6,,,,,,,,,,agqhiv0awfumj9c4sbq81hh7u,P. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297515,20,1,1,1,12,6mng5xcarvyip7ixoss7au245,0,63.5,21.3,2023-03-21T18:01:53.011Z,2023-03-21T18:01:56Z,4114634965,212,48.9,4114634961,140,87.5,4114634957,196,,4114634959,56,Left,4114634963,141,82.9,4114634969,1,,4114634967,213,1.0,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297513,22,49,1,1,15,4e5523it4v7s6kkakelbj9si5,1,15.5,13.7,2023-03-21T18:01:56.466Z,2023-03-21T18:01:56Z,,,,,,,,,,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297517,23,1,1,1,16,4e5523it4v7s6kkakelbj9si5,0,13.4,12.2,2023-03-21T18:01:57.711Z,2023-03-21T18:01:59Z,4114634977,212,20.5,4114634979,213,5.8,4114634973,140,30.7,4114634975,141,0.0,4114634971,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297533,21,5,1,1,18,6mng5xcarvyip7ixoss7au245,1,66,101.8,2023-03-21T18:01:59.257Z,2023-03-21T18:32:12Z,4114635035,347,,4114635033,56,Left,4114635037,233,24,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297521,24,5,1,1,18,4e5523it4v7s6kkakelbj9si5,0,34,-1.8,2023-03-21T18:01:59.257Z,2023-03-21T18:02:12Z,4114634993,347,,4114635041,233,21,4114634991,56,Back,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297541,22,1,1,1,30,6mng5xcarvyip7ixoss7au245,1,66.2,100,2023-03-21T18:02:11.409Z,2023-03-21T18:02:14Z,4114635067,56,Left,4114635069,140,73.8,4114635071,141,80.3,4114635075,213,5.2,4114635073,212,16.8,4114635065,107,,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297543,23,1,1,1,33,6mng5xcarvyip7ixoss7au245,1,73.8,80.3,2023-03-21T18:02:13.953Z,2023-03-21T18:02:15Z,4114635079,56,Left,4114635081,140,67.1,4114635085,212,7.1,4114635087,213,3.2,4114635083,141,79.6,,,,,,,,,,agqhiv0awfumj9c4sbq81hh7u,P. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297545,24,1,1,1,34,6mng5xcarvyip7ixoss7au245,0,67.1,79.6,2023-03-21T18:02:15.042Z,2023-03-21T18:02:16Z,4114635101,213,5.8,4114635095,140,96.7,4114635103,1,,4114635097,141,55.7,4114635099,212,35.1,4114635093,56,Center,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297547,25,49,1,1,43,4e5523it4v7s6kkakelbj9si5,1,10.4,51,2023-03-21T18:02:24.478Z,2023-03-21T18:02:24Z,,,,,,,,,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297549,26,1,1,1,44,4e5523it4v7s6kkakelbj9si5,1,10.4,51,2023-03-21T18:02:25.279Z,2023-03-21T18:02:27Z,4114635125,141,69.2,4114635121,56,Back,4114635123,140,13.7,4114635129,213,1.3,4114635127,212,12.9,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297555,27,1,1,1,46,4e5523it4v7s6kkakelbj9si5,1,13.7,69.2,2023-03-21T18:02:27.791Z,2023-03-21T18:02:29Z,4114635171,213,4.7,4114635165,140,13.1,4114635169,212,11.4,4114635163,56,Back,4114635167,141,52.5,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297563,28,1,1,1,48,4e5523it4v7s6kkakelbj9si5,0,13.1,52.5,2023-03-21T18:02:29.232Z,2023-03-21T18:02:32Z,4114635195,140,41.7,4114635201,213,0.4,4114635191,157,,4114635197,141,71.1,4114635203,1,,4114635193,56,Back,4114635199,212,32.6,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297569,25,1,1,1,54,6mng5xcarvyip7ixoss7au245,0,56.7,26.6,2023-03-21T18:02:35.495Z,2023-03-21T18:58:57Z,4114635235,140,55.8,4114635241,213,1.9,4114635233,56,Center,4114635239,212,2.6,4114635237,141,30.1,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297571,26,49,1,1,54,6mng5xcarvyip7ixoss7au245,1,54.2,31.3,2023-03-21T18:02:35.556Z,2023-03-21T18:02:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297575,29,61,1,1,55,4e5523it4v7s6kkakelbj9si5,1,39.8,73.5,2023-03-21T18:02:36.121Z,2023-03-21T18:02:36Z,4114635249,56,Back,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297579,27,1,1,1,56,6mng5xcarvyip7ixoss7au245,1,54.5,30.9,2023-03-21T18:02:37.503Z,2023-03-21T18:02:38Z,4114635267,141,29.5,4114635263,56,Back,4114635269,212,10.4,4114635271,213,3.2,4114635265,140,44.6,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297587,28,1,1,1,57,6mng5xcarvyip7ixoss7au245,1,44,29.2,2023-03-21T18:02:38.594Z,2023-03-21T18:02:43Z,4114635303,56,Back,4114635309,212,28.1,4114635307,141,49.3,4114635311,213,2.6,4114635305,140,20.6,,,,,,,,,,agqhiv0awfumj9c4sbq81hh7u,P. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297589,29,1,1,2,2,6mng5xcarvyip7ixoss7au245,1,20.6,50,2023-03-21T18:02:43.220Z,2023-03-21T18:02:58Z,4114635321,155,,4114635325,140,35.9,4114635331,213,1.0,4114635327,141,88.0,4114635323,56,Back,4114635329,212,30.4,,,,,,,do1uv3ohvyvodhcindxj76qy1,A. Wellmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297595,30,1,1,2,5,6mng5xcarvyip7ixoss7au245,1,33.4,93,2023-03-21T18:02:46.194Z,2023-03-21T18:02:48Z,4114635361,56,Back,4114635365,141,65.2,4114635369,213,5.0,4114635363,140,38.5,4114635367,212,19.6,,,,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297599,31,1,1,2,7,6mng5xcarvyip7ixoss7au245,1,46.2,68.1,2023-03-21T18:02:48.091Z,2023-03-21T18:02:51Z,4114635395,213,6.0,4114635391,141,60.0,4114635393,212,20.7,4114635389,140,65.2,4114635387,56,Center,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523297601,32,1,1,2,10,6mng5xcarvyip7ixoss7au245,1,65.2,60,2023-03-21T18:02:51.448Z,2023-03-21T18:02:52Z,4114635405,212,22.0,4114635401,140,44.5,4114635399,56,Back,4114635403,141,64.8,4114635407,213,3.0,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
