id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/16/value
2541496079,2,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-04-30T10:17:59.107Z,2023-04-30T11:00:43Z,4239089099,59,"1, 4, 18, 31, 33, 8, 14, 10, 19, 7, 28, 9, 16, 17, 20, 24, 26, 27, 29, 30",4239089109,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239089095,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, 82attu22oztrh3s274g5yv1t5, eq5z0yyr2uh1fvs5v2v8zipjp, 4lfl3qipc5sf2b8cec6l43ap5, 4i37e3q02cbkvlhcq2dsdsr11, f0zbdnxjsfalm8s8whu5vmklx, 4kddxgnkpjzwkucvert2bhzsa, cb60xjrkw8lilcyut0hvdlwix, 880iar754wzvc7686yiaiectm, 21b70a29k89y1dmzr82k5ugwk, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, aji2uaf4qxmbarfhrsbtxmaqd, 7wgdsggcb8kwynarcfscv5qtw, cu3fl794mtsnkfxi4jesxv9ey",4239089107,194,9lubh9wmixrdw0ttdyacul33d,4239089101,130,23,4239182015,197,8568,4239089097,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4239089105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541496345,1,34,16,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-04-30T10:18:39.703Z,2023-04-30T11:08:16Z,4239090277,194,d32rm12ddel0p93luuh5fq9cl,4239090269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4239090273,130,4,4239180325,197,8753,4239090275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4239090271,59,"1, 22, 9, 33, 5, 20, 7, 31, 25, 8, 23, 2, 10, 15, 16, 17, 21, 27, 32",4239090267,30,"cwotwuxqimldexy77lqdh2t3p, 1l4s1w66pir9xk79jp78bxnmx, 1abadnoiq5hbwpfzzyvho4vkl, d32rm12ddel0p93luuh5fq9cl, 1oib97ihu6ofz1fvsvih0mnkl, 9nyzegdr9nu4i5jp12h8q4et, 33nggo6w6e52yqmc2pa528xd5, 25ord6k6oglqdzt77nrs19e5l, y7mxuyh5olv0rh5od3p2gtt5, aq30av6eea3gxh2rk7c0bzi09, 6aym6t1mr1xzv5pxvbtbn6hgp, 1mxczp7yxkjzn7umvbioobuac, efynp5qo9b9x0lh9b4ft0ic8a, az5e2aphuglamb3bts47vc00k, 9u74jd7ak8uad6lnhnthawiqd, epdlb32r151kz861mljb1rs9h, 46yjl6a3rr1djzc4qu6etlrai, 5s8fprpl188pkkzn3524vph7u, eiasj63pdzevyb5i64h7jzi8k",4239090279,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515677,2,32,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-04-30T11:00:19.725Z,2023-04-30T11:00:19Z,4239186521,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515685,3,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-04-30T11:00:19.725Z,2023-04-30T11:00:22Z,4239186553,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515703,3,1,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,49.7,50,2023-04-30T11:00:19.825Z,2023-04-30T11:00:22Z,4239186679,279,S,4239186671,140,35.9,4239186675,212,15.4,4239186669,56,Back,4239186673,141,57.8,4239186677,213,2.8,,,,,,,y7mxuyh5olv0rh5od3p2gtt5,M. Kössler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515723,4,1,1,0,2,eyecbfb1ur2104bhhwazhvrf,1,36,57.4,2023-04-30T11:00:22.586Z,2023-04-30T11:00:24Z,4239186747,140,27.8,4239186753,213,4.2,4239186751,212,18.1,4239186745,56,Back,4239186749,141,34.0,,,,,,,,,,d32rm12ddel0p93luuh5fq9cl,F. Dongus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515749,5,1,1,0,4,eyecbfb1ur2104bhhwazhvrf,1,27.8,34,2023-04-30T11:00:24.506Z,2023-04-30T11:00:28Z,4239186875,56,Back,4239186883,213,5.2,4239186877,140,36.0,4239186881,212,19.1,4239186879,141,9.0,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515773,6,1,1,0,8,eyecbfb1ur2104bhhwazhvrf,1,35.6,10.1,2023-04-30T11:00:28.249Z,2023-04-30T11:00:31Z,4239186997,1,,4239186993,212,34.2,4239186989,140,14.0,4239186987,56,Back,4239186995,213,2.3,4239186991,141,47.7,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515805,7,1,1,0,11,eyecbfb1ur2104bhhwazhvrf,1,13.1,50,2023-04-30T11:00:31.593Z,2023-04-30T11:00:36Z,4239187143,141,91.7,4239187147,213,1.2,4239187145,212,30.5,4239187141,140,23.7,4239187139,56,Back,,,,,,,,,,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515849,8,1,1,0,16,eyecbfb1ur2104bhhwazhvrf,1,23.6,93.3,2023-04-30T11:00:35.961Z,2023-04-30T11:00:40Z,4239187353,56,Left,4239187357,141,85.5,4239187355,140,64.8,4239187361,213,6.2,4239187359,212,43.6,4239187363,1,,,,,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515853,9,1,1,0,20,eyecbfb1ur2104bhhwazhvrf,0,65.5,85.5,2023-04-30T11:00:40.569Z,2023-04-30T11:00:41Z,4239187391,213,3.5,4239187383,56,Center,4239187387,141,77.0,4239187389,212,14.8,4239187385,140,52.5,,,,,,,,,,6aym6t1mr1xzv5pxvbtbn6hgp,E. Memeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541515885,4,49,1,0,25,e8os1xpomlperuedy2f9a9ttu,1,50.3,26.8,2023-04-30T11:00:45.712Z,2023-04-30T11:00:45Z,,,,,,,,,,,,,,,,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
