id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId
2478539577,1,34,16,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2022-10-29T09:53:30.967Z,2022-10-29T11:04:21Z,3878721615,30,"cwotwuxqimldexy77lqdh2t3p, 1l4s1w66pir9xk79jp78bxnmx, 1abadnoiq5hbwpfzzyvho4vkl, epdlb32r151kz861mljb1rs9h, 1oib97ihu6ofz1fvsvih0mnkl, 25ord6k6oglqdzt77nrs19e5l, 8ifhj2h1m7rt84i4bxksnmgnp, 33nggo6w6e52yqmc2pa528xd5, 9u74jd7ak8uad6lnhnthawiqd, 1lafqq1ic48v5500r8b0uprdh, 6aym6t1mr1xzv5pxvbtbn6hgp, diztxc63xkwv1tofz5s1ixbzd, 2x6hdcwn2s78i5frzj4q2s2c5, aq30av6eea3gxh2rk7c0bzi09, efynp5qo9b9x0lh9b4ft0ic8a, 7qf5iaz6eqb39pelg69fm1y39, 46yjl6a3rr1djzc4qu6etlrai, y7mxuyh5olv0rh5od3p2gtt5, 5s8fprpl188pkkzn3524vph7u, d32rm12ddel0p93luuh5fq9cl",3878812237,197,8753,3878721621,130,4,3878721623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878721617,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3878721627,194,1oib97ihu6ofz1fvsvih0mnkl,3878721629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878721619,59,"1, 22, 9, 17, 5, 31, 13, 7, 16, 18, 23, 4, 6, 8, 10, 11, 21, 25, 27, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478540371,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-10-29T09:57:14.872Z,2022-10-29T11:14:00Z,3878726199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3878726187,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, aji2uaf4qxmbarfhrsbtxmaqd, f0zbdnxjsfalm8s8whu5vmklx, eq5z0yyr2uh1fvs5v2v8zipjp, 4i37e3q02cbkvlhcq2dsdsr11, 82attu22oztrh3s274g5yv1t5, 1bhiq0w0t9woyhyxtzv1s9rrp, 4kddxgnkpjzwkucvert2bhzsa, 7fsubsa693f0e3miheubefxpm, 94w3ew434c7p7rnuq5bxieqqd, 4lfl3qipc5sf2b8cec6l43ap5, c414n2dnu7om57lqw789mrp7u, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, cu3fl794mtsnkfxi4jesxv9ey",3878726197,194,9lubh9wmixrdw0ttdyacul33d,3878726191,59,"1, 4, 18, 31, 33, 8, 27, 28, 10, 7, 14, 2, 9, 12, 13, 19, 23, 24, 26, 30",3878726193,130,4,3878726189,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3878810187,197,17286,3878726195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558199,2,32,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2022-10-29T11:00:29.792Z,2022-10-29T11:00:29Z,3878816983,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558219,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-10-29T11:00:29.792Z,2022-10-29T11:00:33Z,3878817089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558211,3,1,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,50,50,2022-10-29T11:00:29.892Z,2022-10-29T11:00:32Z,3878817055,56,Back,3878817065,279,S,3878817063,213,3.0,3878817061,212,14.4,3878817057,140,36.5,3878817059,141,53.6,,,,,,,9u74jd7ak8uad6lnhnthawiqd,N. Billa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558241,4,1,1,0,2,eyecbfb1ur2104bhhwazhvrf,0,36.5,53.6,2022-10-29T11:00:32.301Z,2022-10-29T11:57:16Z,3878817187,1,,3878817175,155,,3878817181,141,95.9,3878817177,56,Left,3878817183,212,45.5,3878817179,140,70.1,3878817185,213,0.7,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558235,3,49,1,0,6,e8os1xpomlperuedy2f9a9ttu,1,29,1.8,2022-10-29T11:00:36.366Z,2022-10-29T11:00:36Z,,,,,,,,,,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558249,4,12,1,0,7,e8os1xpomlperuedy2f9a9ttu,1,29.4,1.8,2022-10-29T11:00:37.580Z,2022-10-29T11:00:39Z,3878817219,212,5.0,3878817235,167,,3878817215,140,33.5,3878817221,213,5.8,3878817213,56,Back,3878817217,141,0.0,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558251,5,5,1,0,8,e8os1xpomlperuedy2f9a9ttu,0,33.4,-1.6,2022-10-29T11:00:38.526Z,2022-10-29T11:42:28Z,3878817415,233,5,3878817227,347,,3878817225,56,Back,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478558287,5,5,1,0,8,eyecbfb1ur2104bhhwazhvrf,1,66.6,101.6,2022-10-29T11:00:38.526Z,2022-10-29T11:00:47Z,3878817399,347,,3878817407,233,5,3878817395,56,Left,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
