id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist
2489031047,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-12-04T11:11:50.236Z,2022-12-04T12:01:25Z,3933834167,197,8752,3933754367,59,"1, 22, 20, 18, 8, 16, 7, 17, 15, 19, 10, 2, 3, 4, 5, 9, 11, 23, 27, 33",3933754375,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933754373,194,62soqddjmkrj99mvi1wivj4k5,3933754371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933754369,130,8,3933754365,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3933754363,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, axjakqkndyt2k8v2b0y97tw16, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 2ltzk74krenmfh5gzcjpc2k4q, 6l7cn7fmomj88kfdyo9seopg5, 9e95p87136h6zjam3zu0d9yol, 702asj69cc2fzzns98r7hp5p0, 65979lcr67xsnqvgtyswqubqh, 1eoc1w0vz8jmz4i0mpg20fiay, 4ezh3co3xg75tx7b03cokenyt, 7rb7zn6mvelljw1e3gbv8mmsp, 7ubpnkf47u1os2z47fam81i7e, 3p9ie3u7ej9o1wpzl4aonjtd6, aosbps68cdxbpvbo3ch7ppvjd, ajxlorvqcyydwbynreva0e47p",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489031381,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-12-04T11:12:51.924Z,2022-12-04T11:58:30Z,3933756023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3933756031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933756017,59,"26, 12, 13, 9, 5, 6, 7, 17, 8, 11, 24, 3, 1, 15, 16, 18, 25, 27",3933756019,130,2,3933756013,30,"19gypl4enklm01cxfzzbrb4yd, f18o5qahrzbg0jrw8whefv7xl, 9kmt7flw7n65qmfe0euadfd1x, 76sdgmzs9ldvnnah6x7zlr7qh, aa257iqvul1ksok2v3ouoe86h, dtz4c9bzealdegjsgvdoac6ad, 4y1m1y07xg9wwfnogsxtcj93p, 6089nfwh31ha73pl7vlla75cl, 8fhfjo7zfz9u0xtn58qj9enrp, 3p5r6kr9afi2f4qqno6scknze, 41ojypiz2yg51sriq9sfreh1x, 3ubn4p929c0tv77dehaon5f1m, a10v8s11xcdsyspqnyhtfipjp, 9vdyzvt8ehavj3sfugjoi3rze, 4kt9yk45t3gpq57tihninpes4, 9farsri8j50ajgnhkyur3l97t, az6k6sihxqdq5mzsa7htvkmlm, 4wuo4yhm9bmihr1ywi0g4pvqh",3933756015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3933836181,197,12091,3933756027,194,8fhfjo7zfz9u0xtn58qj9enrp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046665,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-12-04T12:00:17.338Z,2022-12-04T12:00:17Z,3933839357,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046671,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-12-04T12:00:17.338Z,2022-12-04T12:00:18Z,3933839375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046685,3,1,1,0,0,4e5523it4v7s6kkakelbj9si5,1,50.1,50.4,2022-12-04T12:00:17.438Z,2022-12-04T12:00:20Z,3933839433,212,17.3,3933839427,56,Back,3933839435,213,3.4,3933839441,279,S,3933839431,141,43.9,3933839429,140,34.2,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046693,4,1,1,0,3,4e5523it4v7s6kkakelbj9si5,1,34.2,43.9,2022-12-04T12:00:20.471Z,2022-12-04T12:00:22Z,3933839477,56,Back,3933839481,141,63.3,3933839485,213,2.0,3933839483,212,14.7,3933839479,140,28.1,,,,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046723,5,1,1,0,5,4e5523it4v7s6kkakelbj9si5,1,28.4,63,2022-12-04T12:00:22.502Z,2022-12-04T12:00:27Z,3933839653,56,Back,3933839655,140,27.6,3933839659,212,19.3,3933839661,213,4.7,3933839657,141,34.7,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046739,6,1,1,0,10,4e5523it4v7s6kkakelbj9si5,1,30.1,35.6,2022-12-04T12:00:27.543Z,2022-12-04T12:00:30Z,3933839763,213,1.5,3933839757,140,31.1,3933839759,141,66.6,3933839755,56,Back,3933839761,212,21.1,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046755,7,1,1,0,13,4e5523it4v7s6kkakelbj9si5,1,39.6,69.3,2022-12-04T12:00:30.775Z,2022-12-04T12:00:33Z,3933839895,212,27.2,3933839889,56,Left,3933839893,141,96.5,3933839897,213,0.7,3933839891,140,58.6,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046757,8,1,1,0,16,4e5523it4v7s6kkakelbj9si5,1,61.2,96.3,2022-12-04T12:00:33.511Z,2022-12-04T12:00:34Z,3933839911,212,9.5,3933839909,141,91.2,3933839905,56,Left,3933839913,213,5.9,3933839907,140,69.6,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046771,9,1,1,0,16,4e5523it4v7s6kkakelbj9si5,1,69.6,91.2,2022-12-04T12:00:34.278Z,2022-12-04T12:00:39Z,3933840033,212,7.5,3933840025,140,75.6,3933840023,56,Left,3933840037,213,0.6,3933840029,141,97.2,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046777,10,1,1,0,21,4e5523it4v7s6kkakelbj9si5,0,86.1,96.2,2022-12-04T12:00:39.111Z,2022-12-04T12:00:40Z,3933840067,213,4.8,3933840061,140,89.2,3933840065,212,25.0,3933840059,56,Center,3933840063,141,59.7,3933840055,2,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046789,3,1,1,0,22,nuaf3wtujl8erbciumch6c65,0,9.9,39.8,2022-12-04T12:00:40Z,2022-12-04T12:00:48Z,3933840139,1,,3933840133,141,8.4,3933840135,212,35.9,3933840131,140,37.4,3933840301,157,,3933840129,56,Back,3933840137,213,5.6,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046805,11,1,1,0,26,4e5523it4v7s6kkakelbj9si5,1,60.3,90.6,2022-12-04T12:00:44.327Z,2022-12-04T12:00:47Z,3933840231,56,Back,3933840237,212,11.9,3933840239,213,3.1,3933840235,141,91.5,3933840233,140,49.0,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046849,12,1,1,0,29,4e5523it4v7s6kkakelbj9si5,1,48.7,88.8,2022-12-04T12:00:46.902Z,2022-12-04T12:00:52Z,3933840451,141,42.2,3933840449,140,45.8,3933840453,212,31.8,3933840447,56,Back,3933840455,213,4.6,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046873,13,1,1,0,35,4e5523it4v7s6kkakelbj9si5,1,55.4,26.9,2022-12-04T12:00:52.662Z,2022-12-04T12:00:55Z,3933840575,140,70.9,3933840573,56,Right,3933840579,212,22.3,3933840577,141,4.4,3933840581,213,5.5,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046895,14,1,1,0,37,4e5523it4v7s6kkakelbj9si5,0,73.2,4.3,2022-12-04T12:00:54.950Z,2022-12-04T12:00:58Z,3933840691,56,Right,3933840697,212,15.0,3933840699,213,6.0,3933840695,141,0.0,3933840693,140,87.1,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046931,4,5,1,0,40,nuaf3wtujl8erbciumch6c65,1,12.8,101.2,2022-12-04T12:00:57.915Z,2022-12-04T12:17:33Z,3933840881,347,,3933840879,56,Back,3933840893,233,15,,,,,,,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046897,15,5,1,0,40,4e5523it4v7s6kkakelbj9si5,0,87.2,-1.2,2022-12-04T12:00:57.915Z,2022-12-04T12:01:08Z,3933840897,233,4,3933840705,347,,3933840703,56,Right,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046937,5,1,1,0,50,nuaf3wtujl8erbciumch6c65,0,12.5,100,2022-12-04T12:01:07.710Z,2022-12-04T12:01:10Z,3933840917,140,36.3,3933840923,213,6.1,3933840925,1,,3933840921,212,25.3,3933840919,141,95.4,3933840915,56,Back,3933840913,107,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046953,16,1,1,0,53,4e5523it4v7s6kkakelbj9si5,0,57,5,2022-12-04T12:01:10.519Z,2022-12-04T12:01:11Z,3933840983,3,,3933840985,56,Right,3933840993,213,0.3,3933840989,141,8.3,3933840987,140,65.0,3933840991,212,8.7,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046957,6,1,1,0,54,nuaf3wtujl8erbciumch6c65,0,34.7,87.7,2022-12-04T12:01:11.485Z,2022-12-04T12:01:12Z,3933841009,213,5.4,3933841003,140,41.9,3933841005,141,72.7,3933841001,56,Back,3933841007,212,12.7,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046969,17,1,1,0,57,4e5523it4v7s6kkakelbj9si5,1,57.7,27.2,2022-12-04T12:01:14.438Z,2022-12-04T12:01:17Z,3933841075,212,21.0,3933841073,141,41.6,3933841069,56,Back,3933841071,140,40.0,3933841077,213,2.7,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046971,18,49,1,0,59,4e5523it4v7s6kkakelbj9si5,1,40,41.8,2022-12-04T12:01:17.079Z,2022-12-04T12:01:17Z,,,,,,,,,,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046975,19,1,1,0,59,4e5523it4v7s6kkakelbj9si5,1,40,41.8,2022-12-04T12:01:17.302Z,2022-12-04T12:01:19Z,3933841097,140,30.9,3933841101,212,12.7,3933841103,213,2.4,3933841099,141,54.2,3933841095,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,
2489046981,20,1,1,1,1,4e5523it4v7s6kkakelbj9si5,1,30.9,54,2022-12-04T12:01:19.239Z,2022-12-04T12:01:20Z,3933841165,212,12.8,3933841159,56,Back,3933841163,141,35.2,3933841167,213,4.8,3933841161,140,31.7,,,,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047013,21,1,1,1,5,4e5523it4v7s6kkakelbj9si5,1,36,32.6,2022-12-04T12:01:22.854Z,2022-12-04T12:01:26Z,3933841311,213,5.7,3933841309,212,34.2,3933841305,140,63.5,3933841303,56,Right,3933841313,1,,3933841307,141,5.6,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047019,22,43,1,1,8,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-12-04T12:01:26.102Z,2022-12-04T12:01:38Z,3933841349,213,1.8,3933841343,140,62.3,3933841727,144,1,3933841345,141,17.3,3933841341,56,Right,3933841347,212,5.3,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047045,23,4,1,1,13,4e5523it4v7s6kkakelbj9si5,1,58.1,12.6,2022-12-04T12:01:30.885Z,2022-12-04T12:01:34Z,3933841605,233,7,3933841491,13,,3933841497,265,,3933841499,286,,3933841495,152,,3933841493,56,Right,,,,,,,76sdgmzs9ldvnnah6x7zlr7qh,A. Achcińska,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047061,7,4,1,1,13,nuaf3wtujl8erbciumch6c65,0,41.9,87.4,2022-12-04T12:01:30.886Z,2022-12-04T12:01:34Z,3933841579,56,Back,3933841585,285,,3933841583,265,,3933841581,152,,3933841609,233,23,3933841577,13,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047173,24,1,1,1,30,4e5523it4v7s6kkakelbj9si5,1,62.2,13.1,2022-12-04T12:01:47.574Z,2022-12-04T12:01:52Z,3933842197,212,37.2,3933842191,56,Center,3933842189,152,,3933842185,5,,3933842201,1,,3933842187,155,,3933842195,141,28.9,3933842193,140,96.1,6089nfwh31ha73pl7vlla75cl,S. Puntigam,3933842199,213,0.3,,,,,,,,,,,,,,,,,,,,,,,
2489047177,25,1,1,1,34,4e5523it4v7s6kkakelbj9si5,0,96.4,27.7,2022-12-04T12:01:52.021Z,2022-12-04T12:02:00Z,3933842233,141,45.4,3933842235,212,12.0,3933842231,140,96.0,3933842349,2,,3933842229,56,Center,3933842237,213,1.6,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047179,8,52,1,1,35,nuaf3wtujl8erbciumch6c65,1,3.3,51.3,2022-12-04T12:01:53.039Z,2022-12-04T12:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,
2489047213,9,80,1,1,46,nuaf3wtujl8erbciumch6c65,0,3.6,58.2,2022-12-04T12:02:04.110Z,2022-12-04T12:02:04Z,,,,,,,,,,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,
