id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,assist,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2476126919,304,50,1,21,51,eyecbfb1ur2104bhhwazhvrf,1,49.8,42.4,2022-10-23T11:22:08.036Z,2022-10-23T11:22:13Z,3865907127,56,Back,3865907129,286,,3865907229,233,139,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126935,139,7,1,21,51,2f7gua216miwsfd83rgjsn4ap,1,50.2,57.6,2022-10-23T11:22:08.037Z,2022-10-23T11:22:12Z,3865907221,233,304,3865907211,56,Center,3865907213,285,,,,,,,,,,,,,,,,,6i71063juhqq2d35riwhr1uqx,A. Rieke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126937,140,49,1,21,55,2f7gua216miwsfd83rgjsn4ap,1,57.8,67.6,2022-10-23T11:22:11.925Z,2022-10-23T11:22:12Z,,,,,,,,,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126951,141,1,1,21,55,2f7gua216miwsfd83rgjsn4ap,1,57.6,67.8,2022-10-23T11:22:12.198Z,2022-10-23T11:22:13Z,3865907287,213,3.9,3865907285,212,7.2,3865907279,56,Center,3865907283,141,60.3,3865907281,140,52.8,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126975,142,1,1,21,56,2f7gua216miwsfd83rgjsn4ap,1,52.8,60,2022-10-23T11:22:12.870Z,2022-10-23T11:22:16Z,3865907431,141,72.0,3865907433,212,27.0,3865907429,140,77.3,3865907435,213,0.3,3865907427,56,Center,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126979,143,50,1,21,58,2f7gua216miwsfd83rgjsn4ap,1,88.2,64.8,2022-10-23T11:22:15.075Z,2022-10-23T11:22:17Z,3865907471,233,305,3865907453,286,,3865907451,56,Center,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126981,305,7,1,21,58,eyecbfb1ur2104bhhwazhvrf,1,11.8,35.2,2022-10-23T11:22:15.076Z,2022-10-23T11:22:17Z,3865907455,56,Back,3865907457,285,,3865907463,233,143,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476126983,306,49,1,21,59,eyecbfb1ur2104bhhwazhvrf,1,7.1,24.7,2022-10-23T11:22:16.740Z,2022-10-23T11:22:17Z,,,,,,,,,,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127105,307,1,1,22,5,eyecbfb1ur2104bhhwazhvrf,0,32.6,12.8,2022-10-23T11:22:22.163Z,2022-10-23T11:22:29Z,3865908077,140,69.6,3865908085,212,68.2,3865908081,141,95.3,3865908071,155,,3865908073,196,,3865908075,56,Left,3865908095,1,,3865908091,213,1.0,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127087,144,49,1,22,12,2f7gua216miwsfd83rgjsn4ap,1,25.4,11.1,2022-10-23T11:22:29.062Z,2022-10-23T11:22:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127163,145,1,1,22,13,2f7gua216miwsfd83rgjsn4ap,1,25.3,11.1,2022-10-23T11:22:30.230Z,2022-10-23T11:22:34Z,3865908371,213,1.9,3865908361,140,21.3,3865908365,141,27.3,3865908357,56,Back,3865908369,212,11.8,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127199,146,1,1,22,17,2f7gua216miwsfd83rgjsn4ap,1,23.5,31.3,2022-10-23T11:22:34.053Z,2022-10-23T11:22:36Z,3865908563,56,Back,3865908565,140,23.9,3865908571,213,1.6,3865908569,212,20.3,3865908567,141,61.1,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127217,147,1,1,22,20,2f7gua216miwsfd83rgjsn4ap,1,24.4,63.7,2022-10-23T11:22:36.822Z,2022-10-23T11:22:38Z,3865908649,212,18.9,3865908647,141,82.7,3865908651,213,0.8,3865908643,56,Back,3865908645,140,37.5,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127233,148,1,1,22,21,2f7gua216miwsfd83rgjsn4ap,1,38.6,83.5,2022-10-23T11:22:38.070Z,2022-10-23T11:22:39Z,3865908719,213,5.9,3865908715,141,75.7,3865908717,212,13.7,3865908713,140,50.6,3865908711,56,Center,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127247,149,1,1,22,23,2f7gua216miwsfd83rgjsn4ap,1,54.4,75.4,2022-10-23T11:22:39.814Z,2022-10-23T11:22:41Z,3865908761,213,2.9,3865908755,140,43.4,3865908753,56,Back,3865908759,212,11.8,3865908757,141,79.0,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127267,150,1,1,22,24,2f7gua216miwsfd83rgjsn4ap,1,43.6,78.2,2022-10-23T11:22:40.966Z,2022-10-23T11:22:44Z,3865908865,140,40.4,3865908863,56,Back,3865908871,213,4.3,3865908869,212,7.6,3865908867,141,68.1,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127277,151,1,1,22,27,2f7gua216miwsfd83rgjsn4ap,1,40.8,68.4,2022-10-23T11:22:43.894Z,2022-10-23T11:22:45Z,3865908923,213,1.3,3865908921,212,10.0,3865908919,141,82.7,3865908915,56,Back,3865908917,140,43.1,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127299,152,1,1,22,28,2f7gua216miwsfd83rgjsn4ap,1,44,85,2022-10-23T11:22:44.902Z,2022-10-23T11:22:48Z,3865909051,213,3.4,3865909047,141,78.1,3865909049,212,17.7,3865909045,140,27.7,3865909043,56,Back,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127381,153,1,1,22,31,2f7gua216miwsfd83rgjsn4ap,1,28.3,72.3,2022-10-23T11:22:48.086Z,2022-10-23T11:22:54Z,3865909389,56,Back,3865909391,140,26.1,3865909393,141,27.0,3865909395,212,30.9,3865909397,213,4.6,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127397,154,1,1,22,37,2f7gua216miwsfd83rgjsn4ap,1,26.6,23.3,2022-10-23T11:22:54.597Z,2022-10-23T11:22:56Z,3865909473,212,21.7,3865909471,141,50.6,3865909475,213,2.1,3865909467,56,Back,3865909469,140,15.9,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127423,155,1,1,22,39,2f7gua216miwsfd83rgjsn4ap,1,14.9,48.5,2022-10-23T11:22:56.662Z,2022-10-23T11:23:00Z,3865909609,141,66.0,3865909613,213,0.8,3865909611,212,16.8,3865909607,140,26.2,3865909605,56,Back,,,,,,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127437,156,1,1,22,43,2f7gua216miwsfd83rgjsn4ap,1,26.3,64.2,2022-10-23T11:23:00.357Z,2022-10-23T11:23:01Z,3865909683,140,42.5,3865909681,56,Back,3865909685,141,80.8,3865909687,212,20.4,3865909689,213,0.6,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127471,157,1,1,22,44,2f7gua216miwsfd83rgjsn4ap,1,42.5,81.5,2022-10-23T11:23:01.781Z,2022-10-23T11:23:05Z,3865909873,212,8.2,3865909871,141,92.1,3865909877,213,1.1,3865909867,56,Back,3865909869,140,46.2,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127483,158,1,1,22,47,2f7gua216miwsfd83rgjsn4ap,0,55.1,98,2022-10-23T11:23:04.622Z,2022-10-23T11:23:33Z,3865909919,141,86.6,3865909915,140,72.8,3865909911,56,Left,3865909927,213,5.9,3865909925,212,20.1,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127469,308,12,1,22,48,eyecbfb1ur2104bhhwazhvrf,1,25.6,8.7,2022-10-23T11:23:05.444Z,2022-10-23T11:23:19Z,3865910475,141,0.0,3865910477,212,7.1,3865910471,167,,3865910473,140,22.8,3865910479,213,4.3,3865909865,56,Back,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127627,159,5,1,22,49,2f7gua216miwsfd83rgjsn4ap,1,79,101,2022-10-23T11:23:06.227Z,2022-10-23T11:51:01Z,3865910657,233,309,3865910633,347,,3865910629,56,Left,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127475,309,5,1,22,49,eyecbfb1ur2104bhhwazhvrf,0,21,-1,2022-10-23T11:23:06.227Z,2022-10-23T11:23:24Z,3865910693,233,159,3865909885,56,Back,3865909887,347,,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127659,160,1,1,23,7,2f7gua216miwsfd83rgjsn4ap,1,75.7,100,2022-10-23T11:23:23.893Z,2022-10-23T11:23:43Z,3865910807,213,4.3,3865910799,56,Left,3865910797,107,,3865910803,141,86.6,3865910801,140,71.7,3865910805,212,10.9,3865911617,210,13,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127661,161,13,1,23,11,2f7gua216miwsfd83rgjsn4ap,1,84.1,71.5,2022-10-23T11:23:28.773Z,2022-10-23T11:23:43Z,3865910821,56,Center,3865911659,230,99.0,3865911657,103,11.1,3865911647,83,,3865910981,20,,3865911649,29,,3865910819,64,,3865911645,160,,6i71063juhqq2d35riwhr1uqx,A. Rieke,3865911661,231,3865911651,55,,49.8,3865911655,102,,,,,,,,,160,,,56.6,,,,,,,,,,,,
2476129981,180,5,1,23,12,2f7gua216miwsfd83rgjsn4ap,0,101,55.6,2022-10-23T11:23:28.916Z,2022-10-23T11:51:01Z,3865922737,56,Center,3865922739,346,,3865922985,233,310,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127649,310,5,1,23,12,eyecbfb1ur2104bhhwazhvrf,1,-1,44.4,2022-10-23T11:23:28.916Z,2022-10-23T11:27:51Z,3865910763,56,Back,3865910765,346,,3865922959,233,180,,,,,,,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127745,311,43,1,23,21,eyecbfb1ur2104bhhwazhvrf,1,0,0,2022-10-23T11:23:37.923Z,2022-10-23T11:23:41Z,3865911275,237,0,3865911271,213,0,3865911327,189,0,3865911265,140,5.0,3865911449,144,1,3865911261,124,0,3865911263,56,Back,3865911269,212,0,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,3865911267,141,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127831,312,1,1,23,27,eyecbfb1ur2104bhhwazhvrf,1,5.3,50.1,2022-10-23T11:23:44.148Z,2022-10-23T11:23:45Z,3865911755,56,Back,3865911753,124,,3865911771,237,,3865911763,212,16.4,3865911757,140,13.4,3865911759,141,29.5,3865911767,213,5.3,,,,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127867,313,1,1,23,28,eyecbfb1ur2104bhhwazhvrf,1,15.1,28.3,2022-10-23T11:23:45.636Z,2022-10-23T11:23:48Z,3865911951,212,20.0,3865911953,213,6.1,3865911949,141,23.0,3865911947,140,33.8,3865911945,56,Back,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127873,314,1,1,23,31,eyecbfb1ur2104bhhwazhvrf,1,33.8,23,2022-10-23T11:23:47.988Z,2022-10-23T11:23:49Z,3865911989,141,5.0,3865911993,213,4.4,3865911991,212,12.9,3865911987,140,29.9,3865911985,56,Back,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127905,315,1,1,23,32,eyecbfb1ur2104bhhwazhvrf,1,29.9,5,2022-10-23T11:23:48.981Z,2022-10-23T11:23:51Z,3865912131,140,43.4,3865912135,141,37.3,3865912129,56,Back,3865912143,213,1.0,3865912139,212,26.1,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127937,162,43,1,23,33,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-23T11:23:50.069Z,2022-10-23T13:02:46Z,3866382019,144,49,,,,,,,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127969,163,43,1,23,33,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-10-23T11:23:50.405Z,2022-10-23T13:02:48Z,3866382217,144,1,3865912483,213,0.9,3865912479,141,60.5,3865912481,212,21.0,3865912485,1,0,3865912477,140,53.5,3865912475,56,Center,3865912473,157,0,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127923,316,4,1,23,34,eyecbfb1ur2104bhhwazhvrf,1,45,38.4,2022-10-23T11:23:51.748Z,2022-10-23T11:39:28Z,3865970935,233,164,3865912223,56,Back,3865912519,13,,3865912525,286,,3865912523,265,,3865912521,152,,,,,,,,33nggo6w6e52yqmc2pa528xd5,C. Hagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476127973,164,4,1,23,34,2f7gua216miwsfd83rgjsn4ap,0,55,61.6,2022-10-23T11:23:51.749Z,2022-10-23T11:39:28Z,3865912513,152,,3865912511,56,Center,3865912517,285,,3865912515,265,,3865912509,13,,3865970943,233,316,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128131,317,1,1,23,57,eyecbfb1ur2104bhhwazhvrf,1,42.5,38.9,2022-10-23T11:24:14.148Z,2022-10-23T11:24:25Z,3865913251,213,6.2,3865913781,189,,3865913249,212,12.1,3865913247,141,37.9,3865913239,5,,3865913243,56,Center,3865913241,152,,3865913245,140,54.0,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128145,318,1,1,23,58,eyecbfb1ur2104bhhwazhvrf,1,54,37.9,2022-10-23T11:24:14.900Z,2022-10-23T11:24:26Z,3865913335,212,12.6,3865913337,213,3.1,3865913329,56,Back,3865913333,141,38.3,3865913331,140,42.0,3865913817,189,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128157,319,1,1,23,58,eyecbfb1ur2104bhhwazhvrf,1,42,38.3,2022-10-23T11:24:15.588Z,2022-10-23T11:24:16Z,3865913383,56,Back,3865913385,140,39.9,3865913389,212,19.8,3865913391,213,1.7,3865913387,141,67.3,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128187,320,1,1,24,0,eyecbfb1ur2104bhhwazhvrf,1,39.9,67.3,2022-10-23T11:24:16.820Z,2022-10-23T11:24:19Z,3865913495,56,Back,3865913497,140,42.3,3865913499,141,94.5,3865913503,213,1.4,3865913501,212,18.7,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128213,321,1,1,24,2,eyecbfb1ur2104bhhwazhvrf,0,47.2,94.1,2022-10-23T11:24:18.934Z,2022-10-23T11:24:22Z,3865913645,155,,3865913657,1,,3865913649,140,79.5,3865913647,56,Center,3865913653,212,37.6,3865913651,141,70.3,3865913655,213,5.8,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128247,165,1,1,24,6,2f7gua216miwsfd83rgjsn4ap,1,20.6,29.1,2022-10-23T11:24:23.717Z,2022-10-23T11:24:25Z,3865913801,212,8.7,3865913803,213,5.9,3865913799,141,24.3,3865913797,140,28.3,3865913793,3,,3865913795,56,Back,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128285,166,1,1,24,8,2f7gua216miwsfd83rgjsn4ap,1,28.5,24.1,2022-10-23T11:24:25.701Z,2022-10-23T11:24:33Z,3865914007,56,Back,3865914015,213,1.3,3865914009,140,34.3,3865914013,212,21.6,3865914011,141,54.6,3865914005,3,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128319,167,1,1,24,16,2f7gua216miwsfd83rgjsn4ap,1,54.7,66.7,2022-10-23T11:24:33.268Z,2022-10-23T11:24:37Z,3865914173,56,Center,3865914175,140,54.4,3865914181,213,4.7,3865914179,212,9.7,3865914177,141,52.5,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128331,168,1,1,24,20,2f7gua216miwsfd83rgjsn4ap,1,60.5,43,2022-10-23T11:24:37.749Z,2022-10-23T11:24:39Z,3865914225,140,47.3,3865914223,56,Back,3865914229,212,23.1,3865914231,213,4.1,3865914227,141,15.9,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128349,169,1,1,24,23,2f7gua216miwsfd83rgjsn4ap,1,46.9,16.2,2022-10-23T11:24:39.861Z,2022-10-23T11:24:42Z,3865914353,140,56.3,3865914351,56,Right,3865914355,141,8.0,3865914357,212,11.3,3865914359,213,5.8,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128379,170,1,1,24,25,2f7gua216miwsfd83rgjsn4ap,1,59.1,5.8,2022-10-23T11:24:42.372Z,2022-10-23T11:24:45Z,3865914511,56,Back,3865914513,140,48.2,3865914517,212,12.8,3865914515,141,14.3,3865914519,213,2.7,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128391,171,1,1,24,28,2f7gua216miwsfd83rgjsn4ap,0,50.3,15.5,2022-10-23T11:24:45.573Z,2022-10-23T11:24:46Z,3865914599,213,0.2,3865914597,212,22.6,3865914589,155,,3865914593,140,71.4,3865914591,56,Center,3865914595,141,21.9,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128387,322,8,1,24,29,eyecbfb1ur2104bhhwazhvrf,1,27,81.4,2022-10-23T11:24:46.293Z,2022-10-23T11:24:46Z,3865914573,56,Back,,,,,,,,,,,,,,,,,,,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128433,323,1,1,24,33,eyecbfb1ur2104bhhwazhvrf,0,24.3,69.9,2022-10-23T11:24:50.051Z,2022-10-23T11:24:50Z,3865914783,213,5.7,3865914779,141,61.5,3865914781,212,10.3,3865914775,56,Back,3865914777,140,32.5,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128473,172,15,1,24,38,2f7gua216miwsfd83rgjsn4ap,1,75.8,62.4,2022-10-23T11:24:55.700Z,2022-10-23T11:25:19Z,3865915987,103,19,3865915993,146,79.3,3865915989,215,,3865915497,82,,3865914991,56,Center,3865915997,230,98.1,3865915983,78,,3865915999,231,49.5,6i71063juhqq2d35riwhr1uqx,A. Rieke,3865915493,72,3865915507,233,,,3865915995,147,3865914989,18,3865915991,458,,3865914987,22,,324,,,60.7,3865915985,102,50.3,,,,,,,,,
2476128477,324,10,1,24,38,eyecbfb1ur2104bhhwazhvrf,1,21.7,38.2,2022-10-23T11:24:55.800Z,2022-10-23T11:25:07Z,3865915521,233,172,3865915009,56,Back,3865915007,94,,,,,,,,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128521,173,13,1,24,41,2f7gua216miwsfd83rgjsn4ap,1,86.6,61.4,2022-10-23T11:24:58.596Z,2022-10-23T11:25:26Z,3865916301,102,37.3,3865916305,328,,3865915205,17,,3865916311,231,51.8,3865916309,230,97.3,3865916299,75,,3865916067,20,,3865915207,56,Center,3ucjekvg77wnqsybahjae5iei,V. Endemann,3865916307,458,3865915203,22,,,3865916303,103,,,,,,,,,,,,38.9,,,,,,,,,,,,
2476128533,174,5,1,24,41,2f7gua216miwsfd83rgjsn4ap,0,101,36.8,2022-10-23T11:24:58.788Z,2022-10-23T11:51:01Z,3865915291,233,325,3865915261,56,Center,3865915263,346,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128503,325,5,1,24,41,eyecbfb1ur2104bhhwazhvrf,1,-1,63.2,2022-10-23T11:24:58.788Z,2022-10-23T11:25:02Z,3865915119,56,Back,3865915283,233,174,3865915121,346,,,,,,,,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128675,326,1,1,25,2,eyecbfb1ur2104bhhwazhvrf,1,5.2,50.1,2022-10-23T11:25:19.092Z,2022-10-23T11:25:21Z,3865916043,212,27.3,3865916041,141,64.0,3865916045,213,0.4,3865916037,56,Back,3865916039,140,29.6,3865916035,124,,3865916049,237,,,,,cwotwuxqimldexy77lqdh2t3p,M. Tufeković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128711,327,1,1,25,4,eyecbfb1ur2104bhhwazhvrf,1,29.6,64,2022-10-23T11:25:20.931Z,2022-10-23T11:25:24Z,3865916185,56,Back,3865916189,141,33.9,3865916187,140,31.5,3865916191,212,20.6,3865916193,213,4.8,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128757,328,1,1,25,7,eyecbfb1ur2104bhhwazhvrf,1,34.5,36.1,2022-10-23T11:25:24.516Z,2022-10-23T11:25:28Z,3865916427,140,34.0,3865916433,213,1.6,3865916431,212,21.0,3865916429,141,66.9,3865916425,56,Back,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128765,329,1,1,25,11,eyecbfb1ur2104bhhwazhvrf,1,34,66.9,2022-10-23T11:25:28.580Z,2022-10-23T11:25:29Z,3865916471,213,4.7,3865916463,56,Back,3865916465,140,34.0,3865916469,212,17.2,3865916467,141,41.6,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128773,330,1,1,25,13,eyecbfb1ur2104bhhwazhvrf,1,37.3,52.5,2022-10-23T11:25:29.843Z,2022-10-23T11:25:31Z,3865916553,213,1.3,3865916551,212,11.6,3865916547,140,40.2,3865916545,56,Back,3865916549,141,69.0,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128805,331,1,1,25,14,eyecbfb1ur2104bhhwazhvrf,1,40.2,69,2022-10-23T11:25:30.932Z,2022-10-23T11:25:34Z,3865916687,56,Center,3865916695,213,6.1,3865916693,212,25.3,3865916691,141,63.1,3865916689,140,64.0,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128819,332,1,1,25,17,eyecbfb1ur2104bhhwazhvrf,1,62.2,63,2022-10-23T11:25:33.908Z,2022-10-23T11:25:35Z,3865916773,213,3.6,3865916771,212,12.6,3865916767,140,51.5,3865916765,56,Center,3865916769,141,54.6,,,,,,,,,,9u74jd7ak8uad6lnhnthawiqd,N. Billa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128855,333,1,1,25,18,eyecbfb1ur2104bhhwazhvrf,1,51.5,54.6,2022-10-23T11:25:35.187Z,2022-10-23T11:25:38Z,3865916973,56,Back,3865916975,140,42.0,3865916977,141,67.6,3865916979,212,13.3,3865916983,213,2.4,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
