id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2548741029,8,61,1,0,30,nuaf3wtujl8erbciumch6c65,1,44,91.1,2023-05-14T14:01:08.888Z,2023-05-14T14:01:09Z,4277699585,56,Back,,,,,,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741087,13,1,1,0,31,4e5523it4v7s6kkakelbj9si5,1,59.5,6.2,2023-05-14T14:01:10.574Z,2023-05-14T14:01:15Z,4277699807,212,25.3,4277699805,141,36.0,4277699809,213,2.2,4277699803,140,45.1,4277699801,56,Back,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741099,14,1,1,0,36,4e5523it4v7s6kkakelbj9si5,0,46.6,42.8,2023-05-14T14:01:15.183Z,2023-05-14T14:01:17Z,4277699855,212,35.6,4277699859,1,,4277699847,155,,4277699857,213,6.3,4277699849,56,Center,4277699851,140,80.5,4277699853,141,42.2,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741103,9,8,1,0,39,nuaf3wtujl8erbciumch6c65,1,16.5,65.2,2023-05-14T14:01:17.816Z,2023-05-14T14:01:18Z,4277699865,56,Back,,,,,,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741121,10,49,1,0,40,nuaf3wtujl8erbciumch6c65,1,22.9,66.9,2023-05-14T14:01:19.497Z,2023-05-14T14:01:19Z,,,,,,,,,,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741169,11,1,1,0,41,nuaf3wtujl8erbciumch6c65,1,22.9,66.9,2023-05-14T14:01:19.960Z,2023-05-14T14:01:23Z,4277700119,141,80.3,4277700121,212,18.3,4277700115,140,38.0,4277700123,213,0.5,4277700109,157,,4277700111,56,Back,4277700125,1,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741173,12,61,1,0,43,nuaf3wtujl8erbciumch6c65,0,38,80.3,2023-05-14T14:01:22.609Z,2023-05-14T14:56:14Z,4277700129,56,Back,,,,,,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741161,15,49,1,0,44,4e5523it4v7s6kkakelbj9si5,1,58.6,31.3,2023-05-14T14:01:23.071Z,2023-05-14T14:01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741187,16,1,1,0,44,4e5523it4v7s6kkakelbj9si5,1,58.6,31.3,2023-05-14T14:01:23.230Z,2023-05-14T14:01:26Z,4277700185,141,55.8,4277700187,212,20.0,4277700189,213,1.0,4277700181,56,Center,4277700183,140,69.1,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741205,17,1,1,0,47,4e5523it4v7s6kkakelbj9si5,1,68.8,55.1,2023-05-14T14:01:26.191Z,2023-05-14T14:01:28Z,4277700255,56,Center,4277700259,141,72.4,4277700263,213,0.4,4277700261,212,28.8,4277700257,140,93.8,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741219,18,1,1,0,49,4e5523it4v7s6kkakelbj9si5,0,93.8,72.4,2023-05-14T14:01:27.903Z,2023-05-14T14:54:46Z,4277700319,140,87.3,4277700321,141,45.8,4277700317,56,Center,4277700323,212,19.3,4277700325,213,4.4,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741237,19,43,1,0,51,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-14T14:01:30Z,2023-05-14T14:01:38Z,4277700401,56,Center,4277700789,144,56,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741291,13,12,1,0,53,nuaf3wtujl8erbciumch6c65,1,14.3,51,2023-05-14T14:01:32.185Z,2023-05-14T14:01:35Z,4277700649,141,68.2,4277700645,56,Back,4277700647,140,12.9,4277700653,213,1.7,4277700651,212,11.8,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741287,20,3,1,0,56,4e5523it4v7s6kkakelbj9si5,0,91.4,23.6,2023-05-14T14:01:35.039Z,2023-05-14T14:01:38Z,4277700637,56,Center,4277700639,286,,4277700781,233,14,,,,,,,,,,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741317,14,7,1,0,56,nuaf3wtujl8erbciumch6c65,1,8.6,76.4,2023-05-14T14:01:35.040Z,2023-05-14T14:01:38Z,4277700761,285,,4277700775,233,20,4277700759,56,Back,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741319,15,49,1,0,58,nuaf3wtujl8erbciumch6c65,1,2.5,95.9,2023-05-14T14:01:37.577Z,2023-05-14T14:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741383,16,1,1,1,1,nuaf3wtujl8erbciumch6c65,0,19.1,91.7,2023-05-14T14:01:40.561Z,2023-05-14T14:02:15Z,4277701055,140,19.9,4277701059,212,1.0,4277702471,233,21,4277702475,286,,4277701057,141,90.9,4277702469,236,,4277701061,213,5.7,4277701053,56,Back,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741417,21,74,1,1,1,4e5523it4v7s6kkakelbj9si5,1,81,3.4,2023-05-14T14:01:40.562Z,2023-05-14T14:59:04Z,4277702481,233,16,4277701213,285,,4277701211,56,Right,,,,,,,,,,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741401,17,1,1,1,6,nuaf3wtujl8erbciumch6c65,1,22,77.3,2023-05-14T14:01:45.225Z,2023-05-14T14:01:46Z,4277701147,212,10.3,4277701141,56,Back,4277701143,140,27.3,4277701145,141,64.6,4277701149,213,5.3,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741427,18,1,1,1,7,nuaf3wtujl8erbciumch6c65,1,27.4,64.6,2023-05-14T14:01:46.649Z,2023-05-14T14:01:49Z,4277701247,140,22.1,4277701245,56,Back,4277701249,141,48.2,4277701251,212,12.5,4277701253,213,4.2,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741439,19,1,1,1,10,nuaf3wtujl8erbciumch6c65,1,22.1,48.2,2023-05-14T14:01:49.561Z,2023-05-14T14:01:51Z,4277701327,213,4.8,4277701325,212,26.6,4277701321,140,24.0,4277701317,56,Back,4277701323,141,9.2,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741453,20,1,1,1,12,nuaf3wtujl8erbciumch6c65,1,24.2,9.8,2023-05-14T14:01:51.081Z,2023-05-14T14:01:52Z,4277701385,141,42.8,4277701387,212,25.0,4277701389,213,2.0,4277701381,56,Back,4277701383,140,13.8,,,,,,,,,,702asj69cc2fzzns98r7hp5p0,J. Steenwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741479,21,1,1,1,14,nuaf3wtujl8erbciumch6c65,0,13.8,42.8,2023-05-14T14:01:52.809Z,2023-05-14T14:01:55Z,4277701479,141,37.0,4277701475,56,Center,4277701485,1,,4277701477,140,67.8,4277701483,213,6.2,4277701481,212,56.8,4277701473,157,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741487,22,1,1,1,17,4e5523it4v7s6kkakelbj9si5,0,28.1,65.2,2023-05-14T14:01:56.224Z,2023-05-14T14:01:57Z,4277701523,140,40.6,4277701519,3,,4277701521,56,Back,4277701527,212,13.3,4277701525,141,61.8,4277701529,213,6.1,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741541,22,1,1,1,20,nuaf3wtujl8erbciumch6c65,1,61.8,37.7,2023-05-14T14:01:59.705Z,2023-05-14T14:02:02Z,4277701779,140,92.2,4277701785,213,6.0,4277701781,141,24.1,4277701783,212,33.2,4277701777,56,Center,4277701787,1,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741545,23,61,1,1,22,nuaf3wtujl8erbciumch6c65,0,92.8,23.7,2023-05-14T14:02:01.202Z,2023-05-14T14:56:17Z,4277701805,56,Center,,,,,,,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741539,23,49,1,1,23,4e5523it4v7s6kkakelbj9si5,1,11.1,73.3,2023-05-14T14:02:02.080Z,2023-05-14T14:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741651,24,1,1,1,32,4e5523it4v7s6kkakelbj9si5,1,38.3,75,2023-05-14T14:02:11.027Z,2023-05-14T14:02:13Z,4277702283,140,22.7,4277702281,56,Back,4277702289,213,3.1,4277702287,212,16.4,4277702285,141,75.6,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741691,25,1,1,1,34,4e5523it4v7s6kkakelbj9si5,1,22.7,75.6,2023-05-14T14:02:13.056Z,2023-05-14T14:02:15Z,4277702449,141,54.3,4277702447,140,24.2,4277702445,56,Back,4277702453,213,4.8,4277702451,212,14.6,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741695,26,61,1,1,36,4e5523it4v7s6kkakelbj9si5,1,24.2,54.3,2023-05-14T14:02:15.585Z,2023-05-14T14:02:16Z,4277702479,56,Back,,,,,,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741791,27,1,1,1,42,4e5523it4v7s6kkakelbj9si5,1,14.2,18,2023-05-14T14:02:21.505Z,2023-05-14T14:02:23Z,4277702845,213,1.2,4277702839,140,20.7,4277702837,56,Back,4277702841,141,41.9,4277702843,212,17.6,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741841,28,1,1,1,44,4e5523it4v7s6kkakelbj9si5,1,23,41.3,2023-05-14T14:02:23.425Z,2023-05-14T14:54:20Z,4277703119,140,28.1,4277703121,141,21.8,4277703123,212,14.3,4277703125,213,5.1,4277703117,56,Back,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741937,29,1,1,1,49,4e5523it4v7s6kkakelbj9si5,1,32.1,9.1,2023-05-14T14:02:27.810Z,2023-05-14T14:02:34Z,4277703587,213,6.2,4277703581,140,63.8,4277703583,141,4.9,4277703585,212,33.4,4277703589,1,,4277703579,56,Right,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741947,30,1,1,1,55,4e5523it4v7s6kkakelbj9si5,0,61.5,1.9,2023-05-14T14:02:33.802Z,2023-05-14T14:56:21Z,4277703629,140,71.9,4277703627,56,Right,4277703635,213,0.0,4277703633,212,10.9,4277703631,141,2.6,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742011,25,49,1,1,55,nuaf3wtujl8erbciumch6c65,1,27.3,94.5,2023-05-14T14:02:34.210Z,2023-05-14T14:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741995,24,1,1,1,56,nuaf3wtujl8erbciumch6c65,0,24.6,96.3,2023-05-14T14:02:35.130Z,2023-05-14T14:02:39Z,4277703867,212,61.3,4277703871,1,,4277703861,56,Left,4277703863,140,82.8,4277703859,157,,4277703869,213,6.2,4277703865,141,88.4,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742001,31,49,1,2,1,4e5523it4v7s6kkakelbj9si5,1,20.4,22.2,2023-05-14T14:02:40.594Z,2023-05-14T14:02:42Z,,,,,,,,,,,,,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742047,32,1,1,2,4,4e5523it4v7s6kkakelbj9si5,1,20.8,22.7,2023-05-14T14:02:42.865Z,2023-05-14T14:02:44Z,4277704113,56,Back,4277704119,212,26.4,4277704121,213,1.2,4277704115,140,29.6,4277704117,141,59.0,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742137,33,1,1,2,8,4e5523it4v7s6kkakelbj9si5,0,34.5,65.5,2023-05-14T14:02:47.618Z,2023-05-14T14:02:50Z,4277704503,213,6.0,4277704497,140,76.9,4277704501,212,46.7,4277704493,155,,4277704499,141,44.6,4277704495,56,Center,4277704505,1,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742171,26,1,1,2,10,nuaf3wtujl8erbciumch6c65,0,22.6,63,2023-05-14T14:02:48.818Z,2023-05-14T14:02:55Z,4277704699,3,,4277704703,140,39.0,4277704701,56,Back,4277704707,212,17.7,4277704705,141,69.3,4277704709,213,0.2,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742213,34,43,1,2,17,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-14T14:02:56.146Z,2023-05-14T14:03:02Z,4277705361,144,49,,,,,,,,,,,,,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
