id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2548693741,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-14T13:06:42.317Z,2023-05-14T14:00:11Z,4277453023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4277453021,130,3,4277453019,59,"1, 12, 13, 3, 6, 17, 25, 7, 8, 23, 24, 5, 11, 14, 15, 26, 27, 29",4277697257,197,17098,4277453015,30,"a10v8s11xcdsyspqnyhtfipjp, f18o5qahrzbg0jrw8whefv7xl, 9kmt7flw7n65qmfe0euadfd1x, 3ubn4p929c0tv77dehaon5f1m, dtz4c9bzealdegjsgvdoac6ad, 6089nfwh31ha73pl7vlla75cl, az6k6sihxqdq5mzsa7htvkmlm, 4y1m1y07xg9wwfnogsxtcj93p, 8fhfjo7zfz9u0xtn58qj9enrp, 35899uqibespufub1v01dwrmd, 41ojypiz2yg51sriq9sfreh1x, aa257iqvul1ksok2v3ouoe86h, 3p5r6kr9afi2f4qqno6scknze, d6ga5ai1ytp6be5is0zks8jjd, 9vdyzvt8ehavj3sfugjoi3rze, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh, dhpmw4d7pjjow643u12b84dpm",4277453027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277453017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4277453025,194,a10v8s11xcdsyspqnyhtfipjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548697961,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-14T13:10:22.509Z,2023-05-14T13:58:20Z,4277475505,194,62soqddjmkrj99mvi1wivj4k5,4277475495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4277475499,59,"1, 2, 22, 16, 8, 20, 10, 17, 15, 18, 14, 4, 5, 7, 9, 11, 23, 24, 26, 31",4277475507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277475493,30,"49ur7byczvl0qkqn9y2qq73s9, 702asj69cc2fzzns98r7hp5p0, dh4eziicycykt8h2zr0to5tuy, 62soqddjmkrj99mvi1wivj4k5, bkbp6hl12kc3y8wohv9l3a66t, 8ovibbdbs49bwwwf3bbuij3hm, 9e95p87136h6zjam3zu0d9yol, 28fi0st48wljpt3kyee510iga, 2ltzk74krenmfh5gzcjpc2k4q, axjakqkndyt2k8v2b0y97tw16, 2iaatg2gvp5w4j27ycreiqjt, 1eoc1w0vz8jmz4i0mpg20fiay, 4ezh3co3xg75tx7b03cokenyt, 1f2h3qvn7d1dv5wsv63bojazu, 7rb7zn6mvelljw1e3gbv8mmsp, 7ubpnkf47u1os2z47fam81i7e, 3p9ie3u7ej9o1wpzl4aonjtd6, 5rfb72aoz1hf9rsjncn8lrtd6, 34ixdan8uojz66mob82kafxpm, 8zk6kcs75hjevbu61h9n2fkr9",4277475501,130,8,4277693105,197,8752,4277475503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740789,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-14T14:00:38.785Z,2023-05-14T14:00:39Z,4277698405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740783,3,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-14T14:00:38.785Z,2023-05-14T14:00:38Z,4277698389,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740801,4,1,1,0,0,4e5523it4v7s6kkakelbj9si5,1,50.3,50,2023-05-14T14:00:38.885Z,2023-05-14T14:00:41Z,4277698479,213,3.1,4277698475,141,49.9,4277698481,279,S,4277698477,212,10.6,4277698473,140,40.2,4277698471,56,Back,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740831,5,1,1,0,3,4e5523it4v7s6kkakelbj9si5,1,40.5,44.9,2023-05-14T14:00:41.822Z,2023-05-14T14:00:45Z,4277698631,212,16.1,4277698633,213,3.9,4277698629,141,27.9,4277698627,140,29.8,4277698625,56,Back,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740851,6,1,1,0,6,4e5523it4v7s6kkakelbj9si5,1,29.5,28.9,2023-05-14T14:00:45.213Z,2023-05-14T14:02:21Z,4277698687,141,51.8,4277698683,140,21.7,4277698691,212,17.6,4277698681,56,Back,4277698693,213,2.1,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740879,7,1,1,0,10,4e5523it4v7s6kkakelbj9si5,1,22.9,46.7,2023-05-14T14:00:49.310Z,2023-05-14T14:00:51Z,4277698833,56,Back,4277698837,141,26.8,4277698835,140,28.9,4277698841,213,5.1,4277698839,212,14.9,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740919,8,1,1,0,15,4e5523it4v7s6kkakelbj9si5,1,41.7,12.3,2023-05-14T14:00:54.142Z,2023-05-14T14:00:56Z,4277699081,141,5.2,4277699083,212,21.2,4277699077,56,Right,4277699079,140,61.4,4277699085,213,6.1,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740921,9,1,1,0,17,4e5523it4v7s6kkakelbj9si5,0,68.5,5.2,2023-05-14T14:00:56.510Z,2023-05-14T14:00:57Z,4277699099,212,7.7,4277699095,140,74.9,4277699101,213,0.5,4277699097,141,10.6,4277699093,56,Right,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740923,3,8,1,0,18,nuaf3wtujl8erbciumch6c65,1,22.9,94.4,2023-05-14T14:00:57.756Z,2023-05-14T14:00:57Z,4277699103,56,Back,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740937,4,5,1,0,19,nuaf3wtujl8erbciumch6c65,0,27.8,102,2023-05-14T14:00:58.414Z,2023-05-14T14:59:07Z,4277699145,347,,4277699317,233,10,4277699143,56,Back,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740967,10,5,1,0,19,4e5523it4v7s6kkakelbj9si5,1,72.2,-2,2023-05-14T14:00:58.414Z,2023-05-14T14:01:02Z,4277699267,347,,4277699265,56,Right,4277699277,233,4,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740975,11,1,1,0,23,4e5523it4v7s6kkakelbj9si5,0,70.6,0,2023-05-14T14:01:02.511Z,2023-05-14T14:01:03Z,4277699327,107,,4277699335,212,10.6,4277699329,56,Right,4277699337,213,0.8,4277699333,141,9.1,4277699331,140,77.7,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548740981,5,44,1,0,24,nuaf3wtujl8erbciumch6c65,1,22.4,88.2,2023-05-14T14:01:03.305Z,2023-05-14T14:03:21Z,4277699361,56,Back,4277706463,233,38,4277699363,285,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742499,38,44,1,0,24,4e5523it4v7s6kkakelbj9si5,0,77.6,11.8,2023-05-14T14:01:03.306Z,2023-05-14T14:03:21Z,4277706157,56,Right,4277706159,286,,4277706495,233,5,,,,,,,,,,,,,,,,az6k6sihxqdq5mzsa7htvkmlm,L. Donhauser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741003,6,1,1,0,25,nuaf3wtujl8erbciumch6c65,1,21.8,92.7,2023-05-14T14:01:04.072Z,2023-05-14T14:01:05Z,4277699463,3,,4277699475,213,6.2,4277699465,56,Back,4277699471,212,8.9,4277699467,140,30.3,4277699469,141,91.8,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741011,7,1,1,0,26,nuaf3wtujl8erbciumch6c65,0,30.3,91.8,2023-05-14T14:01:05.720Z,2023-05-14T14:01:06Z,4277699519,213,6.3,4277699521,1,,4277699515,141,91.1,4277699509,157,,4277699511,56,Back,4277699513,140,44.0,4277699517,212,14.4,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741023,12,8,1,0,28,4e5523it4v7s6kkakelbj9si5,1,60.2,15.3,2023-05-14T14:01:07.663Z,2023-05-14T14:01:07Z,4277699567,56,Right,,,,,,,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
