id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value
2537848945,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-04-23T10:23:55.133Z,2023-04-23T10:59:59Z,4212700179,130,2,4212700173,30,"do1uv3ohvyvodhcindxj76qy1, 1139rvy7ws5o77eq04wprf0tl, 42h5sz2axk69ifygo0wzuvr2t, 8etvu6b9z7sm2rg3wqkmchk9h, e3gddzy59fp8lidsr83vpw12i, azitzbihzs5b3iv56nq4iszit, 3bg4ewc3n4ytybr96lc313ahh, a3rlansc0x5sw4hg75yhpanhm, qygwawkthmtcn3sx4ptq0e8k, 9nc0572mgpafxbjnrk55emtt6, 6yoqpu952gnc6trdg6vpala6t, 4ennrl7as17fnvk5c3vhhg5qs, 4663ukpnmrw6i3tm1fvzl7u1h, 7i2liztq9k72g2lnz5i91whcl, byrtspkep316747j5mj5lyei, 1tkgs09548p54arfjuufivk7o, dseqkqirdljgr63ov3461vhsl, ctt0noqy18w96i73n9pahoz55, ambjrl1ky848xbmdwsrsbjpey, agqhiv0awfumj9c4sbq81hh7u",4212700183,194,azitzbihzs5b3iv56nq4iszit,4212700181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212700185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212807199,197,8545,4212700177,59,"41, 15, 11, 2, 4, 23, 26, 14, 19, 31, 18, 5, 7, 17, 20, 22, 25, 28, 29, 32",4212700175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537848973,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-04-23T10:23:58.971Z,2023-04-23T11:04:46Z,4212700301,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4212700307,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212700305,130,2,4212700299,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 6zmrvcurwjzt9y07c85s24r85, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 3ucjekvg77wnqsybahjae5iei, 8az7xzsavwdqyuhal2yxml10q, epxe17rtw23fpslr1e6cxlffu, 6el60ixesyykp18873zddqve2, 6pgjx4bd90q1d1vof7bonhjx0, 9qi8kgzemtdhtgdd0ppqsyelm, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, dtj0nm0mjqz704pm3olqihf55, 5hdjbf8idy50wlf0d6qi3lk9h, 6i71063juhqq2d35riwhr1uqx, 8fvhkgu9pio9hcs0qhndw1239",4212807383,197,17872,4212700311,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212700309,194,9uu3awe8j2wf502ke5l9nwg5x,4212700303,59,"12, 19, 3, 21, 16, 18, 25, 6, 10, 9, 11, 1, 4, 5, 7, 13, 17, 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869543,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-04-23T11:01:29.905Z,2023-04-23T11:01:28Z,4212810947,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869537,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-04-23T11:01:29.905Z,2023-04-23T11:01:28Z,4212810919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869583,3,1,1,0,1,6mng5xcarvyip7ixoss7au245,1,50.3,50.1,2023-04-23T11:01:31.797Z,2023-04-23T11:01:31Z,4212811181,279,S,4212811179,213,3.4,4212811173,140,38.6,4212811177,212,12.6,4212811171,56,Back,4212811175,141,46.0,,,,,,,3bg4ewc3n4ytybr96lc313ahh,M. Wiankowska,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869595,4,1,1,0,3,6mng5xcarvyip7ixoss7au245,1,38.6,50,2023-04-23T11:01:33.381Z,2023-04-23T11:01:32Z,4212811259,213,1.9,4212811249,140,35.9,4212811253,141,62.3,4212811247,56,Back,4212811257,212,8.8,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869609,5,1,1,0,4,6mng5xcarvyip7ixoss7au245,0,36.3,66.4,2023-04-23T11:01:34.631Z,2023-04-23T11:52:10Z,4212811329,213,0.2,4212811323,140,84.7,4212811331,1,,4212811319,155,,4212811325,141,84.2,4212811321,56,Left,4212811327,212,52.2,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869603,3,49,1,0,6,2f7gua216miwsfd83rgjsn4ap,1,28.3,15.9,2023-04-23T11:01:36.800Z,2023-04-23T11:53:31Z,,,,,,,,,,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869637,4,1,1,0,7,2f7gua216miwsfd83rgjsn4ap,1,28.3,15.9,2023-04-23T11:01:37.342Z,2023-04-23T11:53:37Z,4212811453,56,Back,4212811459,212,23.3,4212811455,140,9.8,4212811461,213,2.6,4212811457,141,34.8,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,
2537869703,5,1,1,0,9,2f7gua216miwsfd83rgjsn4ap,0,9.2,34.3,2023-04-23T11:01:39.645Z,2023-04-23T11:01:42Z,4212811853,212,68.0,4212811849,140,71.7,4212811847,56,Right,4212811857,1,,4212811851,141,8.0,4212811845,157,,4212811855,213,6.0,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,
