id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/14/value,qualifier/15/value
2515989081,3,49,1,0,16,4moe0x01r1f5w30g38wshyftp,1,27.9,91.5,2023-03-05T15:00:49.905Z,2023-03-05T15:00:50Z,,,,,,,,,,,,,,,,,,,,,,,,,31cikgu3amy77e8452p6rj816,M. Weiß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989117,4,1,1,0,18,4moe0x01r1f5w30g38wshyftp,1,32.1,95.9,2023-03-05T15:00:52.401Z,2023-03-05T15:00:54Z,4075864021,140,31.0,4075864023,141,91.4,4075864019,56,Back,4075864025,212,3.3,4075864027,213,4.4,,,,,,,,,,31cikgu3amy77e8452p6rj816,M. Weiß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989163,5,1,1,0,20,4moe0x01r1f5w30g38wshyftp,0,31.4,90.5,2023-03-05T15:00:54.257Z,2023-03-05T15:00:58Z,4075864257,213,0.0,4075864255,212,42.5,4075864251,140,71.9,4075864253,141,90.9,4075864261,1,,4075864249,56,Left,4075864247,155,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989157,9,49,1,0,23,bpx4ib85d65u9oyhglkt36k1b,1,27.8,14.7,2023-03-05T15:00:57.415Z,2023-03-05T15:00:57Z,,,,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989203,10,1,1,0,24,bpx4ib85d65u9oyhglkt36k1b,1,25.9,10.3,2023-03-05T15:00:58.486Z,2023-03-05T15:01:03Z,4075864423,212,28.6,4075864419,140,3.6,4075864421,141,34.5,4075864425,213,2.5,4075864417,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989227,11,1,1,0,29,bpx4ib85d65u9oyhglkt36k1b,1,3.3,32.7,2023-03-05T15:01:03.062Z,2023-03-05T15:01:06Z,4075864567,213,0.9,4075864565,212,12.3,4075864559,56,Back,4075864561,140,11.0,4075864563,141,46.3,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989261,12,1,1,0,32,bpx4ib85d65u9oyhglkt36k1b,1,11.7,46.7,2023-03-05T15:01:06.455Z,2023-03-05T15:01:09Z,4075864705,141,70.8,4075864701,56,Back,4075864703,140,20.0,4075864709,213,1.1,4075864707,212,18.6,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989287,13,1,1,0,36,bpx4ib85d65u9oyhglkt36k1b,1,26.5,75,2023-03-05T15:01:09.830Z,2023-03-05T15:01:12Z,4075864837,140,38.4,4075864839,141,65.5,4075864843,213,5.8,4075864841,212,14.1,4075864835,56,Back,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989315,14,1,1,0,38,bpx4ib85d65u9oyhglkt36k1b,1,38.4,65.5,2023-03-05T15:01:12.135Z,2023-03-05T15:01:14Z,4075864955,213,2.2,4075864953,212,16.9,4075864951,141,85.7,4075864949,140,29.0,4075864947,56,Back,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989359,15,1,1,0,40,bpx4ib85d65u9oyhglkt36k1b,0,29,85.7,2023-03-05T15:01:14.086Z,2023-03-05T15:01:17Z,4075865165,1,,4075865161,212,49.8,4075865163,213,6.2,4075865157,140,76.0,4075865159,141,76.0,4075865153,155,,4075865155,56,Center,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989373,6,1,1,0,43,4moe0x01r1f5w30g38wshyftp,1,22.8,25.6,2023-03-05T15:01:17.168Z,2023-03-05T15:01:18Z,4075865227,213,2.4,4075865225,212,21.7,4075865221,140,7.8,4075865223,141,47.5,4075865219,56,Back,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989381,7,49,1,0,44,4moe0x01r1f5w30g38wshyftp,1,10.3,51.2,2023-03-05T15:01:18.768Z,2023-03-05T15:01:19Z,,,,,,,,,,,,,,,,,,,,,,,,,31kgqm4bhyekwwhye2cflt979,L. Pauels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989445,8,1,1,0,46,4moe0x01r1f5w30g38wshyftp,1,11.9,59.1,2023-03-05T15:01:20.481Z,2023-03-05T15:01:23Z,4075865545,56,Back,4075865553,213,0.0,4075865551,212,28.8,4075865549,141,59.7,4075865547,140,39.3,,,,,,,,,,31kgqm4bhyekwwhye2cflt979,L. Pauels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989483,9,1,1,0,49,4moe0x01r1f5w30g38wshyftp,1,39.3,59.7,2023-03-05T15:01:23.601Z,2023-03-05T15:01:26Z,4075865641,213,2.8,4075865633,56,Back,4075865635,140,29.5,4075865637,141,64.5,4075865639,212,10.8,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989529,10,1,1,0,52,4moe0x01r1f5w30g38wshyftp,1,30.3,68.8,2023-03-05T15:01:25.888Z,2023-03-05T15:01:29Z,4075865877,141,91.5,4075865879,212,17.3,4075865873,56,Back,4075865875,140,37.7,4075865881,213,1.1,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989563,11,1,1,0,55,4moe0x01r1f5w30g38wshyftp,1,57.7,87.7,2023-03-05T15:01:29.505Z,2023-03-05T15:01:33Z,4075866055,141,96.9,4075866053,140,64.6,4075866051,56,Left,4075866059,213,0.7,4075866057,212,9.6,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989591,12,1,1,0,59,4moe0x01r1f5w30g38wshyftp,1,57.4,85.9,2023-03-05T15:01:33.377Z,2023-03-05T15:01:35Z,4075866191,212,14.4,4075866193,213,4.9,4075866185,56,Center,4075866187,140,60.5,4075866189,141,65.2,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989603,13,1,1,1,1,4moe0x01r1f5w30g38wshyftp,1,60.2,70.2,2023-03-05T15:01:35.329Z,2023-03-05T15:01:37Z,4075866283,213,0.7,4075866281,212,7.8,4075866277,140,65.9,4075866279,141,77.5,4075866275,56,Center,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989673,14,1,1,1,3,4moe0x01r1f5w30g38wshyftp,1,65.9,77.5,2023-03-05T15:01:37.233Z,2023-03-05T15:01:44Z,4075866691,213,6.3,4075866689,212,20.1,4075866687,141,77.0,4075866685,140,85.0,4075866683,56,Center,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989675,15,50,1,1,10,4moe0x01r1f5w30g38wshyftp,1,90.2,95,2023-03-05T15:01:44.225Z,2023-03-05T15:01:46Z,4075866695,56,Left,4075866811,233,16,4075866697,286,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989691,16,7,1,1,10,bpx4ib85d65u9oyhglkt36k1b,1,9.8,5,2023-03-05T15:01:44.226Z,2023-03-05T15:01:45Z,4075866761,167,,4075866763,56,Back,4075866765,285,,4075866795,233,15,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989825,16,5,1,1,11,4moe0x01r1f5w30g38wshyftp,1,89.1,101.5,2023-03-05T15:01:44.880Z,2023-03-05T15:01:55Z,4075867399,56,Left,4075867401,347,,4075867415,233,17,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989695,17,5,1,1,11,bpx4ib85d65u9oyhglkt36k1b,0,10.9,-1.5,2023-03-05T15:01:44.880Z,2023-03-05T15:13:16Z,4075866783,347,,4075866781,56,Back,4075867443,233,16,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989897,17,1,1,1,21,4moe0x01r1f5w30g38wshyftp,1,89,100,2023-03-05T15:01:55.024Z,2023-03-05T15:02:00Z,4075867787,212,12.9,4075867789,213,5.1,4075867781,56,Left,4075867783,140,93.8,4075867785,141,83.9,4075867779,107,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989915,18,61,1,1,26,4moe0x01r1f5w30g38wshyftp,0,97.9,85.9,2023-03-05T15:02:00.033Z,2023-03-05T15:02:06Z,4075867881,56,Left,,,,,,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989937,18,5,1,1,28,bpx4ib85d65u9oyhglkt36k1b,1,-0.8,17.6,2023-03-05T15:02:01.932Z,2023-03-05T15:13:16Z,4075868007,56,Back,4075868029,233,19,4075868011,346,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515989919,19,5,1,1,28,4moe0x01r1f5w30g38wshyftp,0,100.8,82.4,2023-03-05T15:02:01.932Z,2023-03-05T15:02:03Z,4075867907,56,Left,4075867909,346,,4075868065,233,18,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990039,19,1,1,1,37,bpx4ib85d65u9oyhglkt36k1b,1,4.4,47.8,2023-03-05T15:02:11.495Z,2023-03-05T15:02:12Z,4075868579,213,1.1,4075868577,212,14.5,4075868575,141,67.0,4075868573,140,10.4,4075868571,56,Back,4075868583,237,,4075868569,124,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990077,20,1,1,1,38,bpx4ib85d65u9oyhglkt36k1b,1,10.4,67,2023-03-05T15:02:12.183Z,2023-03-05T15:02:15Z,4075868791,213,4.9,4075868789,212,23.2,4075868787,141,33.7,4075868785,140,15.0,4075868783,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990095,21,1,1,1,41,bpx4ib85d65u9oyhglkt36k1b,1,20.7,31.8,2023-03-05T15:02:15.046Z,2023-03-05T15:02:17Z,4075868931,212,17.2,4075868933,213,2.7,4075868929,141,42.8,4075868927,140,6.0,4075868925,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990173,22,1,1,1,43,bpx4ib85d65u9oyhglkt36k1b,1,6,42.8,2023-03-05T15:02:16.887Z,2023-03-05T15:02:22Z,4075869363,212,18.3,4075869361,141,28.2,4075869365,213,5.7,4075869357,140,20.6,4075869355,56,Back,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990221,23,1,1,1,48,bpx4ib85d65u9oyhglkt36k1b,1,38.6,28.5,2023-03-05T15:02:22.726Z,2023-03-05T15:02:25Z,4075869589,56,Back,4075869597,213,6.0,4075869591,140,46.8,4075869593,141,25.2,4075869595,212,8.9,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990267,24,1,1,1,51,bpx4ib85d65u9oyhglkt36k1b,1,43.9,23.7,2023-03-05T15:02:25.766Z,2023-03-05T15:02:28Z,4075869821,213,3.3,4075869813,56,Back,4075869815,140,27.4,4075869817,141,20.6,4075869819,212,17.5,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990333,25,1,1,1,54,bpx4ib85d65u9oyhglkt36k1b,1,27.4,20.9,2023-03-05T15:02:28.343Z,2023-03-05T15:02:32Z,4075870097,140,25.3,4075870105,213,1.7,4075870099,141,54.2,4075870101,212,22.8,4075870095,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990383,26,1,1,1,58,bpx4ib85d65u9oyhglkt36k1b,1,29,57.6,2023-03-05T15:02:31.990Z,2023-03-05T15:02:36Z,4075870397,56,Back,4075870405,213,1.4,4075870403,212,20.1,4075870399,140,33.2,4075870401,141,86.5,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990475,27,1,1,2,2,bpx4ib85d65u9oyhglkt36k1b,1,33.3,67.6,2023-03-05T15:02:36.294Z,2023-03-05T15:02:42Z,4075870857,56,Back,4075870865,213,4.7,4075870863,212,20.0,4075870861,141,38.2,4075870859,140,33.2,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990527,28,1,1,2,8,bpx4ib85d65u9oyhglkt36k1b,1,39.8,38.6,2023-03-05T15:02:42.727Z,2023-03-05T15:02:46Z,4075871131,140,44.8,4075871133,141,7.1,4075871135,212,22.1,4075871137,213,5.0,4075871129,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990589,29,1,1,2,12,bpx4ib85d65u9oyhglkt36k1b,1,44.8,7.1,2023-03-05T15:02:46.118Z,2023-03-05T15:02:50Z,4075871467,155,,4075871469,56,Right,4075871479,1,,4075871477,213,0.0,4075871475,212,38.6,4075871471,140,81.5,4075871473,141,9.2,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990611,30,1,1,2,16,bpx4ib85d65u9oyhglkt36k1b,0,87.5,3.8,2023-03-05T15:02:50.342Z,2023-03-05T15:02:51Z,4075871573,56,Right,4075871571,155,,4075871575,140,89.9,4075871577,141,8.8,4075871569,2,,4075871583,213,0.9,4075871581,212,4.2,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990623,20,61,1,2,17,4moe0x01r1f5w30g38wshyftp,1,11.1,87.8,2023-03-05T15:02:51.644Z,2023-03-05T15:02:51Z,4075871619,56,Back,,,,,,,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990673,31,1,1,2,20,bpx4ib85d65u9oyhglkt36k1b,0,92.6,35.7,2023-03-05T15:02:54.471Z,2023-03-05T15:02:55Z,4075871893,140,87.6,4075871891,56,Center,4075871895,141,26.2,4075871897,212,8.3,4075871899,213,4.0,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990721,21,49,1,2,23,4moe0x01r1f5w30g38wshyftp,1,18.5,80,2023-03-05T15:02:57.776Z,2023-03-05T15:02:57Z,,,,,,,,,,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990765,22,1,1,2,24,4moe0x01r1f5w30g38wshyftp,0,19.3,79.7,2023-03-05T15:02:58.240Z,2023-03-05T15:03:00Z,4075872239,141,100.0,4075872237,140,48.5,4075872233,56,Back,4075872245,1,,4075872243,213,0.4,4075872241,212,34.0,4075872229,157,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515990771,23,5,1,2,26,4moe0x01r1f5w30g38wshyftp,0,50.5,101.4,2023-03-05T15:02:59.895Z,2023-03-05T15:13:17Z,4075873541,233,32,4075872263,347,,4075872261,56,Left,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991003,32,5,1,2,26,bpx4ib85d65u9oyhglkt36k1b,1,49.5,-1.4,2023-03-05T15:02:59.895Z,2023-03-05T15:03:14Z,4075873519,233,23,4075873497,56,Back,4075873501,347,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991049,33,1,1,2,40,bpx4ib85d65u9oyhglkt36k1b,0,48.8,0,2023-03-05T15:03:14.390Z,2023-03-05T15:03:16Z,4075873681,56,Right,4075873683,140,67.6,4075873679,107,,4075873685,141,5.9,4075873687,212,20.4,4075873689,213,0.3,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515991111,24,1,1,2,43,4moe0x01r1f5w30g38wshyftp,0,37.6,89.3,2023-03-05T15:03:17.705Z,2023-03-05T15:13:29Z,4075873983,213,0.6,4075873981,212,14.7,4075873979,141,100.0,4075873977,140,48.9,4075873975,56,Back,4075873973,3,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
