id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2544210183,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-05-06T09:57:48.114Z,2023-05-06T10:59:13Z,4253574709,194,9uu3awe8j2wf502ke5l9nwg5x,4253574711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253574699,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 6zmrvcurwjzt9y07c85s24r85, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 3ucjekvg77wnqsybahjae5iei, 8az7xzsavwdqyuhal2yxml10q, epxe17rtw23fpslr1e6cxlffu, 6el60ixesyykp18873zddqve2, 6pgjx4bd90q1d1vof7bonhjx0, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, dtj0nm0mjqz704pm3olqihf55, 5hdjbf8idy50wlf0d6qi3lk9h, f01nw6jfywo13d30t2j6lmivo, ccwb5o1w1wuxfie257h1m3hn8, 6i71063juhqq2d35riwhr1uqx, 8fvhkgu9pio9hcs0qhndw1239, c2lq7lei84ba4ft8hp8jdht04",4253574701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4253574707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253687457,197,17287,4253574703,59,"12, 19, 3, 21, 16, 18, 25, 6, 10, 9, 11, 4, 5, 7, 13, 14, 15, 17, 23, 27",4253574705,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544210381,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-05-06T09:58:48.572Z,2023-05-06T10:59:00Z,4253576079,59,"22, 6, 30, 31, 4, 3, 8, 25, 11, 16, 17, 1, 9, 12, 14, 23, 27, 35, 36, 37",4253576081,130,8,4253576075,30,"bpwz6mj8utvxsd9mjyxcestii, 98q93f1kijhmnd79vkg83qitx, 1zkoai1sdm9bbx29fi76e38ph, c4tkrrhs6o8ii0wnmi5y66cwl, fpitimhwhx0wqkkrtuc10mvp, diy9eqdcrua61ao4goq5yges5, d9l67kneytb0mij099bneg1cl, 9xbohfvww89ec7c1d97hkuj85, bwhwthiud4nqvdjy8rq1gcdsl, a5d0iik8dqj6oy803mvi4n1sl, 5uli2vvgaigz4yf05bwy81l2h, 9gusyyfm5lj82mqzrmpho16tx, 1u7a9cb0kw1l1aplw3c1ka2tx, 692xxz6qlvbxhspozloeujt9l, dhv9lixpbtd4b27qmfw7cxf1m, 70n6epbcr1l9dvzqrddsbax2h, 1wlzoku6j132t554imm0co99l, abp387e8q3413r6zu3w1ii2cq, 9j7pz666ckpiaihmlg5daf8d0, 43ff1bhi5474qzac8fksxqz11",4253576087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253576083,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4253576077,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4253576085,194,a5d0iik8dqj6oy803mvi4n1sl,4253687099,197,9163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231013,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-05-06T11:00:47.225Z,2023-05-06T11:00:47Z,4253690821,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231017,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-05-06T11:00:47.225Z,2023-05-06T11:00:49Z,4253690855,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231019,3,1,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,50.1,50.1,2023-05-06T11:00:47.325Z,2023-05-06T11:49:19Z,4253690865,56,Back,4253690871,212,11.2,4253690867,140,40.2,4253690873,213,2.8,4253690869,141,56.1,4253690875,279,S,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231035,4,1,1,0,2,bpx4ib85d65u9oyhglkt36k1b,1,40.3,56.1,2023-05-06T11:00:49.738Z,2023-05-06T11:01:06Z,4253690979,213,4.2,4253690977,212,18.6,4253690971,56,Back,4253690975,141,32.8,4253690973,140,31.0,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231065,5,1,1,0,4,bpx4ib85d65u9oyhglkt36k1b,1,31,32.8,2023-05-06T11:00:51.972Z,2023-05-06T11:00:54Z,4253691147,213,1.7,4253691141,140,28.1,4253691143,141,62.4,4253691139,56,Back,4253691145,212,20.4,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231091,6,1,1,0,7,bpx4ib85d65u9oyhglkt36k1b,1,27.9,63.3,2023-05-06T11:00:54.724Z,2023-05-06T11:00:59Z,4253691307,140,37.8,4253691305,56,Back,4253691311,212,21.9,4253691309,141,34.9,4253691313,213,5.2,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231107,7,1,1,0,11,bpx4ib85d65u9oyhglkt36k1b,1,46,26.5,2023-05-06T11:00:58.932Z,2023-05-06T11:01:01Z,4253691393,212,19.1,4253691395,213,5.4,4253691387,56,Right,4253691391,141,4.4,4253691389,140,57.2,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544231151,8,1,1,0,14,bpx4ib85d65u9oyhglkt36k1b,1,42.9,11.8,2023-05-06T11:01:01.684Z,2023-05-06T11:01:05Z,4253691615,212,29.6,4253691613,141,35.6,4253691617,213,2.6,4253691609,56,Back,4253691611,140,19.3,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
