id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,assist
2545004341,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-05-07T10:15:45.683Z,2023-05-07T11:22:32Z,4257809039,59,"1, 2, 23, 16, 5, 21, 10, 4, 27, 18, 9, 26, 11, 13, 20, 22, 28",4257809045,194,32ofctw7kn3l8eucrhku63dg5,4257809035,30,"ango7gke2apqzfzsugq6983it, 32ofctw7kn3l8eucrhku63dg5, e6a4lxx6og97jg9qv4lplfo4p, 6q0njimucm06r3x7enupxpl, 8aibvmivjl0icinhglit7ltqt, 5sycg0t0w11j4vm43arm93v1l, 9ipu1pbzzf14ec8ebrqnq1k6i, c2w5fyxoq2xw8xm6asrn17x7t, 8os606vx3apb3abv88vtbkb85, 5rcmpmxeny97slsu826vmwh61, 2ij21gq2d0xqcyho9t49glkvd, 9477gkbyjyubkseqz2fq49y3t, dqaq4g6ls8bl56rpd3irjt6fp, b4g5db74cenrnd0tr3ptxo89h, 2btt5j9bqn7isihjvqgr427yt, cnvvojztptyxqfs8vd3fciok5, 33rw3w7m8xbv7ojfaih6radjo",4257933573,197,8543,4257809041,130,10,4257809043,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4257809037,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",4257809047,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545005365,1,34,16,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2023-05-07T10:18:05.083Z,2023-05-07T11:33:28Z,4257814323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257814319,59,"30, 10, 27, 14, 5, 23, 19, 21, 11, 32, 13, 8, 9, 15, 18, 20, 22, 31, 37, 38",4257933563,197,13485,4257814327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257814317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4257814321,130,3,4257814315,30,"cc32rolkcvyuul5t2uearz0mh, 7mfl844y4zw1u07g3owaxyaga, u8p6vsrl3b7ndbj3cj5owlih, 7cisqfcp1zysc12owj5j4zpx, 865nmkmx9qstpt90gc7bvp5ud, yfdg1l58kdyyuodyqjwhwbth, 874o1s057ddcizshsu10wu6t, ddb1x770krfpb3tm4oie234a2, 6mj7z1yytw7jrbnbpu2mqyezu, eqfpy2v3q1fzy13317hwl8yc5, 8s3zfsb1yqt3trc1n9jcxiol, 31cikgu3amy77e8452p6rj816, 20ah7xw9zhbmaakbwzjzw0kph, 8ruo0cyz6gvcp7yiks9fz1ed, 7ektyvpzu0yj1b9dm7yfkxh3p, dsjuntinaobizkzy2c47npz3d, cdzfyzjbmsg88l4r24mwx1ryt, bbmtozpiuyy7rtk7u87g5p79w, 9refy9w1tnwu5kt3heoo3x0yc, 6f5xvyg8yfw1a7kgigpa8duc",4257814325,194,865nmkmx9qstpt90gc7bvp5ud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028841,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-05-07T11:01:01.008Z,2023-05-07T11:01:01Z,4257941503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028869,2,32,1,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2023-05-07T11:01:01.008Z,2023-05-07T11:01:03Z,4257941647,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028895,3,1,1,0,0,4moe0x01r1f5w30g38wshyftp,1,50.1,49.8,2023-05-07T11:01:01.108Z,2023-05-07T11:01:05Z,4257941809,56,Back,4257941813,141,43.6,4257941819,279,S,4257941817,213,3.3,4257941811,140,24.7,4257941815,212,27.0,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028923,4,1,1,0,4,4moe0x01r1f5w30g38wshyftp,1,25.6,42.2,2023-05-07T11:01:05.736Z,2023-05-07T11:01:07Z,4257941909,56,Back,4257941911,140,26.6,4257941913,141,67.5,4257941917,213,1.5,4257941915,212,17.2,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028953,5,1,1,0,6,4moe0x01r1f5w30g38wshyftp,1,28.3,72.6,2023-05-07T11:01:07.503Z,2023-05-07T11:01:09Z,4257942065,141,86.3,4257942069,213,0.5,4257942063,140,43.6,4257942061,56,Back,4257942067,212,18.6,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028963,6,1,1,0,8,4moe0x01r1f5w30g38wshyftp,0,47.7,87.6,2023-05-07T11:01:09.805Z,2023-05-07T11:01:10Z,4257942125,141,54.9,4257942127,212,30.5,4257942121,56,Center,4257942119,155,,4257942129,213,5.5,4257942123,140,67.6,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028985,3,49,1,0,10,6yhza3xbfafj5c9897mbkbudn,1,32.8,54.6,2023-05-07T11:01:11.821Z,2023-05-07T11:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8aibvmivjl0icinhglit7ltqt,K. Fellhauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029033,4,1,1,0,13,6yhza3xbfafj5c9897mbkbudn,0,30.1,43.3,2023-05-07T11:01:14.429Z,2023-05-07T11:01:25Z,4257942467,155,,4257942473,141,30.6,4257942475,212,27.2,4257942471,140,54.7,4257942469,56,Center,4257942477,213,6.0,,,,,,,8aibvmivjl0icinhglit7ltqt,K. Fellhauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
