id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2552268627,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-21T10:16:57.165Z,2023-05-21T11:27:28Z,4296479039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296479029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4296562125,197,17007,4296479035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4296479037,194,8fhfjo7zfz9u0xtn58qj9enrp,4296479027,30,"a10v8s11xcdsyspqnyhtfipjp, az6k6sihxqdq5mzsa7htvkmlm, 9kmt7flw7n65qmfe0euadfd1x, 6089nfwh31ha73pl7vlla75cl, aa257iqvul1ksok2v3ouoe86h, dtz4c9bzealdegjsgvdoac6ad, f18o5qahrzbg0jrw8whefv7xl, 4y1m1y07xg9wwfnogsxtcj93p, 8fhfjo7zfz9u0xtn58qj9enrp, dhpmw4d7pjjow643u12b84dpm, 41ojypiz2yg51sriq9sfreh1x, 3ubn4p929c0tv77dehaon5f1m, 3p5r6kr9afi2f4qqno6scknze, d6ga5ai1ytp6be5is0zks8jjd, 9vdyzvt8ehavj3sfugjoi3rze, 35899uqibespufub1v01dwrmd, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh",4296479033,130,2,4296479031,59,"1, 25, 13, 17, 5, 6, 12, 7, 8, 29, 24, 3, 11, 14, 15, 23, 26, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552270057,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-05-21T10:22:34.998Z,2023-05-21T10:59:04Z,4296485267,194,2btt5j9bqn7isihjvqgr427yt,4296562795,197,12902,4296485261,59,"26, 2, 20, 4, 5, 16, 10, 9, 27, 13, 28, 7, 11, 19, 21, 22, 23, 32",4296485259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4296485263,130,4,4296485269,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4296485265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4296485257,30,"9477gkbyjyubkseqz2fq49y3t, 32ofctw7kn3l8eucrhku63dg5, 2btt5j9bqn7isihjvqgr427yt, c2w5fyxoq2xw8xm6asrn17x7t, 8aibvmivjl0icinhglit7ltqt, 6q0njimucm06r3x7enupxpl, 9ipu1pbzzf14ec8ebrqnq1k6i, 2ij21gq2d0xqcyho9t49glkvd, 8os606vx3apb3abv88vtbkb85, b4g5db74cenrnd0tr3ptxo89h, 33rw3w7m8xbv7ojfaih6radjo, 553b1ywtlhutb6uwv04dhhqdx, dqaq4g6ls8bl56rpd3irjt6fp, 3tp6h18c5n2l2gy21hgervfca, 5sycg0t0w11j4vm43arm93v1l, cnvvojztptyxqfs8vd3fciok5, e6a4lxx6og97jg9qv4lplfo4p, bqitqib8k0z48gzn1ocf9j7c9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286149,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-05-21T11:01:14.879Z,2023-05-21T11:01:15Z,4296568513,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286173,3,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-21T11:01:14.879Z,2023-05-21T11:01:16Z,4296568649,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286191,3,1,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,49.9,50,2023-05-21T11:01:14.979Z,2023-05-21T11:01:18Z,4296568753,140,27.1,4296568755,141,61.1,4296568751,56,Back,4296568759,213,2.8,4296568757,212,25.1,4296568761,279,S,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286267,4,1,1,0,3,6yhza3xbfafj5c9897mbkbudn,0,27.1,60.9,2023-05-21T11:01:18.417Z,2023-05-21T11:01:23Z,4296569159,212,48.1,4296569161,213,5.5,4296569163,1,,4296569155,140,60.9,4296569157,141,13.2,4296569149,155,,4296569153,56,Right,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286293,5,61,1,0,8,4e5523it4v7s6kkakelbj9si5,1,34.5,92.6,2023-05-21T11:01:22.918Z,2023-05-21T13:01:33Z,4296569277,56,Back,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286287,4,43,1,0,8,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-21T11:01:23.520Z,2023-05-21T11:02:08Z,4296569255,285,0,4296569253,56,Back,4296571347,144,44,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286299,5,1,1,0,9,6yhza3xbfafj5c9897mbkbudn,1,56.9,5.5,2023-05-21T11:01:24.610Z,2023-05-21T11:01:25Z,4296569303,56,Right,4296569311,213,6.1,4296569305,140,66.0,4296569307,141,2.5,4296569309,212,9.8,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552286305,6,1,1,0,10,6yhza3xbfafj5c9897mbkbudn,1,66,2.5,2023-05-21T11:01:25.842Z,2023-05-21T11:01:26Z,4296569355,56,Right,4296569361,212,7.3,4296569359,141,10.0,4296569363,213,2.4,4296569357,140,61.0,,,,,,,,,,8os606vx3apb3abv88vtbkb85,G. Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
