id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2524838983,3,61,1,0,21,6mng5xcarvyip7ixoss7au245,1,59.1,92,2023-03-26T14:02:48.179Z,2023-03-26T14:02:53Z,4124968577,56,Left,,,,,,,,,,,,,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839019,10,1,1,0,22,nuaf3wtujl8erbciumch6c65,1,32,14.6,2023-03-26T14:02:49.240Z,2023-03-26T14:02:56Z,4124968823,213,1.9,4124968819,141,38.9,4124968817,140,26.2,4124968821,212,17.6,4124968815,56,Back,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839045,11,1,1,0,29,nuaf3wtujl8erbciumch6c65,1,37.2,40.1,2023-03-26T14:02:56.665Z,2023-03-26T14:03:03Z,4124968961,56,Back,4124968969,213,4.9,4124968965,141,18.9,4124968963,140,40.4,4124968967,212,14.8,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839071,12,1,1,0,36,nuaf3wtujl8erbciumch6c65,1,66.6,15,2023-03-26T14:03:02.904Z,2023-03-26T14:03:05Z,4124969083,140,72.7,4124969087,212,6.5,4124969085,141,17.0,4124969089,213,0.2,4124969081,56,Right,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839081,13,1,1,0,38,nuaf3wtujl8erbciumch6c65,1,70.4,17.4,2023-03-26T14:03:05.512Z,2023-03-26T14:03:06Z,4124969119,56,Center,4124969123,141,29.4,4124969127,213,2.4,4124969121,140,61.4,4124969125,212,12.5,4124969141,156,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839093,14,1,1,0,41,nuaf3wtujl8erbciumch6c65,1,69.4,32.4,2023-03-26T14:03:07.897Z,2023-03-26T14:03:09Z,4124969193,56,Center,4124969201,213,1.7,4124969199,212,15.0,4124969197,141,54.3,4124969195,140,67.5,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839101,15,1,1,0,42,nuaf3wtujl8erbciumch6c65,1,66.8,60.8,2023-03-26T14:03:08.952Z,2023-03-26T14:03:10Z,4124969255,140,62.8,4124969263,213,1.8,4124969261,212,17.2,4124969253,56,Left,4124969259,141,85.3,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839121,16,1,1,0,43,nuaf3wtujl8erbciumch6c65,1,62,86.2,2023-03-26T14:03:10.680Z,2023-03-26T14:03:14Z,4124969395,141,69.7,4124969399,213,5.1,4124969391,56,Center,4124969397,212,11.9,4124969393,140,65.9,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839133,17,1,1,0,47,nuaf3wtujl8erbciumch6c65,1,68.5,74.8,2023-03-26T14:03:14.360Z,2023-03-26T14:03:16Z,4124969493,140,60.7,4124969497,212,13.0,4124969491,56,Left,4124969499,213,2.3,4124969495,141,89.7,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839153,18,1,1,0,49,nuaf3wtujl8erbciumch6c65,1,56.5,88.7,2023-03-26T14:03:16.696Z,2023-03-26T14:03:19Z,4124969585,212,18.6,4124969581,140,47.4,4124969587,213,4.2,4124969583,141,65.2,4124969579,56,Back,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839173,19,1,1,0,52,nuaf3wtujl8erbciumch6c65,1,47.1,55.5,2023-03-26T14:03:19.224Z,2023-03-26T14:03:21Z,4124969691,141,32.1,4124969695,213,4.5,4124969687,56,Back,4124969689,140,44.4,4124969693,212,16.2,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839193,20,1,1,0,54,nuaf3wtujl8erbciumch6c65,1,45.4,34.8,2023-03-26T14:03:21.641Z,2023-03-26T14:03:24Z,4124969809,56,Center,4124969813,141,43.7,4124969817,213,0.6,4124969811,140,54.5,4124969815,212,11.3,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839213,21,1,1,0,57,nuaf3wtujl8erbciumch6c65,0,65.1,41.2,2023-03-26T14:03:24.808Z,2023-03-26T14:03:27Z,4124969931,213,0.3,4124969919,155,,4124969923,56,Center,4124969929,212,22.3,4124969953,4,,4124969927,141,49.9,4124969925,140,85.6,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839223,4,52,1,1,0,6mng5xcarvyip7ixoss7au245,1,12.4,43,2023-03-26T14:03:27.838Z,2023-03-26T14:03:27Z,,,,,,,,,,,,,,,,,,,,,,,,,do1uv3ohvyvodhcindxj76qy1,A. Wellmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839299,5,80,1,1,12,6mng5xcarvyip7ixoss7au245,0,12.7,43.9,2023-03-26T14:03:39.230Z,2023-03-26T14:03:39Z,,,,,,,,,,,,,,,,,,,,,,,,,do1uv3ohvyvodhcindxj76qy1,A. Wellmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839383,6,1,1,1,21,6mng5xcarvyip7ixoss7au245,0,32.9,34,2023-03-26T14:03:48.655Z,2023-03-26T14:04:10Z,4124970781,198,,4124970793,1,,4124970785,140,68.1,4124970787,141,36.9,4124970789,212,37.0,4124970791,213,0.1,4124970779,157,,4124970783,56,Center,do1uv3ohvyvodhcindxj76qy1,A. Wellmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839403,22,1,1,1,25,nuaf3wtujl8erbciumch6c65,0,37.6,63.3,2023-03-26T14:03:52.680Z,2023-03-26T14:03:54Z,4124970927,140,52.3,4124970933,213,5.7,4124970925,56,Center,4124970923,3,,4124970931,212,18.9,4124970929,141,47.2,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839411,7,1,1,1,28,6mng5xcarvyip7ixoss7au245,0,45,57,2023-03-26T14:03:55.263Z,2023-03-26T14:03:56Z,4124970981,213,6.2,4124970973,56,Center,4124970977,141,55.8,4124970971,3,,4124970979,212,23.1,4124970975,140,67.0,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839425,23,1,1,1,29,nuaf3wtujl8erbciumch6c65,1,33.5,41.2,2023-03-26T14:03:56.568Z,2023-03-26T14:03:58Z,4124971057,3,,4124971063,141,40.9,4124971061,140,51.0,4124971065,212,18.4,4124971059,56,Center,4124971067,213,6.3,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839427,24,61,1,1,30,nuaf3wtujl8erbciumch6c65,0,51.4,40.9,2023-03-26T14:03:57.312Z,2023-03-26T14:15:20Z,4124971071,56,Center,,,,,,,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839471,8,1,1,1,31,6mng5xcarvyip7ixoss7au245,1,41.8,62.6,2023-03-26T14:03:58.190Z,2023-03-26T14:04:07Z,4124971365,213,0.2,4124971357,56,Center,4124971361,141,67.2,4124971363,212,12.9,4124971355,3,,4124971359,140,53.7,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839453,25,4,1,1,34,nuaf3wtujl8erbciumch6c65,1,45.9,31.7,2023-03-26T14:04:01.879Z,2023-03-26T14:04:08Z,4124971223,241,,4124971219,12,,4124971225,286,,4124971403,233,9,4124971221,56,Back,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839473,9,4,1,1,34,6mng5xcarvyip7ixoss7au245,0,54.1,68.3,2023-03-26T14:04:01.880Z,2023-03-26T14:04:09Z,4124971379,285,,4124971407,233,25,4124971375,56,Center,4124971377,241,,4124971373,12,,,,,,,,,,,6yoqpu952gnc6trdg6vpala6t,W. Meister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839663,26,1,1,2,6,nuaf3wtujl8erbciumch6c65,1,50.4,32.7,2023-03-26T14:04:33.575Z,2023-03-26T14:04:39Z,4124972459,213,2.3,4124972447,5,,4124972453,140,37.2,4124972451,56,Back,4124972449,241,,4124972455,141,55.5,4124972457,212,20.8,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839683,27,1,1,2,12,nuaf3wtujl8erbciumch6c65,0,44,37.3,2023-03-26T14:04:39.192Z,2023-03-26T14:04:41Z,4124972551,56,Center,4124972549,155,,4124972555,141,26.5,4124972557,212,29.7,4124972559,213,6.0,4124972553,140,71.4,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839709,10,49,1,2,16,6mng5xcarvyip7ixoss7au245,1,25.9,67,2023-03-26T14:04:42.975Z,2023-03-26T14:04:43Z,,,,,,,,,,,,,,,,,,,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839731,11,1,1,2,16,6mng5xcarvyip7ixoss7au245,1,25.9,67,2023-03-26T14:04:43.455Z,2023-03-26T14:04:46Z,4124972803,213,0.7,4124972797,140,41.0,4124972801,212,20.2,4124972799,141,85.4,4124972795,56,Back,,,,,,,,,,42h5sz2axk69ifygo0wzuvr2t,J. Cramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839735,12,3,1,2,19,6mng5xcarvyip7ixoss7au245,0,39.2,85.8,2023-03-26T14:04:46.239Z,2023-03-26T14:04:49Z,4124972823,56,Back,4124972917,233,28,4124972825,286,,,,,,,,,,,,,,,,,9nc0572mgpafxbjnrk55emtt6,J. De Filippo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839745,28,7,1,2,19,nuaf3wtujl8erbciumch6c65,1,60.8,14.2,2023-03-26T14:04:46.240Z,2023-03-26T14:04:49Z,4124972911,233,12,4124972879,285,,4124972877,56,Right,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839751,29,49,1,2,21,nuaf3wtujl8erbciumch6c65,1,63.7,16.1,2023-03-26T14:04:48.824Z,2023-03-26T14:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839783,30,1,1,2,22,nuaf3wtujl8erbciumch6c65,1,63.7,16.1,2023-03-26T14:04:49.098Z,2023-03-26T14:04:53Z,4124972981,212,8.4,4124972977,140,71.0,4124972975,56,Right,4124972979,141,11.1,4124972983,213,5.9,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839791,31,1,1,2,26,nuaf3wtujl8erbciumch6c65,1,77.9,23.9,2023-03-26T14:04:53.303Z,2023-03-26T14:51:01Z,4124973023,56,Center,4124973031,213,1.4,4124973029,212,19.2,4124973027,141,51.5,4124973025,140,81.7,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839795,32,61,1,2,29,nuaf3wtujl8erbciumch6c65,0,81.7,51.5,2023-03-26T14:04:56.152Z,2023-03-26T14:04:56Z,4124973035,56,Center,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839793,13,49,1,2,29,6mng5xcarvyip7ixoss7au245,1,21.3,36.9,2023-03-26T14:04:56.335Z,2023-03-26T14:04:56Z,,,,,,,,,,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839817,14,1,1,2,29,6mng5xcarvyip7ixoss7au245,1,21.3,36.9,2023-03-26T14:04:56.558Z,2023-03-26T14:05:00Z,4124973183,56,Back,4124973191,213,5.1,4124973189,212,12.5,4124973187,141,20.0,4124973185,140,25.9,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839821,15,61,1,2,33,6mng5xcarvyip7ixoss7au245,0,27.7,15.6,2023-03-26T14:05:00.846Z,2023-03-26T14:05:01Z,4124973207,56,Back,,,,,,,,,,,,,,,,,,,,,,3bg4ewc3n4ytybr96lc313ahh,M. Wiankowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839831,33,49,1,2,35,nuaf3wtujl8erbciumch6c65,1,68.7,95.7,2023-03-26T14:05:02.023Z,2023-03-26T14:05:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839851,34,1,1,2,35,nuaf3wtujl8erbciumch6c65,1,68.7,95.7,2023-03-26T14:05:02.233Z,2023-03-26T14:05:03Z,4124973377,140,71.5,4124973381,212,6.9,4124973375,56,Left,4124973383,213,5.2,4124973379,141,86.6,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839865,35,1,1,2,36,nuaf3wtujl8erbciumch6c65,1,69.5,87.1,2023-03-26T14:05:03.832Z,2023-03-26T14:05:05Z,4124973465,213,6.1,4124973457,140,75.0,4124973455,56,Left,4124973463,212,5.9,4124973459,141,85.1,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839869,36,50,1,2,38,nuaf3wtujl8erbciumch6c65,1,73.1,80,2023-03-26T14:05:05.048Z,2023-03-26T14:05:07Z,4124973479,286,,4124973477,56,Left,4124973521,233,16,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839873,16,7,1,2,38,6mng5xcarvyip7ixoss7au245,1,26.9,20,2023-03-26T14:05:05.049Z,2023-03-26T14:05:07Z,4124973507,285,,4124973505,56,Back,4124973509,233,36,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839875,17,49,1,2,39,6mng5xcarvyip7ixoss7au245,1,29.1,17.4,2023-03-26T14:05:06.638Z,2023-03-26T14:05:07Z,,,,,,,,,,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839889,18,50,1,2,42,6mng5xcarvyip7ixoss7au245,1,27.9,13.2,2023-03-26T14:05:09.055Z,2023-03-26T14:21:17Z,4124973603,285,,4124973685,233,37,4124973601,56,Back,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839893,37,7,1,2,42,nuaf3wtujl8erbciumch6c65,0,72.1,86.8,2023-03-26T14:05:09.056Z,2023-03-26T14:19:50Z,4124973641,56,Left,4124973643,286,,4124973669,233,18,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839891,19,50,1,2,43,6mng5xcarvyip7ixoss7au245,1,27.5,12,2023-03-26T14:05:10.655Z,2023-03-26T14:19:46Z,4124973633,285,,4125016575,233,204,4124973631,56,Back,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524848047,204,7,1,2,43,nuaf3wtujl8erbciumch6c65,1,72.5,88,2023-03-26T14:05:10.656Z,2023-03-26T14:19:49Z,4125016533,286,,4125016529,56,Left,4125016569,233,19,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839899,38,49,1,2,44,nuaf3wtujl8erbciumch6c65,1,73.8,84.5,2023-03-26T14:05:11.399Z,2023-03-26T14:05:11Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524839907,39,1,1,2,44,nuaf3wtujl8erbciumch6c65,1,73.8,84.4,2023-03-26T14:05:11.655Z,2023-03-26T14:05:12Z,4124973695,140,70.1,4124973697,141,85.7,4124973699,212,4.0,4124973701,213,2.9,4124973693,56,Left,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
