id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2522399875,1,34,16,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-03-19T14:00:57.691Z,2023-03-19T15:05:42Z,4109824463,130,8,4109824467,194,eyqhxpni376pocsunribu1jv9,4109824469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109824461,59,"27, 4, 30, 8, 3, 2, 22, 6, 17, 18, 11, 1, 9, 14, 15, 16, 20, 26",4110163163,197,8650,4109824459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4109824457,30,"q4va8vnwzmwtdo6qymq4ywgl, c36h9olifkg6s63uktgf1puqd, 1asefru50u06hyhmoa7d9qcx5, 9oq5f3fgf6g9vyc965o35127e, 2lsz8g4mvgqvartyjfud90e6t, 764yxrb6zqxke8l61qjd4o3qh, 2h5t74e8r147rzbett9on72sp, eyqhxpni376pocsunribu1jv9, ed31f3of5iql0onh9uellvtnt, 9yzs0w3tjas15ic0o2b51q86h, 4h4v3c01l7hjkfnnz9ef8i5m1, 2ywmv0jjr4u8jgo8gnoisx0id, 3de90guq76ncq4iqhstw29u22, 46wf8el37rvruhacvvbv38z1m, bf38nsprlsb7783sgyl1ezq3t, 8djtc44u653lmy03mnniax3l6, 54psl26zc4rs8cjnahl0jel05, 1aarhrn1ncv5mi54thh5d045w",4109824465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522402435,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-03-19T14:03:14.840Z,2023-03-19T14:56:20Z,4109836937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4109836939,59,"1, 22, 20, 19, 8, 16, 7, 17, 10, 14, 23, 2, 3, 4, 5, 11, 15, 27, 31",4110156865,197,8752,4109836945,194,bkbp6hl12kc3y8wohv9l3a66t,4109836941,130,8,4109836947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109836935,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, 6l7cn7fmomj88kfdyo9seopg5, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 9e95p87136h6zjam3zu0d9yol, 2iaatg2gvp5w4j27ycreiqjt, 3p9ie3u7ej9o1wpzl4aonjtd6, 702asj69cc2fzzns98r7hp5p0, 65979lcr67xsnqvgtyswqubqh, 1eoc1w0vz8jmz4i0mpg20fiay, 4ezh3co3xg75tx7b03cokenyt, 7ubpnkf47u1os2z47fam81i7e, 2ltzk74krenmfh5gzcjpc2k4q, aosbps68cdxbpvbo3ch7ppvjd, 8zk6kcs75hjevbu61h9n2fkr9",4109836943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467029,2,32,1,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-03-19T15:02:21.089Z,2023-03-19T15:02:21Z,4110175043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467033,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-03-19T15:02:21.089Z,2023-03-19T15:02:23Z,4110175059,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467075,3,1,1,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,50,49.8,2023-03-19T15:02:21.189Z,2023-03-19T15:02:24Z,4110175259,140,36.1,4110175263,141,59.3,4110175271,213,2.7,4110175277,279,S,4110175267,212,16.0,4110175255,56,Back,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467109,4,1,1,0,2,dpp6fex0mdxsxhdct2qf66x5n,1,37,60.3,2023-03-19T15:02:23.877Z,2023-03-19T15:54:31Z,4110175453,141,29.5,4110175487,213,4.2,4110175451,140,25.4,4110175485,212,24.2,4110175449,56,Back,,,,,,,,,,9oq5f3fgf6g9vyc965o35127e,L. Gräwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467165,5,1,1,0,5,dpp6fex0mdxsxhdct2qf66x5n,1,25.1,30.3,2023-03-19T15:02:26.598Z,2023-03-19T15:02:29Z,4110175735,212,14.5,4110175733,141,51.6,4110175731,140,25.7,4110175737,213,1.5,4110175729,56,Back,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467253,6,1,1,0,8,dpp6fex0mdxsxhdct2qf66x5n,1,27.2,59.5,2023-03-19T15:02:29.397Z,2023-03-19T15:02:36Z,4110176213,212,17.3,4110176211,141,84.4,4110176209,140,30.7,4110176207,56,Back,4110176215,213,1.4,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467265,7,1,1,0,15,dpp6fex0mdxsxhdct2qf66x5n,0,33.7,79.7,2023-03-19T15:02:36.582Z,2023-03-19T15:54:37Z,4110176275,141,100.0,4110176711,1,,4110176269,155,,4110176273,140,87.3,4110176279,213,0.3,4110176271,56,Left,4110176277,212,58.1,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467353,3,56,1,0,23,nuaf3wtujl8erbciumch6c65,1,0,0,2023-03-19T15:02:44.200Z,2023-03-19T15:02:44Z,4110176707,56,Back,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467501,4,5,1,0,23,nuaf3wtujl8erbciumch6c65,1,11,-1.4,2023-03-19T15:02:44.287Z,2023-03-19T15:31:46Z,4110177427,347,,4110177441,233,8,4110177423,56,Back,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467363,8,5,1,0,23,dpp6fex0mdxsxhdct2qf66x5n,0,89,101.4,2023-03-19T15:02:44.287Z,2023-03-19T15:02:55Z,4110176725,56,Left,4110176727,347,,4110177473,233,4,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467539,5,1,1,0,33,nuaf3wtujl8erbciumch6c65,0,9.6,0,2023-03-19T15:02:54.100Z,2023-03-19T15:02:56Z,4110177593,1,,4110177581,107,,4110177589,212,28.9,4110177587,141,5.0,4110177585,140,36.8,4110177583,56,Back,4110177591,213,0.2,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522467555,9,8,1,0,36,dpp6fex0mdxsxhdct2qf66x5n,1,67,94.9,2023-03-19T15:02:57.093Z,2023-03-19T15:02:57Z,4110177703,15,,4110177663,56,Left,,,,,,,,,,,,,,,,,,,9oq5f3fgf6g9vyc965o35127e,L. Gräwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
