id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2548741715,9,1,1,0,18,2f7gua216miwsfd83rgjsn4ap,1,32.2,80.9,2023-05-14T14:02:13.356Z,2023-05-14T14:02:17Z,4277702549,140,29.0,4277702553,212,18.7,4277702551,141,53.9,4277702555,213,4.5,4277702547,56,Back,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741761,10,1,1,0,22,2f7gua216miwsfd83rgjsn4ap,1,33.8,46.9,2023-05-14T14:02:17.212Z,2023-05-14T14:02:21Z,4277702725,56,Back,4277702733,213,5.1,4277702729,141,11.0,4277702731,212,26.7,4277702727,140,44.2,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741821,11,1,1,0,26,2f7gua216miwsfd83rgjsn4ap,0,47.5,8.3,2023-05-14T14:02:21.101Z,2023-05-14T14:02:26Z,4277703023,213,0.3,4277703015,56,Center,4277703025,1,,4277703013,155,,4277703021,212,47.2,4277703017,140,90.9,4277703019,141,26.4,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741849,3,52,1,0,33,4moe0x01r1f5w30g38wshyftp,1,7.3,72.6,2023-05-14T14:02:28.373Z,2023-05-14T14:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548741979,4,1,1,0,41,4moe0x01r1f5w30g38wshyftp,1,9.4,64.3,2023-05-14T14:02:36.339Z,2023-05-14T14:02:37Z,4277703793,213,1.3,4277703789,141,83.9,4277703783,123,,4277703787,140,13.5,4277703785,56,Back,4277703791,212,14.0,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742009,5,1,1,0,42,4moe0x01r1f5w30g38wshyftp,1,13.5,83.9,2023-05-14T14:02:37.594Z,2023-05-14T14:03:48Z,4277703933,213,0.3,4277703925,56,Back,4277703927,140,30.5,4277703931,212,18.8,4277703929,141,92.7,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742017,6,1,1,0,46,4moe0x01r1f5w30g38wshyftp,1,30.5,92.7,2023-05-14T14:02:41.138Z,2023-05-14T14:03:12Z,4277703959,140,18.2,4277703961,141,80.9,4277703965,213,3.7,4277703957,56,Back,4277703963,212,15.2,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742111,7,1,1,0,48,4moe0x01r1f5w30g38wshyftp,1,18.2,80.9,2023-05-14T14:02:43.197Z,2023-05-14T14:04:26Z,4277704395,196,,4277704397,56,Back,4277704405,213,4.9,4277704401,141,18.6,4277704407,1,,4277704403,212,42.8,4277704399,140,24.3,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742173,8,1,1,0,54,4moe0x01r1f5w30g38wshyftp,1,26.2,25.9,2023-05-14T14:02:49.194Z,2023-05-14T14:02:53Z,4277704715,140,11.8,4277704713,56,Back,4277704721,213,2.2,4277704717,141,54.8,4277704719,212,24.8,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742195,9,1,1,0,57,4moe0x01r1f5w30g38wshyftp,1,22.2,53.4,2023-05-14T14:02:52.936Z,2023-05-14T14:02:54Z,4277704823,212,21.0,4277704819,140,29.3,4277704821,141,24.6,4277704825,213,5.1,4277704817,56,Back,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742307,10,1,1,1,2,4moe0x01r1f5w30g38wshyftp,0,35.6,11.6,2023-05-14T14:02:57.696Z,2023-05-14T14:03:01Z,4277705297,213,1.0,4277705293,141,100.0,4277705289,56,Left,4277705295,212,71.8,4277705291,140,71.6,4277705287,196,,4277705299,1,,4277705285,155,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742309,11,5,1,1,6,4moe0x01r1f5w30g38wshyftp,0,76.2,101.6,2023-05-14T14:03:01.694Z,2023-05-14T14:04:37Z,4277705307,347,,4277705923,233,12,4277705305,56,Left,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742451,12,5,1,1,6,2f7gua216miwsfd83rgjsn4ap,1,23.8,-1.6,2023-05-14T14:03:01.694Z,2023-05-14T14:05:00Z,4277705905,347,,4277705907,233,11,4277705903,56,Back,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742491,13,1,1,1,17,2f7gua216miwsfd83rgjsn4ap,0,22.6,0,2023-05-14T14:03:12.620Z,2023-05-14T14:03:15Z,4277706121,1,,4277706105,107,,4277706107,56,Back,4277706113,212,23.9,4277706115,213,0.2,4277706109,140,45.1,4277706111,141,3.5,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742517,12,1,1,1,20,4moe0x01r1f5w30g38wshyftp,0,55.4,93.9,2023-05-14T14:03:15.660Z,2023-05-14T14:03:30Z,4277706229,3,,4277706247,212,10.3,4277706243,141,94.1,4277706251,213,0.0,4277706239,140,65.2,4277706233,56,Left,,,,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742545,14,44,1,1,23,2f7gua216miwsfd83rgjsn4ap,1,38.2,4.2,2023-05-14T14:03:18.071Z,2023-05-14T14:04:57Z,4277706385,56,Back,4277706431,233,13,4277706387,285,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742535,13,44,1,1,23,4moe0x01r1f5w30g38wshyftp,0,61.8,95.8,2023-05-14T14:03:18.072Z,2023-05-14T14:03:31Z,4277706333,286,,4277706413,233,14,4277706331,56,Left,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742559,14,61,1,1,24,4moe0x01r1f5w30g38wshyftp,1,65.2,94.1,2023-05-14T14:03:19.074Z,2023-05-14T14:03:33Z,4277706473,56,Left,,,,,,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742549,15,1,1,1,25,2f7gua216miwsfd83rgjsn4ap,0,44.3,3.1,2023-05-14T14:03:20.359Z,2023-05-14T14:03:58Z,4277706397,56,Back,4277707445,3,,4277707455,141,4.4,4277707463,213,0.2,4277707459,212,4.6,4277707449,140,48.6,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742695,15,5,1,1,27,4moe0x01r1f5w30g38wshyftp,0,56,101.6,2023-05-14T14:03:22.412Z,2023-05-14T14:03:36Z,4277707083,56,Left,4277707085,347,,4277707487,233,16,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742667,16,5,1,1,27,2f7gua216miwsfd83rgjsn4ap,1,44,-1.6,2023-05-14T14:03:22.412Z,2023-05-14T14:05:00Z,4277706927,56,Back,4277707469,233,15,4277706929,347,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742845,17,1,1,1,41,2f7gua216miwsfd83rgjsn4ap,0,53,0,2023-05-14T14:03:36.924Z,2023-05-14T14:03:47Z,4277707871,140,78.6,4277707875,141,2.9,4277707879,212,27.0,4277707863,107,,4277707867,56,Right,4277707881,213,0.1,4277707885,1,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742857,16,4,1,1,43,4moe0x01r1f5w30g38wshyftp,1,20.2,94.2,2023-05-14T14:03:38.435Z,2023-05-14T14:03:41Z,4277707927,13,,4277707939,285,,4277707931,56,Back,4277707929,294,,4277707935,152,,4277707941,233,18,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548742851,18,4,1,1,43,2f7gua216miwsfd83rgjsn4ap,0,79.8,5.8,2023-05-14T14:03:38.436Z,2023-05-14T14:03:51Z,4277707947,233,16,4277707923,286,,4277707915,13,,4277707917,56,Right,4277707919,152,,4277708545,294,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743117,17,1,1,2,4,4moe0x01r1f5w30g38wshyftp,1,23.6,88.7,2023-05-14T14:03:59.370Z,2023-05-14T14:04:03Z,4277709205,152,,4277709203,5,,4277709207,56,Back,4277709213,212,22.2,4277709215,213,4.1,4277709209,140,12.3,4277709211,141,61.1,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743135,18,1,1,2,8,4moe0x01r1f5w30g38wshyftp,1,19.9,58.7,2023-05-14T14:04:03.049Z,2023-05-14T14:04:04Z,4277709305,140,29.6,4277709309,212,20.3,4277709311,213,1.0,4277709307,141,84.5,4277709303,56,Back,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743179,19,1,1,2,12,4moe0x01r1f5w30g38wshyftp,0,40,90.2,2023-05-14T14:04:07.624Z,2023-05-14T14:04:08Z,4277709551,212,23.7,4277709549,141,77.8,4277709547,140,61.1,4277709545,56,Center,4277709553,213,5.9,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743221,19,49,1,2,16,2f7gua216miwsfd83rgjsn4ap,1,38.2,22.7,2023-05-14T14:04:11.404Z,2023-05-14T14:05:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743281,20,3,1,2,17,2f7gua216miwsfd83rgjsn4ap,1,37.5,39,2023-05-14T14:04:12.379Z,2023-05-14T14:06:03Z,4277709941,286,,4277709939,56,Back,4277709943,233,20,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743253,20,45,1,2,17,4moe0x01r1f5w30g38wshyftp,0,62.5,61,2023-05-14T14:04:12.379Z,2023-05-14T14:04:18Z,4277709781,285,,4277710027,233,20,4277709779,56,Center,,,,,,,,,,,,,,,,dsjuntinaobizkzy2c47npz3d,C. Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743319,21,1,1,2,21,2f7gua216miwsfd83rgjsn4ap,1,37.6,44,2023-05-14T14:04:16.115Z,2023-05-14T14:04:20Z,4277710165,140,11.4,4277710169,212,27.6,4277710167,141,47.9,4277710171,213,3.0,4277710163,56,Back,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743339,22,1,1,2,26,2f7gua216miwsfd83rgjsn4ap,1,13.1,48.2,2023-05-14T14:04:21.995Z,2023-05-14T14:04:23Z,4277710259,140,25.7,4277710263,212,22.2,4277710261,141,21.9,4277710257,56,Back,4277710265,213,5.3,,,,,,,,,,9qi8kgzemtdhtgdd0ppqsyelm,K. Sindermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743369,23,1,1,2,27,2f7gua216miwsfd83rgjsn4ap,1,25.7,21.9,2023-05-14T14:04:23.020Z,2023-05-14T14:57:10Z,4277710405,56,Back,4277710407,140,20.7,4277710413,213,1.9,4277710409,141,45.2,4277710411,212,16.7,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743407,24,1,1,2,29,2f7gua216miwsfd83rgjsn4ap,1,20.7,45.2,2023-05-14T14:04:24.795Z,2023-05-14T14:05:12Z,4277710613,212,19.7,4277710609,140,29.4,4277710615,213,1.1,4277710611,141,70.8,4277710607,56,Back,,,,,,,,,,9qi8kgzemtdhtgdd0ppqsyelm,K. Sindermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743449,25,1,1,2,34,2f7gua216miwsfd83rgjsn4ap,1,29.4,70.8,2023-05-14T14:04:29.212Z,2023-05-14T14:04:32Z,4277710821,140,47.2,4277710825,212,23.8,4277710819,56,Back,4277710827,213,0.7,4277710823,141,92.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743453,26,50,1,2,37,2f7gua216miwsfd83rgjsn4ap,1,55.8,94.1,2023-05-14T14:04:32.220Z,2023-05-14T14:04:34Z,4277710907,233,21,4277710845,56,Left,4277710849,286,,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743461,21,7,1,2,37,4moe0x01r1f5w30g38wshyftp,1,44.2,5.9,2023-05-14T14:04:32.221Z,2023-05-14T14:04:33Z,4277710891,56,Back,4277710893,285,,4277710889,167,,4277710903,233,26,,,,,,,,,,,,,dsjuntinaobizkzy2c47npz3d,C. Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743463,22,5,1,2,38,4moe0x01r1f5w30g38wshyftp,0,44.3,-1.4,2023-05-14T14:04:33.242Z,2023-05-14T14:04:39Z,4277710895,56,Back,4277711143,233,27,4277710897,347,,,,,,,,,,,,,,,,,dsjuntinaobizkzy2c47npz3d,C. Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743517,27,5,1,2,38,2f7gua216miwsfd83rgjsn4ap,1,55.7,101.4,2023-05-14T14:04:33.242Z,2023-05-14T14:05:00Z,4277711107,56,Left,4277711109,347,,4277711125,233,22,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743629,28,1,1,2,43,2f7gua216miwsfd83rgjsn4ap,1,60.5,100,2023-05-14T14:04:38.763Z,2023-05-14T14:04:46Z,4277711603,213,6.1,4277711605,1,,4277711595,141,93.8,4277711591,140,91.9,4277711599,212,33.4,4277711585,56,Left,4277711581,107,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743641,29,1,1,2,51,2f7gua216miwsfd83rgjsn4ap,0,97.1,75.6,2023-05-14T14:04:46.475Z,2023-05-14T14:04:48Z,4277711657,141,52.4,4277711653,56,Center,4277711713,195,,4277711661,213,4.5,4277711655,140,93.8,4277711659,212,16.2,,,,,,,6pgjx4bd90q1d1vof7bonhjx0,L. Elmazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743645,23,12,1,2,51,4moe0x01r1f5w30g38wshyftp,1,3.7,46.4,2023-05-14T14:04:46.856Z,2023-05-14T14:04:48Z,4277711675,213,4.5,4277711671,141,9.8,4277711669,140,0.0,4277711695,167,,4277711673,212,25.3,4277711667,56,Back,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743647,24,6,1,2,52,4moe0x01r1f5w30g38wshyftp,0,0,16.6,2023-05-14T14:04:47.849Z,2023-05-14T14:04:53Z,4277711679,56,Back,4277711883,233,30,4277711681,73,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548743695,30,6,1,2,52,2f7gua216miwsfd83rgjsn4ap,1,100,83.4,2023-05-14T14:04:47.849Z,2023-05-14T14:04:58Z,4277711873,233,24,4277711867,56,Left,4277711869,73,,,,,,,,,,,,,,,,,6pgjx4bd90q1d1vof7bonhjx0,L. Elmazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548744059,31,1,1,3,22,2f7gua216miwsfd83rgjsn4ap,1,99.5,99.5,2023-05-14T14:05:17.083Z,2023-05-14T14:05:44Z,4277715235,154,,4277713639,2,,4277713649,56,Center,4277715233,210,13,4277713641,6,,4277713653,141,59.9,4277713657,212,27.1,4277713661,213,4.6,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,1,4277713651,140,96.3,4277713643,155,4277713647,223,,,,,,,,,,,,,,,,,,,,,,
2548744063,32,13,1,3,26,2f7gua216miwsfd83rgjsn4ap,1,96.3,59.9,2023-05-14T14:05:21.211Z,2023-05-14T14:05:44Z,4277715251,102,59.5,4277715241,73,,4277713673,61,,4277715255,328,,4277715243,29,,4277715247,55,31,4277715245,154,,4277715253,103,2.8,ikr5jm07viu4wblicjededt6,E. Touon,,4277715257,391,,4277713675,56,4277715261,231,Center,52.3,4277714725,25,4277715259,230,99.4,4277714727,72,,,,,,,,,,,,,
2548744019,25,5,1,3,26,4moe0x01r1f5w30g38wshyftp,1,-1.2,40.6,2023-05-14T14:05:21.530Z,2023-05-14T14:06:13Z,4277713411,346,,4277713407,56,Back,4277713879,233,33,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548744097,33,5,1,3,26,2f7gua216miwsfd83rgjsn4ap,0,101.2,59.4,2023-05-14T14:05:21.530Z,2023-05-14T14:28:40Z,4277713841,56,Center,4277713883,233,25,4277713843,346,,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548744259,26,1,1,3,38,4moe0x01r1f5w30g38wshyftp,1,5,37,2023-05-14T14:05:33.182Z,2023-05-14T14:06:14Z,4277714575,124,,4277714591,237,,4277714577,56,Back,4277714585,213,0.8,4277714581,141,88.0,4277714579,140,34.8,4277714583,212,46.7,4277714587,1,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
