id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/8/value,qualifier/9/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2479476257,1,34,16,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-10-30T14:13:34.595Z,2022-10-30T15:06:33Z,3883676037,130,18,3883676033,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883676035,59,"30, 14, 27, 23, 9, 5, 18, 13, 22, 11, 6, 8, 10, 17, 19, 20, 24, 26, 31, 37",3883676031,30,"cc32rolkcvyuul5t2uearz0mh, 7cisqfcp1zysc12owj5j4zpx, u8p6vsrl3b7ndbj3cj5owlih, yfdg1l58kdyyuodyqjwhwbth, 20ah7xw9zhbmaakbwzjzw0kph, 865nmkmx9qstpt90gc7bvp5ud, 7ektyvpzu0yj1b9dm7yfkxh3p, 8s3zfsb1yqt3trc1n9jcxiol, cdzfyzjbmsg88l4r24mwx1ryt, 6mj7z1yytw7jrbnbpu2mqyezu, 4f16klwhusyiwjej79nx4y76x, 31cikgu3amy77e8452p6rj816, 7mfl844y4zw1u07g3owaxyaga, 5p9ksw9re1j1ka7d3wm91pgid, 874o1s057ddcizshsu10wu6t, dsjuntinaobizkzy2c47npz3d, 2f4mu47m5t1lhn9sp4umhjtp0, d5egroaxxqgc7dent1w6f2ve2, 1bhxludmxbzt0fkkmxcuxrtas, 9refy9w1tnwu5kt3heoo3x0yc",3883676039,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883965087,197,13485,3883676041,194,7ektyvpzu0yj1b9dm7yfkxh3p,3883676043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479481221,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-10-30T14:16:46.818Z,2022-10-30T15:03:01Z,3883702371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883978427,197,17523,3883702359,30,"3loe8qn8nalk7liisl2hx891x, 49bajqj50h6lrbk4gt30eeodl, cbofbntctfuhr1vqpn7eywt05, 9lt9pjnkuty7j6uwd5cvctwbt, eyx4psuhprqtodl08iimdwb11, dqpv2janh4g4qkiqx7h7vs8gl, 6c9ed4z6hw7s5v8c9631algid, 6l7cq8gkjb8r4i50vsd4xoo2x, ch8ce5l6elqfogji42wyyedat, f4g9co8i52ygweie4jjnvja39, elrnwzbk985f5j49tn9gg9rai, 52w10pe7mkfv4twb2p2c5ugnp, 9hmgd3x5tekj4fnf0zju3i1ud, 23kah59nbx1m7ro3imaaevoph, 42ah6u2wvj5tjuojzhtjiy6s5, 9e0vedknf3fgtc6ro1y8twixh, 9vgflgmrmvq8i95t3n70sur55, b8jaoqvq01ot0l9yp0b0btwid, 1r2f06zhqa678zqwq034m0fkl, 8g7i716knbylzqefolzb7l2vp",3883702363,59,"1, 2, 13, 5, 4, 6, 10, 8, 21, 11, 29, 7, 9, 14, 17, 20, 23, 24, 30, 31",3883702367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883702369,194,dqpv2janh4g4qkiqx7h7vs8gl,3883702365,130,8,3883702361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531711,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-10-30T15:00:20.701Z,2022-10-30T15:00:20Z,3883973875,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531729,2,32,1,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-10-30T15:00:20.701Z,2022-10-30T15:00:22Z,3883973965,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531753,3,13,1,0,1,6bl19flj1eggw2gw7sya19bof,1,49.9,49.7,2022-10-30T15:00:22.117Z,2022-10-30T15:00:38Z,3883975039,231,50,3883975035,458,,3883975025,102,33.9,3883975029,103,2.8,3883975017,75,,3883974117,56,Back,3883975037,230,98.1,3883974509,72,,f4g9co8i52ygweie4jjnvja39,A. Popp,3883974113,22,3883974115,19,3883974119,279,S,,,,,,,,,,,,,,,,,,,,,,,,
2479531771,3,5,1,0,4,4moe0x01r1f5w30g38wshyftp,1,-0.8,67.2,2022-10-30T15:00:25.444Z,2022-10-30T15:00:26Z,3883974201,346,,3883974263,233,4,3883974199,56,Back,,,,,,,,,,,,,,,,4f16klwhusyiwjej79nx4y76x,R. Wichmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531775,4,5,1,0,4,6bl19flj1eggw2gw7sya19bof,0,100.8,32.8,2022-10-30T15:00:25.444Z,2022-10-30T15:09:10Z,3883974279,233,3,3883974217,56,Center,3883974219,346,,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531957,4,1,1,0,19,4moe0x01r1f5w30g38wshyftp,1,4.1,54.2,2022-10-30T15:00:40.209Z,2022-10-30T15:00:43Z,3883975347,213,5.1,3883975343,212,20.1,3883975355,237,,3883975339,141,27.1,3883975335,56,Back,3883975337,140,11.8,3883975333,124,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531981,5,1,1,0,22,4moe0x01r1f5w30g38wshyftp,1,11.8,27.1,2022-10-30T15:00:43.584Z,2022-10-30T15:00:45Z,3883975469,140,25.4,3883975467,56,Back,3883975473,212,19.1,3883975471,141,8.5,3883975475,213,5.6,,,,,,,,,,20ah7xw9zhbmaakbwzjzw0kph,K. Schiechtl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532079,6,1,1,0,25,4moe0x01r1f5w30g38wshyftp,1,25.5,8.5,2022-10-30T15:00:45.825Z,2022-10-30T15:00:53Z,3883975939,155,,3883975951,1,,3883975941,56,Right,3883975945,141,15.0,3883975949,213,0.1,3883975947,212,40.0,3883975943,140,63.4,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
