id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/13/value
2521400511,249,1,1,24,47,bpx4ib85d65u9oyhglkt36k1b,0,40.5,92.9,2023-03-18T12:26:19.373Z,2023-03-18T12:26:23Z,4104558469,56,Left,4104558471,140,79.6,4104558477,213,6.3,4104558479,1,,4104558473,141,92.7,4104558467,157,,4104558475,212,41.1,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400479,225,61,1,24,48,4e5523it4v7s6kkakelbj9si5,1,58.2,2.2,2023-03-18T12:26:20.353Z,2023-03-18T12:26:20Z,4104558321,56,Right,,,,,,,,,,,,,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400595,226,4,1,24,55,4e5523it4v7s6kkakelbj9si5,1,17.9,27.7,2023-03-18T12:26:26.812Z,2023-03-18T12:26:45Z,4104558895,285,,4104558883,13,,4104558893,152,,4104558889,56,Back,4104558887,294,,4104558925,233,250,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400585,250,4,1,24,55,bpx4ib85d65u9oyhglkt36k1b,0,82.1,72.3,2023-03-18T12:26:26.813Z,2023-03-18T12:26:45Z,4104558931,233,226,4104558835,13,,4104558839,56,Center,4104558843,286,,4104558841,152,,4104558837,294,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400889,227,1,1,25,19,4e5523it4v7s6kkakelbj9si5,1,18.2,30.1,2023-03-18T12:26:50.900Z,2023-03-18T12:26:53Z,4104560427,189,,4104560395,152,,4104560399,140,27.3,4104560401,141,21.8,4104560393,5,,4104560403,212,11.1,4104560397,56,Back,4104560405,213,5.7,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400905,228,1,1,25,22,4e5523it4v7s6kkakelbj9si5,1,28.7,22.4,2023-03-18T12:26:53.540Z,2023-03-18T12:26:54Z,4104560479,56,Back,4104560487,213,2.2,4104560485,212,17.9,4104560481,140,19.0,4104560483,141,44.0,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400925,229,1,1,25,22,4e5523it4v7s6kkakelbj9si5,1,19,44,2023-03-18T12:26:54.356Z,2023-03-18T12:27:08Z,4104560567,140,24.3,4104560571,212,29.2,4104560565,56,Back,4104560569,141,86.1,4104560573,213,1.4,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521400971,230,1,1,25,24,4e5523it4v7s6kkakelbj9si5,1,24.3,86.1,2023-03-18T12:26:55.572Z,2023-03-18T12:26:58Z,4104560781,141,61.7,4104560777,56,Back,4104560785,213,4.4,4104560779,140,18.9,4104560783,212,17.5,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401043,231,1,1,25,27,4e5523it4v7s6kkakelbj9si5,1,18.9,61.7,2023-03-18T12:26:58.819Z,2023-03-18T12:27:09Z,4104561083,140,28.5,4104561089,212,31.5,4104561087,141,17.8,4104561081,56,Back,4104561091,213,5.0,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401097,232,1,1,25,32,4e5523it4v7s6kkakelbj9si5,1,28.5,17.8,2023-03-18T12:27:04.195Z,2023-03-18T12:27:07Z,4104561363,140,31.1,4104561371,212,11.2,4104561359,56,Back,4104561367,141,33.8,4104561375,213,1.3,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401167,233,1,1,25,39,4e5523it4v7s6kkakelbj9si5,1,34.3,45.7,2023-03-18T12:27:10.596Z,2023-03-18T12:27:12Z,4104561689,213,0.8,4104561683,140,47.4,4104561681,56,Back,4104561687,212,19.4,4104561685,141,65.9,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401213,234,1,1,25,40,4e5523it4v7s6kkakelbj9si5,1,47.4,65.9,2023-03-18T12:27:12.147Z,2023-03-18T12:27:14Z,4104561863,141,86.1,4104561865,212,13.8,4104561867,213,1.5,4104561859,56,Back,4104561861,140,48.5,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401261,235,1,1,25,42,4e5523it4v7s6kkakelbj9si5,1,57.2,89.1,2023-03-18T12:27:14.196Z,2023-03-18T12:27:16Z,4104562085,140,65.5,4104562087,141,75.9,4104562091,213,5.5,4104562083,56,Center,4104562089,212,12.5,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401325,236,2,1,25,44,4e5523it4v7s6kkakelbj9si5,1,65.5,75.9,2023-03-18T12:27:16.180Z,2023-03-18T12:27:20Z,4104562349,140,82.8,4104562353,141,87.3,4104562345,56,Left,4104562341,7,9kmt7flw7n65qmfe0euadfd1x,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401335,251,55,1,25,44,bpx4ib85d65u9oyhglkt36k1b,1,18.8,19.1,2023-03-18T12:27:16.181Z,2023-03-18T12:40:43Z,,,,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401517,252,1,1,25,59,bpx4ib85d65u9oyhglkt36k1b,1,21.2,9.5,2023-03-18T12:27:30.765Z,2023-03-18T12:27:32Z,4104563175,212,7.5,4104563167,241,,4104563173,141,20.3,4104563177,213,1.8,4104563165,5,,4104563171,140,19.9,4104563169,56,Back,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401539,253,1,1,26,0,bpx4ib85d65u9oyhglkt36k1b,1,19.9,20.3,2023-03-18T12:27:31.884Z,2023-03-18T12:27:34Z,4104563289,56,Back,4104563293,141,42.1,4104563291,140,22.8,4104563297,213,1.4,4104563295,212,15.1,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401573,254,1,1,26,2,bpx4ib85d65u9oyhglkt36k1b,1,22.8,44.3,2023-03-18T12:27:34.061Z,2023-03-18T12:27:36Z,4104563425,212,14.6,4104563427,213,2.2,4104563421,140,14.3,4104563423,141,61.2,4104563419,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401593,255,1,1,26,4,bpx4ib85d65u9oyhglkt36k1b,1,14.3,62,2023-03-18T12:27:36.061Z,2023-03-18T12:27:39Z,4104563543,140,18.4,4104563549,213,1.2,4104563545,141,76.4,4104563547,212,10.7,4104563541,56,Back,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401663,256,1,1,26,7,bpx4ib85d65u9oyhglkt36k1b,1,19.7,77,2023-03-18T12:27:38.941Z,2023-03-18T12:27:44Z,4104563903,212,22.4,4104563905,213,4.8,4104563897,56,Back,4104563899,140,22.1,4104563901,141,44.3,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401719,257,1,1,26,12,bpx4ib85d65u9oyhglkt36k1b,1,27.8,36,2023-03-18T12:27:44.204Z,2023-03-18T12:27:48Z,4104564197,56,Back,4104564201,141,59.9,4104564203,212,16.3,4104564205,213,1.5,4104564199,140,28.4,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401769,258,1,1,26,16,bpx4ib85d65u9oyhglkt36k1b,1,31.3,64.9,2023-03-18T12:27:48.109Z,2023-03-18T12:27:52Z,4104564463,141,95.4,4104564467,213,0.8,4104564465,212,29.4,4104564459,56,Left,4104564461,140,51.2,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401787,259,1,1,26,21,bpx4ib85d65u9oyhglkt36k1b,1,62.6,93.8,2023-03-18T12:27:52.684Z,2023-03-18T12:27:53Z,4104564545,141,77.8,4104564547,212,11.3,4104564541,56,Center,4104564543,140,65.6,4104564549,213,5.0,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401809,260,1,1,26,22,bpx4ib85d65u9oyhglkt36k1b,1,64.4,77.8,2023-03-18T12:27:53.789Z,2023-03-18T12:27:56Z,4104564665,141,56.7,4104564669,213,4.4,4104564663,140,59.8,4104564661,56,Center,4104564667,212,15.1,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401843,261,1,1,26,24,bpx4ib85d65u9oyhglkt36k1b,1,56.9,56.9,2023-03-18T12:27:55.996Z,2023-03-18T12:27:59Z,4104564819,141,30.1,4104564823,213,4.6,4104564821,212,18.3,4104564811,56,Center,4104564815,140,55.1,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401925,262,1,1,26,27,bpx4ib85d65u9oyhglkt36k1b,1,58.3,27.1,2023-03-18T12:27:59.037Z,2023-03-18T12:28:04Z,4104565221,140,76.3,4104565227,213,5.6,4104565225,212,23.8,4104565219,56,Right,4104565223,141,5.8,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401949,263,1,1,26,32,bpx4ib85d65u9oyhglkt36k1b,1,71.5,12.2,2023-03-18T12:28:04.060Z,2023-03-18T12:28:05Z,4104565325,140,78.2,4104565323,56,Center,4104565329,212,15.1,4104565331,213,1.1,4104565327,141,31.8,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521401999,264,1,1,26,34,bpx4ib85d65u9oyhglkt36k1b,1,78.2,31.8,2023-03-18T12:28:05.580Z,2023-03-18T12:28:08Z,4104565545,140,77.1,4104565543,56,Right,4104565551,213,4.6,4104565549,212,14.2,4104565547,141,11.0,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402011,265,1,1,26,36,bpx4ib85d65u9oyhglkt36k1b,1,78.1,9.5,2023-03-18T12:28:08.107Z,2023-03-18T12:28:09Z,4104565629,56,Right,4104565633,141,18.6,4104565631,140,63.0,4104565635,212,17.0,4104565637,213,2.8,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402055,266,1,1,26,37,bpx4ib85d65u9oyhglkt36k1b,1,63,18.6,2023-03-18T12:28:09.261Z,2023-03-18T12:28:11Z,4104565791,213,1.2,4104565787,141,44.9,4104565785,140,69.6,4104565789,212,19.2,4104565783,56,Center,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402157,267,1,1,26,44,bpx4ib85d65u9oyhglkt36k1b,1,72.8,42.1,2023-03-18T12:28:15.436Z,2023-03-18T12:28:16Z,4104566235,213,5.7,4104566233,212,25.5,4104566229,140,92.7,4104566227,56,Right,4104566231,141,20.7,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402185,268,1,1,26,45,bpx4ib85d65u9oyhglkt36k1b,0,93.6,20,2023-03-18T12:28:16.636Z,2023-03-18T12:28:18Z,4104566345,141,42.1,4104566343,140,96.5,4104566349,213,1.4,4104566339,155,,4104566337,2,,4104566347,212,15.3,4104566341,56,Center,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402217,237,12,1,26,46,4e5523it4v7s6kkakelbj9si5,1,5.7,65.1,2023-03-18T12:28:17.972Z,2023-03-18T12:28:19Z,4104566517,56,Back,4104566525,213,0.6,4104566523,212,15.8,4104566539,15,,4104566521,141,77.7,4104566519,140,18.3,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402241,269,44,1,26,49,bpx4ib85d65u9oyhglkt36k1b,1,83,27.6,2023-03-18T12:28:20.796Z,2023-03-18T12:28:22Z,4104566607,56,Center,4104566727,233,238,4104566609,286,,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402261,238,44,1,26,49,4e5523it4v7s6kkakelbj9si5,0,17,72.4,2023-03-18T12:28:20.797Z,2023-03-18T12:28:22Z,4104566685,285,,4104566747,233,269,4104566683,56,Back,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402309,270,1,1,26,49,bpx4ib85d65u9oyhglkt36k1b,1,84.2,33,2023-03-18T12:28:20.988Z,2023-03-18T12:28:24Z,4104566925,141,21.9,4104566917,56,Center,4104566921,140,88.0,4104566927,212,8.5,4104566915,3,,4104566931,213,5.2,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402333,271,1,1,26,53,bpx4ib85d65u9oyhglkt36k1b,0,84.1,19.4,2023-03-18T12:28:24.428Z,2023-03-18T12:28:25Z,4104567013,212,23.5,4104567007,56,Center,4104567005,155,,4104567015,213,1.2,4104567003,2,,4104567011,141,52.1,4104567009,140,91.4,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402379,239,12,1,26,53,4e5523it4v7s6kkakelbj9si5,1,11.7,45.7,2023-03-18T12:28:25.348Z,2023-03-18T12:28:29Z,4104567235,213,0.6,4104567231,141,68.4,4104567227,56,Back,4104567233,212,28.5,4104567229,140,34.5,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402389,272,1,1,26,56,bpx4ib85d65u9oyhglkt36k1b,0,71.4,37.6,2023-03-18T12:28:28.173Z,2023-03-18T12:28:29Z,4104567277,213,0.7,4104567271,140,86.4,4104567269,56,Center,4104567275,212,21.1,4104567267,3,,4104567273,141,58.2,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402417,240,12,1,26,57,4e5523it4v7s6kkakelbj9si5,1,14.3,62.6,2023-03-18T12:28:29.124Z,2023-03-18T12:28:31Z,4104567397,56,Back,4104567403,212,12.2,4104567401,141,66.5,4104567399,140,25.6,4104567405,213,0.2,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402419,273,44,1,26,59,bpx4ib85d65u9oyhglkt36k1b,1,75.1,41.4,2023-03-18T12:28:31.212Z,2023-03-18T12:28:32Z,4104567413,286,,4104567447,233,241,4104567411,56,Center,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402423,241,44,1,26,59,4e5523it4v7s6kkakelbj9si5,0,24.9,58.6,2023-03-18T12:28:31.213Z,2023-03-18T12:28:32Z,4104567433,285,,4104567431,56,Back,4104567483,233,273,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402443,274,1,1,27,0,bpx4ib85d65u9oyhglkt36k1b,0,75.8,49.4,2023-03-18T12:28:31.405Z,2023-03-18T12:28:32Z,4104567495,3,,4104567505,141,53.1,4104567511,213,0.2,4104567509,212,10.2,4104567497,56,Center,4104567501,140,85.2,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403167,243,12,1,27,3,4e5523it4v7s6kkakelbj9si5,1,16.6,63.3,2023-03-18T12:28:34.868Z,2023-03-18T12:29:17Z,4104570861,141,66.8,4104570859,140,25.3,4104570865,213,0.3,4104570857,56,Back,4104570863,212,9.4,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402479,275,61,1,27,3,bpx4ib85d65u9oyhglkt36k1b,1,73.7,36.7,2023-03-18T12:28:35.373Z,2023-03-18T12:28:35Z,4104567695,56,Center,,,,,,,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402499,242,61,1,27,5,4e5523it4v7s6kkakelbj9si5,1,21,75.6,2023-03-18T12:28:36.416Z,2023-03-18T12:28:36Z,4104567757,56,Back,,,,,,,,,,,,,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402521,276,1,1,27,5,bpx4ib85d65u9oyhglkt36k1b,1,74.6,47.6,2023-03-18T12:28:36.860Z,2023-03-18T12:28:38Z,4104567855,140,73.1,4104567857,141,41.6,4104567853,56,Center,4104567859,212,4.4,4104567861,213,4.3,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521402579,277,1,1,27,6,bpx4ib85d65u9oyhglkt36k1b,1,73.1,41.6,2023-03-18T12:28:37.916Z,2023-03-18T12:29:35Z,4104568161,140,78.2,4104568175,213,0.6,4104568157,56,Center,4104568171,212,6.7,4104571775,22,,4104568169,141,47.5,4104571773,210,16,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2521402585,278,16,1,27,9,bpx4ib85d65u9oyhglkt36k1b,1,81.9,43.5,2023-03-18T12:28:40.509Z,2023-03-18T12:29:36Z,4104571809,215,,4104571801,55,277,4104571799,29,,4104569117,375,27:07.960,4104571813,231,48.6,4104571811,230,98.5,4104568207,56,Center,4104568203,22,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,4104571797,76,,4104571805,102,,4104571807,103,5.7,4104572187,18,,4104569113,374,54.4,4104571817,274,4104571815,138,4104569109,20,,,,,,,,,2023-03-18 12:28:39.338,,,
2521403453,244,1,1,28,0,4e5523it4v7s6kkakelbj9si5,1,49.8,49.9,2023-03-18T12:29:32.196Z,2023-03-18T12:29:34Z,4104572075,56,Back,4104572083,213,3.2,4104572085,279,G,4104572079,141,48.8,4104572077,140,32.9,4104572081,212,17.8,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403475,245,1,1,28,3,4e5523it4v7s6kkakelbj9si5,1,32.9,48.8,2023-03-18T12:29:34.676Z,2023-03-18T12:29:37Z,4104572221,141,60.5,4104572219,140,28.1,4104572217,56,Back,4104572225,213,2.1,4104572223,212,9.4,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403527,246,1,1,28,4,4e5523it4v7s6kkakelbj9si5,1,28.1,60.5,2023-03-18T12:29:36.100Z,2023-03-18T12:29:39Z,4104572485,141,25.0,4104572487,212,24.1,4104572481,56,Back,4104572483,140,28.3,4104572489,213,4.7,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403559,247,1,1,28,7,4e5523it4v7s6kkakelbj9si5,1,28.3,25,2023-03-18T12:29:39.124Z,2023-03-18T12:29:41Z,4104572619,141,32.3,4104572623,213,0.6,4104572621,212,9.4,4104572615,56,Back,4104572617,140,35.9,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403581,248,1,1,28,10,4e5523it4v7s6kkakelbj9si5,0,35.9,32.3,2023-03-18T12:29:41.683Z,2023-03-18T12:29:44Z,4104572867,236,,4104572693,56,Back,4104572699,212,6.9,4104572701,213,3.4,4104572695,140,29.6,4104572873,286,,4104572697,141,29.5,4104572869,233,279,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403603,279,74,1,28,10,bpx4ib85d65u9oyhglkt36k1b,1,70.4,76.7,2023-03-18T12:29:41.684Z,2023-03-18T12:51:25Z,4104572827,285,,4104572825,56,Center,4104572899,233,248,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403619,280,1,1,28,12,bpx4ib85d65u9oyhglkt36k1b,0,74.1,75.4,2023-03-18T12:29:43.411Z,2023-03-18T12:34:58Z,4104572917,140,74.1,4104572923,213,4.7,4104572957,236,,4104572915,56,Center,4104572959,233,249,4104572921,212,1.1,4104572919,141,73.8,4104572963,286,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403611,249,74,1,28,12,4e5523it4v7s6kkakelbj9si5,1,30.5,26.6,2023-03-18T12:29:43.412Z,2023-03-18T12:51:26Z,4104572997,233,280,4104572851,56,Back,4104572853,285,,,,,,,,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403729,250,1,1,28,16,4e5523it4v7s6kkakelbj9si5,1,13.1,42.4,2023-03-18T12:29:47.700Z,2023-03-18T12:29:51Z,4104573483,56,Back,4104573489,212,17.3,4104573487,141,65.6,4104573485,140,19.8,4104573491,213,1.2,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403751,251,1,1,28,19,4e5523it4v7s6kkakelbj9si5,1,25.1,68.3,2023-03-18T12:29:51.316Z,2023-03-18T12:29:52Z,4104573589,212,10.9,4104573583,56,Back,4104573591,213,6.3,4104573585,140,35.5,4104573587,141,68.1,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403833,252,1,1,28,21,4e5523it4v7s6kkakelbj9si5,1,35.5,68.1,2023-03-18T12:29:52.692Z,2023-03-18T12:29:56Z,4104573969,213,3.8,4104573963,140,24.0,4104573965,141,55.1,4104573961,56,Back,4104573967,212,15.0,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403925,253,1,1,28,24,4e5523it4v7s6kkakelbj9si5,1,23.7,51.8,2023-03-18T12:29:56.179Z,2023-03-18T12:30:01Z,4104574399,140,29.9,4104574401,141,10.4,4104574403,212,28.9,4104574397,56,Back,4104574405,213,4.9,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403939,254,1,1,28,29,4e5523it4v7s6kkakelbj9si5,0,42.2,7.4,2023-03-18T12:30:01.284Z,2023-03-18T12:30:02Z,4104574475,140,60.0,4104574477,141,6.4,4104574479,212,18.7,4104574481,213,6.2,4104574473,56,Right,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403979,281,8,1,28,32,bpx4ib85d65u9oyhglkt36k1b,1,55.5,95.9,2023-03-18T12:30:04.059Z,2023-03-18T12:30:09Z,4104574695,56,Left,,,,,,,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521403985,255,5,1,28,32,4e5523it4v7s6kkakelbj9si5,1,51.3,-1.6,2023-03-18T12:30:04.228Z,2023-03-18T12:30:41Z,4104574729,347,,4104577711,233,282,4104574725,56,Right,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521404019,282,5,1,28,32,bpx4ib85d65u9oyhglkt36k1b,0,48.7,101.6,2023-03-18T12:30:04.228Z,2023-03-18T12:32:53Z,4104577721,233,255,4104574859,56,Back,4104574861,347,,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521404243,256,1,1,28,44,4e5523it4v7s6kkakelbj9si5,1,57,0,2023-03-18T12:30:16.212Z,2023-03-18T12:30:47Z,4104575853,140,63.3,4104575859,213,0.8,4104575855,141,8.5,4104577967,107,,4104575857,212,9.4,4104575851,56,Right,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
