id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2490390005,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-12-11T14:14:06.143Z,2022-12-11T15:19:11Z,3940960497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941129803,197,17496,3940960499,194,aemsodynsywxzi5m7czbenob9,3940960501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940960493,59,"32, 23, 25, 8, 14, 5, 21, 22, 7, 20, 17, 6, 9, 10, 11, 13, 18, 19, 30, 33",3940960495,130,2,3940960489,30,"biomno1rhjrnhw59fs2yisktm, 536gqq71ria9n0bbncfzagru, b9gxo2rldtuz9mi8lzgnm0mxg, c45vx4712w32k3ttlgoijkhuy, 2g09uohghh7k9c8de566k2led, d11imdjqgfg7c0vo1te98rvv8, mx0xcrbamcrs77w7socdzv11, 1tq2p5cd8gwndv33rrfl7zlxx, 380wlef6rk03khlb0t5elb04q, 7xplwmgnz56mfkdwnjwep632s, aemsodynsywxzi5m7czbenob9, c6g4g3t6fi6pg14zdmw3uvasq, cwego71othceguyo85tw2m4iy, 4trepwlcclo2elj3epyrs0ep6, qirr699c3gjdqq420ssd9vit, 6snu37yc5c4kl9i3eg92ndams, 52kz98tyx3a6hppwyg3nzcf10, 2b6315hlohr62lm3xzz5qidey, 4ka05s9qgwog73yx3dsyp1s7o, 3l3ieiqvyz79tzfkniys3ifl6",3940960491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490391651,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-12-11T14:15:44.083Z,2022-12-11T15:02:47Z,3940969571,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3940969583,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940969569,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 8az7xzsavwdqyuhal2yxml10q, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 5hdjbf8idy50wlf0d6qi3lk9h, 8fvhkgu9pio9hcs0qhndw1239, 6el60ixesyykp18873zddqve2, epxe17rtw23fpslr1e6cxlffu, 6pgjx4bd90q1d1vof7bonhjx0, 9qi8kgzemtdhtgdd0ppqsyelm, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, dtj0nm0mjqz704pm3olqihf55, f01nw6jfywo13d30t2j6lmivo, ccwb5o1w1wuxfie257h1m3hn8, 6i71063juhqq2d35riwhr1uqx, 6zmrvcurwjzt9y07c85s24r85, 3ucjekvg77wnqsybahjae5iei",3940969573,59,"12, 19, 3, 6, 16, 18, 13, 23, 9, 10, 11, 1, 4, 5, 7, 14, 15, 17, 21, 25",3941133709,197,17872,3940969581,194,9uu3awe8j2wf502ke5l9nwg5x,3940969579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940969577,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420971,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-12-11T15:01:48.652Z,2022-12-11T15:01:54Z,3941130699,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420915,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-12-11T15:01:48.652Z,2022-12-11T15:01:48Z,3941130437,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420937,3,1,1,0,1,bax97wqmyvdu4xygi7wzcvdzd,1,50.3,50.6,2022-12-11T15:01:49.752Z,2022-12-11T15:47:56Z,3941130517,279,S,3941130515,213,3.4,3941130509,140,40.6,3941130513,212,10.5,3941130511,141,46.9,3941130507,56,Back,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420961,4,1,1,0,2,bax97wqmyvdu4xygi7wzcvdzd,1,44.6,48.4,2022-12-11T15:01:50.921Z,2022-12-11T15:47:59Z,3941130633,56,Center,3941130635,140,55.7,3941130639,212,13.7,3941130643,213,0.6,3941130637,141,59.1,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420973,5,1,1,0,3,bax97wqmyvdu4xygi7wzcvdzd,1,55.7,59.1,2022-12-11T15:01:52.425Z,2022-12-11T15:48:00Z,3941130705,141,67.9,3941130703,140,52.2,3941130701,56,Center,3941130707,212,7.0,3941130709,213,2.1,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490420997,6,1,1,0,5,bax97wqmyvdu4xygi7wzcvdzd,0,51.9,67.6,2022-12-11T15:01:54.490Z,2022-12-11T15:01:58Z,3941130831,140,88.5,3941130827,155,,3941130829,56,Left,3941130833,141,88.3,3941130835,212,40.9,3941130839,1,,3941130837,213,0.4,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490421015,3,49,1,0,9,2f7gua216miwsfd83rgjsn4ap,1,12.1,16.1,2022-12-11T15:01:58.361Z,2022-12-11T15:01:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490421037,4,12,1,0,10,2f7gua216miwsfd83rgjsn4ap,1,12.1,16.1,2022-12-11T15:01:58.681Z,2022-12-11T15:02:00Z,3941131055,167,,3941131037,56,Back,3941131041,141,0.0,3941131039,140,5.5,3941131043,212,13.9,3941131045,213,4.2,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
