id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/14/value,assist
2476160027,4,5,1,0,12,bpx4ib85d65u9oyhglkt36k1b,0,49.9,101,2022-10-23T12:03:54.440Z,2022-10-23T12:04:08Z,3866066579,56,Back,3866066581,347,,3866067833,233,8,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160279,8,5,1,0,12,6bl19flj1eggw2gw7sya19bof,1,50.1,-1,2022-10-23T12:03:54.440Z,2022-10-23T12:46:09Z,3866067797,233,4,3866067783,56,Right,3866067785,347,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160381,9,1,1,0,26,6bl19flj1eggw2gw7sya19bof,0,51.4,0,2022-10-23T12:04:07.748Z,2022-10-23T12:04:13Z,3866068269,212,17.9,3866068261,107,,3866068263,56,Right,3866068267,141,13.0,3866068265,140,65.6,3866068271,213,0.6,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160365,5,44,1,0,28,bpx4ib85d65u9oyhglkt36k1b,1,29.9,90.2,2022-10-23T12:04:10.424Z,2022-10-23T12:04:13Z,3866068191,56,Back,3866068337,233,10,3866068193,285,,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160391,10,44,1,0,28,6bl19flj1eggw2gw7sya19bof,0,70.1,9.8,2022-10-23T12:04:10.425Z,2022-10-23T12:04:14Z,3866068307,286,,3866068305,56,Right,3866068423,233,5,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160389,6,1,1,0,29,bpx4ib85d65u9oyhglkt36k1b,0,25.5,94.1,2022-10-23T12:04:10.887Z,2022-10-23T12:04:13Z,3866068303,213,0.1,3866068299,141,96.9,3866068295,56,Back,3866068301,212,15.0,3866068297,140,39.7,3866068293,3,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160417,11,1,1,0,32,6bl19flj1eggw2gw7sya19bof,0,60.3,12,2022-10-23T12:04:13.541Z,2022-10-23T12:04:17Z,3866068459,213,1.0,3866068451,140,65.1,3866068441,155,,3866068447,56,Center,3866068457,212,8.7,3866068455,141,22.5,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160447,12,1,1,0,32,6bl19flj1eggw2gw7sya19bof,0,65.2,22.3,2022-10-23T12:04:13.566Z,2022-10-23T12:04:22Z,3866068599,56,Right,3866068605,212,9.7,3866068597,3,,3866068601,140,73.8,3866068603,141,17.2,3866068607,213,5.9,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160429,7,44,1,0,33,bpx4ib85d65u9oyhglkt36k1b,1,25.9,86.7,2022-10-23T12:04:14.520Z,2022-10-23T12:04:17Z,3866068495,285,,3866068493,56,Back,3866068707,233,13,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160461,13,44,1,0,33,6bl19flj1eggw2gw7sya19bof,0,74.1,13.3,2022-10-23T12:04:14.521Z,2022-10-23T12:04:18Z,3866068663,286,,3866068661,56,Right,3866068807,233,7,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160441,8,1,1,0,33,bpx4ib85d65u9oyhglkt36k1b,0,25.1,90.6,2022-10-23T12:04:15.416Z,2022-10-23T12:04:16Z,3866068581,213,6.2,3866068567,56,Back,3866068569,140,35.2,3866068565,3,,3866068577,212,10.7,3866068573,141,89.0,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160523,9,12,1,0,37,bpx4ib85d65u9oyhglkt36k1b,1,13.9,82.1,2022-10-23T12:04:19.319Z,2022-10-23T12:04:20Z,3866068995,167,,3866068947,56,Back,3866068953,212,14.3,3866068955,213,1.1,3866068951,141,100.0,3866068949,140,19.8,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160529,10,5,1,0,38,bpx4ib85d65u9oyhglkt36k1b,0,26.7,101.4,2022-10-23T12:04:19.957Z,2022-10-23T12:46:09Z,3866068977,56,Back,3866069143,233,14,3866068979,347,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160547,14,5,1,0,38,6bl19flj1eggw2gw7sya19bof,1,73.3,-1.4,2022-10-23T12:04:19.957Z,2022-10-23T12:04:22Z,3866069059,347,,3866069057,56,Right,3866069111,233,10,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160665,15,1,1,0,44,6bl19flj1eggw2gw7sya19bof,1,66.4,0,2022-10-23T12:04:26.390Z,2022-10-23T12:04:28Z,3866069681,141,9.9,3866069685,213,0.9,3866069675,107,,3866069679,140,72.5,3866069683,212,10.2,3866069677,56,Right,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160697,16,1,1,0,46,6bl19flj1eggw2gw7sya19bof,1,71.9,12,2022-10-23T12:04:27.765Z,2022-10-23T12:04:29Z,3866069871,56,Right,3866069875,141,4.1,3866069879,213,4.3,3866069873,140,69.5,3866069877,212,5.9,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160705,17,1,1,0,48,6bl19flj1eggw2gw7sya19bof,0,68.9,7,2022-10-23T12:04:29.476Z,2022-10-23T12:04:30Z,3866069921,212,8.5,3866069919,141,11.4,3866069915,56,Right,3866069917,140,76.5,3866069923,213,0.4,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160787,11,1,1,0,49,bpx4ib85d65u9oyhglkt36k1b,0,19,92.7,2022-10-23T12:04:30.856Z,2022-10-23T12:04:34Z,3866070267,1,,3866070263,212,35.7,3866070259,140,52.9,3866070257,56,Left,3866070265,213,0.1,3866070261,141,97.1,3866070255,157,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160845,18,1,1,0,55,6bl19flj1eggw2gw7sya19bof,0,44.5,9.4,2022-10-23T12:04:36.533Z,2022-10-23T12:04:37Z,3866070537,140,69.8,3866070533,157,,3866070541,212,26.6,3866070545,1,,3866070539,141,7.4,3866070535,56,Right,3866070543,213,6.2,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160927,12,1,1,0,56,bpx4ib85d65u9oyhglkt36k1b,0,21.8,93.5,2022-10-23T12:04:37.495Z,2022-10-23T12:04:42Z,3866070935,213,0.1,3866070929,140,65.1,3866070927,56,Left,3866070931,141,100.0,3866070933,212,45.8,3866070937,1,,3866070925,157,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476160933,13,5,1,0,59,bpx4ib85d65u9oyhglkt36k1b,0,68,101.7,2022-10-23T12:04:40.981Z,2022-10-23T12:46:09Z,3866070955,56,Left,3866070957,347,,3866072047,233,19,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161155,19,5,1,0,59,6bl19flj1eggw2gw7sya19bof,1,32,-1.7,2022-10-23T12:04:40.981Z,2022-10-23T12:04:53Z,3866072021,233,13,3866071989,347,,3866071987,56,Back,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161229,20,1,1,1,11,6bl19flj1eggw2gw7sya19bof,1,31.8,0,2022-10-23T12:04:53.333Z,2022-10-23T12:04:57Z,3866072327,140,37.9,3866072323,107,,3866072325,56,Back,3866072329,141,12.0,3866072335,213,1.0,3866072333,212,11.5,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161271,21,1,1,1,15,6bl19flj1eggw2gw7sya19bof,1,37.9,12,2022-10-23T12:04:56.965Z,2022-10-23T12:04:58Z,3866072549,140,25.9,3866072555,212,13.2,3866072559,213,3.4,3866072545,56,Back,3866072553,141,6.2,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161357,22,1,1,1,17,6bl19flj1eggw2gw7sya19bof,1,26.7,7.8,2022-10-23T12:04:58.597Z,2022-10-23T12:05:02Z,3866072991,140,11.8,3866072995,141,48.5,3866072999,212,31.8,3866073001,213,2.1,3866072985,56,Back,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161473,23,1,1,1,20,6bl19flj1eggw2gw7sya19bof,1,12.7,50.1,2022-10-23T12:05:02.053Z,2022-10-23T12:05:08Z,3866073529,213,1.0,3866073527,212,24.6,3866073523,140,26.0,3866073521,56,Back,3866073525,141,79.9,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161547,24,1,1,1,27,6bl19flj1eggw2gw7sya19bof,1,31.7,90.4,2022-10-23T12:05:08.469Z,2022-10-23T12:05:12Z,3866073873,213,3.6,3866073865,56,Back,3866073869,141,81.0,3866073871,212,15.0,3866073867,140,18.8,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161623,25,1,1,1,31,6bl19flj1eggw2gw7sya19bof,1,18.8,80.7,2022-10-23T12:05:12.868Z,2022-10-23T12:05:16Z,3866074279,140,7.2,3866074285,212,24.2,3866074287,213,4.2,3866074283,141,49.9,3866074275,56,Back,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161695,26,1,1,1,35,6bl19flj1eggw2gw7sya19bof,0,10.5,45.4,2022-10-23T12:05:16.838Z,2022-10-23T12:05:21Z,3866074679,140,60.8,3866074691,1,,3866074687,213,5.9,3866074683,212,58.0,3866074677,56,Right,3866074681,141,10.1,3866074675,155,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161703,14,49,1,1,39,bpx4ib85d65u9oyhglkt36k1b,1,43.1,95.4,2022-10-23T12:05:20.921Z,2022-10-23T12:05:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161737,15,1,1,1,40,bpx4ib85d65u9oyhglkt36k1b,0,43.1,95.4,2022-10-23T12:05:22.024Z,2022-10-23T12:05:23Z,3866074891,212,8.8,3866074889,141,89.9,3866074887,140,50.7,3866074893,213,5.8,3866074885,56,Left,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161779,27,49,1,1,42,6bl19flj1eggw2gw7sya19bof,1,51.3,14.4,2022-10-23T12:05:23.813Z,2022-10-23T12:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161869,28,1,1,1,43,6bl19flj1eggw2gw7sya19bof,0,52.1,14,2022-10-23T12:05:25.238Z,2022-10-23T12:05:27Z,3866075465,141,19.3,3866075467,212,17.4,3866075463,140,68.3,3866075459,155,,3866075469,213,0.2,3866075461,56,Right,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161861,16,8,1,1,45,bpx4ib85d65u9oyhglkt36k1b,1,32.3,87.4,2022-10-23T12:05:26.472Z,2022-10-23T12:05:26Z,3866075431,56,Back,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161901,17,49,1,1,46,bpx4ib85d65u9oyhglkt36k1b,1,27.3,73,2022-10-23T12:05:28.088Z,2022-10-23T12:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476161971,18,1,1,1,46,bpx4ib85d65u9oyhglkt36k1b,1,27.3,73,2022-10-23T12:05:28.344Z,2022-10-23T12:05:31Z,3866075875,56,Back,3866075877,140,4.6,3866075883,213,3.6,3866075881,212,26.7,3866075879,141,55.4,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162027,19,1,1,1,49,bpx4ib85d65u9oyhglkt36k1b,0,4.6,55.1,2022-10-23T12:05:31.352Z,2022-10-23T12:05:34Z,3866076175,1,,3866076169,141,100.0,3866076163,157,,3866076167,140,33.9,3866076171,212,44.0,3866076173,213,0.8,3866076165,56,Back,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162033,20,5,1,1,52,bpx4ib85d65u9oyhglkt36k1b,0,37.8,101.4,2022-10-23T12:05:34.349Z,2022-10-23T12:05:53Z,3866077991,233,29,3866076205,347,,3866076203,56,Back,,,,,,,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162389,29,5,1,1,52,6bl19flj1eggw2gw7sya19bof,1,62.2,-1.4,2022-10-23T12:05:34.349Z,2022-10-23T12:46:09Z,3866077945,56,Right,3866077973,233,20,3866077949,347,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162417,30,1,1,2,10,6bl19flj1eggw2gw7sya19bof,1,58.4,0,2022-10-23T12:05:52.453Z,2022-10-23T12:05:54Z,3866078135,140,70.0,3866078131,107,,3866078143,1,,3866078141,213,1.0,3866078137,141,27.2,3866078133,56,Center,3866078139,212,22.9,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162463,31,1,1,2,12,6bl19flj1eggw2gw7sya19bof,0,66.5,22,2022-10-23T12:05:54.053Z,2022-10-23T12:05:56Z,3866078395,141,32.2,3866078391,56,Center,3866078389,155,,3866078397,212,15.9,3866078393,140,80.1,3866078399,213,0.5,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162593,21,4,1,2,18,bpx4ib85d65u9oyhglkt36k1b,1,25.8,72.8,2022-10-23T12:05:59.576Z,2022-10-23T12:30:28Z,3866078963,56,Back,3866078967,285,,3866078959,294,,3866078965,152,,3866212601,233,32,3866078957,13,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162637,32,4,1,2,18,6bl19flj1eggw2gw7sya19bof,0,74.2,27.2,2022-10-23T12:05:59.577Z,2022-10-23T12:52:14Z,3866079177,286,,3866079173,152,,3866079169,13,,3866337389,294,,3866212633,233,21,3866079171,56,Center,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162851,22,1,1,2,37,bpx4ib85d65u9oyhglkt36k1b,1,26.1,71.1,2022-10-23T12:06:18.585Z,2022-10-23T12:06:21Z,3866080323,1,,3866080317,141,87.1,3866080313,56,Left,3866080319,212,42.1,3866080315,140,64.8,3866080307,5,,3866080311,152,,3866080321,213,0.3,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,3866080309,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162879,23,44,1,2,40,bpx4ib85d65u9oyhglkt36k1b,1,65,83.4,2022-10-23T12:06:21.640Z,2022-10-23T12:06:26Z,3866080885,233,34,3866080467,286,,3866080465,56,Left,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162921,34,44,1,2,40,6bl19flj1eggw2gw7sya19bof,0,35,16.6,2022-10-23T12:06:21.641Z,2022-10-23T12:06:26Z,3866080671,56,Back,3866080893,233,23,3866080675,285,,,,,,,,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162909,33,1,1,2,40,6bl19flj1eggw2gw7sya19bof,0,33.6,21.7,2022-10-23T12:06:22.061Z,2022-10-23T12:52:40Z,3866080613,140,40.3,3866080617,212,7.0,3866080619,213,0.0,3866080607,3,,3866080615,141,21.7,3866080611,56,Back,3866080609,168,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162945,24,1,1,2,41,bpx4ib85d65u9oyhglkt36k1b,1,64.8,87.4,2022-10-23T12:06:22.735Z,2022-10-23T12:52:30Z,3866080801,141,92.3,3866080793,3,,3866080797,56,Left,3866080805,213,0.1,3866080799,140,88.0,3866080795,168,,3866080803,212,24.6,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162953,25,61,1,2,43,bpx4ib85d65u9oyhglkt36k1b,0,88.2,91.5,2022-10-23T12:06:24.617Z,2022-10-23T12:06:25Z,3866080855,56,Left,,,,,,,,,,,,,,,,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476162979,35,49,1,2,45,6bl19flj1eggw2gw7sya19bof,1,14.2,17,2022-10-23T12:06:26.837Z,2022-10-23T12:06:26Z,,,,,,,,,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
