id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist
2479320535,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-30T11:12:38.950Z,2022-10-30T12:06:40Z,3882881467,130,2,3882881463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3882881471,194,7qvhdchag7s42he71k28ctmtx,3882881469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3883030871,197,8545,3882881461,30,"7qvhdchag7s42he71k28ctmtx, azqwt1eb6ozui2xml066e59n8, 1139rvy7ws5o77eq04wprf0tl, 8etvu6b9z7sm2rg3wqkmchk9h, e3gddzy59fp8lidsr83vpw12i, a3rlansc0x5sw4hg75yhpanhm, qygwawkthmtcn3sx4ptq0e8k, byrtspkep316747j5mj5lyei, 4663ukpnmrw6i3tm1fvzl7u1h, 2w63sbft76wqhb5w5kjoq2hux, 3bg4ewc3n4ytybr96lc313ahh, 6yoqpu952gnc6trdg6vpala6t, lumzmqt9mvg1pkm0sikavo5w, dseqkqirdljgr63ov3461vhsl, ctt0noqy18w96i73n9pahoz55, do1uv3ohvyvodhcindxj76qy1, 3kofouuzii19d6w7mr7n9s2ui",3882881473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882881465,59,"30, 9, 15, 2, 4, 14, 19, 20, 7, 8, 26, 18, 24, 25, 28, 41, 16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479323339,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-30T11:18:30.272Z,2022-10-30T12:10:12Z,3882896477,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3882896479,59,"12, 18, 20, 22, 16, 2, 9, 10, 17, 11, 4, 7, 13, 21, 27, 28, 31, 33",3882896485,194,dqaq4g6ls8bl56rpd3irjt6fp,3882896481,130,12,3883031357,197,12902,3882896475,30,"1kv64bhvnb6bb2iva0cbot1t6, 5rcmpmxeny97slsu826vmwh61, 2btt5j9bqn7isihjvqgr427yt, cnvvojztptyxqfs8vd3fciok5, 6q0njimucm06r3x7enupxpl, 32ofctw7kn3l8eucrhku63dg5, 2ij21gq2d0xqcyho9t49glkvd, 9ipu1pbzzf14ec8ebrqnq1k6i, dzisqj9zjrxdxmqeu8kof95d6, dqaq4g6ls8bl56rpd3irjt6fp, c2w5fyxoq2xw8xm6asrn17x7t, 553b1ywtlhutb6uwv04dhhqdx, b4g5db74cenrnd0tr3ptxo89h, 5sycg0t0w11j4vm43arm93v1l, 8os606vx3apb3abv88vtbkb85, 33rw3w7m8xbv7ojfaih6radjo, 877yaw4haawqhe5n0wlbeln56, dlhn57eu6datnx6sraqlal1w",3882896483,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882896487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352833,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-30T12:03:05.475Z,2022-10-30T12:03:05Z,3883042651,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352859,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-30T12:03:05.475Z,2022-10-30T12:03:07Z,3883042837,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352853,3,1,1,0,0,6mng5xcarvyip7ixoss7au245,1,49.6,50.6,2022-10-30T12:03:05.575Z,2022-10-30T12:03:07Z,3883042803,279,S,3883042793,56,Back,3883042799,212,13.8,3883042795,140,36.5,3883042801,213,3.1,3883042797,141,51.2,,,,,,,4663ukpnmrw6i3tm1fvzl7u1h,M. Kyōkawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352907,4,1,1,0,1,6mng5xcarvyip7ixoss7au245,1,36.5,51.2,2022-10-30T12:03:07.325Z,2022-10-30T12:03:10Z,3883043135,140,68.9,3883043131,155,,3883043143,1,,3883043137,141,87.8,3883043141,213,0.6,3883043139,212,42.2,3883043133,56,Left,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352931,5,1,1,0,5,6mng5xcarvyip7ixoss7au245,1,67.4,85.7,2022-10-30T12:03:10.540Z,2022-10-30T12:03:12Z,3883043277,212,13.4,3883043275,141,91.8,3883043271,56,Left,3883043279,213,2.8,3883043273,140,55.3,,,,,,,,,,3bg4ewc3n4ytybr96lc313ahh,M. Wiankowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352971,6,1,1,0,7,6mng5xcarvyip7ixoss7au245,1,55.7,90.8,2022-10-30T12:03:12.684Z,2022-10-30T12:03:15Z,3883043457,212,9.3,3883043453,140,56.9,3883043459,213,4.8,3883043455,141,77.2,3883043451,56,Center,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353011,7,1,1,0,10,6mng5xcarvyip7ixoss7au245,1,48.7,78.1,2022-10-30T12:03:15.837Z,2022-10-30T12:03:18Z,3883043651,212,11.7,3883043647,140,46.0,3883043645,56,Back,3883043653,213,1.8,3883043649,141,94.8,,,,,,,,,,byrtspkep316747j5mj5lyei,N. Selimhodzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353019,8,50,1,0,12,6mng5xcarvyip7ixoss7au245,1,55.2,91.1,2022-10-30T12:03:17.902Z,2022-10-30T12:03:20Z,3883043681,286,,3883043867,233,3,3883043677,56,Left,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353041,3,7,1,0,12,6yhza3xbfafj5c9897mbkbudn,0,44.8,8.9,2022-10-30T12:03:17.903Z,2022-10-30T13:01:12Z,3883043801,56,Back,3883043831,233,8,3883043803,285,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353155,4,4,1,0,18,6yhza3xbfafj5c9897mbkbudn,1,58.8,7,2022-10-30T12:03:23.869Z,2022-10-30T12:13:19Z,3883044423,233,9,3883044385,13,,3883044387,56,Right,3883044393,286,,3883044389,152,,3883089073,295,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353143,9,4,1,0,18,6mng5xcarvyip7ixoss7au245,0,41.2,93,2022-10-30T12:03:23.870Z,2022-10-30T12:03:26Z,3883044319,56,Back,3883044323,285,,3883044317,295,,3883044431,233,4,3883044321,152,,3883044315,13,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353323,5,1,1,0,26,6yhza3xbfafj5c9897mbkbudn,1,60.3,5.9,2022-10-30T12:03:32.181Z,2022-10-30T12:03:36Z,3883045345,152,,3883045353,212,29.4,3883045351,141,18.0,3883045347,56,Back,3883045355,213,2.9,3883045349,140,33.4,3883045343,5,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353361,6,1,1,0,31,6yhza3xbfafj5c9897mbkbudn,1,33.4,18,2022-10-30T12:03:36.788Z,2022-10-30T13:01:25Z,3883045549,213,2.5,3883045541,141,41.5,3883045531,56,Back,3883045535,140,11.5,3883045545,212,28.0,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353431,7,1,1,0,33,6yhza3xbfafj5c9897mbkbudn,0,11.5,42.8,2022-10-30T12:03:39.013Z,2022-10-30T12:03:43Z,3883045965,213,0.4,3883045961,141,73.9,3883045953,56,Center,3883045957,140,60.8,3883045967,1,,3883045951,155,,3883045963,212,55.9,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353423,10,49,1,0,37,6mng5xcarvyip7ixoss7au245,1,32.3,23.4,2022-10-30T12:03:43.437Z,2022-10-30T12:03:43Z,,,,,,,,,,,,,,,,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353529,11,1,1,0,43,6mng5xcarvyip7ixoss7au245,1,43,4.9,2022-10-30T12:03:48.526Z,2022-10-30T12:03:51Z,3883046531,56,Right,3883046535,141,11.9,3883046537,212,18.3,3883046533,140,59.8,3883046539,213,0.3,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353541,12,1,1,0,45,6mng5xcarvyip7ixoss7au245,1,59.5,12,2022-10-30T12:03:51.342Z,2022-10-30T12:13:21Z,3883046595,213,4.9,3883046591,141,5.0,3883046589,140,60.5,3883046593,212,4.9,3883046587,56,Right,,,,,,,,,,2w63sbft76wqhb5w5kjoq2hux,L. Radke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353551,13,1,1,0,46,6mng5xcarvyip7ixoss7au245,0,60.5,5,2022-10-30T12:03:52.206Z,2022-10-30T12:04:05Z,3883047859,286,,3883047853,236,,3883046635,56,Right,3883046639,141,11.0,3883046637,140,68.1,3883046645,213,0.5,3883046641,212,9.0,3883047855,233,8,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353575,8,74,1,0,46,6yhza3xbfafj5c9897mbkbudn,1,35.6,92.9,2022-10-30T12:03:52.207Z,2022-10-30T13:56:05Z,3883047797,285,,3883047865,233,13,3883046781,56,Back,,,,,,,,,,,,,,,,2btt5j9bqn7isihjvqgr427yt,J. Vojteková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353563,14,61,1,0,47,6mng5xcarvyip7ixoss7au245,1,60.9,11.4,2022-10-30T12:03:53.285Z,2022-10-30T12:03:53Z,3883046707,56,Right,,,,,,,,,,,,,,,,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353617,9,1,1,0,50,6yhza3xbfafj5c9897mbkbudn,0,33.6,84.1,2022-10-30T12:03:55.582Z,2022-10-30T12:03:56Z,3883047033,141,88.0,3883047037,213,0.5,3883047035,212,5.5,3883047029,56,Back,3883047031,140,38.2,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353767,10,5,1,0,51,6yhza3xbfafj5c9897mbkbudn,1,28.4,101.6,2022-10-30T12:03:56.718Z,2022-10-30T12:04:04Z,3883047749,56,Back,3883047751,347,,3883047817,233,15,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
