id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value
2489139189,7,1,1,0,14,2f7gua216miwsfd83rgjsn4ap,0,31.8,91.1,2022-12-04T15:00:16.615Z,2022-12-04T15:00:19Z,3934338169,56,Back,3934338171,140,34.4,3934338177,213,1.2,3934338167,3,,3934338173,141,100.0,3934338175,212,7.3,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,
2489139209,7,56,1,0,16,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-12-04T15:00:18.404Z,2022-12-04T15:05:36Z,3934338249,56,Right,,,,,,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,
2489139225,8,5,1,0,17,4moe0x01r1f5w30g38wshyftp,1,62.6,-1.5,2022-12-04T15:00:19.240Z,2022-12-04T15:09:32Z,3934338353,56,Right,3934338355,347,,3934338419,233,8,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,
2489139191,8,5,1,0,17,2f7gua216miwsfd83rgjsn4ap,0,37.4,101.5,2022-12-04T15:00:19.240Z,2022-12-04T15:00:25Z,3934338179,56,Back,3934338181,347,,3934338425,233,8,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,
2489139249,9,1,1,0,23,4moe0x01r1f5w30g38wshyftp,1,59.5,0,2022-12-04T15:00:24.780Z,2022-12-04T15:05:32Z,3934338471,141,9.2,3934338467,56,Right,3934338469,140,69.0,3934338473,212,12.5,3934338465,107,,3934338475,213,0.6,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,
2489139253,10,61,1,0,24,4moe0x01r1f5w30g38wshyftp,0,69,9.2,2022-12-04T15:00:26.603Z,2022-12-04T15:05:31Z,3934338497,56,Right,,,,,,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,
2489139245,9,49,1,0,25,2f7gua216miwsfd83rgjsn4ap,1,29.3,92.4,2022-12-04T15:00:27.127Z,2022-12-04T15:00:27Z,,,,,,,,,,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139263,10,1,1,0,25,2f7gua216miwsfd83rgjsn4ap,1,30,92.7,2022-12-04T15:00:27.686Z,2022-12-04T15:00:32Z,3934338549,140,36.2,3934338551,141,96.2,3934338547,56,Back,3934338553,212,6.9,3934338555,213,0.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139289,11,1,1,0,30,2f7gua216miwsfd83rgjsn4ap,1,34.7,85.4,2022-12-04T15:00:32.103Z,2022-12-04T15:04:42Z,3934338715,212,25.7,3934338713,141,50.0,3934338709,56,Back,3934338711,140,26.0,3934338717,213,4.3,,,,,,,,,,6pgjx4bd90q1d1vof7bonhjx0,L. Elmazi,,,,,,,,,,,,,,,,,,,,,,,,,
2489139303,12,1,1,0,34,2f7gua216miwsfd83rgjsn4ap,1,25.5,46,2022-12-04T15:00:36.103Z,2022-12-04T15:00:38Z,3934338805,213,5.2,3934338797,56,Back,3934338803,212,26.6,3934338799,140,36.8,3934338801,141,11.0,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139321,13,1,1,0,36,2f7gua216miwsfd83rgjsn4ap,1,37.1,11.1,2022-12-04T15:00:38.407Z,2022-12-04T15:00:41Z,3934338913,140,27.0,3934338915,141,33.0,3934338917,212,18.3,3934338911,56,Back,3934338919,213,2.2,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139351,14,1,1,0,39,2f7gua216miwsfd83rgjsn4ap,1,28.1,34.8,2022-12-04T15:00:41.462Z,2022-12-04T15:00:45Z,3934339067,141,65.1,3934339071,213,1.6,3934339069,212,20.6,3934339063,56,Back,3934339065,140,27.2,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139373,15,1,1,0,43,2f7gua216miwsfd83rgjsn4ap,1,28.5,66,2022-12-04T15:00:45.670Z,2022-12-04T15:00:50Z,3934339189,141,30.9,3934339191,212,24.0,3934339185,56,Back,3934339193,213,4.8,3934339187,140,30.9,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139391,16,1,1,0,48,2f7gua216miwsfd83rgjsn4ap,1,30.9,30.9,2022-12-04T15:00:50.567Z,2022-12-04T15:00:55Z,3934339301,141,67.0,3934339303,212,24.6,3934339297,56,Back,3934339305,213,1.5,3934339299,140,31.7,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139399,17,1,1,0,54,2f7gua216miwsfd83rgjsn4ap,1,35.3,70.3,2022-12-04T15:00:55.751Z,2022-12-04T15:00:59Z,3934339359,141,30.3,3934339361,212,27.2,3934339355,56,Back,3934339357,140,35.1,3934339363,213,4.7,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139429,18,1,1,0,58,2f7gua216miwsfd83rgjsn4ap,1,38.4,25.3,2022-12-04T15:00:59.766Z,2022-12-04T15:01:07Z,3934339569,213,6.1,3934339561,56,Right,3934339571,1,,3934339567,212,62.0,3934339563,140,96.1,3934339565,141,5.6,3934339559,155,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139437,19,3,1,1,5,2f7gua216miwsfd83rgjsn4ap,0,94.4,5.8,2022-12-04T15:01:07.330Z,2022-12-04T15:01:08Z,3934339593,56,Right,3934339595,286,,3934339619,233,11,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,
2489139433,11,7,1,1,5,4moe0x01r1f5w30g38wshyftp,1,5.6,94.2,2022-12-04T15:01:07.331Z,2022-12-04T15:01:08Z,3934339589,285,,3934339615,233,19,3934339587,56,Back,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139439,12,49,1,1,6,4moe0x01r1f5w30g38wshyftp,1,7.2,94.2,2022-12-04T15:01:07.875Z,2022-12-04T15:01:08Z,,,,,,,,,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139457,13,1,1,1,9,4moe0x01r1f5w30g38wshyftp,0,12,97.4,2022-12-04T15:01:11.427Z,2022-12-04T15:01:12Z,3934339677,141,100.0,3934339681,213,0.1,3934339679,212,21.2,3934339673,56,Back,3934339675,140,32.1,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139459,14,5,1,1,9,4moe0x01r1f5w30g38wshyftp,0,28,101.1,2022-12-04T15:01:11.687Z,2022-12-04T15:09:33Z,3934339685,56,Back,3934339759,233,20,3934339687,347,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139465,20,5,1,1,9,2f7gua216miwsfd83rgjsn4ap,1,72,-1.1,2022-12-04T15:01:11.687Z,2022-12-04T15:01:13Z,3934339709,347,,3934339705,56,Right,3934339713,233,14,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,
2489139493,21,1,1,1,15,2f7gua216miwsfd83rgjsn4ap,1,76.3,0,2022-12-04T15:01:16.967Z,2022-12-04T15:01:17Z,3934339875,141,5.9,3934339873,140,77.8,3934339877,212,5.1,3934339871,56,Right,3934339879,213,1.3,3934339869,107,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139499,22,1,1,1,15,2f7gua216miwsfd83rgjsn4ap,1,77.8,5.9,2022-12-04T15:01:17.607Z,2022-12-04T15:01:19Z,3934339915,213,3.5,3934339913,212,7.3,3934339907,56,Right,3934339909,140,71.3,3934339911,141,2.2,,,,,,,,,,8fvhkgu9pio9hcs0qhndw1239,J. Debitzki,,,,,,,,,,,,,,,,,,,,,,,,,
2489139521,23,1,1,1,17,2f7gua216miwsfd83rgjsn4ap,1,71.3,2.2,2022-12-04T15:01:19.206Z,2022-12-04T15:01:22Z,3934340031,140,59.8,3934340037,213,2.8,3934340029,56,Right,3934340035,212,12.7,3934340033,141,7.9,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139569,24,1,1,1,22,2f7gua216miwsfd83rgjsn4ap,1,43.1,12.5,2022-12-04T15:01:24.679Z,2022-12-04T15:01:29Z,3934340287,212,28.1,3934340281,56,Back,3934340289,213,2.5,3934340283,140,22.4,3934340285,141,38.8,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139577,25,1,1,1,27,2f7gua216miwsfd83rgjsn4ap,1,24,44.5,2022-12-04T15:01:29.335Z,2022-12-04T15:01:30Z,3934340333,212,9.7,3934340329,140,29.1,3934340335,213,1.0,3934340327,56,Back,3934340331,141,56.4,,,,,,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,
2489139601,26,1,1,1,31,2f7gua216miwsfd83rgjsn4ap,1,32.4,53.4,2022-12-04T15:01:32.950Z,2022-12-04T15:01:37Z,3934340453,213,4.7,3934340445,56,Back,3934340449,141,23.9,3934340447,140,33.0,3934340451,212,20.1,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139627,27,1,1,1,35,2f7gua216miwsfd83rgjsn4ap,1,33,23.9,2022-12-04T15:01:37.622Z,2022-12-04T15:01:42Z,3934340599,56,Back,3934340603,140,32.3,3934340611,212,30.5,3934340615,213,1.6,3934340607,141,68.8,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139645,28,1,1,1,40,2f7gua216miwsfd83rgjsn4ap,1,37.3,66.1,2022-12-04T15:01:42.326Z,2022-12-04T15:01:44Z,3934340701,56,Back,3934340707,212,8.5,3934340705,141,54.5,3934340709,213,4.3,3934340703,140,34.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139667,29,1,1,1,42,2f7gua216miwsfd83rgjsn4ap,1,34.4,54.5,2022-12-04T15:01:44.694Z,2022-12-04T15:01:49Z,3934340819,213,4.8,3934340817,212,22.5,3934340811,56,Back,3934340813,140,36.6,3934340815,141,21.6,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,
2489139673,30,1,1,1,47,2f7gua216miwsfd83rgjsn4ap,1,45.3,8.8,2022-12-04T15:01:49.222Z,2022-12-04T15:01:51Z,3934340851,56,Right,3934340857,212,17.0,3934340859,213,6.0,3934340855,141,2.3,3934340853,140,60.9,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139681,31,43,1,1,49,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-12-04T15:01:51.590Z,2022-12-04T15:01:55Z,3934340899,56,Right,3934340901,286,0,3934340959,144,3,,,,,,,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139685,32,4,1,1,51,2f7gua216miwsfd83rgjsn4ap,1,61.4,8.2,2022-12-04T15:01:53.046Z,2022-12-04T15:01:57Z,3934341103,233,15,3934340925,286,,3934340923,265,,3934340917,13,,3934340921,152,,3934340919,56,Right,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
2489139713,15,4,1,1,51,4moe0x01r1f5w30g38wshyftp,0,38.6,91.8,2022-12-04T15:01:53.047Z,2022-12-04T15:16:16Z,3934341081,152,,3934341109,233,32,3934341079,56,Back,3934341077,13,,3934341083,265,,3934341085,285,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,
2489139779,33,1,1,2,11,2f7gua216miwsfd83rgjsn4ap,0,59.8,7.6,2022-12-04T15:02:12.742Z,2022-12-04T15:02:14Z,3934341475,140,85.0,3934341481,213,0.8,3934341473,56,Center,3934341469,155,,3934341479,212,39.6,3934341483,1,,3934341467,5,,3934341471,152,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,3934341477,141,51.0,,,,,,,,,,,,,,,,,,,,,,
2489139781,16,12,1,2,12,4moe0x01r1f5w30g38wshyftp,1,14.6,44.9,2022-12-04T15:02:14.083Z,2022-12-04T15:17:03Z,3934341485,56,Back,3934341491,212,18.2,3934341489,141,40.4,3934341495,15,,3934341487,140,31.7,3934341493,213,6.1,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,
2489139793,17,49,1,2,14,4moe0x01r1f5w30g38wshyftp,1,26.6,39.8,2022-12-04T15:02:15.971Z,2022-12-04T15:02:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,
2489139799,18,1,1,2,14,4moe0x01r1f5w30g38wshyftp,1,26.6,39.8,2022-12-04T15:02:16.082Z,2022-12-04T15:18:02Z,3934341569,141,38.9,3934341567,140,36.3,3934341571,212,10.2,3934341565,56,Back,3934341573,213,6.2,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,
2489139805,19,1,1,2,15,4moe0x01r1f5w30g38wshyftp,0,33,37.1,2022-12-04T15:02:17.173Z,2022-12-04T15:18:14Z,3934341581,140,35.7,3934390197,286,,3934341587,213,0.6,3934390187,236,,3934341583,141,39.8,3934341585,212,3.4,3934390189,233,34,3934341579,56,Back,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,
2489139867,22,43,1,2,15,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-12-04T15:02:17.173Z,2022-12-04T15:18:00Z,3934390913,144,1,3934390329,140,33.8,3934390355,236,0,3934390335,213,0.5,3934390333,212,4.6,3934390361,286,0,3934390357,233,34,3934390331,141,40.6,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,3934341889,56,Back,,,,,,,,,,,,,,,,,,,,,,
2489139809,34,74,1,2,15,2f7gua216miwsfd83rgjsn4ap,1,69.2,59.4,2022-12-04T15:02:17.174Z,2022-12-04T15:17:49Z,3934390157,285,,3934390215,233,19,3934341603,56,Center,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,
2489139813,35,49,1,2,16,2f7gua216miwsfd83rgjsn4ap,1,70.3,63.4,2022-12-04T15:02:18.505Z,2022-12-04T15:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139817,36,1,1,2,16,2f7gua216miwsfd83rgjsn4ap,1,70.3,63.4,2022-12-04T15:02:18.508Z,2022-12-04T15:02:19Z,3934341627,213,5.0,3934341621,140,73.3,3934341619,56,Center,3934341623,141,48.4,3934341625,212,10.7,,,,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,
2489139819,37,1,1,2,18,2f7gua216miwsfd83rgjsn4ap,0,73.3,48.4,2022-12-04T15:02:19.766Z,2022-12-04T15:02:21Z,3934341637,140,71.0,3934341641,212,13.7,3934341633,155,,3934341639,141,28.6,3934341643,213,4.5,3934341635,56,Center,,,,,,,8fvhkgu9pio9hcs0qhndw1239,J. Debitzki,,,,,,,,,,,,,,,,,,,,,,,,,
2489139843,20,1,1,2,22,4moe0x01r1f5w30g38wshyftp,0,25.7,77.2,2022-12-04T15:02:23.747Z,2022-12-04T15:18:17Z,3934341755,56,Back,3934341753,157,,3934341761,212,18.8,3934341759,141,100.0,3934341765,1,,3934341757,140,34.4,3934341763,213,1.1,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139849,21,5,1,2,22,4moe0x01r1f5w30g38wshyftp,0,35.4,101.7,2022-12-04T15:02:23.958Z,2022-12-04T15:09:33Z,3934341779,56,Back,3934341781,347,,3934341815,233,38,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2489139845,38,5,1,2,22,2f7gua216miwsfd83rgjsn4ap,1,64.6,-1.7,2022-12-04T15:02:23.958Z,2022-12-04T15:02:26Z,3934341773,347,,3934341769,56,Right,3934341807,233,21,,,,,,,,,,,,,,,,8fvhkgu9pio9hcs0qhndw1239,J. Debitzki,,,,,,,,,,,,,,,,,,,,,,,,,
2489139893,39,1,1,2,32,2f7gua216miwsfd83rgjsn4ap,0,66.5,0,2022-12-04T15:02:34.262Z,2022-12-04T15:02:36Z,3934342051,213,0.4,3934342041,107,,3934342047,141,11.3,3934342053,1,,3934342045,140,87.9,3934342043,56,Right,3934342049,212,24.1,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,,
