id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist
2482441837,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-11-06T14:08:12.115Z,2022-11-06T15:01:06Z,3899196055,197,8568,3899196035,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, aji2uaf4qxmbarfhrsbtxmaqd, eq5z0yyr2uh1fvs5v2v8zipjp, 4i37e3q02cbkvlhcq2dsdsr11, 4kddxgnkpjzwkucvert2bhzsa, f0zbdnxjsfalm8s8whu5vmklx, 1bhiq0w0t9woyhyxtzv1s9rrp, 82attu22oztrh3s274g5yv1t5, cb60xjrkw8lilcyut0hvdlwix, 880iar754wzvc7686yiaiectm, c414n2dnu7om57lqw789mrp7u, 7lwa4vomudkazs99jx32sk0a2, e06uunnzydjpmmo780dhnggyd, cu3fl794mtsnkfxi4jesxv9ey",3899196045,59,"1, 4, 18, 31, 33, 8, 27, 10, 7, 9, 28, 2, 14, 16, 17, 23, 24, 26, 30",3899196051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3899196039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3899196053,194,9lubh9wmixrdw0ttdyacul33d,3899196057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899196049,130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482452163,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-11-06T14:14:35.456Z,2022-11-06T14:57:38Z,3899250965,130,2,3899250967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3899250969,194,8fhfjo7zfz9u0xtn58qj9enrp,3899250963,59,"26, 12, 18, 15, 6, 17, 7, 10, 23, 8, 24, 1, 9, 11, 13, 25, 27",3899250961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3899250971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899250959,30,"19gypl4enklm01cxfzzbrb4yd, f18o5qahrzbg0jrw8whefv7xl, 9farsri8j50ajgnhkyur3l97t, 9vdyzvt8ehavj3sfugjoi3rze, dtz4c9bzealdegjsgvdoac6ad, 6089nfwh31ha73pl7vlla75cl, 4y1m1y07xg9wwfnogsxtcj93p, 9uo1lm8ntj5o5vq1jutuvtb6d, 35899uqibespufub1v01dwrmd, 8fhfjo7zfz9u0xtn58qj9enrp, 41ojypiz2yg51sriq9sfreh1x, a10v8s11xcdsyspqnyhtfipjp, 76sdgmzs9ldvnnah6x7zlr7qh, 3p5r6kr9afi2f4qqno6scknze, 9kmt7flw7n65qmfe0euadfd1x, az6k6sihxqdq5mzsa7htvkmlm, 4wuo4yhm9bmihr1ywi0g4pvqh",3899530703,197,12091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505599,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-11-06T15:00:57.872Z,2022-11-06T15:00:58Z,3899542299,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505607,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-11-06T15:00:57.872Z,2022-11-06T15:01:01Z,3899542337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505637,3,1,1,0,0,4e5523it4v7s6kkakelbj9si5,1,50.4,49.9,2022-11-06T15:00:57.972Z,2022-11-06T16:01:12Z,3899542495,56,Back,3899542503,213,3.3,3899542499,141,47.6,3899542497,140,39.5,3899542501,212,11.6,3899542505,279,S,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505685,4,1,1,0,3,4e5523it4v7s6kkakelbj9si5,1,35.9,49.7,2022-11-06T15:01:00.904Z,2022-11-06T15:01:45Z,3899542697,213,2.7,3899542695,212,9.9,3899542693,141,56.3,3899542689,56,Back,3899542691,140,27.5,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505695,5,50,1,0,6,4e5523it4v7s6kkakelbj9si5,1,26.8,59.2,2022-11-06T15:01:04.147Z,2022-11-06T15:02:50Z,3899542765,56,Back,3899548723,285,,3899548753,233,6,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506023,6,7,1,0,6,e8os1xpomlperuedy2f9a9ttu,1,73.2,40.8,2022-11-06T15:01:04.148Z,2022-11-06T15:02:50Z,3899544465,286,,3899544463,56,Center,3899548731,233,5,,,,,,,,,,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505715,3,49,1,0,7,e8os1xpomlperuedy2f9a9ttu,1,74.6,43.1,2022-11-06T15:01:05.789Z,2022-11-06T15:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505751,4,14,1,0,12,e8os1xpomlperuedy2f9a9ttu,1,82.8,53.4,2022-11-06T15:01:10.236Z,2022-11-06T15:03:15Z,3899550571,75,,3899543811,230,98.4,3899550575,55,6,3899543805,103,3.8,3899543803,102,44.7,3899543813,231,51.4,3899550573,29,,3899543015,56,Center,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,3899543973,18,3899543503,72,3899543011,22,3899543807,215,,,,,,,,,,,,,,,,,,,,,,
2482505761,5,5,1,0,13,e8os1xpomlperuedy2f9a9ttu,0,100.6,41.6,2022-11-06T15:01:10.983Z,2022-11-06T16:01:12Z,3899554199,233,6,3899543075,56,Center,3899543077,346,,,,,,,,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505847,6,5,1,0,13,4e5523it4v7s6kkakelbj9si5,1,-0.6,58.4,2022-11-06T15:01:10.983Z,2022-11-06T15:04:00Z,3899554189,233,5,3899543565,56,Back,3899543567,346,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506131,7,1,1,0,50,4e5523it4v7s6kkakelbj9si5,0,5.1,55.2,2022-11-06T15:01:48.631Z,2022-11-06T15:01:52Z,3899545071,212,36.9,3899545065,56,Back,3899545075,1,,3899545067,140,40.2,3899545079,74,,3899545063,124,,3899545069,141,52.2,3899545073,213,6.2,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506119,7,44,1,0,51,e8os1xpomlperuedy2f9a9ttu,1,57,48.1,2022-11-06T15:01:49.868Z,2022-11-06T15:01:51Z,3899545021,56,Center,3899545137,233,8,3899545023,286,,,,,,,,,,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506135,8,44,1,0,51,4e5523it4v7s6kkakelbj9si5,0,43,51.9,2022-11-06T15:01:49.869Z,2022-11-06T15:01:52Z,3899545097,285,,3899545185,233,7,3899545095,56,Back,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506139,8,1,1,0,52,e8os1xpomlperuedy2f9a9ttu,1,54.2,48.4,2022-11-06T15:01:50.189Z,2022-11-06T15:01:51Z,3899545111,212,10.2,3899545105,56,Center,3899545107,140,63.0,3899545113,213,0.4,3899545109,141,54.8,3899545103,3,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506145,9,1,1,0,53,e8os1xpomlperuedy2f9a9ttu,1,61.8,55,2022-11-06T15:01:51.404Z,2022-11-06T16:00:44Z,3899545171,141,57.5,3899545165,168,,3899545175,213,0.4,3899545167,56,Center,3899545163,3,,3899545173,212,4.1,3899545169,140,65.4,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506163,10,1,1,0,55,e8os1xpomlperuedy2f9a9ttu,0,69.5,53.9,2022-11-06T15:01:52.925Z,2022-11-06T15:03:44Z,3899545277,56,Center,3899545275,3,,3899545281,141,60.6,3899545279,140,65.8,3899545285,213,2.3,3899545283,212,6.0,,,,,,,4kddxgnkpjzwkucvert2bhzsa,S. Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506177,11,43,1,0,57,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-11-06T15:01:54.941Z,2022-11-06T15:03:29Z,3899551703,144,61,3899545345,56,Center,,,,,,,,,,,,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506169,9,8,1,0,57,4e5523it4v7s6kkakelbj9si5,1,44.3,37,2022-11-06T15:01:55.136Z,2022-11-06T15:01:55Z,3899545311,56,Back,,,,,,,,,,,,,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506201,10,1,1,0,59,4e5523it4v7s6kkakelbj9si5,1,48.1,36.3,2022-11-06T15:01:57.800Z,2022-11-06T15:01:58Z,3899545511,141,21.9,3899545515,213,4.2,3899545507,56,Back,3899545509,140,43.0,3899545513,212,11.2,,,,,,,,,,9vdyzvt8ehavj3sfugjoi3rze,L. Cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506205,11,49,1,1,0,4e5523it4v7s6kkakelbj9si5,1,40.9,19.7,2022-11-06T15:01:58.767Z,2022-11-06T15:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506241,12,1,1,1,1,4e5523it4v7s6kkakelbj9si5,1,40.9,19.7,2022-11-06T15:01:59.232Z,2022-11-06T15:02:02Z,3899545729,140,47.4,3899545727,56,Back,3899545733,212,13.2,3899545731,141,3.1,3899545735,213,5.3,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
