id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2536627145,1,34,16,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-04-21T16:13:37.162Z,2023-04-21T17:37:54Z,4206203099,30,"q4va8vnwzmwtdo6qymq4ywgl, c36h9olifkg6s63uktgf1puqd, 764yxrb6zqxke8l61qjd4o3qh, 8djtc44u653lmy03mnniax3l6, 1f2ltq7gcnimsdgixp8w36eax, 2lsz8g4mvgqvartyjfud90e6t, 4h4v3c01l7hjkfnnz9ef8i5m1, eyqhxpni376pocsunribu1jv9, ed31f3of5iql0onh9uellvtnt, 9yzs0w3tjas15ic0o2b51q86h, 1asefru50u06hyhmoa7d9qcx5, 2ywmv0jjr4u8jgo8gnoisx0id, gvm839vxy6tkznrtw9mop17u, 9oq5f3fgf6g9vyc965o35127e, 3de90guq76ncq4iqhstw29u22, 9nadd9kif5hu80tyhg6b445hx, 46wf8el37rvruhacvvbv38z1m, bf38nsprlsb7783sgyl1ezq3t, 2h5t74e8r147rzbett9on72sp, bez9hd6po73pkved1bebbbdnt",4206203109,194,eyqhxpni376pocsunribu1jv9,4206203103,59,"27, 4, 2, 16, 24, 3, 11, 6, 17, 18, 30, 1, 7, 8, 9, 10, 14, 15, 22, 31",4206203107,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206305733,197,8650,4206203101,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4206203105,130,8,4206203111,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536627577,1,34,16,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-04-21T16:14:49.683Z,2023-04-21T17:42:55Z,4206205639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4206205637,194,d32rm12ddel0p93luuh5fq9cl,4206205633,130,4,4206205631,59,"1, 22, 9, 31, 5, 20, 7, 33, 16, 8, 23, 2, 6, 10, 15, 21, 27, 32",4206205627,30,"cwotwuxqimldexy77lqdh2t3p, 1l4s1w66pir9xk79jp78bxnmx, 1abadnoiq5hbwpfzzyvho4vkl, 25ord6k6oglqdzt77nrs19e5l, 1oib97ihu6ofz1fvsvih0mnkl, 9nyzegdr9nu4i5jp12h8q4et, 33nggo6w6e52yqmc2pa528xd5, d32rm12ddel0p93luuh5fq9cl, 9u74jd7ak8uad6lnhnthawiqd, aq30av6eea3gxh2rk7c0bzi09, 6aym6t1mr1xzv5pxvbtbn6hgp, 1mxczp7yxkjzn7umvbioobuac, 2x6hdcwn2s78i5frzj4q2s2c5, efynp5qo9b9x0lh9b4ft0ic8a, az5e2aphuglamb3bts47vc00k, 46yjl6a3rr1djzc4qu6etlrai, 5s8fprpl188pkkzn3524vph7u, eiasj63pdzevyb5i64h7jzi8k",4206372585,197,12139,4206205629,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4206205635,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648007,2,32,1,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-04-21T17:15:23.898Z,2023-04-21T17:15:26Z,4206310871,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648003,2,32,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-04-21T17:15:23.898Z,2023-04-21T17:15:24Z,4206310863,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648021,3,1,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,49.9,50,2023-04-21T17:15:23.998Z,2023-04-21T17:15:26Z,4206310951,279,S,4206310947,212,14.6,4206310945,141,49.0,4206310943,140,36.0,4206310941,56,Back,4206310949,213,3.2,,,,,,,9u74jd7ak8uad6lnhnthawiqd,N. Billa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648037,4,1,1,0,2,eyecbfb1ur2104bhhwazhvrf,1,39.1,47.3,2023-04-21T17:15:26.710Z,2023-04-21T17:15:29Z,4206311053,213,4.1,4206311049,141,25.3,4206311045,56,Back,4206311047,140,28.4,4206311051,212,18.7,,,,,,,,,,d32rm12ddel0p93luuh5fq9cl,F. Dongus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648053,5,1,1,0,5,eyecbfb1ur2104bhhwazhvrf,1,26.6,24.6,2023-04-21T17:15:28.982Z,2023-04-21T17:48:06Z,4206311121,140,34.4,4206311125,212,13.8,4206311127,213,5.3,4206311123,141,8.3,4206311119,56,Back,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648079,6,1,1,0,6,eyecbfb1ur2104bhhwazhvrf,1,34.7,8.5,2023-04-21T17:15:30.614Z,2023-04-21T17:15:34Z,4206311267,213,2.3,4206311263,141,25.9,4206311261,140,24.5,4206311259,56,Back,4206311265,212,16.0,,,,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648105,7,1,1,0,10,eyecbfb1ur2104bhhwazhvrf,1,27.8,33.4,2023-04-21T17:15:34.005Z,2023-04-21T17:48:17Z,4206311403,141,68.7,4206311407,213,1.5,4206311399,56,Back,4206311405,212,24.1,4206311401,140,29.4,,,,,,,,,,1oib97ihu6ofz1fvsvih0mnkl,L. Bühler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536648125,8,1,1,0,13,eyecbfb1ur2104bhhwazhvrf,1,29.4,71.7,2023-04-21T17:15:37.270Z,2023-04-21T17:48:26Z,4206311529,213,1.3,4206311521,56,Back,4206311523,140,32.8,4206311525,141,94.1,4206311527,212,15.6,,,,,,,,,,9nyzegdr9nu4i5jp12h8q4et,M. Specht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
