id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2466520409,201,1,1,23,43,6yhza3xbfafj5c9897mbkbudn,1,19.2,77.7,2022-10-02T14:25:46.365Z,2022-10-02T14:25:47Z,3814840865,213,0.8,3814840859,140,30.0,3814840861,141,96.5,3814840863,212,17.1,3814840857,56,Back,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520431,202,1,1,23,44,6yhza3xbfafj5c9897mbkbudn,1,30,96.5,2022-10-02T14:25:47.213Z,2022-10-02T14:25:48Z,3814840979,56,Back,3814840989,141,93.6,3814840985,140,15.9,3814840993,212,14.9,3814840995,213,3.3,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520517,203,1,1,23,45,6yhza3xbfafj5c9897mbkbudn,1,16.5,93.8,2022-10-02T14:25:48.444Z,2022-10-02T14:25:52Z,3814841455,212,27.7,3814841451,140,42.5,3814841453,141,87.2,3814841457,213,6.1,3814841449,56,Back,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520523,204,61,1,23,49,6yhza3xbfafj5c9897mbkbudn,0,43.3,89.9,2022-10-02T14:25:52.382Z,2022-10-02T14:25:52Z,3814841489,56,Back,,,,,,,,,,,,,,,,,,,,,,dzisqj9zjrxdxmqeu8kof95d6,S. Fölmli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520557,197,1,1,23,50,2f7gua216miwsfd83rgjsn4ap,0,53.3,3.8,2022-10-02T14:25:52.810Z,2022-10-02T14:50:35Z,3814841631,213,5.4,3814841633,1,,3814841627,141,0.0,3814841625,140,55.7,3814841629,212,4.2,3814841623,56,Right,3814841621,157,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520571,198,5,1,23,51,2f7gua216miwsfd83rgjsn4ap,0,63,-1.4,2022-10-02T14:25:53.757Z,2022-10-02T14:51:52Z,3814841703,56,Right,3814843955,233,205,3814841707,347,,,,,,,,,,,,,,,,,57cbneelzdjmwvsk87sgq7omi,N. Räcke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520551,205,5,1,23,51,6yhza3xbfafj5c9897mbkbudn,1,37,101.4,2022-10-02T14:25:53.757Z,2022-10-02T14:26:15Z,3814841601,347,,3814843923,233,198,3814841599,56,Back,,,,,,,,,,,,,,,,dzisqj9zjrxdxmqeu8kof95d6,S. Fölmli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520885,206,1,1,24,5,6yhza3xbfafj5c9897mbkbudn,1,29.7,100,2022-10-02T14:26:08.092Z,2022-10-02T14:26:17Z,3814843323,140,31.6,3814843321,56,Back,3814843329,213,4.9,3814843325,141,86.3,3814843327,212,10.7,3814844039,107,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520943,207,1,1,24,7,6yhza3xbfafj5c9897mbkbudn,0,32.6,93.6,2022-10-02T14:26:10.317Z,2022-10-02T14:26:13Z,3814843657,1,,3814843649,140,92.2,3814843645,157,,3814843655,213,6.1,3814843647,56,Center,3814843653,212,63.9,3814843651,141,74.7,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466520957,199,49,1,24,11,2f7gua216miwsfd83rgjsn4ap,1,9.6,24,2022-10-02T14:26:14.113Z,2022-10-02T14:26:14Z,,,,,,,,,,,,,,,,,,,,,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521065,200,1,1,24,14,2f7gua216miwsfd83rgjsn4ap,1,12.5,31,2022-10-02T14:26:16.610Z,2022-10-02T14:26:20Z,3814844371,56,Back,3814844373,140,22.6,3814844375,141,30.7,3814844379,213,6.3,3814844377,212,10.6,,,,,,,,,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521123,201,1,1,24,17,2f7gua216miwsfd83rgjsn4ap,0,29.8,32.8,2022-10-02T14:26:20.546Z,2022-10-02T14:26:24Z,3814844727,56,Left,3814844721,155,,3814844723,196,,3814844745,213,1.1,3814844731,140,53.5,3814844743,212,52.8,3814844737,141,100.0,3814844747,1,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521131,202,5,1,24,21,2f7gua216miwsfd83rgjsn4ap,0,54.2,101.6,2022-10-02T14:26:24.523Z,2022-10-02T14:26:30Z,3814844785,56,Left,3814845203,233,208,3814844787,347,,,,,,,,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521189,208,5,1,24,21,6yhza3xbfafj5c9897mbkbudn,1,45.8,-1.6,2022-10-02T14:26:24.523Z,2022-10-02T14:51:52Z,3814845141,347,,3814845139,56,Back,3814845177,233,202,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521239,209,1,1,24,26,6yhza3xbfafj5c9897mbkbudn,1,52.7,0,2022-10-02T14:26:29.389Z,2022-10-02T14:26:32Z,3814845463,141,21.2,3814845461,140,44.9,3814845459,56,Back,3814845465,212,17.4,3814845457,107,,3814845467,213,2.1,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521355,210,1,1,24,30,6yhza3xbfafj5c9897mbkbudn,1,42.7,13,2022-10-02T14:26:32.813Z,2022-10-02T14:26:38Z,3814846023,56,Back,3814846025,140,28.9,3814846029,212,23.9,3814846033,213,2.2,3814846027,141,40.9,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521445,211,2,1,24,35,6yhza3xbfafj5c9897mbkbudn,1,45.8,46.6,2022-10-02T14:26:38.046Z,2022-10-02T14:26:43Z,3814846581,141,74.9,3814846573,1,,3814846579,140,82.7,3814846575,56,Center,3814846569,7,33rw3w7m8xbv7ojfaih6radjo,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521493,203,55,1,24,35,2f7gua216miwsfd83rgjsn4ap,1,23.9,61.4,2022-10-02T14:26:38.047Z,2022-10-02T14:51:46Z,,,,,,,,,,,,,,,,,,,,,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521909,204,1,1,25,5,2f7gua216miwsfd83rgjsn4ap,0,25.1,38.5,2022-10-02T14:27:08.050Z,2022-10-02T14:27:50Z,3814849157,140,63.5,3814849149,5,,3814849163,213,6.3,3814849159,141,38.2,3814849161,212,40.3,3814849155,56,Center,3814849153,241,,3814849151,157,,5538ubmpq7ijg9s6fyt0qwglw,S. Winkler,3814849165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521967,212,1,1,25,10,6yhza3xbfafj5c9897mbkbudn,1,33.9,60.9,2022-10-02T14:27:13.024Z,2022-10-02T14:31:08Z,3814870111,1,,3814870109,157,,3814849567,212,17.6,3814849561,56,Back,3814849563,140,47.2,3814849565,141,45.1,3814849569,213,5.6,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466521975,213,3,1,25,11,6yhza3xbfafj5c9897mbkbudn,0,48.5,46,2022-10-02T14:27:13.967Z,2022-10-02T14:27:17Z,3814849613,286,,3814849611,56,Back,3814849899,233,205,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522007,205,7,1,25,11,2f7gua216miwsfd83rgjsn4ap,1,51.5,54,2022-10-02T14:27:13.968Z,2022-10-02T14:27:16Z,3814849817,56,Center,3814849877,233,213,3814849821,285,,,,,,,,,,,,,,,,,565jokvoc8s75gk2h33pi4msq,M. Hils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522025,206,1,1,25,13,2f7gua216miwsfd83rgjsn4ap,0,51.7,46,2022-10-02T14:27:16.500Z,2022-10-02T14:27:26Z,3814849943,140,51.5,3814849941,56,Center,3814849945,141,48.7,3814849949,213,1.7,3814849947,212,1.8,3814850687,286,,3814850683,233,214,3814850681,236,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522065,214,74,1,25,13,6yhza3xbfafj5c9897mbkbudn,1,48.2,47.8,2022-10-02T14:27:16.501Z,2022-10-02T14:51:41Z,3814850139,285,,3814850215,233,206,3814850137,56,Back,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522069,207,1,1,25,15,2f7gua216miwsfd83rgjsn4ap,1,43.5,52.2,2022-10-02T14:27:18.403Z,2022-10-02T14:27:20Z,3814850163,213,1.8,3814850159,141,60.6,3814850161,212,5.9,3814850153,56,Back,3814850157,140,42.2,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522141,208,1,1,25,17,2f7gua216miwsfd83rgjsn4ap,1,48,65.4,2022-10-02T14:27:20.531Z,2022-10-02T14:27:24Z,3814850597,212,25.5,3814850593,140,63.7,3814850591,56,Left,3814850595,141,94.1,3814850599,213,0.9,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522203,209,50,1,25,24,2f7gua216miwsfd83rgjsn4ap,1,78.2,80,2022-10-02T14:27:27.422Z,2022-10-02T14:27:29Z,3814851013,233,215,3814850963,56,Left,3814850965,286,,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522187,215,7,1,25,24,6yhza3xbfafj5c9897mbkbudn,0,21.8,20,2022-10-02T14:27:27.423Z,2022-10-02T14:27:29Z,3814850861,56,Back,3814850863,285,,3814850991,233,209,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522297,210,1,1,25,28,2f7gua216miwsfd83rgjsn4ap,1,60.5,67.3,2022-10-02T14:27:30.787Z,2022-10-02T14:27:34Z,3814851537,141,64.5,3814851533,56,Back,3814851541,213,3.3,3814851539,212,14.9,3814851535,140,46.4,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522537,211,2,1,25,31,2f7gua216miwsfd83rgjsn4ap,1,53,55.9,2022-10-02T14:27:34.436Z,2022-10-02T14:27:48Z,3814852797,140,84.5,3814852791,7,5hdjbf8idy50wlf0d6qi3lk9h,3814852793,1,,3814852799,141,85.9,3814852795,56,Left,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522377,216,55,1,25,31,6yhza3xbfafj5c9897mbkbudn,1,21.1,21.5,2022-10-02T14:27:34.437Z,2022-10-02T14:51:47Z,,,,,,,,,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522645,217,1,1,25,49,6yhza3xbfafj5c9897mbkbudn,1,20.1,21.8,2022-10-02T14:27:51.728Z,2022-10-02T14:27:55Z,3814853377,56,Back,3814853379,140,29.1,3814853375,241,,3814853385,213,1.1,3814853383,212,20.2,3814853373,5,,3814853381,141,48.1,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522675,218,1,1,25,52,6yhza3xbfafj5c9897mbkbudn,1,29.1,48.1,2022-10-02T14:27:54.752Z,2022-10-02T14:27:57Z,3814853541,213,4.0,3814853533,56,Back,3814853539,212,15.2,3814853535,140,19.5,3814853537,141,31.3,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522689,219,1,1,25,54,6yhza3xbfafj5c9897mbkbudn,1,24,25.7,2022-10-02T14:27:57.184Z,2022-10-02T14:27:58Z,3814853617,140,35.3,3814853615,56,Back,3814853627,213,0.5,3814853623,212,13.5,3814853621,141,35.3,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522757,220,1,1,25,56,6yhza3xbfafj5c9897mbkbudn,1,32.2,38,2022-10-02T14:27:58.656Z,2022-10-02T14:28:04Z,3814854031,212,13.8,3814854027,140,22.8,3814854033,213,2.4,3814854025,56,Back,3814854029,141,52.2,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522777,221,1,1,26,1,6yhza3xbfafj5c9897mbkbudn,0,29.9,60.2,2022-10-02T14:28:04.353Z,2022-10-02T14:28:06Z,3814854123,233,212,3814854121,236,,3814854097,141,60.9,3814854101,213,0.1,3814854093,56,Back,3814854127,286,,3814854099,212,5.5,3814854095,140,35.1,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522763,212,74,1,26,1,2f7gua216miwsfd83rgjsn4ap,1,64.2,45.4,2022-10-02T14:28:04.354Z,2022-10-02T14:28:06Z,3814854053,56,Center,3814854153,233,221,3814854055,285,,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522807,213,61,1,26,4,2f7gua216miwsfd83rgjsn4ap,0,69.8,55.5,2022-10-02T14:28:07.141Z,2022-10-02T14:28:07Z,3814854295,56,Center,,,,,,,,,,,,,,,,,,,,,,3ucjekvg77wnqsybahjae5iei,V. Endemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522847,222,1,1,26,5,6yhza3xbfafj5c9897mbkbudn,1,23.1,37.6,2022-10-02T14:28:07.760Z,2022-10-02T14:28:09Z,3814854493,56,Back,3814854499,141,44.8,3814854495,140,3.9,3814854503,212,20.7,3814854505,213,2.9,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522851,223,43,1,26,7,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-10-02T14:28:09.793Z,2022-10-02T14:28:16Z,3814855099,144,49,,,,,,,,,,,,,,,,,,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522911,224,1,1,26,8,6yhza3xbfafj5c9897mbkbudn,0,3.9,44.8,2022-10-02T14:28:10.865Z,2022-10-02T14:28:13Z,3814854829,141,36.2,3814854825,56,Back,3814854819,157,,3814854833,213,6.1,3814854831,212,27.0,3814854827,140,29.0,3814854835,1,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466522999,214,1,1,26,13,2f7gua216miwsfd83rgjsn4ap,1,69.9,66.6,2022-10-02T14:28:16.517Z,2022-10-02T14:28:18Z,3814855349,140,72.5,3814855351,141,94.8,3814855347,56,Left,3814855353,212,19.4,3814855355,213,1.4,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523001,215,49,1,26,16,2f7gua216miwsfd83rgjsn4ap,1,72.5,94.8,2022-10-02T14:28:18.646Z,2022-10-02T14:28:19Z,,,,,,,,,,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523009,216,1,1,26,16,2f7gua216miwsfd83rgjsn4ap,0,72.5,94.8,2022-10-02T14:28:18.901Z,2022-10-02T14:28:20Z,3814855427,213,6.2,3814855419,56,Left,3814855423,141,93.6,3814855421,140,86.6,3814855425,212,14.8,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523041,225,1,1,26,18,6yhza3xbfafj5c9897mbkbudn,0,11.2,4.9,2022-10-02T14:28:20.977Z,2022-10-02T14:28:22Z,3814855591,212,3.6,3814855587,140,14.4,3814855593,213,0.3,3814855661,286,,3814855655,236,,3814855589,141,6.7,3814855657,233,217,3814855581,56,Back,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523053,217,74,1,26,18,2f7gua216miwsfd83rgjsn4ap,1,85.2,94.4,2022-10-02T14:28:20.978Z,2022-10-02T14:51:41Z,3814855627,285,,3814855625,56,Left,3814855681,233,225,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523067,218,5,1,26,19,2f7gua216miwsfd83rgjsn4ap,0,86.6,100.8,2022-10-02T14:28:22.257Z,2022-10-02T14:51:52Z,3814856537,233,226,3814855747,347,,3814855745,56,Left,,,,,,,,,,,,,,,,5hdjbf8idy50wlf0d6qi3lk9h,M. Berentzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523187,226,5,1,26,19,6yhza3xbfafj5c9897mbkbudn,1,13.4,-0.8,2022-10-02T14:28:22.257Z,2022-10-02T14:28:33Z,3814856417,347,,3814856485,233,218,3814856415,56,Back,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523215,227,1,1,26,30,6yhza3xbfafj5c9897mbkbudn,1,12.4,0,2022-10-02T14:28:32.626Z,2022-10-02T14:28:33Z,3814856603,213,0.8,3814856601,212,12.2,3814856597,141,12.2,3814856589,107,,3814856591,56,Back,3814856593,140,20.6,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523231,228,1,1,26,31,6yhza3xbfafj5c9897mbkbudn,0,20.6,12.2,2022-10-02T14:28:33.841Z,2022-10-02T14:28:34Z,3814856667,213,1.1,3814856663,141,22.9,3814856661,140,24.3,3814856659,56,Back,3814856665,212,8.2,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523229,219,8,1,26,31,2f7gua216miwsfd83rgjsn4ap,1,76,76.4,2022-10-02T14:28:34.373Z,2022-10-02T14:28:34Z,3814856653,56,Center,,,,,,,,,,,,,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523235,220,49,1,26,32,2f7gua216miwsfd83rgjsn4ap,1,76,76.4,2022-10-02T14:28:34.981Z,2022-10-02T14:28:35Z,,,,,,,,,,,,,,,,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523265,221,1,1,26,32,2f7gua216miwsfd83rgjsn4ap,0,74.4,76,2022-10-02T14:28:35.381Z,2022-10-02T14:28:36Z,3814856867,212,17.9,3814856865,141,49.7,3814856869,213,4.7,3814856861,56,Center,3814856863,140,74.7,,,,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523283,229,8,1,26,35,6yhza3xbfafj5c9897mbkbudn,1,29.3,46.9,2022-10-02T14:28:37.842Z,2022-10-02T14:28:38Z,3814856983,56,Back,,,,,,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523303,230,49,1,26,36,6yhza3xbfafj5c9897mbkbudn,1,24.5,34.3,2022-10-02T14:28:39.234Z,2022-10-02T14:28:39Z,,,,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523323,231,1,1,26,37,6yhza3xbfafj5c9897mbkbudn,0,24.2,37.6,2022-10-02T14:28:40.306Z,2022-10-02T14:28:41Z,3814857185,141,43.0,3814857257,286,,3814857189,213,1.1,3814857181,56,Back,3814857183,140,26.0,3814857187,212,4.1,3814857253,233,222,3814857251,236,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523327,222,74,1,26,37,2f7gua216miwsfd83rgjsn4ap,1,76.2,53.6,2022-10-02T14:28:40.307Z,2022-10-02T14:51:41Z,3814857211,56,Center,3814857281,233,231,3814857213,285,,,,,,,,,,,,,,,,,dtj0nm0mjqz704pm3olqihf55,A. Baaß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523373,232,1,1,26,39,6yhza3xbfafj5c9897mbkbudn,1,14.9,33.7,2022-10-02T14:28:41.569Z,2022-10-02T14:28:43Z,3814857461,213,2.9,3814857459,212,14.8,3814857455,140,1.2,3814857453,56,Back,3814857457,141,38.8,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523431,233,1,1,26,41,6yhza3xbfafj5c9897mbkbudn,1,1.4,38.9,2022-10-02T14:28:43.779Z,2022-10-02T14:28:48Z,3814857791,1,,3814857787,212,29.5,3814857783,140,23.6,3814857781,56,Back,3814857779,157,,3814857785,141,12.4,3814857789,213,5.6,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523437,234,61,1,26,45,6yhza3xbfafj5c9897mbkbudn,0,24.5,12.4,2022-10-02T14:28:48.018Z,2022-10-02T14:28:48Z,3814857823,56,Back,,,,,,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523469,223,50,1,26,47,2f7gua216miwsfd83rgjsn4ap,1,78.6,86.3,2022-10-02T14:28:50.293Z,2022-10-02T14:28:51Z,3814858135,233,235,3814857983,286,,3814857981,56,Left,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523483,235,7,1,26,47,6yhza3xbfafj5c9897mbkbudn,0,21.4,13.7,2022-10-02T14:28:50.294Z,2022-10-02T14:28:51Z,3814858029,285,,3814858101,233,223,3814858025,56,Back,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523489,224,49,1,26,48,2f7gua216miwsfd83rgjsn4ap,1,82.3,88,2022-10-02T14:28:50.956Z,2022-10-02T14:28:51Z,,,,,,,,,,,,,,,,,,,,,,,,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523569,225,1,1,26,50,2f7gua216miwsfd83rgjsn4ap,0,90.3,90.9,2022-10-02T14:28:52.998Z,2022-10-02T14:28:54Z,3814858487,213,4.4,3814858491,1,,3814858475,140,80.0,3814858479,141,46.0,3814858471,56,Center,3814858483,212,32.4,3814858465,155,,3814858461,2,,dxxo7gr1hcdzzum13rxotvk5x,L. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523577,236,49,1,26,52,6yhza3xbfafj5c9897mbkbudn,1,22.2,63.9,2022-10-02T14:28:55.106Z,2022-10-02T14:28:55Z,,,,,,,,,,,,,,,,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523655,237,1,1,26,56,6yhza3xbfafj5c9897mbkbudn,0,26.4,58.8,2022-10-02T14:28:58.674Z,2022-10-02T14:28:59Z,3814858941,236,,3814858943,233,226,3814858947,286,,3814858889,56,Back,3814858897,213,0.1,3814858893,141,59.3,3814858891,140,32.8,3814858895,212,6.7,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523661,226,74,1,26,56,2f7gua216miwsfd83rgjsn4ap,1,65.3,45.5,2022-10-02T14:28:58.675Z,2022-10-02T14:51:41Z,3814858953,233,237,3814858915,56,Center,3814858917,285,,,,,,,,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523717,238,1,1,26,57,6yhza3xbfafj5c9897mbkbudn,1,29.4,58.5,2022-10-02T14:28:59.857Z,2022-10-02T14:29:02Z,3814859229,56,Back,3814859235,212,22.7,3814859231,140,7.8,3814859233,141,57.5,3814859237,213,3.2,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466523801,239,1,1,26,59,6yhza3xbfafj5c9897mbkbudn,1,7.9,55.2,2022-10-02T14:29:02.371Z,2022-10-02T14:29:08Z,3814859673,1,,3814859671,213,6.1,3814859667,141,46.4,3814859665,140,47.9,3814859669,212,42.4,3814859661,157,,3814859663,56,Back,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
