id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,keyPass,qualifier/15/value,qualifier/16/value
2515788319,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-03-05T11:18:08.263Z,2023-03-05T11:59:01Z,4074816507,30,"biomno1rhjrnhw59fs2yisktm, 2g09uohghh7k9c8de566k2led, b9gxo2rldtuz9mi8lzgnm0mxg, 7xplwmgnz56mfkdwnjwep632s, c45vx4712w32k3ttlgoijkhuy, d11imdjqgfg7c0vo1te98rvv8, mx0xcrbamcrs77w7socdzv11, 1tq2p5cd8gwndv33rrfl7zlxx, 380wlef6rk03khlb0t5elb04q, qirr699c3gjdqq420ssd9vit, aemsodynsywxzi5m7czbenob9, c6g4g3t6fi6pg14zdmw3uvasq, cwego71othceguyo85tw2m4iy, 4trepwlcclo2elj3epyrs0ep6, 2b6315hlohr62lm3xzz5qidey, 536gqq71ria9n0bbncfzagru, 5g1fqltglztt6p9j20iwshbvu, 3l3ieiqvyz79tzfkniys3ifl6",4074816513,130,2,4074932337,197,17496,4074816509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4074816519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074816515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4074816517,194,aemsodynsywxzi5m7czbenob9,4074816511,59,"32, 14, 25, 20, 8, 5, 21, 22, 7, 11, 17, 6, 9, 10, 19, 23, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515789119,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-03-05T11:19:32.048Z,2023-03-05T12:06:33Z,4074820773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4074932959,197,8751,4074820763,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4074820767,130,8,4074820761,30,"do1uv3ohvyvodhcindxj76qy1, 1139rvy7ws5o77eq04wprf0tl, 6yoqpu952gnc6trdg6vpala6t, 8etvu6b9z7sm2rg3wqkmchk9h, agqhiv0awfumj9c4sbq81hh7u, azitzbihzs5b3iv56nq4iszit, 3bg4ewc3n4ytybr96lc313ahh, a3rlansc0x5sw4hg75yhpanhm, 9nc0572mgpafxbjnrk55emtt6, 4ennrl7as17fnvk5c3vhhg5qs, 8xphahi0vi6fnh8ou88zzb6j9, e3gddzy59fp8lidsr83vpw12i, azqwt1eb6ozui2xml066e59n8, 42h5sz2axk69ifygo0wzuvr2t, qygwawkthmtcn3sx4ptq0e8k, 1tkgs09548p54arfjuufivk7o, dseqkqirdljgr63ov3461vhsl, ctt0noqy18w96i73n9pahoz55, ambjrl1ky848xbmdwsrsbjpey",4074820769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4074820771,194,azitzbihzs5b3iv56nq4iszit,4074820765,59,"41, 15, 18, 2, 32, 23, 26, 14, 31, 5, 21, 4, 9, 11, 19, 22, 25, 28, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811673,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-03-05T12:01:30.493Z,2023-03-05T12:01:32Z,4074938139,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811665,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2023-03-05T12:01:30.493Z,2023-03-05T12:01:30Z,4074938109,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811677,3,1,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,50.1,49.9,2023-03-05T12:01:30.593Z,2023-03-05T12:52:15Z,4074938173,213,3.1,4074938163,140,31.5,4074938167,141,50.7,4074938161,56,Back,4074938175,279,S,4074938171,212,19.5,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811733,4,1,1,0,4,bax97wqmyvdu4xygi7wzcvdzd,1,30.2,49.7,2023-03-05T12:01:35.098Z,2023-03-05T12:01:37Z,4074938401,212,14.6,4074938403,213,2.2,4074938397,140,22.4,4074938399,141,67.5,4074938395,56,Back,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811783,5,1,1,0,6,bax97wqmyvdu4xygi7wzcvdzd,1,22.3,67.9,2023-03-05T12:01:36.890Z,2023-03-05T12:01:39Z,4074938631,212,18.5,4074938621,56,Back,4074938627,141,53.7,4074938623,140,7.3,4074938633,213,3.7,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811819,6,1,1,0,9,bax97wqmyvdu4xygi7wzcvdzd,1,8.4,49.3,2023-03-05T12:01:39.626Z,2023-03-05T12:01:44Z,4074938793,212,21.6,4074938795,213,5.2,4074938787,56,Back,4074938789,140,17.9,4074938791,141,21.2,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811879,7,1,1,0,13,bax97wqmyvdu4xygi7wzcvdzd,0,26.1,18.6,2023-03-05T12:01:43.994Z,2023-03-05T12:01:51Z,4074939079,1,,4074939067,155,,4074939073,141,17.9,4074939075,212,61.4,4074939071,140,84.6,4074939077,213,6.3,4074939069,56,Right,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515811899,3,8,1,0,21,6mng5xcarvyip7ixoss7au245,1,13.8,82.3,2023-03-05T12:01:51.965Z,2023-03-05T12:01:52Z,4074939157,56,Back,,,,,,,,,,,,,,,,,,,,,,6yoqpu952gnc6trdg6vpala6t,W. Meister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
