id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value
2533452179,2,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-04-15T10:10:20.736Z,2023-04-15T10:57:46Z,4189376133,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189376141,194,9uu3awe8j2wf502ke5l9nwg5x,4189376135,59,"12, 19, 3, 6, 16, 18, 13, 21, 9, 10, 11, 1, 4, 5, 7, 14, 15, 17, 23, 25",4189376143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189465041,197,17287,4189376139,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189376131,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 8az7xzsavwdqyuhal2yxml10q, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 5hdjbf8idy50wlf0d6qi3lk9h, 6zmrvcurwjzt9y07c85s24r85, 6el60ixesyykp18873zddqve2, epxe17rtw23fpslr1e6cxlffu, 6pgjx4bd90q1d1vof7bonhjx0, 9qi8kgzemtdhtgdd0ppqsyelm, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, dtj0nm0mjqz704pm3olqihf55, f01nw6jfywo13d30t2j6lmivo, ccwb5o1w1wuxfie257h1m3hn8, 6i71063juhqq2d35riwhr1uqx, 8fvhkgu9pio9hcs0qhndw1239, 3ucjekvg77wnqsybahjae5iei",4189376137,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2533456213,1,34,16,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-04-15T10:20:03.894Z,2023-04-15T10:57:52Z,4189397209,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189397207,130,8,4189397201,30,"q4va8vnwzmwtdo6qymq4ywgl, c36h9olifkg6s63uktgf1puqd, 764yxrb6zqxke8l61qjd4o3qh, 9oq5f3fgf6g9vyc965o35127e, 46wf8el37rvruhacvvbv38z1m, 2lsz8g4mvgqvartyjfud90e6t, 4h4v3c01l7hjkfnnz9ef8i5m1, eyqhxpni376pocsunribu1jv9, ed31f3of5iql0onh9uellvtnt, 9yzs0w3tjas15ic0o2b51q86h, 1asefru50u06hyhmoa7d9qcx5, 2ywmv0jjr4u8jgo8gnoisx0id, gvm839vxy6tkznrtw9mop17u, 3de90guq76ncq4iqhstw29u22, 9nadd9kif5hu80tyhg6b445hx, bf38nsprlsb7783sgyl1ezq3t, 8djtc44u653lmy03mnniax3l6, 2h5t74e8r147rzbett9on72sp, bez9hd6po73pkved1bebbbdnt, c7wjubp9lw0ep71cjt3bv6qdw",4189397211,194,eyqhxpni376pocsunribu1jv9,4189397213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189397203,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189465109,197,9561,4189397205,59,"27, 4, 2, 8, 14, 3, 11, 6, 17, 18, 30, 1, 7, 9, 10, 15, 16, 22, 31, 5",,,,,,,,,,,,,,,,,,,,,,,,,,
2533471553,2,32,1,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-04-15T11:01:23.870Z,2023-04-15T11:01:25Z,4189470003,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533471547,3,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2023-04-15T11:01:23.870Z,2023-04-15T11:01:24Z,4189469977,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533471571,4,1,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,49.9,50.1,2023-04-15T11:01:23.970Z,2023-04-15T11:01:26Z,4189470093,141,46.4,4189470085,56,Back,4189470089,140,39.3,4189470099,213,3.4,4189470101,279,S,4189470097,212,11.4,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,
2533471581,5,3,1,0,2,2f7gua216miwsfd83rgjsn4ap,0,39.2,41,2023-04-15T11:01:26.603Z,2023-04-15T11:01:29Z,4189470161,56,Back,4189470221,233,3,4189470167,286,,,,,,,,,,,,,,,,,8az7xzsavwdqyuhal2yxml10q,K. Piljić,,,,,,,,,,,,,,,,,,,,,,,,
2533471595,3,7,1,0,2,dpp6fex0mdxsxhdct2qf66x5n,0,60.8,59,2023-04-15T11:01:26.604Z,2023-04-15T11:01:29Z,4189470217,233,5,4189470205,56,Center,4189470207,285,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,
2533471625,6,1,1,0,5,2f7gua216miwsfd83rgjsn4ap,1,34.9,29.1,2023-04-15T11:01:28.898Z,2023-04-15T11:01:34Z,4189470343,213,4.4,4189470339,141,8.5,4189470337,140,30.6,4189470341,212,14.7,4189470335,56,Back,,,,,,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,
2533471633,7,1,1,0,10,2f7gua216miwsfd83rgjsn4ap,1,30.6,9.2,2023-04-15T11:01:34.787Z,2023-04-15T11:01:36Z,4189470367,140,24.1,4189470365,56,Back,4189470373,213,2.0,4189470371,212,17.3,4189470369,141,32.5,,,,,,,,,,6dr16qr33t4gjz70bv5bxc8dm,B. Sterner,,,,,,,,,,,,,,,,,,,,,,,,
2533471651,8,1,1,0,12,2f7gua216miwsfd83rgjsn4ap,1,24.1,32.5,2023-04-15T11:01:36.523Z,2023-04-15T11:01:39Z,4189470471,141,69.7,4189470469,140,22.0,4189470475,213,1.7,4189470467,56,Back,4189470473,212,25.4,,,,,,,,,,9uu3awe8j2wf502ke5l9nwg5x,J. Meißner,,,,,,,,,,,,,,,,,,,,,,,,
