id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2548585867,4,50,1,0,10,e8os1xpomlperuedy2f9a9ttu,1,38.9,10.2,2023-05-14T11:03:25.569Z,2023-05-14T11:09:41Z,4276904093,56,Back,4276904157,233,8,4276904095,286,,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585851,8,7,1,0,10,6bl19flj1eggw2gw7sya19bof,0,61.1,89.8,2023-05-14T11:03:25.570Z,2023-05-14T11:09:51Z,4276904017,56,Left,4276904119,233,4,4276904021,285,,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585869,9,1,1,0,12,6bl19flj1eggw2gw7sya19bof,1,58.3,87.2,2023-05-14T11:03:27.198Z,2023-05-14T11:09:50Z,4276926603,141,81.4,4276904107,56,Left,4276926601,140,51.0,4276926605,212,8.6,4276926607,213,3.6,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585931,10,1,1,0,17,6bl19flj1eggw2gw7sya19bof,1,44.1,76.7,2023-05-14T11:03:31.697Z,2023-05-14T11:03:34Z,4276904423,140,20.8,4276904421,56,Back,4276904427,212,27.3,4276904425,141,59.0,4276904449,189,,4276904429,213,3.6,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585981,11,1,1,0,23,6bl19flj1eggw2gw7sya19bof,1,18.6,59.4,2023-05-14T11:03:38.113Z,2023-05-14T11:11:28Z,4276904717,212,26.8,4276904719,213,1.1,4276904715,141,94.7,4276904711,56,Back,4276904713,140,30.0,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586009,12,1,1,0,24,6bl19flj1eggw2gw7sya19bof,1,30,94.7,2023-05-14T11:03:39.618Z,2023-05-14T11:03:43Z,4276904867,212,31.8,4276904865,141,89.3,4276904859,155,,4276904863,140,60.1,4276904861,56,Left,4276904869,213,6.2,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586033,13,1,1,0,30,6bl19flj1eggw2gw7sya19bof,1,61.1,95.4,2023-05-14T11:03:44.673Z,2023-05-14T11:03:46Z,4276905011,141,89.0,4276905013,212,8.3,4276905007,56,Left,4276905009,140,67.8,4276905015,213,5.7,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586035,14,61,1,0,31,6bl19flj1eggw2gw7sya19bof,0,67.8,89,2023-05-14T11:03:45.970Z,2023-05-14T11:03:46Z,4276905019,56,Left,,,,,,,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586039,5,49,1,0,32,e8os1xpomlperuedy2f9a9ttu,1,31.6,27.4,2023-05-14T11:03:47.102Z,2023-05-14T11:10:14Z,,,,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586119,6,1,1,0,34,e8os1xpomlperuedy2f9a9ttu,0,33.2,27.1,2023-05-14T11:03:49.454Z,2023-05-14T11:10:23Z,4276905443,196,,4276905445,56,Left,4276905447,140,67.8,4276905455,1,,4276905449,141,100.0,4276905453,213,1.0,4276905451,212,62.5,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586123,7,5,1,0,39,e8os1xpomlperuedy2f9a9ttu,0,68,101.5,2023-05-14T11:03:54.129Z,2023-05-14T11:58:21Z,4276905703,233,15,4276905471,56,Left,4276905473,347,,,,,,,,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586147,15,5,1,0,39,6bl19flj1eggw2gw7sya19bof,1,32,-1.5,2023-05-14T11:03:54.129Z,2023-05-14T11:03:59Z,4276905623,56,Back,4276905685,233,7,4276905625,347,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586181,16,1,1,0,45,6bl19flj1eggw2gw7sya19bof,1,32.3,0,2023-05-14T11:04:00.033Z,2023-05-14T11:04:01Z,4276905801,56,Back,4276905803,140,42.1,4276905805,141,6.5,4276905807,212,11.8,4276905799,107,,4276905809,213,0.5,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586201,17,1,1,0,46,6bl19flj1eggw2gw7sya19bof,1,42.1,6.5,2023-05-14T11:04:01.440Z,2023-05-14T11:04:03Z,4276905895,140,31.0,4276905897,141,3.2,4276905913,156,,4276905893,56,Back,4276905899,212,11.9,4276905901,213,3.3,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586207,18,1,1,0,49,6bl19flj1eggw2gw7sya19bof,0,31,3.2,2023-05-14T11:04:04.001Z,2023-05-14T11:04:05Z,4276905955,213,0.2,4276905957,1,,4276905951,141,9.4,4276905953,212,24.7,4276905947,56,Right,4276905949,140,54.2,4276905945,157,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586221,8,1,1,0,49,e8os1xpomlperuedy2f9a9ttu,1,51.9,92.4,2023-05-14T11:04:04.542Z,2023-05-14T11:10:41Z,4276906023,140,59.8,4276906019,56,Left,4276906031,212,8.6,4276906027,141,89.0,4276906033,213,6.0,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586225,9,49,1,0,51,e8os1xpomlperuedy2f9a9ttu,1,58.4,82.9,2023-05-14T11:04:05.791Z,2023-05-14T11:10:48Z,,,,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586233,10,50,1,0,51,e8os1xpomlperuedy2f9a9ttu,1,58.4,79.4,2023-05-14T11:04:06.384Z,2023-05-14T11:10:49Z,4276906095,286,,4276906093,56,Left,4276906153,233,19,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586237,19,7,1,0,51,6bl19flj1eggw2gw7sya19bof,1,41.6,20.6,2023-05-14T11:04:06.385Z,2023-05-14T11:04:08Z,4276906119,285,,4276906117,56,Back,4276906149,233,10,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586243,20,49,1,0,53,6bl19flj1eggw2gw7sya19bof,1,42.7,22,2023-05-14T11:04:07.681Z,2023-05-14T11:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586249,21,61,1,0,53,6bl19flj1eggw2gw7sya19bof,0,42.7,22,2023-05-14T11:04:07.961Z,2023-05-14T12:01:54Z,4276906175,56,Back,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586259,11,1,1,0,54,e8os1xpomlperuedy2f9a9ttu,1,55.5,80.6,2023-05-14T11:04:08.927Z,2023-05-14T11:10:53Z,4276906221,213,0.8,4276906215,140,61.0,4276906217,141,89.1,4276906213,56,Left,4276906219,212,8.2,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586261,12,49,1,0,56,e8os1xpomlperuedy2f9a9ttu,1,61.1,91.4,2023-05-14T11:04:10.800Z,2023-05-14T11:11:12Z,,,,,,,,,,,,,,,,,,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586281,13,1,1,0,56,e8os1xpomlperuedy2f9a9ttu,1,61.1,91.4,2023-05-14T11:04:10.927Z,2023-05-14T11:11:13Z,4276906335,213,2.5,4276906329,140,57.4,4276906331,141,95.4,4276906327,56,Left,4276906333,212,4.7,,,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586283,14,1,1,0,57,e8os1xpomlperuedy2f9a9ttu,0,57.4,95.4,2023-05-14T11:04:11.815Z,2023-05-14T11:55:54Z,4276906345,212,7.7,4276906339,56,Left,4276906347,213,0.2,4276906341,140,64.6,4276906343,141,97.7,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586279,22,8,1,0,57,6bl19flj1eggw2gw7sya19bof,1,35.3,4.7,2023-05-14T11:04:12.641Z,2023-05-14T11:04:12Z,4276906325,56,Back,,,,,,,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586369,15,5,1,0,58,e8os1xpomlperuedy2f9a9ttu,1,64.8,101,2023-05-14T11:04:13.361Z,2023-05-14T11:58:22Z,4276906809,347,,4276906807,56,Left,4276906833,233,23,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586285,23,5,1,0,58,6bl19flj1eggw2gw7sya19bof,0,35.2,-1,2023-05-14T11:04:13.361Z,2023-05-14T11:04:22Z,4276906355,347,,4276906353,56,Back,4276906849,233,15,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586417,16,1,1,1,7,e8os1xpomlperuedy2f9a9ttu,1,61.8,100,2023-05-14T11:04:21.791Z,2023-05-14T11:12:06Z,4276907057,140,72.1,4276907055,56,Left,4276907053,107,,4276907059,141,97.2,4276907063,213,6.0,4276907061,212,11.2,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586433,17,1,1,1,10,e8os1xpomlperuedy2f9a9ttu,0,71.9,97.5,2023-05-14T11:04:25.567Z,2023-05-14T11:12:09Z,4276907121,56,Left,4276907123,140,64.0,4276907127,212,8.3,4276907125,141,98.3,4276907129,213,3.1,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586431,24,49,1,1,11,6bl19flj1eggw2gw7sya19bof,1,37.1,2,2023-05-14T11:04:26.561Z,2023-05-14T11:04:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586483,25,1,1,1,12,6bl19flj1eggw2gw7sya19bof,1,37.1,2,2023-05-14T11:04:27.457Z,2023-05-14T11:04:31Z,4276907371,141,5.0,4276907369,140,63.1,4276907365,155,,4276907373,212,27.4,4276907367,56,Right,4276907375,213,0.1,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586495,26,1,1,1,16,6bl19flj1eggw2gw7sya19bof,0,74,13,2023-05-14T11:04:31.569Z,2023-05-14T11:04:36Z,4276907439,213,1.0,4276907683,236,,4276907427,155,,4276907685,233,18,4276907425,2,,4276907437,212,4.5,4276907435,141,18.4,4276907433,140,76.4,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,4276907431,56,Right,4276907689,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586533,18,12,1,1,17,e8os1xpomlperuedy2f9a9ttu,1,17.5,80,2023-05-14T11:04:31.669Z,2023-05-14T11:12:43Z,4276907679,185,,4276907681,56,Back,4276907693,233,26,,,,,,,,,,,,,,,,1knjymb11ziv7sq5m1f4tdwwl,S. Doorsoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586549,19,49,1,1,23,e8os1xpomlperuedy2f9a9ttu,1,23.2,67.2,2023-05-14T11:04:37.664Z,2023-05-14T11:12:54Z,,,,,,,,,,,,,,,,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586565,20,1,1,1,23,e8os1xpomlperuedy2f9a9ttu,1,23.5,66.9,2023-05-14T11:04:38.303Z,2023-05-14T11:12:52Z,4276907861,141,74.1,4276907857,56,Back,4276907863,212,5.9,4276907859,140,26.7,4276907865,213,1.0,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586569,21,1,1,1,25,e8os1xpomlperuedy2f9a9ttu,0,27.7,71.4,2023-05-14T11:04:40.128Z,2023-05-14T11:13:31Z,4276907893,56,Left,4276907891,155,,4276907897,141,100.0,4276907895,140,59.4,4276907903,1,,4276907899,212,38.9,4276907901,213,0.5,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586571,22,5,1,1,26,e8os1xpomlperuedy2f9a9ttu,0,59.4,101.2,2023-05-14T11:04:40.947Z,2023-05-14T11:04:44Z,4276908067,233,27,4276907907,347,,4276907905,56,Left,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586591,27,5,1,1,26,6bl19flj1eggw2gw7sya19bof,1,40.6,-1.2,2023-05-14T11:04:40.947Z,2023-05-14T12:01:56Z,4276908053,233,22,4276908043,347,,4276908041,56,Back,,,,,,,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586647,28,1,1,1,35,6bl19flj1eggw2gw7sya19bof,1,41.3,0,2023-05-14T11:04:50.192Z,2023-05-14T11:04:51Z,4276908393,212,5.1,4276908389,140,40.6,4276908385,107,,4276908391,141,6.1,4276908387,56,Back,4276908395,213,1.7,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586659,29,1,1,1,36,6bl19flj1eggw2gw7sya19bof,1,41.1,5.2,2023-05-14T11:04:51.281Z,2023-05-14T11:04:52Z,4276908451,212,3.8,4276908453,213,4.0,4276908447,140,38.6,4276908449,141,1.1,4276908445,56,Back,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586677,30,1,1,1,37,6bl19flj1eggw2gw7sya19bof,1,38.6,1.1,2023-05-14T11:04:52.480Z,2023-05-14T11:04:53Z,4276908525,213,0.1,4276908521,141,1.9,4276908519,140,44.5,4276908523,212,6.2,4276908517,56,Back,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586691,31,1,1,1,39,6bl19flj1eggw2gw7sya19bof,1,44.5,1.9,2023-05-14T11:04:53.681Z,2023-05-14T11:04:55Z,4276908611,141,7.9,4276908613,212,5.3,4276908609,140,41.3,4276908607,56,Back,4276908615,213,2.3,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586735,32,1,1,1,40,6bl19flj1eggw2gw7sya19bof,1,41.3,7.9,2023-05-14T11:04:55.104Z,2023-05-14T11:04:57Z,4276908787,140,30.4,4276908791,212,19.3,4276908785,56,Back,4276908789,141,30.7,4276908793,213,2.2,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586775,33,1,1,1,43,6bl19flj1eggw2gw7sya19bof,1,30.1,37.4,2023-05-14T11:04:57.761Z,2023-05-14T11:05:03Z,4276908999,213,1.3,4276908995,141,86.1,4276908997,212,34.1,4276908993,140,37.7,4276909001,1,,4276908991,56,Back,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586821,34,1,1,1,48,6bl19flj1eggw2gw7sya19bof,1,39.4,88.7,2023-05-14T11:05:02.880Z,2023-05-14T11:05:05Z,4276909211,213,3.9,4276909203,56,Back,4276909207,141,71.3,4276909205,140,28.4,4276909209,212,16.5,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586883,35,1,1,1,51,6bl19flj1eggw2gw7sya19bof,1,27.4,71,2023-05-14T11:05:05.760Z,2023-05-14T11:05:13Z,4276909537,56,Back,4276909539,140,22.8,4276909545,213,4.5,4276909541,141,39.2,4276909543,212,22.2,,,,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586905,36,1,1,1,58,6bl19flj1eggw2gw7sya19bof,1,25,37.7,2023-05-14T11:05:13.440Z,2023-05-14T12:01:58Z,4276909657,212,22.0,4276909655,141,25.6,4276909659,213,5.9,4276909653,140,44.4,4276909651,56,Back,,,,,,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548586925,37,1,1,2,0,6bl19flj1eggw2gw7sya19bof,0,48.8,23.9,2023-05-14T11:05:15.089Z,2023-05-14T11:05:18Z,4276909755,213,6.0,4276909749,140,65.6,4276909753,212,18.3,4276909747,56,Right,4276909751,141,16.9,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
