id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2463569043,190,43,1,20,2,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-09-23T17:37:40.450Z,2022-09-23T17:38:06Z,3799175845,56,Center,3799176407,144,39,3799175841,22,0,3799175851,250,0,3799175843,16,0,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569055,199,12,1,20,4,dpp6fex0mdxsxhdct2qf66x5n,1,2.6,54.2,2022-09-23T17:37:42.304Z,2022-09-23T18:16:41Z,3799177321,141,40.2,3799177323,212,10.4,3799177317,167,,3799175915,56,Back,3799177319,140,0.0,3799177325,213,4.3,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569061,191,6,1,20,4,4e5523it4v7s6kkakelbj9si5,1,97.6,48,2022-09-23T17:37:42.627Z,2022-09-23T17:38:13Z,3799176651,73,,3799176669,233,200,3799175937,56,Center,,,,,,,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569065,200,6,1,20,4,dpp6fex0mdxsxhdct2qf66x5n,0,2.4,52,2022-09-23T17:37:42.627Z,2022-09-23T18:44:45Z,3799175955,56,Back,3799176689,233,191,3799175957,73,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569233,192,1,1,20,38,4e5523it4v7s6kkakelbj9si5,1,99.6,99.7,2022-09-23T17:38:16.306Z,2022-09-23T17:43:35Z,3799179637,154,,3799176881,56,Center,3799176873,2,,3799176887,212,31.1,3799176885,141,54.4,3799176879,224,,3799179635,210,13,3799176877,155,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,1,3799176883,140,95.4,3799176889,213,4.6,3799176875,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569239,193,44,1,20,39,4e5523it4v7s6kkakelbj9si5,1,95.4,56.7,2022-09-23T17:38:17.454Z,2022-09-23T17:39:36Z,3799176923,286,,3799176921,56,Center,3799176941,233,201,,,,,,,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569215,201,44,1,20,39,dpp6fex0mdxsxhdct2qf66x5n,0,4.6,43.3,2022-09-23T17:38:17.455Z,2022-09-23T18:17:01Z,3799176815,285,,3799176979,233,193,3799176813,56,Back,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569241,194,13,1,20,40,4e5523it4v7s6kkakelbj9si5,1,95.7,54.8,2022-09-23T17:38:18.266Z,2022-09-23T17:43:21Z,3799176929,16,,3799179643,85,,3799179653,102,55.0,3799179655,103,56.9,3799179645,29,,3799179647,154,,3799179451,328,,3799179657,230,99.1,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,3799176931,56,Center,3799179659,231,50.5,3799179649,55,3799179445,25,,3799179447,15,,,,,,,192,,,,,,,,,,,,,,
2463569247,195,5,1,20,40,4e5523it4v7s6kkakelbj9si5,0,101.2,54.2,2022-09-23T17:38:18.383Z,2022-09-23T18:44:52Z,3799176987,346,,3799176985,56,Center,3799176993,233,202,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569225,202,5,1,20,40,dpp6fex0mdxsxhdct2qf66x5n,1,-1.2,45.8,2022-09-23T17:38:18.383Z,2022-09-23T17:38:21Z,3799176851,56,Back,3799176853,346,,3799176989,233,195,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569391,203,1,1,21,1,dpp6fex0mdxsxhdct2qf66x5n,1,4.3,49.7,2022-09-23T17:38:40.063Z,2022-09-23T17:38:43Z,3799177721,124,,3799177727,141,89.6,3799177725,140,10.7,3799177723,56,Back,3799177735,237,,3799177729,212,28.0,3799177731,213,1.3,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569397,204,1,1,21,5,dpp6fex0mdxsxhdct2qf66x5n,0,10.7,89.6,2022-09-23T17:38:43.264Z,2022-09-23T17:38:43Z,3799177751,140,27.8,3799177753,141,83.5,3799177757,213,6.1,3799177749,56,Back,3799177755,212,18.4,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569425,196,61,1,21,8,4e5523it4v7s6kkakelbj9si5,1,70.9,13.5,2022-09-23T17:38:47.071Z,2022-09-23T17:38:47Z,3799177901,56,Right,,,,,,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569431,205,61,1,21,10,dpp6fex0mdxsxhdct2qf66x5n,0,32.9,83.8,2022-09-23T17:38:48.287Z,2022-09-23T18:18:23Z,3799177937,56,Back,,,,,,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569437,197,49,1,21,10,4e5523it4v7s6kkakelbj9si5,1,63,14.3,2022-09-23T17:38:48.851Z,2022-09-23T17:38:48Z,,,,,,,,,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569439,198,1,1,21,10,4e5523it4v7s6kkakelbj9si5,0,63,14.3,2022-09-23T17:38:48.898Z,2022-09-23T17:38:49Z,3799177963,56,Right,3799177971,213,6.1,3799177967,141,11.6,3799177965,140,73.5,3799177969,212,11.2,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569455,199,1,1,21,12,4e5523it4v7s6kkakelbj9si5,0,68.4,14.7,2022-09-23T17:38:51.074Z,2022-09-23T17:38:51Z,3799178057,140,77.1,3799178061,212,9.1,3799178063,213,0.0,3799178055,56,Right,3799178059,141,15.0,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569469,206,49,1,21,15,dpp6fex0mdxsxhdct2qf66x5n,1,26.7,85.3,2022-09-23T17:38:53.488Z,2022-09-23T17:38:53Z,,,,,,,,,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569479,207,1,1,21,15,dpp6fex0mdxsxhdct2qf66x5n,1,26.7,85.3,2022-09-23T17:38:53.880Z,2022-09-23T17:38:54Z,3799178207,213,5.4,3799178199,56,Back,3799178201,140,30.9,3799178205,212,6.6,3799178203,141,78.1,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569483,208,1,1,21,16,dpp6fex0mdxsxhdct2qf66x5n,1,30.9,78.1,2022-09-23T17:38:54.848Z,2022-09-23T17:38:56Z,3799178229,141,74.2,3799178231,212,10.2,3799178233,213,3.4,3799178225,56,Back,3799178227,140,21.5,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569495,209,1,1,21,17,dpp6fex0mdxsxhdct2qf66x5n,1,21.5,74.2,2022-09-23T17:38:55.960Z,2022-09-23T17:38:58Z,3799178309,141,88.9,3799178305,56,Back,3799178313,213,1.1,3799178307,140,25.9,3799178311,212,11.0,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569531,210,1,1,21,20,dpp6fex0mdxsxhdct2qf66x5n,1,24.5,81.7,2022-09-23T17:38:58.463Z,2022-09-23T17:39:03Z,3799178523,213,3.2,3799178517,141,80.2,3799178513,140,12.0,3799178521,212,13.2,3799178509,56,Back,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569569,211,1,1,21,25,dpp6fex0mdxsxhdct2qf66x5n,1,12,80.2,2022-09-23T17:39:03.319Z,2022-09-23T17:39:10Z,3799178705,140,41.9,3799178707,141,89.1,3799178701,157,,3799178713,1,,3799178709,212,32.0,3799178711,213,0.2,3799178703,56,Back,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569573,212,4,1,21,29,dpp6fex0mdxsxhdct2qf66x5n,1,41,91.2,2022-09-23T17:39:07.888Z,2022-09-23T17:45:15Z,3799178729,152,,3799178731,286,,3799178723,13,,3799178791,233,200,3799178725,294,,3799178727,56,Back,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569577,200,4,1,21,29,4e5523it4v7s6kkakelbj9si5,0,59,8.8,2022-09-23T17:39:07.889Z,2022-09-23T17:39:11Z,3799178745,13,,3799178751,152,,3799178747,294,,3799178807,233,212,3799178749,56,Right,3799178753,285,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569711,213,1,1,21,52,dpp6fex0mdxsxhdct2qf66x5n,1,42.3,89.3,2022-09-23T17:39:31.047Z,2022-09-23T17:39:33Z,3799179591,56,Back,3799179597,212,17.3,3799179589,152,,3799179595,141,66.4,3799179593,140,35.1,3799179599,213,4.3,3799179587,5,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569735,214,1,1,21,54,dpp6fex0mdxsxhdct2qf66x5n,1,34,63.3,2022-09-23T17:39:32.975Z,2022-09-23T17:39:35Z,3799179761,212,24.0,3799179759,141,28.3,3799179755,56,Back,3799179763,213,4.6,3799179757,140,31.4,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569749,215,1,1,21,57,dpp6fex0mdxsxhdct2qf66x5n,1,32.6,17.1,2022-09-23T17:39:35.135Z,2022-09-23T17:39:37Z,3799179837,212,24.1,3799179833,140,54.5,3799179831,56,Right,3799179835,141,6.5,3799179839,213,6.0,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569751,216,50,1,21,59,dpp6fex0mdxsxhdct2qf66x5n,1,49.6,5,2022-09-23T17:39:37.480Z,2022-09-23T17:39:43Z,3799179851,56,Back,3799179991,233,201,3799179853,286,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569773,201,7,1,21,59,4e5523it4v7s6kkakelbj9si5,1,50.4,95,2022-09-23T17:39:37.481Z,2022-09-23T17:39:43Z,3799179973,56,Left,3799179971,167,,3799179983,233,216,3799179975,285,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569775,202,5,1,22,0,4e5523it4v7s6kkakelbj9si5,0,55,101.7,2022-09-23T17:39:38.447Z,2022-09-23T18:44:52Z,3799179981,347,,3799179979,56,Left,3799180059,233,217,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569777,217,5,1,22,0,dpp6fex0mdxsxhdct2qf66x5n,1,45,-1.7,2022-09-23T17:39:38.447Z,2022-09-23T17:39:43Z,3799179987,56,Back,3799180021,233,202,3799179989,347,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569819,218,1,1,22,4,dpp6fex0mdxsxhdct2qf66x5n,0,50.6,0,2022-09-23T17:39:42.839Z,2022-09-23T17:39:48Z,3799180157,213,0.1,3799180147,107,,3799180151,140,81.8,3799180155,212,33.0,3799180153,141,4.4,3799180149,56,Right,3799180159,1,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569807,203,49,1,22,8,4e5523it4v7s6kkakelbj9si5,1,13.1,94.8,2022-09-23T17:39:46.375Z,2022-09-23T17:39:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569861,204,1,1,22,9,4e5523it4v7s6kkakelbj9si5,1,12.5,93.3,2022-09-23T17:39:47.090Z,2022-09-23T17:39:52Z,3799180383,56,Back,3799180389,212,22.4,3799180391,213,4.5,3799180387,141,61.4,3799180385,140,7.3,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569875,205,1,1,22,14,4e5523it4v7s6kkakelbj9si5,0,9.9,49.4,2022-09-23T17:39:52.289Z,2022-09-23T17:39:54Z,3799180475,56,Back,3799180479,141,19.8,3799180485,1,,3799180483,213,5.7,3799180477,140,39.3,3799180481,212,36.9,3799180473,155,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569885,219,1,1,22,16,dpp6fex0mdxsxhdct2qf66x5n,1,63.1,77.2,2022-09-23T17:39:54.568Z,2022-09-23T17:39:57Z,3799180531,141,64.8,3799180529,140,72.9,3799180535,213,5.6,3799180525,3,,3799180533,212,13.3,3799180527,56,Center,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569887,220,43,1,22,19,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2022-09-23T17:39:57.198Z,2022-09-23T17:40:21Z,3799180539,56,Center,3799181227,144,61,,,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569901,206,45,1,22,21,4e5523it4v7s6kkakelbj9si5,0,32.5,28.2,2022-09-23T17:39:59.170Z,2022-09-23T17:40:02Z,3799180607,56,Back,3799180753,233,221,3799180609,285,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569923,221,3,1,22,21,dpp6fex0mdxsxhdct2qf66x5n,1,67.5,71.8,2022-09-23T17:39:59.170Z,2022-09-23T17:40:02Z,3799180735,286,,3799180733,56,Center,3799180737,233,206,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569925,222,49,1,22,23,dpp6fex0mdxsxhdct2qf66x5n,1,67.3,68.5,2022-09-23T17:40:01.810Z,2022-09-23T17:40:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569931,223,1,1,22,23,dpp6fex0mdxsxhdct2qf66x5n,1,67.3,68.5,2022-09-23T17:40:01.919Z,2022-09-23T17:40:03Z,3799180763,140,58.7,3799180775,213,2.2,3799180771,212,15.9,3799180767,141,87.7,3799180761,56,Left,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569963,224,1,1,22,25,dpp6fex0mdxsxhdct2qf66x5n,1,58.7,87.7,2022-09-23T17:40:03.799Z,2022-09-23T17:40:09Z,3799180975,213,0.4,3799180971,141,93.6,3799180967,56,Left,3799180969,140,67.0,3799180973,212,9.6,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569969,225,3,1,22,31,dpp6fex0mdxsxhdct2qf66x5n,0,84.8,96.8,2022-09-23T17:40:09.135Z,2022-09-23T17:40:12Z,3799180997,286,,3799181055,233,207,3799180995,56,Left,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569973,207,7,1,22,31,4e5523it4v7s6kkakelbj9si5,1,15.2,3.2,2022-09-23T17:40:09.136Z,2022-09-23T17:40:11Z,3799181005,56,Back,3799181039,233,225,3799181003,167,,3799181007,285,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463569975,208,5,1,22,32,4e5523it4v7s6kkakelbj9si5,0,14.6,-1.6,2022-09-23T17:40:10.742Z,2022-09-23T18:44:52Z,3799181011,56,Back,3799181337,233,226,3799181013,347,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570033,226,5,1,22,32,dpp6fex0mdxsxhdct2qf66x5n,1,85.4,101.6,2022-09-23T17:40:10.742Z,2022-09-23T17:40:23Z,3799181301,56,Left,3799181321,233,208,3799181305,347,,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570041,227,1,1,22,44,dpp6fex0mdxsxhdct2qf66x5n,0,86.9,100,2022-09-23T17:40:22.918Z,2022-09-23T17:40:24Z,3799181345,107,,3799181349,140,89.6,3799181355,213,4.9,3799181353,212,15.0,3799181347,56,Left,3799181351,141,79.7,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570045,209,8,1,22,47,4e5523it4v7s6kkakelbj9si5,1,14.2,18.3,2022-09-23T17:40:25.522Z,2022-09-23T17:40:53Z,3799181369,56,Back,,,,,,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570047,210,49,1,22,47,4e5523it4v7s6kkakelbj9si5,1,14.6,19.1,2022-09-23T17:40:26.050Z,2022-09-23T17:40:56Z,,,,,,,,,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570053,211,1,1,22,48,4e5523it4v7s6kkakelbj9si5,0,15.6,20.3,2022-09-23T17:40:26.273Z,2022-09-23T17:40:59Z,3799181405,213,6.2,3799181395,140,26.4,3799181393,56,Back,3799181397,141,19.4,3799181401,212,11.4,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570067,228,49,1,22,50,dpp6fex0mdxsxhdct2qf66x5n,1,69.7,69,2022-09-23T17:40:28.135Z,2022-09-23T17:40:28Z,,,,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570079,229,1,1,22,50,dpp6fex0mdxsxhdct2qf66x5n,1,69.7,69,2022-09-23T17:40:28.231Z,2022-09-23T17:40:29Z,3799181535,213,3.9,3799181531,141,64.9,3799181529,140,67.0,3799181527,56,Center,3799181533,212,4.0,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570091,230,1,1,22,51,dpp6fex0mdxsxhdct2qf66x5n,1,66.4,67.8,2022-09-23T17:40:29.318Z,2022-09-23T17:40:32Z,3799181615,56,Center,3799181619,141,76.4,3799181621,212,11.5,3799181617,140,57.0,3799181623,213,2.6,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570101,231,1,1,22,54,dpp6fex0mdxsxhdct2qf66x5n,0,56.3,76.3,2022-09-23T17:40:32.703Z,2022-09-23T17:40:34Z,3799181657,56,Center,3799181663,212,36.9,3799181655,155,,3799181665,213,5.9,3799181659,140,88.9,3799181667,1,,3799181661,141,56.1,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570109,212,12,1,22,56,4e5523it4v7s6kkakelbj9si5,1,12.6,44.8,2022-09-23T17:40:34.851Z,2022-09-23T17:40:37Z,3799181719,167,,3799181769,15,,3799181705,56,Back,3799181709,141,26.7,3799181711,212,18.3,3799181707,140,0.0,3799181713,213,3.9,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570111,213,6,1,22,57,4e5523it4v7s6kkakelbj9si5,0,4,33.2,2022-09-23T17:40:35.451Z,2022-09-23T17:40:37Z,3799181755,233,232,3799181717,73,,3799181715,56,Back,,,,,,,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570113,232,6,1,22,57,dpp6fex0mdxsxhdct2qf66x5n,1,96,66.8,2022-09-23T17:40:35.451Z,2022-09-23T18:44:46Z,3799181739,233,213,3799181723,73,,3799181721,56,Center,,,,,,,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570283,234,1,1,23,37,dpp6fex0mdxsxhdct2qf66x5n,0,99.3,99.3,2022-09-23T17:41:15.607Z,2022-09-23T17:41:18Z,3799182657,155,,3799182669,213,4.6,3799182663,140,95.0,3799182655,6,,3799182653,2,,3799182665,141,48.1,3799182671,1,,3799182667,212,35.1,eyqhxpni376pocsunribu1jv9,E. Senß,,3799182659,225,,3799182661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570295,214,44,1,23,39,4e5523it4v7s6kkakelbj9si5,1,5.1,51.6,2022-09-23T17:41:17.758Z,2022-09-23T17:41:47Z,3799182719,56,Back,3799182737,233,235,3799182721,285,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570287,235,44,1,23,39,dpp6fex0mdxsxhdct2qf66x5n,0,94.9,48.4,2022-09-23T17:41:17.759Z,2022-09-23T17:41:20Z,3799182689,286,,3799182687,56,Center,3799182755,233,214,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570309,215,12,1,23,41,4e5523it4v7s6kkakelbj9si5,1,5.4,50.6,2022-09-23T17:41:19.746Z,2022-09-23T17:41:49Z,3799182785,140,23.0,3799182787,141,82.9,3799182797,15,,3799182789,212,28.7,3799182791,213,0.9,3799182783,56,Back,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570331,236,1,1,23,45,dpp6fex0mdxsxhdct2qf66x5n,1,76,21.8,2022-09-23T17:41:23.149Z,2022-09-23T17:44:36Z,3799182887,141,28.6,3799182885,140,70.8,3799182883,56,Center,3799182891,213,2.4,3799182889,212,7.2,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570337,237,1,1,23,46,dpp6fex0mdxsxhdct2qf66x5n,0,71.9,28.2,2022-09-23T17:41:24.302Z,2022-09-23T17:44:47Z,3799182931,141,53.1,3799182929,140,79.3,3799182935,213,1.1,3799182933,212,18.6,3799182925,155,,3799182927,56,Center,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570637,226,12,1,23,47,4e5523it4v7s6kkakelbj9si5,1,17.2,53.1,2022-09-23T17:41:25.850Z,2022-09-23T17:42:26Z,3799184515,212,18.0,3799184509,56,Back,3799184511,140,29.6,3799184517,213,5.5,3799184513,141,34.8,3799184523,15,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570367,238,1,1,23,49,dpp6fex0mdxsxhdct2qf66x5n,0,70.7,64.6,2022-09-23T17:41:27.255Z,2022-09-23T17:42:38Z,3799183069,56,Center,3799183073,141,54.3,3799183075,212,21.2,3799183071,140,89.8,3799183067,155,,3799183077,213,5.9,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570375,216,12,1,23,52,4e5523it4v7s6kkakelbj9si5,1,10.1,44.7,2022-09-23T17:41:30.194Z,2022-09-23T17:43:05Z,3799183129,212,9.2,3799183131,213,5.4,3799183123,56,Back,3799183125,140,15.7,3799183133,15,,3799183127,141,34.2,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463570387,217,3,1,23,54,4e5523it4v7s6kkakelbj9si5,0,13.4,29.3,2022-09-23T17:41:32.597Z,2022-09-23T17:41:35Z,3799183209,285,,3799183259,233,239,3799183207,56,Back,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
