id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2490301811,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-12-11T11:09:39.362Z,2022-12-11T12:08:39Z,3940491137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940491127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",3940491133,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",3940491125,30,"19gypl4enklm01cxfzzbrb4yd, f18o5qahrzbg0jrw8whefv7xl, 9kmt7flw7n65qmfe0euadfd1x, 9vdyzvt8ehavj3sfugjoi3rze, aa257iqvul1ksok2v3ouoe86h, 6089nfwh31ha73pl7vlla75cl, az6k6sihxqdq5mzsa7htvkmlm, 76sdgmzs9ldvnnah6x7zlr7qh, 8fhfjo7zfz9u0xtn58qj9enrp, 3p5r6kr9afi2f4qqno6scknze, 9farsri8j50ajgnhkyur3l97t, 3ubn4p929c0tv77dehaon5f1m, a10v8s11xcdsyspqnyhtfipjp, dtz4c9bzealdegjsgvdoac6ad, 4wuo4yhm9bmihr1ywi0g4pvqh",3940491135,194,8fhfjo7zfz9u0xtn58qj9enrp,3940588203,197,17098,3940491131,130,2,3940491129,59,"26, 12, 13, 15, 5, 17, 25, 9, 8, 11, 18, 3, 1, 6, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490302435,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-12-11T11:12:22.201Z,2022-12-11T12:39:30Z,3940494359,194,dqaq4g6ls8bl56rpd3irjt6fp,3940494349,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3940494355,130,3,3940494353,59,"12, 2, 20, 4, 22, 16, 9, 11, 27, 7, 23, 1, 10, 13, 18, 21, 28, 31",3940494361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3940494347,30,"1kv64bhvnb6bb2iva0cbot1t6, 32ofctw7kn3l8eucrhku63dg5, 2btt5j9bqn7isihjvqgr427yt, c2w5fyxoq2xw8xm6asrn17x7t, cnvvojztptyxqfs8vd3fciok5, 6q0njimucm06r3x7enupxpl, 2ij21gq2d0xqcyho9t49glkvd, dqaq4g6ls8bl56rpd3irjt6fp, 8os606vx3apb3abv88vtbkb85, 553b1ywtlhutb6uwv04dhhqdx, e6a4lxx6og97jg9qv4lplfo4p, ango7gke2apqzfzsugq6983it, 9ipu1pbzzf14ec8ebrqnq1k6i, b4g5db74cenrnd0tr3ptxo89h, 5rcmpmxeny97slsu826vmwh61, 5sycg0t0w11j4vm43arm93v1l, 33rw3w7m8xbv7ojfaih6radjo, 877yaw4haawqhe5n0wlbeln56",3940494357,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3940587683,197,12369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321039,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-12-11T12:02:02.212Z,2022-12-11T12:02:02Z,3940592233,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321043,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2022-12-11T12:02:02.212Z,2022-12-11T12:02:02Z,3940592243,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321075,3,1,1,0,0,4e5523it4v7s6kkakelbj9si5,1,50,50,2022-12-11T12:02:02.312Z,2022-12-11T12:02:05Z,3940592377,213,3.0,3940592375,212,15.3,3940592369,56,Back,3940592379,279,S,3940592371,140,35.5,3940592373,141,52.4,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321101,4,1,1,0,3,4e5523it4v7s6kkakelbj9si5,1,35,51.2,2022-12-11T12:02:05.833Z,2022-12-11T12:02:09Z,3940592477,56,Back,3940592485,141,38.5,3940592489,213,3.9,3940592481,140,25.7,3940592487,212,13.0,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321117,5,1,1,0,7,4e5523it4v7s6kkakelbj9si5,0,29.5,27.1,2022-12-11T12:02:09.777Z,2022-12-11T12:02:11Z,3940592561,141,43.7,3940592565,213,0.5,3940592559,140,47.2,3940592563,212,21.7,3940592557,56,Back,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321121,3,49,1,0,9,6yhza3xbfafj5c9897mbkbudn,1,55,59.3,2022-12-11T12:02:11.967Z,2022-12-11T12:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321131,4,1,1,0,9,6yhza3xbfafj5c9897mbkbudn,1,55,59.3,2022-12-11T12:02:12.061Z,2022-12-11T12:02:25Z,3940592619,213,6.2,3940592605,56,Center,3940592609,140,65.9,3940592613,141,58.2,3940592617,212,11.5,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321163,5,1,1,0,10,6yhza3xbfafj5c9897mbkbudn,1,65.9,58.2,2022-12-11T12:02:13.181Z,2022-12-11T12:02:16Z,3940592759,140,71.1,3940592763,212,11.5,3940592757,56,Center,3940592761,141,43.3,3940592765,213,5.2,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321169,6,61,1,0,14,6yhza3xbfafj5c9897mbkbudn,0,84.6,36.1,2022-12-11T12:02:16.541Z,2022-12-11T12:02:16Z,3940592781,56,Center,,,,,,,,,,,,,,,,,,,,,,553b1ywtlhutb6uwv04dhhqdx,C. Bouziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321183,6,52,1,0,16,4e5523it4v7s6kkakelbj9si5,1,11.1,65.1,2022-12-11T12:02:18.233Z,2022-12-11T12:02:18Z,,,,,,,,,,,,,,,,,,,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321261,7,1,1,0,18,4e5523it4v7s6kkakelbj9si5,1,11,65.1,2022-12-11T12:02:20.650Z,2022-12-11T12:02:26Z,3940593203,56,Back,3940593209,212,25.4,3940593201,123,,3940593205,140,13.6,3940593211,213,4.8,3940593207,141,28.0,,,,,,,19gypl4enklm01cxfzzbrb4yd,J. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490321283,8,1,1,0,23,4e5523it4v7s6kkakelbj9si5,1,15.9,26.6,2022-12-11T12:02:26.137Z,2022-12-11T12:02:29Z,3940593301,212,19.5,3940593303,213,1.9,3940593297,140,9.4,3940593295,56,Back,3940593299,141,53.4,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
