id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2472781159,16,1,1,0,46,dpp6fex0mdxsxhdct2qf66x5n,0,71.7,15.8,2022-10-16T11:04:55.605Z,2022-10-16T11:04:56Z,3848289933,140,91.7,3848289935,141,19.9,3848289937,212,21.2,3848289931,56,Right,3848289939,213,0.1,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781169,5,49,1,0,48,nuaf3wtujl8erbciumch6c65,1,14.4,80.1,2022-10-16T11:04:57.397Z,2022-10-16T11:04:57Z,,,,,,,,,,,,,,,,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781295,6,1,1,0,48,nuaf3wtujl8erbciumch6c65,1,14.3,79.6,2022-10-16T11:04:57.735Z,2022-10-16T11:05:05Z,3848290587,212,16.7,3848290589,213,4.3,3848290581,56,Back,3848290583,140,8.3,3848290585,141,56.9,,,,,,,,,,axjakqkndyt2k8v2b0y97tw16,M. Hirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781361,7,1,1,0,56,nuaf3wtujl8erbciumch6c65,1,7,49.1,2022-10-16T11:05:05.270Z,2022-10-16T13:07:00Z,3848290961,56,Back,3848290969,141,33.2,3848290977,213,5.5,3848290973,212,14.9,3848290965,140,16.8,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781379,8,59,1,1,1,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-16T11:05:10.149Z,2022-10-16T11:05:11Z,3848291077,56,Back,,,,,,,,,,,,,,,,,,,,,,49ur7byczvl0qkqn9y2qq73s9,L. Sieger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781425,9,1,1,1,2,nuaf3wtujl8erbciumch6c65,1,10.2,50.2,2022-10-16T11:05:11.110Z,2022-10-16T11:05:14Z,3848291339,141,18.2,3848291331,56,Back,3848291347,213,5.4,3848291335,140,28.3,3848291343,212,28.9,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781429,10,61,1,1,5,nuaf3wtujl8erbciumch6c65,0,29,10.3,2022-10-16T11:05:13.939Z,2022-10-16T11:05:15Z,3848291481,189,,3848291369,56,Back,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781461,11,5,1,1,5,nuaf3wtujl8erbciumch6c65,0,33.8,-1.8,2022-10-16T11:05:13.941Z,2022-10-16T11:21:37Z,3848291639,233,17,3848291519,347,,3848291517,56,Back,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781445,17,5,1,1,5,dpp6fex0mdxsxhdct2qf66x5n,1,66.2,101.8,2022-10-16T11:05:13.941Z,2022-10-16T11:05:17Z,3848291465,347,,3848291463,56,Left,3848291605,233,11,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781505,18,1,1,1,9,dpp6fex0mdxsxhdct2qf66x5n,1,67.1,100,2022-10-16T11:05:18.509Z,2022-10-16T11:06:18Z,3848291757,141,91.8,3848291753,56,Left,3848291755,140,63.8,3848291751,107,,3848291759,212,7.6,3848291761,213,4.2,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781547,19,1,1,1,9,dpp6fex0mdxsxhdct2qf66x5n,1,63.8,91.8,2022-10-16T11:05:18.694Z,2022-10-16T11:05:21Z,3848291951,213,3.2,3848291947,141,90.6,3848291949,212,25.4,3848291943,56,Back,3848291945,140,39.6,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781613,20,1,1,1,12,dpp6fex0mdxsxhdct2qf66x5n,1,39.6,90.6,2022-10-16T11:05:21.190Z,2022-10-16T11:05:25Z,3848292285,213,4.7,3848292277,56,Back,3848292287,1,,3848292283,212,32.2,3848292281,141,43.3,3848292279,140,37.8,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781659,21,1,1,1,16,dpp6fex0mdxsxhdct2qf66x5n,1,39.3,38.6,2022-10-16T11:05:25.397Z,2022-10-16T11:05:29Z,3848292507,56,Right,3848292517,1,,3848292511,141,10.7,3848292513,212,39.8,3848292509,140,72.6,3848292515,213,5.8,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781695,22,1,1,1,19,dpp6fex0mdxsxhdct2qf66x5n,1,71.6,15.7,2022-10-16T11:05:28.886Z,2022-10-16T11:05:31Z,3848292737,140,74.9,3848292741,212,7.3,3848292743,213,1.1,3848292735,56,Center,3848292739,141,25.1,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781699,23,61,1,1,22,dpp6fex0mdxsxhdct2qf66x5n,0,74.9,25.1,2022-10-16T11:05:31.271Z,2022-10-16T11:05:31Z,3848292759,56,Center,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781759,24,1,1,1,25,dpp6fex0mdxsxhdct2qf66x5n,1,77.3,30.5,2022-10-16T11:05:34.166Z,2022-10-16T11:05:35Z,3848293033,213,2.5,3848293031,212,8.6,3848293027,140,70.6,3848293029,141,37.7,3848293025,56,Center,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781827,25,43,1,1,26,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2022-10-16T11:05:35.049Z,2022-10-16T11:05:42Z,3848293429,56,Center,3848293431,286,0,3848293593,144,3,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781901,26,1,1,1,34,dpp6fex0mdxsxhdct2qf66x5n,1,70.3,39.1,2022-10-16T11:05:43.814Z,2022-10-16T11:05:45Z,3848293819,141,89.4,3848293811,56,Left,3848293815,140,86.8,3848293823,213,1.1,3848293825,1,,3848293821,212,38.3,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472781973,27,1,1,1,38,dpp6fex0mdxsxhdct2qf66x5n,1,86.8,89.4,2022-10-16T11:05:47.526Z,2022-10-16T11:56:23Z,3848294201,56,Left,3848294209,213,3.5,3848294203,140,71.5,3848294205,141,81.0,3848294207,212,17.1,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782019,28,1,1,1,41,dpp6fex0mdxsxhdct2qf66x5n,1,71.5,81,2022-10-16T11:05:50.086Z,2022-10-16T11:05:53Z,3848294423,141,72.2,3848294425,212,35.9,3848294429,1,,3848294421,140,37.8,3848294419,56,Back,3848294427,213,3.3,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782055,29,1,1,1,44,dpp6fex0mdxsxhdct2qf66x5n,1,37.8,72.2,2022-10-16T11:05:52.950Z,2022-10-16T11:05:55Z,3848294603,140,53.5,3848294605,141,35.8,3848294609,213,5.3,3848294601,56,Center,3848294607,212,29.7,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782077,30,1,1,1,46,dpp6fex0mdxsxhdct2qf66x5n,1,53.5,35.2,2022-10-16T11:05:55.062Z,2022-10-16T11:05:55Z,3848294725,141,45.1,3848294723,140,60.8,3848294729,213,0.7,3848294721,56,Center,3848294727,212,10.2,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782119,31,1,1,1,46,dpp6fex0mdxsxhdct2qf66x5n,1,60.8,45.1,2022-10-16T11:05:55.703Z,2022-10-16T11:05:57Z,3848294957,213,3.9,3848294955,212,14.1,3848294947,56,Center,3848294953,141,31.3,3848294951,140,50.8,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782179,32,1,1,1,48,dpp6fex0mdxsxhdct2qf66x5n,1,50.8,31.3,2022-10-16T11:05:57.270Z,2022-10-16T11:06:01Z,3848295265,213,2.1,3848295257,56,Back,3848295263,212,18.1,3848295259,140,42.5,3848295261,141,54.6,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782217,33,1,1,1,52,dpp6fex0mdxsxhdct2qf66x5n,1,42.5,42.8,2022-10-16T11:06:01.382Z,2022-10-16T11:06:04Z,3848295465,56,Back,3848295471,212,20.3,3848295467,140,46.6,3848295473,213,4.9,3848295469,141,13.7,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782277,34,1,1,1,55,dpp6fex0mdxsxhdct2qf66x5n,1,52.6,14.5,2022-10-16T11:06:04.566Z,2022-10-16T11:06:08Z,3848295759,213,0.6,3848295751,56,Center,3848295757,212,12.4,3848295755,141,25.3,3848295753,140,62.1,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782287,35,1,1,1,59,dpp6fex0mdxsxhdct2qf66x5n,1,62.1,25.3,2022-10-16T11:06:08.102Z,2022-10-16T11:06:09Z,3848295835,213,4.5,3848295829,140,60.8,3848295833,212,8.1,3848295827,56,Right,3848295831,141,13.6,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782311,36,1,1,2,0,dpp6fex0mdxsxhdct2qf66x5n,1,60.8,13.6,2022-10-16T11:06:09.286Z,2022-10-16T11:06:10Z,3848295951,141,23.3,3848295949,140,79.7,3848295953,212,20.9,3848295947,56,Center,3848295955,213,0.3,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782345,37,1,1,2,1,dpp6fex0mdxsxhdct2qf66x5n,1,79.7,23.3,2022-10-16T11:06:10.710Z,2022-10-16T11:06:12Z,3848296151,140,62.0,3848296149,56,Right,3848296153,141,8.2,3848296157,213,3.6,3848296155,212,21.2,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782381,38,1,1,2,3,dpp6fex0mdxsxhdct2qf66x5n,1,61.7,8.5,2022-10-16T11:06:12.759Z,2022-10-16T11:06:15Z,3848296369,212,30.8,3848296367,141,44.3,3848296371,213,2.2,3848296365,140,43.7,3848296363,56,Back,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782409,39,1,1,2,6,dpp6fex0mdxsxhdct2qf66x5n,1,43.7,44.3,2022-10-16T11:06:15.367Z,2022-10-16T11:06:18Z,3848296569,213,1.5,3848296559,56,Back,3848296563,140,45.2,3848296565,141,81.8,3848296567,212,25.5,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782433,40,1,1,2,9,dpp6fex0mdxsxhdct2qf66x5n,1,45.2,81.8,2022-10-16T11:06:18.599Z,2022-10-16T11:06:20Z,3848296703,212,20.0,3848296697,56,Left,3848296705,213,0.3,3848296701,141,91.1,3848296699,140,63.3,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782467,41,1,1,2,11,dpp6fex0mdxsxhdct2qf66x5n,1,63.3,91.1,2022-10-16T11:06:20.663Z,2022-10-16T11:56:27Z,3848296869,213,5.5,3848296861,56,Left,3848296863,140,70.0,3848296867,212,9.7,3848296865,141,81.3,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782473,42,1,1,2,15,dpp6fex0mdxsxhdct2qf66x5n,0,70.1,81.3,2022-10-16T11:06:23.959Z,2022-10-16T11:06:29Z,3848296893,213,6.2,3848296889,141,80.7,3848296887,140,74.6,3848296885,56,Left,3848296891,212,4.7,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782483,12,61,1,2,15,nuaf3wtujl8erbciumch6c65,1,51.1,19.2,2022-10-16T11:06:24.762Z,2022-10-16T11:06:24Z,3848296915,56,Right,,,,,,,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782503,13,49,1,2,18,nuaf3wtujl8erbciumch6c65,1,37.2,23.7,2022-10-16T11:06:27.048Z,2022-10-16T11:06:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782517,14,1,1,2,18,nuaf3wtujl8erbciumch6c65,1,37.2,23.7,2022-10-16T11:06:27.160Z,2022-10-16T11:06:28Z,3848297147,140,19.3,3848297145,56,Back,3848297153,213,2.7,3848297149,141,37.5,3848297151,212,21.0,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782549,15,1,1,2,19,nuaf3wtujl8erbciumch6c65,1,19.3,37.5,2022-10-16T11:06:28.343Z,2022-10-16T11:06:30Z,3848297291,213,5.0,3848297285,140,23.3,3848297287,141,16.8,3848297283,56,Back,3848297289,212,14.7,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782563,16,1,1,2,21,nuaf3wtujl8erbciumch6c65,1,23.3,16.8,2022-10-16T11:06:30.120Z,2022-10-16T11:06:31Z,3848297365,56,Back,3848297369,140,9.1,3848297377,213,2.4,3848297375,212,19.6,3848297373,141,35.4,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472782581,17,1,1,2,22,nuaf3wtujl8erbciumch6c65,1,8.9,36.2,2022-10-16T11:06:30.984Z,2022-10-16T11:57:58Z,3848297451,141,15.8,3848297449,140,16.7,3848297453,212,16.1,3848297447,56,Back,3848297455,213,5.2,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
