id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist
2479352193,18,74,1,0,47,bpx4ib85d65u9oyhglkt36k1b,1,68.4,64.1,2022-10-30T12:02:12.162Z,2022-10-30T12:47:51Z,3883039151,285,,3883039291,233,4,3883039149,56,Center,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352223,19,49,1,0,50,bpx4ib85d65u9oyhglkt36k1b,1,56.7,66.7,2022-10-30T12:02:15.067Z,2022-10-30T12:02:15Z,,,,,,,,,,,,,,,,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352255,20,1,1,0,50,bpx4ib85d65u9oyhglkt36k1b,1,56.7,66.7,2022-10-30T12:02:15.292Z,2022-10-30T12:02:18Z,3883039515,141,51.5,3883039517,212,10.4,3883039511,56,Center,3883039519,213,4.7,3883039513,140,56.1,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352307,21,1,1,0,53,bpx4ib85d65u9oyhglkt36k1b,1,56.1,51.5,2022-10-30T12:02:18.123Z,2022-10-30T12:04:36Z,3883039745,212,21.7,3883039747,213,3.1,3883039739,56,Back,3883039743,141,52.0,3883039741,140,35.4,,,,,,,,,,1wlzoku6j132t554imm0co99l,E. Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352323,22,1,1,0,56,bpx4ib85d65u9oyhglkt36k1b,1,35.4,52,2022-10-30T12:02:20.924Z,2022-10-30T12:02:21Z,3883039827,56,Back,3883039835,212,13.3,3883039837,213,1.0,3883039831,140,42.2,3883039833,141,68.5,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352383,23,1,1,0,56,bpx4ib85d65u9oyhglkt36k1b,1,42.2,68.5,2022-10-30T12:02:21.516Z,2022-10-30T12:02:25Z,3883040153,140,62.7,3883040165,213,0.7,3883040149,56,Left,3883040157,141,94.0,3883040161,212,27.6,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352409,24,1,1,1,1,bpx4ib85d65u9oyhglkt36k1b,1,69.4,93.9,2022-10-30T12:02:25.628Z,2022-10-30T12:02:29Z,3883040351,212,10.5,3883040347,140,61.1,3883040345,56,Left,3883040353,213,3.7,3883040349,141,85.2,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352415,25,3,1,1,4,bpx4ib85d65u9oyhglkt36k1b,0,68.2,95.8,2022-10-30T12:02:29.293Z,2022-10-30T12:52:42Z,3883040379,56,Left,3883040381,286,,3883040577,233,5,,,,,,,,,,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352447,5,7,1,1,4,nuaf3wtujl8erbciumch6c65,1,31.8,4.2,2022-10-30T12:02:29.294Z,2022-10-30T12:52:44Z,3883040539,56,Back,3883040537,167,,3883040541,285,,3883040555,233,25,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352477,6,5,1,1,6,nuaf3wtujl8erbciumch6c65,0,29.1,-1.5,2022-10-30T12:02:30.876Z,2022-10-30T12:48:21Z,3883248361,233,26,3883040671,56,Back,3883040673,347,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352505,26,5,1,1,6,bpx4ib85d65u9oyhglkt36k1b,1,70.9,101.5,2022-10-30T12:02:30.876Z,2022-10-30T12:48:15Z,3883040825,56,Left,3883040827,347,,3883248327,233,6,,,,,,,,,,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352583,27,1,1,1,20,bpx4ib85d65u9oyhglkt36k1b,1,68.2,100,2022-10-30T12:02:45.420Z,2022-10-30T12:02:46Z,3883041259,212,9.6,3883041253,56,Left,3883041251,107,,3883041257,141,87.0,3883041255,140,69.4,3883041261,213,4.8,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352595,28,1,1,1,21,bpx4ib85d65u9oyhglkt36k1b,1,69.4,87,2022-10-30T12:02:46.044Z,2022-10-30T12:02:47Z,3883041323,140,68.7,3883041329,213,1.7,3883041325,141,96.3,3883041327,212,6.4,3883041309,56,Left,,,,,,,,,,3uyzu7kyh7oe0ahcu7o22pfit,L. Dallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352619,29,1,1,1,22,bpx4ib85d65u9oyhglkt36k1b,1,68.7,96.3,2022-10-30T12:02:47.292Z,2022-10-30T12:02:49Z,3883041469,213,4.1,3883041463,140,52.3,3883041461,56,Center,3883041465,141,59.0,3883041467,212,30.7,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352661,30,1,1,1,24,bpx4ib85d65u9oyhglkt36k1b,0,54.9,55.1,2022-10-30T12:02:49.532Z,2022-10-30T12:02:52Z,3883041661,140,79.7,3883041657,155,,3883041663,141,80.2,3883041665,212,31.1,3883041667,213,0.6,3883041659,56,Left,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352683,7,1,1,1,28,nuaf3wtujl8erbciumch6c65,0,27.4,13.7,2022-10-30T12:02:52.721Z,2022-10-30T13:01:39Z,3883041813,212,8.3,3883041811,141,19.8,3883041809,140,34.2,3883041815,213,0.5,3883041807,56,Back,3883041805,3,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352731,8,43,1,1,34,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-30T12:02:59.081Z,2022-10-30T12:51:23Z,3883261245,144,50,3883042065,56,Back,3883042067,285,0,,,,,,,,,,,,,,,,9e95p87136h6zjam3zu0d9yol,L. Josten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352753,31,61,1,1,36,bpx4ib85d65u9oyhglkt36k1b,0,71.8,78.1,2022-10-30T12:03:00.700Z,2022-10-30T13:01:16Z,3883042197,56,Center,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352827,9,4,1,1,38,nuaf3wtujl8erbciumch6c65,1,28.4,21.6,2022-10-30T12:03:02.569Z,2022-10-30T12:03:08Z,3883042641,56,Back,3883042643,152,,3883042653,233,32,3883042639,10,,3883042645,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352819,32,4,1,1,38,bpx4ib85d65u9oyhglkt36k1b,0,71.6,78.4,2022-10-30T12:03:02.570Z,2022-10-30T13:01:15Z,3883042577,10,,3883042581,152,,3883042917,233,9,3883042583,286,,3883042579,56,Center,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352911,10,1,1,1,44,nuaf3wtujl8erbciumch6c65,1,28.9,20.4,2022-10-30T12:03:08.641Z,2022-10-30T12:03:11Z,3883043167,141,60.2,3883043159,5,,3883043165,140,22.9,3883043163,56,Back,3883043171,213,1.8,3883043169,212,27.8,3883043161,152,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352957,11,1,1,1,46,nuaf3wtujl8erbciumch6c65,1,22.9,60.2,2022-10-30T12:03:10.928Z,2022-10-30T12:03:14Z,3883043405,141,20.3,3883043407,212,27.3,3883043409,213,4.8,3883043403,140,26.0,3883043401,56,Back,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352997,12,1,1,1,49,nuaf3wtujl8erbciumch6c65,1,28.8,16.5,2022-10-30T12:03:14.545Z,2022-10-30T12:03:17Z,3883043579,141,4.4,3883043577,140,43.5,3883043581,212,17.5,3883043575,56,Back,3883043583,213,5.8,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353005,13,61,1,1,52,nuaf3wtujl8erbciumch6c65,0,43.5,4.4,2022-10-30T12:03:17.362Z,2022-10-30T12:03:17Z,3883043617,56,Back,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353025,33,61,1,1,53,bpx4ib85d65u9oyhglkt36k1b,0,53.7,94.7,2022-10-30T12:03:18.396Z,2022-10-30T12:03:18Z,3883043721,56,Left,,,,,,,,,,,,,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353075,14,1,1,1,55,nuaf3wtujl8erbciumch6c65,0,29.1,11.3,2022-10-30T12:03:20.200Z,2022-10-30T12:03:21Z,3883043949,56,Back,3883043961,213,6.2,3883043955,141,9.4,3883043959,212,20.2,3883043953,140,48.3,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353151,15,1,1,1,59,nuaf3wtujl8erbciumch6c65,1,48.3,9.4,2022-10-30T12:03:24.241Z,2022-10-30T12:03:26Z,3883044369,212,10.1,3883044371,213,0.9,3883044363,56,Center,3883044367,141,21.3,3883044365,140,54.0,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353163,16,1,1,2,0,nuaf3wtujl8erbciumch6c65,0,54,21.3,2022-10-30T12:03:24.977Z,2022-10-30T12:48:24Z,3883044453,213,5.2,3883044445,56,Right,3883044451,212,17.6,3883044447,140,61.4,3883044449,141,0.0,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353169,17,5,1,2,0,nuaf3wtujl8erbciumch6c65,0,62.1,-1.5,2022-10-30T12:03:25.196Z,2022-10-30T12:48:21Z,3883044485,56,Right,3883045015,233,34,3883044489,347,,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353257,34,5,1,2,0,bpx4ib85d65u9oyhglkt36k1b,1,37.9,101.5,2022-10-30T12:03:25.196Z,2022-10-30T12:03:32Z,3883044955,56,Back,3883044957,347,,3883044971,233,17,,,,,,,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353303,35,1,1,2,7,bpx4ib85d65u9oyhglkt36k1b,1,37.2,100,2022-10-30T12:03:31.772Z,2022-10-30T12:03:35Z,3883045239,141,91.7,3883045233,107,,3883045237,140,27.7,3883045235,56,Back,3883045241,212,11.8,3883045243,213,3.7,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353365,36,1,1,2,11,bpx4ib85d65u9oyhglkt36k1b,1,26.7,91.7,2022-10-30T12:03:35.708Z,2022-10-30T12:03:39Z,3883045573,212,24.7,3883045569,140,14.9,3883045571,141,60.2,3883045575,213,4.2,3883045567,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353445,37,1,1,2,14,bpx4ib85d65u9oyhglkt36k1b,1,14.9,60.2,2022-10-30T12:03:39.324Z,2022-10-30T12:03:44Z,3883046051,141,27.9,3883046053,212,23.6,3883046049,140,23.0,3883046047,56,Back,3883046055,213,5.1,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353475,38,1,1,2,19,bpx4ib85d65u9oyhglkt36k1b,1,29.3,25.3,2022-10-30T12:03:44.508Z,2022-10-30T12:03:47Z,3883046243,213,1.7,3883046241,212,19.4,3883046237,140,27.1,3883046235,56,Back,3883046239,141,53.7,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353521,39,1,1,2,22,bpx4ib85d65u9oyhglkt36k1b,1,37.4,55.1,2022-10-30T12:03:47.403Z,2022-10-30T12:03:50Z,3883046481,56,Back,3883046489,213,1.4,3883046483,140,39.8,3883046487,212,18.3,3883046485,141,81.7,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353559,40,1,1,2,25,bpx4ib85d65u9oyhglkt36k1b,1,40.6,81.3,2022-10-30T12:03:50.396Z,2022-10-30T12:03:53Z,3883046685,212,17.1,3883046687,213,0.6,3883046679,56,Left,3883046683,141,96.3,3883046681,140,53.7,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479353613,41,1,1,2,28,bpx4ib85d65u9oyhglkt36k1b,1,44.8,93.7,2022-10-30T12:03:52.955Z,2022-10-30T12:03:55Z,3883046989,141,85.9,3883046993,213,3.5,3883046987,140,31.9,3883046991,212,14.5,3883046985,56,Back,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
