id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,assist
2479317947,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2022-10-30T11:06:30.205Z,2022-10-30T13:54:59Z,3882867247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882867245,130,8,3882867239,30,"bpwz6mj8utvxsd9mjyxcestii, d9l67kneytb0mij099bneg1cl, diy9eqdcrua61ao4goq5yges5, c4tkrrhs6o8ii0wnmi5y66cwl, 1ofsz5y4wb4pt6xp0u06hc5pl, fpitimhwhx0wqkkrtuc10mvp, 1wlzoku6j132t554imm0co99l, 9xbohfvww89ec7c1d97hkuj85, 1u7a9cb0kw1l1aplw3c1ka2tx, 3uyzu7kyh7oe0ahcu7o22pfit, eyssu2jrc7qnzut1tx54twlm2, 9gusyyfm5lj82mqzrmpho16tx, bwhwthiud4nqvdjy8rq1gcdsl, dhv9lixpbtd4b27qmfw7cxf1m, 5uli2vvgaigz4yf05bwy81l2h, avud4qv9xovwlr2pxc8fcmiuh, abp387e8q3413r6zu3w1ii2cq, 1xqldi2mul5kqpl9u3f8ckez9",3882867249,194,9xbohfvww89ec7c1d97hkuj85,3882867243,59,"22, 8, 3, 31, 13, 4, 27, 25, 9, 10, 20, 1, 11, 14, 17, 33, 35, 39",3883026053,197,8273,3882867241,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3882867251,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479319233,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-30T11:09:47.162Z,2022-10-30T12:15:28Z,3882874449,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, axjakqkndyt2k8v2b0y97tw16, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 2ltzk74krenmfh5gzcjpc2k4q, 9e95p87136h6zjam3zu0d9yol, 3p9ie3u7ej9o1wpzl4aonjtd6, 702asj69cc2fzzns98r7hp5p0, 65979lcr67xsnqvgtyswqubqh, 1eoc1w0vz8jmz4i0mpg20fiay, 7rb7zn6mvelljw1e3gbv8mmsp, 7ubpnkf47u1os2z47fam81i7e, 6l7cn7fmomj88kfdyo9seopg5, aosbps68cdxbpvbo3ch7ppvjd, 1fprtm4lcozk96gk1w8amgm7e, ajxlorvqcyydwbynreva0e47p",3882874451,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882874459,194,62soqddjmkrj99mvi1wivj4k5,3882874453,59,"1, 22, 20, 18, 8, 16, 7, 17, 15, 10, 23, 2, 3, 4, 9, 11, 19, 27, 28, 33",3882874461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882874455,130,8,3882874457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883026557,197,8750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351557,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2022-10-30T12:01:24.559Z,2022-10-30T12:01:24Z,3883035893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351559,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-30T12:01:24.559Z,2022-10-30T12:01:26Z,3883035899,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351625,3,1,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,49.5,49.8,2022-10-30T12:01:24.659Z,2022-10-30T12:01:30Z,3883036217,56,Back,3883036225,213,2.5,3883036227,279,S,3883036223,212,13.2,3883036221,141,61.1,3883036219,140,39.3,,,,,,,1u7a9cb0kw1l1aplw3c1ka2tx,J. Damnjanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351645,4,1,1,0,5,bpx4ib85d65u9oyhglkt36k1b,1,39.3,61.1,2022-10-30T12:01:29.932Z,2022-10-30T12:01:31Z,3883036329,56,Back,3883036331,140,25.1,3883036333,141,55.5,3883036335,212,15.4,3883036337,213,3.4,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351669,5,1,1,0,6,bpx4ib85d65u9oyhglkt36k1b,1,25.1,55.5,2022-10-30T12:01:31.133Z,2022-10-30T12:01:32Z,3883036461,140,28.0,3883036469,213,4.9,3883036463,141,27.3,3883036465,212,19.4,3883036459,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351697,6,1,1,0,8,bpx4ib85d65u9oyhglkt36k1b,1,28,27.3,2022-10-30T12:01:32.860Z,2022-10-30T12:01:34Z,3883036605,212,16.3,3883036607,213,5.2,3883036603,141,5.6,3883036601,140,34.7,3883036599,56,Back,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351749,7,1,1,0,10,bpx4ib85d65u9oyhglkt36k1b,1,34.7,5.6,2022-10-30T12:01:34.701Z,2022-10-30T12:01:39Z,3883036891,141,20.3,3883036893,212,15.8,3883036889,140,23.0,3883036887,56,Back,3883036895,213,2.5,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351783,8,1,1,0,14,bpx4ib85d65u9oyhglkt36k1b,1,25,22.3,2022-10-30T12:01:39.100Z,2022-10-30T12:01:41Z,3883037085,141,58.5,3883037087,212,24.7,3883037081,56,Back,3883037089,213,1.5,3883037083,140,26.5,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351809,9,1,1,0,17,bpx4ib85d65u9oyhglkt36k1b,1,26.5,58.5,2022-10-30T12:01:41.820Z,2022-10-30T12:01:43Z,3883037207,212,19.9,3883037205,141,84.1,3883037203,140,35.6,3883037209,213,1.1,3883037201,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351821,10,1,1,0,18,bpx4ib85d65u9oyhglkt36k1b,1,32.6,84.3,2022-10-30T12:01:43.484Z,2022-10-30T12:01:45Z,3883037265,213,0.4,3883037259,140,48.5,3883037261,141,96.0,3883037257,56,Back,3883037263,212,18.5,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351853,11,1,1,0,21,bpx4ib85d65u9oyhglkt36k1b,1,48.5,96,2022-10-30T12:01:45.724Z,2022-10-30T13:01:19Z,3883037387,213,3.5,3883037385,212,11.0,3883037379,56,Back,3883037383,141,89.8,3883037381,140,38.8,,,,,,,,,,eyssu2jrc7qnzut1tx54twlm2,F. Kett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351907,12,1,1,0,23,bpx4ib85d65u9oyhglkt36k1b,1,38.8,89.8,2022-10-30T12:01:48.349Z,2022-10-30T12:01:51Z,3883037703,141,60.5,3883037701,140,30.1,3883037705,212,21.9,3883037707,213,4.3,3883037699,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479351999,13,1,1,0,26,bpx4ib85d65u9oyhglkt36k1b,1,30,56.9,2022-10-30T12:01:51.244Z,2022-10-30T12:01:57Z,3883038109,213,5.8,3883038103,140,88.7,3883038101,56,Right,3883038107,212,70.8,3883038105,141,5.8,3883038099,155,,3883038111,1,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352065,14,1,1,0,33,bpx4ib85d65u9oyhglkt36k1b,1,93.4,6,2022-10-30T12:01:57.836Z,2022-10-30T12:02:02Z,3883038479,56,Right,3883038487,213,2.6,3883038485,212,9.0,3883038481,140,86.2,3883038483,141,13.1,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352087,15,1,1,0,37,bpx4ib85d65u9oyhglkt36k1b,1,81.3,18.5,2022-10-30T12:02:02.316Z,2022-10-30T12:02:04Z,3883038599,141,19.5,3883038601,212,9.2,3883038597,140,72.6,3883038595,56,Right,3883038605,213,3.1,,,,,,,,,,1wlzoku6j132t554imm0co99l,E. Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352135,16,1,1,0,39,bpx4ib85d65u9oyhglkt36k1b,1,72.6,19.5,2022-10-30T12:02:04.044Z,2022-10-30T12:02:08Z,3883038905,213,1.9,3883038907,1,,3883038899,140,62.0,3883038897,56,Center,3883038903,212,32.8,3883038901,141,64.9,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352143,17,1,1,0,44,bpx4ib85d65u9oyhglkt36k1b,0,61,65.1,2022-10-30T12:02:08.669Z,2022-10-30T12:02:10Z,3883038949,141,59.5,3883038953,213,6.0,3883038951,212,12.0,3883038945,56,Center,3883038947,140,71.8,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352165,3,49,1,0,47,nuaf3wtujl8erbciumch6c65,1,32.5,45.2,2022-10-30T12:02:11.641Z,2022-10-30T12:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479352203,4,1,1,0,47,nuaf3wtujl8erbciumch6c65,0,32,42.5,2022-10-30T12:02:12.161Z,2022-10-30T12:02:14Z,3883039217,140,44.5,3883039215,56,Back,3883039273,233,18,3883039271,236,,3883039277,286,,3883039223,213,5.8,3883039221,212,14.6,3883039219,141,33.1,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
