id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2545029553,20,1,1,1,26,6bl19flj1eggw2gw7sya19bof,0,79.6,4.4,2023-05-07T11:01:58.583Z,2023-05-07T11:02:00Z,4257945197,140,78.2,4257945227,286,,4257945223,233,13,4257945199,141,6.5,4257945221,236,,4257945203,213,2.4,4257945195,56,Right,4257945201,212,2.0,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029549,13,74,1,1,26,4e5523it4v7s6kkakelbj9si5,1,26.2,91.7,2023-05-07T11:01:58.584Z,2023-05-07T11:03:55Z,4257945177,56,Back,4257945179,285,,4257945233,233,20,,,,,,,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029571,14,5,1,1,27,4e5523it4v7s6kkakelbj9si5,0,24.9,101.2,2023-05-07T11:01:59.848Z,2023-05-07T11:06:31Z,4257945277,56,Back,4257945279,347,,4257945485,233,21,,,,,,,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029599,21,5,1,1,27,6bl19flj1eggw2gw7sya19bof,1,75.1,-1.2,2023-05-07T11:01:59.848Z,2023-05-07T11:02:04Z,4257945433,56,Right,4257945435,347,,4257945459,233,14,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029659,22,1,1,1,32,6bl19flj1eggw2gw7sya19bof,1,77.1,0,2023-05-07T11:02:05.048Z,2023-05-07T11:02:08Z,4257945773,56,Right,4257945771,107,,4257945779,212,15.5,4257945775,140,87.8,4257945781,213,0.8,4257945777,141,13.7,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029663,23,61,1,1,35,6bl19flj1eggw2gw7sya19bof,1,87.1,13.7,2023-05-07T11:02:08.037Z,2023-05-07T11:02:08Z,4257945803,56,Right,,,,,,,,,,,,,,,,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029703,15,45,1,1,37,4e5523it4v7s6kkakelbj9si5,0,9.4,84.1,2023-05-07T11:02:09.799Z,2023-05-07T11:03:53Z,4257946017,56,Back,4257946019,285,,4257946103,233,24,,,,,,,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029697,24,3,1,1,37,6bl19flj1eggw2gw7sya19bof,1,90.6,15.9,2023-05-07T11:02:09.799Z,2023-05-07T11:03:53Z,4257945991,56,Right,4257945993,286,,4257946063,233,15,,,,,,,,,,,,,,,,elrnwzbk985f5j49tn9gg9rai,J. Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029721,25,1,1,1,38,6bl19flj1eggw2gw7sya19bof,0,94.7,12.8,2023-05-07T11:02:10.568Z,2023-05-07T11:02:18Z,4257946129,213,1.4,4257946123,140,97.6,4257946125,141,43.4,4257946113,2,,4257946119,56,Center,4257946127,212,21.0,4257946115,155,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029763,16,12,1,1,39,4e5523it4v7s6kkakelbj9si5,1,4.7,64.6,2023-05-07T11:02:12.364Z,2023-05-07T11:10:00Z,4257946365,213,2.3,4257946361,212,8.9,4257946355,140,0.0,4257946353,56,Back,4257946419,167,,4257946359,141,74.1,4257946567,15,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029767,17,6,1,1,40,4e5523it4v7s6kkakelbj9si5,0,0,76.5,2023-05-07T11:02:12.840Z,2023-05-07T11:03:49Z,4257946367,56,Back,4257946435,233,26,4257946369,73,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029757,26,6,1,1,40,6bl19flj1eggw2gw7sya19bof,1,100,23.5,2023-05-07T11:02:12.840Z,2023-05-07T11:03:49Z,4257946329,56,Center,4257946413,233,17,4257946335,75,,,,,,,,,,,,,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030177,27,1,1,2,9,6bl19flj1eggw2gw7sya19bof,0,99.5,0.5,2023-05-07T11:02:41.607Z,2023-05-07T11:02:43Z,4257948469,141,46.0,4257948461,56,Center,4257948465,140,96.4,4257948471,212,31.1,4257948457,155,,4257948473,213,1.7,4257948459,223,,4257948453,2,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,4257948455,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030227,28,61,1,2,14,6bl19flj1eggw2gw7sya19bof,1,89.1,34.5,2023-05-07T11:02:46.947Z,2023-05-07T11:02:47Z,4257948731,56,Center,,,,,,,,,,,,,,,,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030261,18,41,1,2,15,4e5523it4v7s6kkakelbj9si5,1,5.9,57.3,2023-05-07T11:02:47.706Z,2023-05-07T11:02:49Z,4257948877,140,9.7,4257948879,141,54.6,4257948881,212,4.4,4257948883,213,5.9,,,,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030273,19,12,1,2,16,4e5523it4v7s6kkakelbj9si5,1,9.7,54.6,2023-05-07T11:02:48.979Z,2023-05-07T11:02:50Z,4257948987,15,,4257948969,141,63.0,4257948973,213,1.3,4257948971,212,6.0,4257948965,56,Back,4257948967,140,11.4,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030337,20,1,1,2,19,4e5523it4v7s6kkakelbj9si5,1,11.4,63,2023-05-07T11:02:51.779Z,2023-05-07T11:02:54Z,4257949325,141,57.6,4257949327,212,21.5,4257949321,56,Back,4257949329,213,6.1,4257949323,140,31.6,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030371,21,1,1,2,21,4e5523it4v7s6kkakelbj9si5,1,31.6,57.6,2023-05-07T11:02:53.994Z,2023-05-07T11:02:57Z,4257949497,141,79.9,4257949495,140,53.9,4257949501,213,0.6,4257949499,212,27.9,4257949493,56,Left,,,,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545033629,62,50,1,2,23,4e5523it4v7s6kkakelbj9si5,1,76.3,66.4,2023-05-07T11:02:55.990Z,2023-05-07T11:15:27Z,4257968165,233,29,4257967411,286,,4257967409,56,Center,,,,,,,,,,,,,,,,3p5r6kr9afi2f4qqno6scknze,A. Bienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030359,29,7,1,2,23,6bl19flj1eggw2gw7sya19bof,0,23.7,33.6,2023-05-07T11:02:55.991Z,2023-05-07T11:16:28Z,4257968161,233,62,4257949445,56,Back,4257949447,285,,,,,,,,,,,,,,,,,8ex4lsveeyet8r5aja1gjh1hx,T. Waßmuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030403,22,1,1,2,24,4e5523it4v7s6kkakelbj9si5,1,53.9,79.9,2023-05-07T11:02:57.138Z,2023-05-07T11:23:59Z,4257949667,141,73.0,4257949665,140,66.5,4257949671,213,5.9,4257949669,212,14.0,4257949663,56,Center,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030407,23,49,1,2,26,4e5523it4v7s6kkakelbj9si5,1,80.6,74.4,2023-05-07T11:02:59.106Z,2023-05-07T11:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3p5r6kr9afi2f4qqno6scknze,A. Bienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030415,30,61,1,2,27,6bl19flj1eggw2gw7sya19bof,1,9.2,30.9,2023-05-07T11:03:00.302Z,2023-05-07T11:03:00Z,4257949723,56,Back,,,,,,,,,,,,,,,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030435,24,1,1,2,28,4e5523it4v7s6kkakelbj9si5,0,92.3,77.5,2023-05-07T11:03:00.941Z,2023-05-07T11:03:01Z,4257949813,56,Center,4257949821,213,4.9,4257949819,212,4.0,4257949815,140,93.0,4257949817,141,71.7,,,,,,,,,,3p5r6kr9afi2f4qqno6scknze,A. Bienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030497,25,1,1,2,30,4e5523it4v7s6kkakelbj9si5,1,89.9,74.4,2023-05-07T11:03:02.762Z,2023-05-07T11:03:04Z,4257950205,140,90.0,4257950209,212,3.9,4257950203,56,Center,4257950213,213,4.7,4257950207,141,68.7,,,,,,,,,,3p5r6kr9afi2f4qqno6scknze,A. Bienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030501,26,1,1,2,32,4e5523it4v7s6kkakelbj9si5,0,90.3,63.9,2023-05-07T11:03:04.762Z,2023-05-07T11:03:05Z,4257950225,212,5.8,4257950227,213,3.5,4257950221,140,85.2,4257950223,141,60.8,4257950219,56,Center,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545030505,31,1,1,2,33,6bl19flj1eggw2gw7sya19bof,1,12.2,36.7,2023-05-07T11:03:05.623Z,2023-05-07T11:17:22Z,4257950249,56,Back,4258030135,213,2.2,4258030127,141,40.4,4258030131,212,3.1,4258030121,140,10.4,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
