id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2545000275,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-05-07T10:05:07.870Z,2023-05-07T11:01:15Z,4257786241,194,dqpv2janh4g4qkiqx7h7vs8gl,4257786229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4257786245,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257933369,197,8253,4257786233,130,8,4257786227,30,"3loe8qn8nalk7liisl2hx891x, b8jaoqvq01ot0l9yp0b0btwid, cbofbntctfuhr1vqpn7eywt05, 23kah59nbx1m7ro3imaaevoph, 8g7i716knbylzqefolzb7l2vp, dqpv2janh4g4qkiqx7h7vs8gl, 8ex4lsveeyet8r5aja1gjh1hx, 9lt9pjnkuty7j6uwd5cvctwbt, 52w10pe7mkfv4twb2p2c5ugnp, 6c9ed4z6hw7s5v8c9631algid, elrnwzbk985f5j49tn9gg9rai, 49bajqj50h6lrbk4gt30eeodl, dpwfd5fk2t1xl2sfxpuqjfe95, f4g9co8i52ygweie4jjnvja39, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, 9vgflgmrmvq8i95t3n70sur55, 1r2f06zhqa678zqwq034m0fkl",4257786231,59,"1, 24, 13, 14, 31, 6, 28, 5, 7, 10, 29, 2, 3, 11, 20, 21, 23, 30",4257786235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545000807,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-07T10:06:45.715Z,2023-05-07T11:01:00Z,4257789075,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",4257789069,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5",4257789073,130,21,4257789079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4257789071,59,"1, 12, 13, 3, 5, 6, 23, 7, 29, 11, 24, 14, 25, 26, 27",4257789077,194,a10v8s11xcdsyspqnyhtfipjp,4257789067,30,"a10v8s11xcdsyspqnyhtfipjp, f18o5qahrzbg0jrw8whefv7xl, 9kmt7flw7n65qmfe0euadfd1x, 3ubn4p929c0tv77dehaon5f1m, aa257iqvul1ksok2v3ouoe86h, dtz4c9bzealdegjsgvdoac6ad, 35899uqibespufub1v01dwrmd, 4y1m1y07xg9wwfnogsxtcj93p, dhpmw4d7pjjow643u12b84dpm, 3p5r6kr9afi2f4qqno6scknze, 41ojypiz2yg51sriq9sfreh1x, d6ga5ai1ytp6be5is0zks8jjd, az6k6sihxqdq5mzsa7htvkmlm, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh",4257935435,197,12091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028527,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-05-07T11:00:32.437Z,2023-05-07T11:00:32Z,4257939771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028523,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2023-05-07T11:00:32.437Z,2023-05-07T11:00:33Z,4257939765,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028543,3,1,1,0,0,6bl19flj1eggw2gw7sya19bof,1,50.1,49.9,2023-05-07T11:00:32.537Z,2023-05-07T11:03:49Z,4257939835,212,13.2,4257939827,140,39.7,4257939831,141,39.1,4257939839,213,3.7,4257939823,56,Back,4257939843,279,S,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028565,4,1,1,0,1,6bl19flj1eggw2gw7sya19bof,1,38.3,37.3,2023-05-07T11:00:34.361Z,2023-05-07T11:03:50Z,4257939969,213,2.0,4257939961,56,Back,4257939963,140,29.5,4257939967,212,22.0,4257939965,141,66.6,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028603,5,1,1,0,5,6bl19flj1eggw2gw7sya19bof,1,29.6,67.2,2023-05-07T11:00:37.545Z,2023-05-07T11:01:26Z,4257940161,141,33.6,4257940163,212,22.9,4257940165,213,4.7,4257940157,56,Back,4257940159,140,28.4,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028627,6,1,1,0,7,6bl19flj1eggw2gw7sya19bof,1,29.1,31.9,2023-05-07T11:00:39.881Z,2023-05-07T11:00:42Z,4257940311,140,33.2,4257940319,213,5.0,4257940309,56,Back,4257940317,212,18.2,4257940315,141,5.9,,,,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028653,7,1,1,0,10,6bl19flj1eggw2gw7sya19bof,1,36.4,5,2023-05-07T11:00:42.472Z,2023-05-07T11:00:45Z,4257940477,212,13.3,4257940475,141,22.4,4257940473,140,30.6,4257940479,213,2.0,4257940471,56,Back,,,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028719,8,1,1,0,13,6bl19flj1eggw2gw7sya19bof,1,31,24.6,2023-05-07T11:00:45.720Z,2023-05-07T11:00:51Z,4257940839,213,1.5,4257940831,56,Back,4257940833,140,34.1,4257940835,141,93.5,4257940841,1,,4257940837,212,47.0,4257940829,196,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028753,9,1,1,0,18,6bl19flj1eggw2gw7sya19bof,1,37,93.3,2023-05-07T11:00:50.857Z,2023-05-07T11:00:54Z,4257941013,141,69.7,4257941011,140,28.6,4257941015,212,18.3,4257941009,56,Back,4257941017,213,4.2,,,,,,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028819,10,1,1,0,21,6bl19flj1eggw2gw7sya19bof,1,28.9,64.5,2023-05-07T11:00:54.088Z,2023-05-07T11:00:59Z,4257941339,140,29.4,4257941341,141,32.7,4257941343,212,21.6,4257941337,56,Back,4257941345,213,4.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028851,11,1,1,0,26,6bl19flj1eggw2gw7sya19bof,1,31.3,33,2023-05-07T11:00:58.936Z,2023-05-07T11:01:02Z,4257941571,1,,4257941567,212,37.7,4257941565,141,88.4,4257941569,213,1.6,4257941561,56,Back,4257941563,140,31.7,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028935,12,1,1,0,29,6bl19flj1eggw2gw7sya19bof,1,32.2,92.6,2023-05-07T11:01:01.976Z,2023-05-07T11:01:08Z,4257941957,213,6.1,4257941949,56,Left,4257941955,212,43.7,4257941959,1,,4257941951,140,73.4,4257941953,141,83.5,4257941947,155,,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028991,13,1,1,0,35,6bl19flj1eggw2gw7sya19bof,0,75.8,94.1,2023-05-07T11:01:08.024Z,2023-05-07T11:01:12Z,4257942247,213,5.9,4257942245,212,28.0,4257942239,56,Center,4257942241,140,100.0,4257942243,141,78.8,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029009,3,5,1,0,39,4e5523it4v7s6kkakelbj9si5,1,-0.8,29.9,2023-05-07T11:01:12.183Z,2023-05-07T11:06:30Z,4257942323,346,,4257942321,56,Back,4257942339,233,14,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545028997,14,5,1,0,39,6bl19flj1eggw2gw7sya19bof,0,100.8,70.1,2023-05-07T11:01:12.183Z,2023-05-07T11:01:13Z,4257942275,346,,4257942357,233,3,4257942273,56,Center,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029181,4,1,1,0,54,4e5523it4v7s6kkakelbj9si5,1,5.1,49.7,2023-05-07T11:01:27.188Z,2023-05-07T11:01:30Z,4257943279,124,,4257943287,212,12.0,4257943289,213,1.1,4257943281,56,Back,4257943283,140,10.2,4257943293,237,,4257943285,141,65.5,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029235,5,1,1,0,59,4e5523it4v7s6kkakelbj9si5,1,10.2,67.6,2023-05-07T11:01:32.109Z,2023-05-07T11:01:33Z,4257943537,212,18.5,4257943531,56,Back,4257943539,213,0.9,4257943533,140,20.5,4257943535,141,89.6,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029283,6,1,1,1,2,4e5523it4v7s6kkakelbj9si5,1,22.3,90.6,2023-05-07T11:01:35.301Z,2023-05-07T11:01:36Z,4257943797,213,3.3,4257943789,56,Back,4257943795,212,14.6,4257943791,140,8.5,4257943793,141,87.7,,,,,,,,,,9kmt7flw7n65qmfe0euadfd1x,G. Daughetee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029309,7,1,1,1,6,4e5523it4v7s6kkakelbj9si5,1,8.5,87.7,2023-05-07T11:01:38.485Z,2023-05-07T11:01:39Z,4257943939,213,6.1,4257943931,56,Back,4257943933,140,18.8,4257943935,141,85.1,4257943937,212,11.0,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029321,8,1,1,1,8,4e5523it4v7s6kkakelbj9si5,1,18.8,85.1,2023-05-07T11:01:41.181Z,2023-05-07T11:01:40Z,4257944009,140,11.9,4257944015,213,2.8,4257944007,56,Back,4257944013,212,7.8,4257944011,141,89.3,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029357,10,1,1,1,9,4e5523it4v7s6kkakelbj9si5,0,20.7,85.9,2023-05-07T11:01:41.671Z,2023-05-07T11:03:55Z,4257944185,286,,4257944159,140,24.3,4257944181,233,15,4257944161,141,90.0,4257944163,212,4.7,4257944179,236,,4257944157,56,Back,4257944165,213,0.6,3p5r6kr9afi2f4qqno6scknze,A. Bienz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029345,15,74,1,1,9,6bl19flj1eggw2gw7sya19bof,1,75.9,9.1,2023-05-07T11:01:41.672Z,2023-05-07T11:25:31Z,4257944187,233,10,4257944107,285,,4257944105,56,Right,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029347,9,1,1,1,9,4e5523it4v7s6kkakelbj9si5,1,11.9,89.3,2023-05-07T11:01:42.012Z,2023-05-07T11:01:41Z,4257944115,212,9.5,4257944113,141,85.9,4257944111,140,20.7,4257944109,56,Back,4257944117,213,6.0,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029387,11,61,1,1,12,4e5523it4v7s6kkakelbj9si5,0,21.4,89.9,2023-05-07T11:01:45.173Z,2023-05-07T11:09:54Z,4257944307,56,Back,,,,,,,,,,,,,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029399,12,5,1,1,12,4e5523it4v7s6kkakelbj9si5,0,23,101.2,2023-05-07T11:01:45.295Z,2023-05-07T11:06:30Z,4257944339,347,,4257944605,233,16,4257944337,56,Back,,,,,,,,,,,,,,,,3ubn4p929c0tv77dehaon5f1m,L. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029443,16,5,1,1,12,6bl19flj1eggw2gw7sya19bof,1,77,-1.2,2023-05-07T11:01:45.295Z,2023-05-07T11:01:49Z,4257944583,56,Right,4257944597,233,12,4257944585,347,,,,,,,,,,,,,,,,,6c9ed4z6hw7s5v8c9631algid,S. Huth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029505,17,1,1,1,20,6bl19flj1eggw2gw7sya19bof,1,76,0,2023-05-07T11:01:53.210Z,2023-05-07T11:01:54Z,4257944935,213,0.8,4257944927,56,Right,4257944933,212,16.9,4257944931,141,16.5,4257944929,140,87.3,4257944925,107,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029523,18,1,1,1,22,6bl19flj1eggw2gw7sya19bof,1,87.3,16.7,2023-05-07T11:01:54.728Z,2023-05-07T11:01:57Z,4257945051,156,,4257945047,213,3.7,4257945039,56,Right,4257945045,212,16.0,4257945043,141,4.1,4257945041,140,74.4,,,,,,,52w10pe7mkfv4twb2p2c5ugnp,P. Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545029545,19,1,1,1,24,6bl19flj1eggw2gw7sya19bof,1,74.4,4.1,2023-05-07T11:01:57.063Z,2023-05-07T11:01:58Z,4257945149,141,4.4,4257945151,212,5.9,4257945153,213,0.0,4257945145,56,Right,4257945147,140,80.0,,,,,,,,,,b8jaoqvq01ot0l9yp0b0btwid,J. Wedemeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
