id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2487776061,9,1,1,0,17,4moe0x01r1f5w30g38wshyftp,1,15.2,16.4,2022-11-26T15:02:23.918Z,2022-11-26T15:02:28Z,3927124109,141,43.6,3927124107,140,3.6,3927124113,213,2.2,3927124111,212,22.1,3927124105,56,Back,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776097,10,1,1,0,21,4moe0x01r1f5w30g38wshyftp,1,6.9,31.6,2022-11-26T15:02:28.142Z,2022-11-26T15:02:32Z,3927124325,56,Back,3927124335,1,,3927124327,140,43.4,3927124331,212,40.1,3927124333,213,6.0,3927124323,157,,3927124329,141,14.3,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776103,11,1,1,0,25,4moe0x01r1f5w30g38wshyftp,0,43.5,14.4,2022-11-26T15:02:32.078Z,2022-11-26T15:02:33Z,3927124355,168,,3927124365,213,5.8,3927124357,56,Back,3927124361,141,9.8,3927124353,3,,3927124363,212,7.1,3927124359,140,49.6,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776107,3,1,1,0,25,6yhza3xbfafj5c9897mbkbudn,0,58.4,87.5,2022-11-26T15:02:32.360Z,2022-11-26T15:02:33Z,3927124385,213,5.7,3927124377,140,64.8,3927124383,212,8.1,3927124381,141,80.8,3927124375,56,Left,3927124373,3,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776149,12,61,1,0,27,4moe0x01r1f5w30g38wshyftp,0,44.2,10.1,2022-11-26T15:02:34.175Z,2022-11-26T15:02:43Z,3927124575,56,Back,,,,,,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776151,4,49,1,0,30,6yhza3xbfafj5c9897mbkbudn,1,63.8,84.1,2022-11-26T15:02:37.192Z,2022-11-26T15:02:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776187,5,1,1,0,30,6yhza3xbfafj5c9897mbkbudn,1,63.8,84.1,2022-11-26T15:02:37.272Z,2022-11-26T15:02:39Z,3927124799,212,7.9,3927124793,56,Left,3927124797,141,94.4,3927124801,213,2.0,3927124795,140,60.4,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776197,6,1,1,0,33,6yhza3xbfafj5c9897mbkbudn,0,60.4,94.4,2022-11-26T15:02:39.512Z,2022-11-26T15:02:41Z,3927124865,213,6.1,3927124855,155,,3927124867,1,,3927124857,56,Left,3927124863,212,38.9,3927124861,141,82.0,3927124859,140,96.6,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776233,13,49,1,0,38,4moe0x01r1f5w30g38wshyftp,1,9,32.7,2022-11-26T15:02:44.739Z,2022-11-26T15:02:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776281,14,1,1,0,39,4moe0x01r1f5w30g38wshyftp,1,10,29.2,2022-11-26T15:02:45.971Z,2022-11-26T15:02:48Z,3927125375,140,22.8,3927125405,189,,3927125381,213,5.8,3927125377,141,17.6,3927125373,56,Back,3927125379,212,15.6,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776391,15,1,1,0,50,4moe0x01r1f5w30g38wshyftp,1,29.1,22.2,2022-11-26T15:02:56.552Z,2022-11-26T15:02:59Z,3927125995,155,,3927125997,56,Back,3927126003,212,18.7,3927126001,141,30.9,3927125999,140,46.0,3927126005,213,0.3,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776401,16,44,1,0,53,4moe0x01r1f5w30g38wshyftp,1,42.8,33,2022-11-26T15:02:59.808Z,2022-11-26T15:03:04Z,3927126035,56,Back,3927126275,233,7,3927126037,285,,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776429,7,44,1,0,53,6yhza3xbfafj5c9897mbkbudn,0,57.2,67,2022-11-26T15:02:59.809Z,2022-11-26T15:03:04Z,3927126289,233,16,3927126229,56,Center,3927126231,286,,,,,,,,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776407,17,1,1,0,53,4moe0x01r1f5w30g38wshyftp,1,46.2,30.9,2022-11-26T15:02:59.931Z,2022-11-26T15:03:01Z,3927126071,140,56.2,3927126073,141,33.1,3927126069,56,Center,3927126077,213,0.1,3927126065,3,,3927126067,168,,3927126075,212,10.6,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776417,18,1,1,0,54,4moe0x01r1f5w30g38wshyftp,0,56.2,33.1,2022-11-26T15:03:01.049Z,2022-11-26T15:03:03Z,3927126141,141,48.4,3927126143,212,18.5,3927126139,140,70.8,3927126145,213,0.6,3927126137,56,Center,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776445,8,49,1,0,58,6yhza3xbfafj5c9897mbkbudn,1,43.7,55.2,2022-11-26T15:03:04.664Z,2022-11-26T15:03:04Z,,,,,,,,,,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776451,9,1,1,0,58,6yhza3xbfafj5c9897mbkbudn,0,43.7,55.2,2022-11-26T15:03:04.936Z,2022-11-26T15:03:05Z,3927126379,141,38.2,3927126373,155,,3927126383,213,5.8,3927126381,212,24.6,3927126377,140,64.4,3927126375,56,Center,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776487,19,1,1,0,59,4moe0x01r1f5w30g38wshyftp,0,44,55.2,2022-11-26T15:03:06.009Z,2022-11-26T15:03:11Z,3927126557,140,87.1,3927126565,1,,3927126559,141,43.3,3927126553,56,Center,3927126561,212,46.0,3927126551,157,,3927126563,213,6.1,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776507,10,1,1,1,4,6yhza3xbfafj5c9897mbkbudn,1,13.1,56,2022-11-26T15:03:10.871Z,2022-11-26T15:03:13Z,3927126659,212,15.2,3927126653,56,Back,3927126661,213,0.6,3927126657,141,68.1,3927126655,140,25.3,,,,,,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776537,11,1,1,1,6,6yhza3xbfafj5c9897mbkbudn,1,25.3,68.1,2022-11-26T15:03:12.984Z,2022-11-26T15:03:15Z,3927126787,212,11.6,3927126789,213,6.0,3927126783,140,35.8,3927126781,56,Back,3927126785,141,62.7,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776553,12,1,1,1,9,6yhza3xbfafj5c9897mbkbudn,1,35.8,62.7,2022-11-26T15:03:15.463Z,2022-11-26T15:03:17Z,3927126885,212,26.1,3927126879,56,Back,3927126883,141,49.1,3927126881,140,12.6,3927126887,213,3.5,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776581,13,1,1,1,10,6yhza3xbfafj5c9897mbkbudn,1,12.6,49.1,2022-11-26T15:03:17.160Z,2022-11-26T15:03:19Z,3927127037,140,22.4,3927127039,141,28.2,3927127043,213,5.3,3927127041,212,17.5,3927127035,56,Back,,,,,,,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776595,14,1,1,1,12,6yhza3xbfafj5c9897mbkbudn,0,22.4,28.2,2022-11-26T15:03:19.047Z,2022-11-26T15:03:20Z,3927127109,56,Back,3927127117,213,0.6,3927127113,141,50.0,3927127111,140,44.9,3927127115,212,27.9,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776619,20,1,1,1,15,4moe0x01r1f5w30g38wshyftp,0,55.6,44.3,2022-11-26T15:03:21.620Z,2022-11-26T15:03:24Z,3927127225,157,,3927127235,213,0.9,3927127237,1,,3927127227,56,Center,3927127233,212,24.1,3927127231,141,71.2,3927127229,140,70.5,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776641,15,49,1,1,20,6yhza3xbfafj5c9897mbkbudn,1,32,28.5,2022-11-26T15:03:26.680Z,2022-11-26T15:03:26Z,,,,,,,,,,,,,,,,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776643,16,1,1,1,20,6yhza3xbfafj5c9897mbkbudn,1,32,28.5,2022-11-26T15:03:26.682Z,2022-11-26T15:03:27Z,3927127357,213,5.0,3927127349,56,Back,3927127353,141,4.9,3927127351,140,37.1,3927127355,212,16.9,,,,,,,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776679,17,1,1,1,20,6yhza3xbfafj5c9897mbkbudn,1,37.1,4.9,2022-11-26T15:03:27.368Z,2022-11-26T15:03:30Z,3927127509,1,,3927127507,213,2.6,3927127499,56,Back,3927127505,212,38.7,3927127503,141,32.5,3927127501,140,4.9,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776725,18,1,1,1,24,6yhza3xbfafj5c9897mbkbudn,0,4.9,32.5,2022-11-26T15:03:30.681Z,2022-11-26T15:03:33Z,3927127729,157,,3927127733,140,43.7,3927127731,56,Back,3927127741,213,5.9,3927127743,1,,3927127737,212,44.0,3927127735,141,8.0,,,,1kv64bhvnb6bb2iva0cbot1t6,R. Borggräfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776735,21,44,1,1,27,4moe0x01r1f5w30g38wshyftp,1,58.6,87.5,2022-11-26T15:03:33.855Z,2022-11-26T15:03:36Z,3927127919,233,19,3927127753,286,,3927127751,56,Left,,,,,,,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776757,19,44,1,1,27,6yhza3xbfafj5c9897mbkbudn,0,41.4,12.5,2022-11-26T15:03:33.856Z,2022-11-26T15:03:36Z,3927127871,285,,3927127869,56,Back,3927127923,233,21,,,,,,,,,,,,,,,,33rw3w7m8xbv7ojfaih6radjo,C. Zicai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776763,22,1,1,1,27,4moe0x01r1f5w30g38wshyftp,0,60.9,83,2022-11-26T15:03:34.155Z,2022-11-26T15:03:36Z,3927127885,140,71.2,3927127883,56,Center,3927127881,3,,3927127889,212,21.4,3927127891,213,5.2,3927127887,141,55.8,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776791,20,1,1,1,32,6yhza3xbfafj5c9897mbkbudn,1,35.8,38.9,2022-11-26T15:03:39.079Z,2022-11-26T15:03:39Z,3927128077,212,16.3,3927128075,141,62.6,3927128079,213,1.4,3927128071,56,Back,3927128073,140,38.1,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776809,21,1,1,1,33,6yhza3xbfafj5c9897mbkbudn,1,38.1,62.6,2022-11-26T15:03:39.847Z,2022-11-26T15:03:41Z,3927128149,141,72.7,3927128153,213,2.5,3927128151,212,11.3,3927128147,140,29.5,3927128145,56,Back,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776819,22,1,1,1,34,6yhza3xbfafj5c9897mbkbudn,1,29.5,72.7,2022-11-26T15:03:41.080Z,2022-11-26T15:03:41Z,3927128223,213,1.4,3927128221,212,15.2,3927128215,56,Back,3927128217,140,31.9,3927128219,141,94.8,,,,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776823,23,1,1,1,35,6yhza3xbfafj5c9897mbkbudn,0,31.9,94.8,2022-11-26T15:03:41.655Z,2022-11-26T15:03:42Z,3927128253,212,18.5,3927128251,141,74.5,3927128249,140,43.6,3927128255,213,5.4,3927128247,56,Back,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776833,23,8,1,1,36,4moe0x01r1f5w30g38wshyftp,1,62.2,27,2022-11-26T15:03:42.701Z,2022-11-26T15:03:42Z,3927128293,56,Center,,,,,,,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776847,24,49,1,1,37,4moe0x01r1f5w30g38wshyftp,1,65.6,33.7,2022-11-26T15:03:44.142Z,2022-11-26T15:03:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776859,25,1,1,1,37,4moe0x01r1f5w30g38wshyftp,0,65.6,33.7,2022-11-26T15:03:44.274Z,2022-11-26T15:03:46Z,3927128399,212,12.0,3927128393,56,Center,3927128391,157,,3927128397,141,30.4,3927128401,213,6.1,3927128403,1,,3927128395,140,76.8,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776885,24,1,1,1,38,6yhza3xbfafj5c9897mbkbudn,0,26.6,67,2022-11-26T15:03:45.384Z,2022-11-26T15:03:46Z,3927128467,213,6.2,3927128457,3,,3927128465,212,16.1,3927128459,56,Back,3927128463,141,64.3,3927128461,140,41.8,,,,,,,6q0njimucm06r3x7enupxpl,G. Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776899,26,1,1,1,41,4moe0x01r1f5w30g38wshyftp,1,59.1,27.6,2022-11-26T15:03:48.197Z,2022-11-26T15:03:50Z,3927128551,56,Right,3927128553,140,67.5,3927128559,213,5.5,3927128555,141,14.6,3927128557,212,12.5,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776901,27,1,1,1,43,4moe0x01r1f5w30g38wshyftp,0,67.9,14,2022-11-26T15:03:50.021Z,2022-11-26T15:03:54Z,3927128563,56,Right,3927128725,236,,3927128571,213,0.1,3927128727,233,25,3927128569,212,0.6,3927128731,286,,3927128565,140,68.5,3927128567,141,14.1,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776919,25,74,1,1,43,6yhza3xbfafj5c9897mbkbudn,1,36,92.9,2022-11-26T15:03:50.022Z,2022-11-26T15:26:47Z,3927128687,285,,3927128735,233,27,3927128685,56,Back,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776929,26,5,1,1,45,6yhza3xbfafj5c9897mbkbudn,0,27.7,102,2022-11-26T15:03:52.384Z,2022-11-26T15:12:43Z,3927128753,56,Back,3927128777,233,28,3927128755,347,,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776921,28,5,1,1,45,4moe0x01r1f5w30g38wshyftp,1,72.3,-2,2022-11-26T15:03:52.384Z,2022-11-26T15:03:54Z,3927128763,233,26,3927128695,347,,3927128693,56,Right,,,,,,,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776995,29,1,1,1,52,4moe0x01r1f5w30g38wshyftp,1,74,0,2022-11-26T15:03:58.464Z,2022-11-26T15:04:00Z,3927129105,107,,3927129115,141,20.0,3927129123,213,0.6,3927129107,56,Right,3927129111,140,95.2,3927129119,212,26.8,3927129127,1,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487776999,30,61,1,1,54,4moe0x01r1f5w30g38wshyftp,0,95.3,17.1,2022-11-26T15:04:00.769Z,2022-11-26T15:04:01Z,3927129145,56,Right,,,,,,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487777141,27,5,1,1,56,6yhza3xbfafj5c9897mbkbudn,1,7.8,101.8,2022-11-26T15:04:02.776Z,2022-11-26T15:04:13Z,3927129933,233,31,3927129931,347,,3927129929,56,Back,,,,,,,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487777053,31,5,1,1,56,4moe0x01r1f5w30g38wshyftp,0,92.2,-1.8,2022-11-26T15:04:02.776Z,2022-11-26T15:12:44Z,3927129955,233,27,3927129469,347,,3927129467,56,Right,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487777163,28,1,1,2,6,6yhza3xbfafj5c9897mbkbudn,0,10.8,100,2022-11-26T15:04:12.999Z,2022-11-26T15:04:14Z,3927130027,141,96.6,3927130025,140,26.6,3927130029,212,16.9,3927130031,213,6.1,3927130023,56,Back,3927130021,107,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
