id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/12/value
2487729197,7,5,1,0,8,dpp6fex0mdxsxhdct2qf66x5n,1,33.6,-1.6,2022-11-26T13:00:24.722Z,2022-11-26T13:00:32Z,3926872413,233,4,3926872411,347,,3926872409,56,Back,,,,,,,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729211,8,1,1,0,16,dpp6fex0mdxsxhdct2qf66x5n,0,42.8,0,2022-11-26T13:00:31.998Z,2022-11-26T13:00:33Z,3926872459,140,58.6,3926872465,213,0.4,3926872463,212,17.9,3926872455,107,,3926872461,141,7.7,3926872457,56,Right,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729229,5,12,1,0,19,e8os1xpomlperuedy2f9a9ttu,1,38,95.6,2022-11-26T13:00:35.211Z,2022-11-26T13:00:36Z,3926872569,167,,3926872559,212,17.9,3926872555,140,54.7,3926872553,56,Left,3926872561,213,0.2,3926872557,141,100.0,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729233,6,5,1,0,19,e8os1xpomlperuedy2f9a9ttu,0,55,101.2,2022-11-26T13:00:35.470Z,2022-11-26T13:02:09Z,3926872565,56,Left,3926872567,347,,3926872815,233,9,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729281,9,5,1,0,19,dpp6fex0mdxsxhdct2qf66x5n,1,45,-1.2,2022-11-26T13:00:35.470Z,2022-11-26T13:00:43Z,3926872805,347,,3926872803,56,Back,3926872807,233,6,,,,,,,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729303,10,1,1,0,27,dpp6fex0mdxsxhdct2qf66x5n,1,55.6,0,2022-11-26T13:00:43.551Z,2022-11-26T13:00:47Z,3926872951,56,Right,3926872949,107,,3926872957,212,10.6,3926872959,213,0.8,3926872953,140,62.9,3926872955,141,9.1,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729305,11,61,1,0,30,dpp6fex0mdxsxhdct2qf66x5n,0,62.6,9.1,2022-11-26T13:00:46.358Z,2022-11-26T13:34:17Z,3926872963,56,Right,,,,,,,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729301,7,49,1,0,31,e8os1xpomlperuedy2f9a9ttu,1,38,96.6,2022-11-26T13:00:47.267Z,2022-11-26T13:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729307,8,3,1,0,31,e8os1xpomlperuedy2f9a9ttu,0,38.8,94.2,2022-11-26T13:00:47.739Z,2022-11-26T13:00:49Z,3926873027,233,12,3926872969,56,Back,3926872971,286,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729317,12,7,1,0,31,dpp6fex0mdxsxhdct2qf66x5n,0,61.2,5.8,2022-11-26T13:00:47.740Z,2022-11-26T13:00:49Z,3926872995,285,,3926872993,56,Right,3926873021,233,8,,,,,,,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729313,9,61,1,0,32,e8os1xpomlperuedy2f9a9ttu,1,39,96.8,2022-11-26T13:00:48.636Z,2022-11-26T13:00:48Z,3926872987,56,Back,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729319,10,5,1,0,33,e8os1xpomlperuedy2f9a9ttu,0,39.4,101.6,2022-11-26T13:00:49.315Z,2022-11-26T13:00:52Z,3926873039,347,,3926873037,56,Back,3926873113,233,13,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729323,13,5,1,0,33,dpp6fex0mdxsxhdct2qf66x5n,1,60.6,-1.6,2022-11-26T13:00:49.315Z,2022-11-26T13:02:09Z,3926873087,347,,3926873085,56,Right,3926873093,233,10,,,,,,,,,,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729351,14,1,1,0,35,dpp6fex0mdxsxhdct2qf66x5n,1,61.3,0,2022-11-26T13:00:51.758Z,2022-11-26T13:00:57Z,3926873277,107,,3926873281,140,73.5,3926873285,212,15.6,3926873283,141,11.4,3926873279,56,Right,3926873287,213,0.6,,,,,,,dzwhmhd3jlg8yz0ijm6mz2ei1,C. Siems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729355,15,50,1,0,39,dpp6fex0mdxsxhdct2qf66x5n,1,71.9,9.8,2022-11-26T13:00:55.122Z,2022-11-26T13:00:58Z,3926873309,286,,3926873323,233,11,3926873307,56,Right,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729345,11,7,1,0,39,e8os1xpomlperuedy2f9a9ttu,1,28.1,90.2,2022-11-26T13:00:55.123Z,2022-11-26T13:00:57Z,3926873269,56,Back,3926873313,233,15,3926873271,285,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729349,12,61,1,0,40,e8os1xpomlperuedy2f9a9ttu,1,29.9,90.3,2022-11-26T13:00:56.195Z,2022-11-26T13:00:56Z,3926873273,56,Back,,,,,,,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729357,13,49,1,0,41,e8os1xpomlperuedy2f9a9ttu,1,25.9,89.6,2022-11-26T13:00:57.363Z,2022-11-26T13:00:57Z,,,,,,,,,,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729365,14,49,1,0,43,e8os1xpomlperuedy2f9a9ttu,1,25.9,89.6,2022-11-26T13:00:59.251Z,2022-11-26T13:00:59Z,,,,,,,,,,,,,,,,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729381,15,1,1,0,43,e8os1xpomlperuedy2f9a9ttu,1,25.9,89.6,2022-11-26T13:00:59.339Z,2022-11-26T13:01:01Z,3926873439,213,4.4,3926873431,56,Back,3926873437,212,11.4,3926873433,140,22.8,3926873435,141,73.6,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729387,16,1,1,0,45,e8os1xpomlperuedy2f9a9ttu,1,22.7,72.7,2022-11-26T13:01:01.644Z,2022-11-26T13:01:06Z,3926873509,213,6.0,3926873497,56,Back,3926873503,141,60.9,3926873499,140,45.6,3926873507,212,25.3,3926873495,155,,,,,,,,1knjymb11ziv7sq5m1f4tdwwl,S. Doorsoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729519,18,61,1,0,47,e8os1xpomlperuedy2f9a9ttu,0,44.6,60.9,2022-11-26T13:01:03.524Z,2022-11-26T13:01:28Z,3926874147,56,Back,,,,,,,,,,,,,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729391,16,4,1,0,48,dpp6fex0mdxsxhdct2qf66x5n,1,54.8,36.7,2022-11-26T13:01:04.972Z,2022-11-26T13:12:29Z,3926873523,13,,3926873553,233,17,3926873525,56,Center,3926873529,265,,3926874587,286,,3926873527,152,,,,,,,,9oq5f3fgf6g9vyc965o35127e,L. Gräwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729389,17,4,1,0,48,e8os1xpomlperuedy2f9a9ttu,0,45.2,63.3,2022-11-26T13:01:04.973Z,2022-11-26T13:01:31Z,3926873549,233,16,3926873517,152,,3926873519,265,,3926874279,285,,3926873515,56,Back,3926873513,13,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729517,17,1,1,1,4,dpp6fex0mdxsxhdct2qf66x5n,1,53.8,34.8,2022-11-26T13:01:20.726Z,2022-11-26T13:02:32Z,3926874143,1,,3926874135,140,55.2,3926874133,56,Left,3926874139,212,35.1,3926874137,141,86.3,3926875775,152,,3926875773,5,,3926875843,189,,9oq5f3fgf6g9vyc965o35127e,L. Gräwe,3926874141,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729521,18,1,1,1,9,dpp6fex0mdxsxhdct2qf66x5n,1,55.2,86.3,2022-11-26T13:01:24.991Z,2022-11-26T13:01:40Z,3926874151,140,61.8,3926874155,212,8.4,3926874153,141,93.2,3926874149,56,Left,3926874157,213,0.6,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729565,23,50,1,1,10,dpp6fex0mdxsxhdct2qf66x5n,1,67.8,94.4,2022-11-26T13:01:26.832Z,2022-11-26T13:01:44Z,3926874545,233,19,3926874469,286,,3926874467,56,Left,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729533,19,7,1,1,10,e8os1xpomlperuedy2f9a9ttu,1,32.2,5.6,2022-11-26T13:01:26.833Z,2022-11-26T13:01:44Z,3926874541,233,23,3926874433,285,,3926874241,56,Back,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729541,19,5,1,1,11,dpp6fex0mdxsxhdct2qf66x5n,1,62.8,101.6,2022-11-26T13:01:27.087Z,2022-11-26T13:01:33Z,3926874317,233,20,3926874309,56,Left,3926874311,347,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729537,20,5,1,1,11,e8os1xpomlperuedy2f9a9ttu,0,37.2,-1.6,2022-11-26T13:01:27.087Z,2022-11-26T13:02:10Z,3926874251,347,,3926874341,233,19,3926874249,56,Back,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729545,20,1,1,1,17,dpp6fex0mdxsxhdct2qf66x5n,1,69,100,2022-11-26T13:01:33.263Z,2022-11-26T13:01:35Z,3926874351,56,Left,3926874357,212,6.7,3926874349,107,,3926874359,213,5.5,3926874353,140,73.6,3926874355,141,94.5,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729553,21,61,1,1,18,dpp6fex0mdxsxhdct2qf66x5n,0,73.7,94.5,2022-11-26T13:01:34.927Z,2022-11-26T13:01:38Z,3926874403,56,Left,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729575,21,5,1,1,20,e8os1xpomlperuedy2f9a9ttu,1,27.4,-1.2,2022-11-26T13:01:36.511Z,2022-11-26T13:02:10Z,3926874521,56,Back,3926875299,233,22,3926874523,347,,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729555,22,5,1,1,20,dpp6fex0mdxsxhdct2qf66x5n,0,72.6,101.2,2022-11-26T13:01:36.511Z,2022-11-26T13:02:11Z,3926874419,347,,3926874417,56,Left,3926875303,233,21,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729599,22,1,1,1,30,e8os1xpomlperuedy2f9a9ttu,0,28.4,0,2022-11-26T13:01:46.492Z,2022-11-26T13:01:50Z,3926874627,212,13.5,3926874623,140,40.4,3926874625,141,6.2,3926874629,213,0.4,3926874619,107,,3926874621,56,Back,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729607,24,61,1,1,33,dpp6fex0mdxsxhdct2qf66x5n,1,70.9,92.9,2022-11-26T13:01:49.757Z,2022-11-26T13:01:49Z,3926874691,56,Left,,,,,,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729611,25,49,1,1,34,dpp6fex0mdxsxhdct2qf66x5n,1,71.9,90.5,2022-11-26T13:01:50.640Z,2022-11-26T13:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729615,26,1,1,1,34,dpp6fex0mdxsxhdct2qf66x5n,0,71.9,90.5,2022-11-26T13:01:50.768Z,2022-11-26T13:01:51Z,3926874721,56,Left,3926874729,213,4.6,3926874723,140,71.6,3926874725,141,85.6,3926874727,212,3.3,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729621,23,49,1,1,36,e8os1xpomlperuedy2f9a9ttu,1,32.1,23.3,2022-11-26T13:01:52.611Z,2022-11-26T13:34:26Z,,,,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729629,24,1,1,1,36,e8os1xpomlperuedy2f9a9ttu,1,32.1,23.3,2022-11-26T13:01:52.691Z,2022-11-26T13:34:27Z,3926874801,212,12.9,3926874797,140,41.8,3926874799,141,11.7,3926874803,213,5.6,3926874795,56,Back,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729633,25,1,1,1,37,e8os1xpomlperuedy2f9a9ttu,0,41.8,11.7,2022-11-26T13:01:53.498Z,2022-11-26T13:34:24Z,3926874813,140,31.2,3926874815,141,15.3,3926874817,212,11.4,3926874811,56,Back,3926874819,213,2.9,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729627,27,49,1,1,37,dpp6fex0mdxsxhdct2qf66x5n,1,72.5,90.8,2022-11-26T13:01:53.983Z,2022-11-26T13:34:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729671,28,1,1,1,41,dpp6fex0mdxsxhdct2qf66x5n,1,71.5,90.5,2022-11-26T13:01:57.616Z,2022-11-26T13:02:00Z,3926875023,140,79.7,3926875025,141,92.7,3926875027,212,8.7,3926875021,56,Left,3926875029,213,0.2,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729697,29,1,1,1,44,dpp6fex0mdxsxhdct2qf66x5n,1,87.9,93.2,2022-11-26T13:02:00.671Z,2022-11-26T13:02:05Z,3926875179,212,9.2,3926875175,140,96.5,3926875173,56,Left,3926875181,213,6.1,3926875177,141,90.6,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729699,30,61,1,1,49,dpp6fex0mdxsxhdct2qf66x5n,0,96.3,88.7,2022-11-26T13:02:05.120Z,2022-11-26T13:02:05Z,3926875185,56,Left,,,,,,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729703,26,5,1,1,50,e8os1xpomlperuedy2f9a9ttu,1,-1.5,17.4,2022-11-26T13:02:06.160Z,2022-11-26T13:02:11Z,3926875191,56,Back,3926875195,233,31,3926875193,346,,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729701,31,5,1,1,50,dpp6fex0mdxsxhdct2qf66x5n,0,101.5,82.6,2022-11-26T13:02:06.160Z,2022-11-26T13:02:07Z,3926875199,233,26,3926875187,56,Left,3926875189,346,,,,,,,,,,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729803,27,1,1,2,9,e8os1xpomlperuedy2f9a9ttu,1,2.1,50.1,2022-11-26T13:02:25.410Z,2022-11-26T13:02:28Z,3926875749,140,5.6,3926875745,124,,3926875751,141,37.1,3926875755,213,5.1,3926875753,212,9.6,3926875759,237,,3926875747,56,Back,,,,19widovycdmuk6erzbmwb8mw9,S. Johannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729831,28,1,1,2,12,e8os1xpomlperuedy2f9a9ttu,1,5.6,37.1,2022-11-26T13:02:28.818Z,2022-11-26T13:02:32Z,3926875911,1,,3926875909,213,6.0,3926875903,140,38.1,3926875905,141,20.1,3926875901,56,Back,3926875899,155,,3926875907,212,36.0,,,,1knjymb11ziv7sq5m1f4tdwwl,S. Doorsoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487729833,29,1,1,2,16,e8os1xpomlperuedy2f9a9ttu,0,34.4,27.9,2022-11-26T13:02:32.554Z,2022-11-26T13:02:34Z,3926875917,140,36.6,3926875981,236,,3926875987,286,,3926875921,212,3.1,3926875923,213,0.7,3926875915,56,Back,3926875983,233,32,3926875919,141,31.0,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
