id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2482306247,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-11-06T10:51:34.756Z,2022-11-06T12:08:40Z,3898526041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898526037,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898698895,197,8253,3898526031,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898526035,130,8,3898526033,59,"1, 2, 13, 5, 4, 6, 10, 8, 9, 14, 29, 11, 16, 17, 20, 21, 23, 24, 30, 31",3898526039,194,6c9ed4z6hw7s5v8c9631algid,3898526029,30,"3loe8qn8nalk7liisl2hx891x, 49bajqj50h6lrbk4gt30eeodl, cbofbntctfuhr1vqpn7eywt05, 9lt9pjnkuty7j6uwd5cvctwbt, eyx4psuhprqtodl08iimdwb11, dqpv2janh4g4qkiqx7h7vs8gl, 6c9ed4z6hw7s5v8c9631algid, 6l7cq8gkjb8r4i50vsd4xoo2x, 9hmgd3x5tekj4fnf0zju3i1ud, 23kah59nbx1m7ro3imaaevoph, elrnwzbk985f5j49tn9gg9rai, f4g9co8i52ygweie4jjnvja39, 42k8yri0cxumhta00clvgez11, 42ah6u2wvj5tjuojzhtjiy6s5, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, 9vgflgmrmvq8i95t3n70sur55, b8jaoqvq01ot0l9yp0b0btwid, 1r2f06zhqa678zqwq034m0fkl, 8g7i716knbylzqefolzb7l2vp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482306267,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-11-06T10:51:38.261Z,2022-11-06T12:01:24Z,3898526119,194,aemsodynsywxzi5m7czbenob9,3898526115,130,2,3898526113,59,"32, 21, 5, 11, 14, 8, 19, 10, 20, 7, 17, 9, 13, 22, 25, 27, 33",3898526121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898526111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3898665153,197,17029,3898526109,30,"biomno1rhjrnhw59fs2yisktm, mx0xcrbamcrs77w7socdzv11, d11imdjqgfg7c0vo1te98rvv8, qirr699c3gjdqq420ssd9vit, 2g09uohghh7k9c8de566k2led, c45vx4712w32k3ttlgoijkhuy, 2b6315hlohr62lm3xzz5qidey, 4trepwlcclo2elj3epyrs0ep6, 7xplwmgnz56mfkdwnjwep632s, 380wlef6rk03khlb0t5elb04q, aemsodynsywxzi5m7czbenob9, cwego71othceguyo85tw2m4iy, 6snu37yc5c4kl9i3eg92ndams, 1tq2p5cd8gwndv33rrfl7zlxx, b9gxo2rldtuz9mi8lzgnm0mxg, qkcqv1empq487tv0aufyhfdg, 3l3ieiqvyz79tzfkniys3ifl6",3898526117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338827,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2022-11-06T12:00:48.697Z,2022-11-06T12:00:50Z,3898672067,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338821,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2022-11-06T12:00:48.697Z,2022-11-06T12:00:48Z,3898672049,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338877,3,1,1,0,0,6bl19flj1eggw2gw7sya19bof,1,49.6,50,2022-11-06T12:00:48.797Z,2022-11-06T12:50:59Z,3898672299,213,1.2,3898672293,140,50.2,3898672295,141,52.4,3898672291,56,Center,3898672297,212,1.7,3898672301,279,S,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338905,4,1,1,0,4,6bl19flj1eggw2gw7sya19bof,1,50.2,52.4,2022-11-06T12:00:52.844Z,2022-11-06T12:00:54Z,3898672423,140,36.5,3898672425,141,43.4,3898672429,213,3.5,3898672427,212,15.6,3898672421,56,Back,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338927,5,1,1,0,5,6bl19flj1eggw2gw7sya19bof,1,36.5,43.4,2022-11-06T12:00:54.397Z,2022-11-06T12:00:55Z,3898672549,212,25.7,3898672545,140,39.2,3898672543,56,Back,3898672551,213,4.8,3898672547,141,5.9,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482338943,6,1,1,0,7,6bl19flj1eggw2gw7sya19bof,1,39.2,5.9,2022-11-06T12:00:55.788Z,2022-11-06T12:00:57Z,3898672617,212,17.6,3898672611,56,Back,3898672613,140,30.3,3898672615,141,27.8,3898672619,213,2.1,,,,,,,,,,49bajqj50h6lrbk4gt30eeodl,L. Wilms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339013,7,1,1,0,9,6bl19flj1eggw2gw7sya19bof,1,30.3,27.8,2022-11-06T12:00:57.869Z,2022-11-06T12:01:03Z,3898672877,140,29.7,3898672883,213,1.6,3898672875,56,Back,3898672881,212,24.1,3898672879,141,63.3,,,,,,,,,,eyx4psuhprqtodl08iimdwb11,K. Hendrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339069,8,1,1,0,15,6bl19flj1eggw2gw7sya19bof,1,31.3,64.2,2022-11-06T12:01:03.821Z,2022-11-06T12:01:08Z,3898673129,213,5.0,3898673123,140,38.2,3898673125,141,30.2,3898673121,56,Back,3898673127,212,24.2,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
