id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2514932389,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-03-04T11:06:56.419Z,2023-03-04T11:59:10Z,4070320541,194,f4g9co8i52ygweie4jjnvja39,4070320535,59,"1, 4, 13, 8, 31, 6, 23, 5, 9, 29, 11, 2, 7, 14, 17, 20, 21, 24, 28, 30",4070405599,197,8253,4070320543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070320539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070320531,30,"3loe8qn8nalk7liisl2hx891x, eyx4psuhprqtodl08iimdwb11, cbofbntctfuhr1vqpn7eywt05, 6l7cq8gkjb8r4i50vsd4xoo2x, 8g7i716knbylzqefolzb7l2vp, dqpv2janh4g4qkiqx7h7vs8gl, 9vgflgmrmvq8i95t3n70sur55, 9lt9pjnkuty7j6uwd5cvctwbt, 9hmgd3x5tekj4fnf0zju3i1ud, elrnwzbk985f5j49tn9gg9rai, f4g9co8i52ygweie4jjnvja39, 49bajqj50h6lrbk4gt30eeodl, 52w10pe7mkfv4twb2p2c5ugnp, 23kah59nbx1m7ro3imaaevoph, 42ah6u2wvj5tjuojzhtjiy6s5, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, b8jaoqvq01ot0l9yp0b0btwid, 8ex4lsveeyet8r5aja1gjh1hx, 1r2f06zhqa678zqwq034m0fkl",4070320537,130,8,4070320533,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514935233,1,34,16,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-03-04T11:14:52.814Z,2023-03-04T11:58:22Z,4070333989,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4070333981,30,"cwotwuxqimldexy77lqdh2t3p, 1l4s1w66pir9xk79jp78bxnmx, 1abadnoiq5hbwpfzzyvho4vkl, d32rm12ddel0p93luuh5fq9cl, 1oib97ihu6ofz1fvsvih0mnkl, 9nyzegdr9nu4i5jp12h8q4et, epdlb32r151kz861mljb1rs9h, 33nggo6w6e52yqmc2pa528xd5, 9u74jd7ak8uad6lnhnthawiqd, y7mxuyh5olv0rh5od3p2gtt5, 6aym6t1mr1xzv5pxvbtbn6hgp, diztxc63xkwv1tofz5s1ixbzd, aq30av6eea3gxh2rk7c0bzi09, efynp5qo9b9x0lh9b4ft0ic8a, az5e2aphuglamb3bts47vc00k, 46yjl6a3rr1djzc4qu6etlrai, 5s8fprpl188pkkzn3524vph7u, eiasj63pdzevyb5i64h7jzi8k",4070333987,130,4,4070404665,197,8753,4070333993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070333991,194,d32rm12ddel0p93luuh5fq9cl,4070333983,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4070333985,59,"1, 22, 9, 33, 5, 20, 17, 7, 16, 25, 23, 4, 8, 10, 15, 21, 27, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949059,2,32,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2023-03-04T12:00:46.420Z,2023-03-04T12:00:48Z,4070407735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949053,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-03-04T12:00:46.420Z,2023-03-04T12:00:46Z,4070407699,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949071,3,1,1,0,0,6bl19flj1eggw2gw7sya19bof,1,50.8,49.3,2023-03-04T12:00:46.520Z,2023-03-04T12:00:51Z,4070407793,213,2.9,4070407787,141,57.6,4070407783,140,32.3,4070407797,279,S,4070407791,212,20.2,4070407779,56,Back,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949091,4,1,1,0,4,6bl19flj1eggw2gw7sya19bof,1,32.3,57.6,2023-03-04T12:00:51.160Z,2023-03-04T14:13:48Z,4070407901,212,17.8,4070407895,56,Back,4070407903,213,3.9,4070407897,140,19.9,4070407899,141,39.8,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949113,5,1,1,0,7,6bl19flj1eggw2gw7sya19bof,1,19.9,39.8,2023-03-04T12:00:53.657Z,2023-03-04T14:13:49Z,4070408051,212,23.1,4070408047,140,5.8,4070408049,141,65.8,4070408053,213,2.3,4070408045,56,Back,,,,,,,,,,8g7i716knbylzqefolzb7l2vp,M. Hegering,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949147,6,1,1,0,10,6bl19flj1eggw2gw7sya19bof,1,7.5,68.5,2023-03-04T12:00:56.458Z,2023-03-04T12:01:01Z,4070408183,141,97.5,4070408189,1,,4070408181,140,32.6,4070408187,213,0.6,4070408185,212,32.9,4070408179,56,Back,4070408177,155,,,,,3loe8qn8nalk7liisl2hx891x,M. Frohms,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949151,7,61,1,0,12,6bl19flj1eggw2gw7sya19bof,0,32.6,97.5,2023-03-04T12:00:58.907Z,2023-03-04T12:50:15Z,4070408207,56,Back,,,,,,,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949213,3,5,1,0,12,eyecbfb1ur2104bhhwazhvrf,1,67,-1.4,2023-03-04T12:00:59.064Z,2023-03-04T12:01:08Z,4070408443,347,,4070408459,233,8,4070408439,56,Right,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949167,8,5,1,0,12,6bl19flj1eggw2gw7sya19bof,0,33,101.4,2023-03-04T12:00:59.064Z,2023-03-04T12:10:46Z,4070408251,347,,4070408249,56,Back,4070408477,233,3,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949235,4,1,1,0,21,eyecbfb1ur2104bhhwazhvrf,1,61.2,0,2023-03-04T12:01:07.911Z,2023-03-04T12:01:10Z,4070408547,212,11.4,4070408549,213,0.3,4070408543,140,71.5,4070408535,107,,4070408539,56,Right,4070408545,141,4.4,,,,,,,1l4s1w66pir9xk79jp78bxnmx,S. Linder,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949239,5,61,1,0,23,eyecbfb1ur2104bhhwazhvrf,0,70.3,3.7,2023-03-04T12:01:10.279Z,2023-03-04T12:01:18Z,4070408555,56,Right,,,,,,,,,,,,,,,,,,,,,,y7mxuyh5olv0rh5od3p2gtt5,M. Kössler,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949255,6,5,1,0,24,eyecbfb1ur2104bhhwazhvrf,0,68.3,-1.4,2023-03-04T12:01:11.144Z,2023-03-04T12:01:22Z,4070408623,347,,4070409043,233,9,4070408621,56,Right,,,,,,,,,,,,,,,,6aym6t1mr1xzv5pxvbtbn6hgp,E. Memeti,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949339,9,5,1,0,24,6bl19flj1eggw2gw7sya19bof,1,31.7,101.4,2023-03-04T12:01:11.144Z,2023-03-04T12:10:46Z,4070409033,233,6,4070409011,56,Back,4070409013,347,,,,,,,,,,,,,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,
2514949381,10,1,1,0,35,6bl19flj1eggw2gw7sya19bof,0,36,100,2023-03-04T12:01:21.689Z,2023-03-04T12:01:27Z,4070409241,1,,4070409235,141,70.5,4070409229,107,,4070409239,213,5.6,4070409231,56,Center,4070409237,212,33.9,4070409233,140,61.3,,,,cbofbntctfuhr1vqpn7eywt05,F. Rauch,,,,,,,,,,,,,,,,,,,,,,,,,,
