id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2461783155,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-09-18T10:13:06.834Z,2022-09-18T11:57:10Z,3789713517,130,2,3789713509,30,"a10v8s11xcdsyspqnyhtfipjp, f18o5qahrzbg0jrw8whefv7xl, 9farsri8j50ajgnhkyur3l97t, 9vdyzvt8ehavj3sfugjoi3rze, aa257iqvul1ksok2v3ouoe86h, dtz4c9bzealdegjsgvdoac6ad, 35899uqibespufub1v01dwrmd, 6089nfwh31ha73pl7vlla75cl, 8fhfjo7zfz9u0xtn58qj9enrp, 9uo1lm8ntj5o5vq1jutuvtb6d, 41ojypiz2yg51sriq9sfreh1x, 3ubn4p929c0tv77dehaon5f1m, 4y1m1y07xg9wwfnogsxtcj93p, 3p5r6kr9afi2f4qqno6scknze, 9kmt7flw7n65qmfe0euadfd1x, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh",3789713511,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3789713525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3789833105,197,12253,3789713523,194,8fhfjo7zfz9u0xtn58qj9enrp,3789713519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3789713513,59,"1, 12, 18, 15, 5, 6, 23, 17, 8, 10, 24, 3, 7, 11, 13, 26, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461784125,1,34,16,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2022-09-18T10:15:25.044Z,2022-09-18T11:12:27Z,3789718517,130,4,3789718511,30,"46yjl6a3rr1djzc4qu6etlrai, 1l4s1w66pir9xk79jp78bxnmx, 1abadnoiq5hbwpfzzyvho4vkl, d32rm12ddel0p93luuh5fq9cl, 1oib97ihu6ofz1fvsvih0mnkl, 25ord6k6oglqdzt77nrs19e5l, epdlb32r151kz861mljb1rs9h, 8ifhj2h1m7rt84i4bxksnmgnp, 9u74jd7ak8uad6lnhnthawiqd, 1lafqq1ic48v5500r8b0uprdh, 6aym6t1mr1xzv5pxvbtbn6hgp, cwotwuxqimldexy77lqdh2t3p, 33nggo6w6e52yqmc2pa528xd5, aq30av6eea3gxh2rk7c0bzi09, efynp5qo9b9x0lh9b4ft0ic8a, 7qf5iaz6eqb39pelg69fm1y39, y7mxuyh5olv0rh5od3p2gtt5, 5s8fprpl188pkkzn3524vph7u",3789842977,197,16948,3789718515,59,"21, 22, 9, 33, 5, 31, 17, 13, 16, 18, 23, 1, 7, 8, 10, 11, 25, 27",3789718521,194,d32rm12ddel0p93luuh5fq9cl,3789718523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3789718519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3789718513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808605,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-09-18T11:00:40.662Z,2022-09-18T11:00:42Z,3789836879,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808603,2,32,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,0,0,2022-09-18T11:00:40.662Z,2022-09-18T11:00:40Z,3789836877,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808625,3,1,1,0,0,eyecbfb1ur2104bhhwazhvrf,1,49.9,50.4,2022-09-18T11:00:40.762Z,2022-09-18T11:00:43Z,3789836969,279,S,3789836963,141,60.9,3789836961,140,35.0,3789836967,213,2.7,3789836959,56,Back,3789836965,212,17.2,,,,,,,9u74jd7ak8uad6lnhnthawiqd,N. Billa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808683,4,1,1,0,2,eyecbfb1ur2104bhhwazhvrf,1,35,60.9,2022-09-18T11:00:42.708Z,2022-09-18T11:00:47Z,3789837215,212,13.3,3789837211,140,29.9,3789837217,213,4.3,3789837209,56,Back,3789837213,141,43.0,,,,,,,,,,d32rm12ddel0p93luuh5fq9cl,F. Dongus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808689,5,1,1,0,6,eyecbfb1ur2104bhhwazhvrf,1,28.4,40.6,2022-09-18T11:00:47.660Z,2022-09-18T11:00:48Z,3789837247,141,73.6,3789837243,56,Back,3789837251,213,1.7,3789837249,212,22.5,3789837245,140,26.5,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808699,6,1,1,0,8,eyecbfb1ur2104bhhwazhvrf,1,26.5,73.6,2022-09-18T11:00:48.668Z,2022-09-18T11:00:50Z,3789837295,56,Back,3789837299,141,90.3,3789837303,213,1.3,3789837297,140,29.7,3789837301,212,11.8,,,,,,,,,,25ord6k6oglqdzt77nrs19e5l,J. Feldkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808725,7,1,1,0,9,eyecbfb1ur2104bhhwazhvrf,1,29.9,89.7,2022-09-18T11:00:50.019Z,2022-09-18T11:00:54Z,3789837405,140,47.8,3789837403,56,Back,3789837409,212,18.9,3789837411,213,0.1,3789837407,141,92.4,,,,,,,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808745,8,1,1,0,13,eyecbfb1ur2104bhhwazhvrf,1,58.1,93.2,2022-09-18T11:00:53.923Z,2022-09-18T11:00:57Z,3789837491,141,78.2,3789837487,56,Center,3789837495,213,5.4,3789837493,212,13.1,3789837489,140,66.0,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808755,9,1,1,0,17,eyecbfb1ur2104bhhwazhvrf,0,66,78.2,2022-09-18T11:00:57.739Z,2022-09-18T11:00:58Z,3789837529,212,14.5,3789837523,56,Center,3789837531,213,3.3,3789837525,140,52.3,3789837527,141,75.4,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808873,4,8,1,0,18,4e5523it4v7s6kkakelbj9si5,1,46.5,17.1,2022-09-18T11:00:59.529Z,2022-09-18T11:51:35Z,3789838007,56,Back,,,,,,,,,,,,,,,,,,,,,,9uo1lm8ntj5o5vq1jutuvtb6d,S. Beck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808869,3,5,1,0,19,4e5523it4v7s6kkakelbj9si5,0,44.5,-1.5,2022-09-18T11:01:00.243Z,2022-09-18T11:51:37Z,3789838093,233,10,3789838001,56,Back,3789838003,347,,,,,,,,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808881,10,5,1,0,19,eyecbfb1ur2104bhhwazhvrf,1,55.5,101.5,2022-09-18T11:01:00.243Z,2022-09-18T11:51:40Z,3789838089,233,3,3789838055,56,Left,3789838057,347,,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808913,11,1,1,0,28,eyecbfb1ur2104bhhwazhvrf,0,46.5,100,2022-09-18T11:01:09.659Z,2022-09-18T11:01:12Z,3789838183,1,,3789838173,56,Left,3789838179,212,30.2,3789838175,140,74.6,3789838171,107,,3789838177,141,90.5,3789838181,213,6.1,,,,1abadnoiq5hbwpfzzyvho4vkl,K. Naschenweng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808943,5,61,1,0,34,4e5523it4v7s6kkakelbj9si5,1,23.6,13.2,2022-09-18T11:01:14.939Z,2022-09-18T11:01:15Z,3789838339,56,Back,,,,,,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808965,6,1,1,0,34,4e5523it4v7s6kkakelbj9si5,0,25.3,8.2,2022-09-18T11:01:14.968Z,2022-09-18T11:01:18Z,3789838457,1,,3789838451,141,4.6,3789838449,140,35.6,3789838445,157,,3789838453,212,11.1,3789838455,213,6.1,3789838447,56,Back,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808991,12,1,1,0,36,eyecbfb1ur2104bhhwazhvrf,1,68.6,91.8,2022-09-18T11:01:16.860Z,2022-09-18T11:01:18Z,3789838587,141,77.8,3789838591,213,4.2,3789838585,140,63.5,3789838589,212,10.9,3789838583,56,Center,,,,,,,,,,6aym6t1mr1xzv5pxvbtbn6hgp,E. Memeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461808995,13,61,1,0,37,eyecbfb1ur2104bhhwazhvrf,1,63.5,77.8,2022-09-18T11:01:18.491Z,2022-09-18T11:01:18Z,3789838613,56,Center,,,,,,,,,,,,,,,,,,,,,,8ifhj2h1m7rt84i4bxksnmgnp,I. Hartig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809045,8,50,1,0,41,4e5523it4v7s6kkakelbj9si5,1,34.6,55.8,2022-09-18T11:01:22.330Z,2022-09-18T11:01:24Z,3789838783,286,,3789838837,233,14,3789838781,56,Back,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809037,14,7,1,0,41,eyecbfb1ur2104bhhwazhvrf,0,65.4,44.2,2022-09-18T11:01:22.331Z,2022-09-18T11:01:24Z,3789838815,233,8,3789838763,56,Center,3789838765,285,,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809039,7,49,1,0,42,4e5523it4v7s6kkakelbj9si5,1,34.3,50.9,2022-09-18T11:01:23.141Z,2022-09-18T11:01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809107,9,1,1,0,46,4e5523it4v7s6kkakelbj9si5,1,28,66.3,2022-09-18T11:01:27.489Z,2022-09-18T11:01:29Z,3789839049,141,62.7,3789839051,212,3.4,3789839045,56,Back,3789839053,213,3.9,3789839047,140,25.7,,,,,,,,,,9farsri8j50ajgnhkyur3l97t,A. Gavrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809125,10,1,1,0,48,4e5523it4v7s6kkakelbj9si5,1,23.6,40.3,2022-09-18T11:01:29.168Z,2022-09-18T11:01:31Z,3789839153,140,17.0,3789839159,213,2.2,3789839155,141,55.8,3789839151,56,Back,3789839157,212,12.6,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809167,11,1,1,0,50,4e5523it4v7s6kkakelbj9si5,1,16.4,56.4,2022-09-18T11:01:31.136Z,2022-09-18T11:01:35Z,3789839359,141,76.0,3789839361,212,17.1,3789839363,213,0.9,3789839355,56,Back,3789839357,140,26.6,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809199,12,1,1,0,54,4e5523it4v7s6kkakelbj9si5,1,26.3,76.7,2022-09-18T11:01:35.455Z,2022-09-18T11:01:38Z,3789839497,141,96.0,3789839501,213,0.8,3789839495,140,39.3,3789839499,212,18.9,3789839493,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809207,13,61,1,0,55,4e5523it4v7s6kkakelbj9si5,0,39.1,96.6,2022-09-18T11:01:36.544Z,2022-09-18T11:51:47Z,3789839517,56,Back,,,,,,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809217,14,5,1,0,56,4e5523it4v7s6kkakelbj9si5,0,42.9,102,2022-09-18T11:01:37.547Z,2022-09-18T11:51:48Z,3789839571,347,,3789839569,56,Back,3789840089,233,15,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809313,15,5,1,0,56,eyecbfb1ur2104bhhwazhvrf,1,57.1,-2,2022-09-18T11:01:37.547Z,2022-09-18T11:51:50Z,3789840051,56,Right,3789840077,233,14,3789840055,347,,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809367,16,1,1,1,7,eyecbfb1ur2104bhhwazhvrf,1,54.3,0,2022-09-18T11:01:48.459Z,2022-09-18T11:01:52Z,3789840313,56,Right,3789840319,212,19.3,3789840321,213,0.2,3789840315,140,72.2,3789840317,141,5.0,3789840311,107,,,,,,,,6aym6t1mr1xzv5pxvbtbn6hgp,E. Memeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809369,17,50,1,1,11,eyecbfb1ur2104bhhwazhvrf,1,71.2,9.2,2022-09-18T11:01:52.500Z,2022-09-18T11:01:56Z,3789840611,233,15,3789840341,286,,3789840339,56,Right,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809411,15,7,1,1,11,4e5523it4v7s6kkakelbj9si5,0,28.8,90.8,2022-09-18T11:01:52.501Z,2022-09-18T11:01:56Z,3789840571,285,,3789840567,56,Back,3789840585,233,17,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461809383,18,50,1,1,13,eyecbfb1ur2104bhhwazhvrf,1,70.4,5.6,2022-09-18T11:01:54.395Z,2022-09-18T11:01:59Z,3789840449,286,,3789840741,233,16,3789840447,56,Right,,,,,,,,,,,,,,,,epdlb32r151kz861mljb1rs9h,F. Harsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
