id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2507010735,1,34,16,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-02-12T14:10:08.679Z,2023-02-12T15:04:47Z,4028428497,130,8,4028654845,197,8650,4028428499,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4028428493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4028428501,194,eyqhxpni376pocsunribu1jv9,4028428503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028428491,30,"q4va8vnwzmwtdo6qymq4ywgl, 764yxrb6zqxke8l61qjd4o3qh, 1asefru50u06hyhmoa7d9qcx5, 54psl26zc4rs8cjnahl0jel05, 2lsz8g4mvgqvartyjfud90e6t, 1f2ltq7gcnimsdgixp8w36eax, gvm839vxy6tkznrtw9mop17u, eyqhxpni376pocsunribu1jv9, ed31f3of5iql0onh9uellvtnt, bf38nsprlsb7783sgyl1ezq3t, 9yzs0w3tjas15ic0o2b51q86h, 2ywmv0jjr4u8jgo8gnoisx0id, c36h9olifkg6s63uktgf1puqd, 3de90guq76ncq4iqhstw29u22, 46wf8el37rvruhacvvbv38z1m, 8djtc44u653lmy03mnniax3l6, 2h5t74e8r147rzbett9on72sp, 2gty977zjk5dpr6o72ybepp90, 4fidubhquqmngl2s15ozqfip6",4028428495,59,"27, 2, 30, 20, 3, 24, 7, 6, 17, 15, 18, 1, 4, 9, 14, 16, 22, 25, 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507015703,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-02-12T14:14:07.115Z,2023-02-12T14:58:21Z,4028452361,59,"32, 14, 5, 22, 23, 8, 20, 47, 11, 21, 19, 6, 7, 10, 17, 25, 28, 30, 33",4028452369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028452363,130,4,4028452365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4028452359,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4028654901,197,17496,4028452367,194,2g09uohghh7k9c8de566k2led,4028452357,30,"biomno1rhjrnhw59fs2yisktm, 2g09uohghh7k9c8de566k2led, d11imdjqgfg7c0vo1te98rvv8, 1tq2p5cd8gwndv33rrfl7zlxx, 536gqq71ria9n0bbncfzagru, c45vx4712w32k3ttlgoijkhuy, 7xplwmgnz56mfkdwnjwep632s, ac6txr5931brb1tib9d92ok8a, qirr699c3gjdqq420ssd9vit, mx0xcrbamcrs77w7socdzv11, 2b6315hlohr62lm3xzz5qidey, c6g4g3t6fi6pg14zdmw3uvasq, 380wlef6rk03khlb0t5elb04q, 4trepwlcclo2elj3epyrs0ep6, aemsodynsywxzi5m7czbenob9, b9gxo2rldtuz9mi8lzgnm0mxg, 5g1fqltglztt6p9j20iwshbvu, 4ka05s9qgwog73yx3dsyp1s7o, 3l3ieiqvyz79tzfkniys3ifl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056947,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-02-12T15:02:30.204Z,2023-02-12T15:02:32Z,4028664473,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056943,2,32,1,0,0,dpp6fex0mdxsxhdct2qf66x5n,1,0,0,2023-02-12T15:02:30.204Z,2023-02-12T15:02:30Z,4028664445,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507056951,3,1,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,50,50.5,2023-02-12T15:02:30.345Z,2023-02-12T15:07:07Z,4028664497,213,3.3,4028664491,140,38.7,4028664493,141,47.2,4028664499,279,S,4028664489,56,Back,4028664495,212,12.1,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057027,4,1,1,0,3,bax97wqmyvdu4xygi7wzcvdzd,1,33,49.9,2023-02-12T15:02:33.664Z,2023-02-12T15:07:04Z,4028664875,140,29.3,4028664881,213,2.0,4028664879,212,10.5,4028664877,141,64.2,4028664873,56,Back,,,,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057059,5,1,1,0,7,bax97wqmyvdu4xygi7wzcvdzd,1,27.9,65.1,2023-02-12T15:02:37.247Z,2023-02-12T15:02:40Z,4028665033,140,28.7,4028665039,213,4.8,4028665031,56,Back,4028665035,141,36.0,4028665037,212,19.8,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057089,6,1,1,0,9,bax97wqmyvdu4xygi7wzcvdzd,1,31.3,37.1,2023-02-12T15:02:39.951Z,2023-02-12T15:02:42Z,4028665235,140,30.1,4028665241,213,1.6,4028665237,141,69.0,4028665239,212,21.7,4028665233,56,Back,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057155,7,1,1,0,12,bax97wqmyvdu4xygi7wzcvdzd,1,32.4,67.3,2023-02-12T15:02:42.831Z,2023-02-12T15:02:48Z,4028665615,140,34.3,4028665619,212,21.0,4028665617,141,36.6,4028665621,213,4.8,4028665613,56,Back,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057161,8,1,1,0,17,bax97wqmyvdu4xygi7wzcvdzd,0,38,21.1,2023-02-12T15:02:47.375Z,2023-02-12T15:04:22Z,4028665633,56,Back,4028670623,141,30.5,4028670643,286,,4028670621,140,37.6,4028670637,236,,4028670625,212,6.4,4028670627,213,1.6,4028670639,233,3,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057165,3,74,1,0,17,dpp6fex0mdxsxhdct2qf66x5n,1,61.6,67.8,2023-02-12T15:02:47.376Z,2023-02-12T15:04:17Z,4028665643,285,,4028665641,56,Center,4028670657,233,8,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057167,4,49,1,0,18,dpp6fex0mdxsxhdct2qf66x5n,1,59.1,71.4,2023-02-12T15:02:48.431Z,2023-02-12T15:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057215,5,1,1,0,19,dpp6fex0mdxsxhdct2qf66x5n,1,69.6,67.9,2023-02-12T15:02:50.064Z,2023-02-12T15:02:53Z,4028665955,141,75.4,4028665951,56,Center,4028665959,213,0.4,4028665957,212,12.8,4028665953,140,80.8,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057219,6,61,1,0,23,dpp6fex0mdxsxhdct2qf66x5n,0,80.8,75.4,2023-02-12T15:02:53.839Z,2023-02-12T15:02:54Z,4028665977,56,Center,,,,,,,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057265,7,5,1,0,27,dpp6fex0mdxsxhdct2qf66x5n,0,101.1,66.2,2023-02-12T15:02:57.296Z,2023-02-12T15:11:24Z,4028666251,233,9,4028666213,346,,4028666211,56,Center,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057261,9,5,1,0,27,bax97wqmyvdu4xygi7wzcvdzd,1,-1.1,33.8,2023-02-12T15:02:57.296Z,2023-02-12T15:02:58Z,4028666187,56,Back,4028666191,346,,4028666247,233,7,,,,,,,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057527,10,1,1,0,51,bax97wqmyvdu4xygi7wzcvdzd,0,5.3,38.2,2023-02-12T15:03:21.256Z,2023-02-12T15:03:26Z,4028667573,124,,4028667585,141,10.0,4028667595,74,,4028667593,1,,4028667589,212,49.6,4028667591,213,5.9,4028667575,56,Back,4028667577,140,48.9,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057535,8,1,1,0,55,dpp6fex0mdxsxhdct2qf66x5n,0,52.5,92.9,2023-02-12T15:03:25.711Z,2023-02-12T15:03:26Z,4028667615,56,Left,4028667623,213,1.4,4028667613,3,,4028667621,212,6.3,4028667617,140,53.7,4028667619,141,100.0,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057541,9,5,1,0,56,dpp6fex0mdxsxhdct2qf66x5n,0,53.5,101.6,2023-02-12T15:03:26.258Z,2023-02-12T15:03:34Z,4028667649,56,Left,4028668093,233,11,4028667651,347,,,,,,,,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057615,11,5,1,0,56,bax97wqmyvdu4xygi7wzcvdzd,1,46.5,-1.6,2023-02-12T15:03:26.258Z,2023-02-12T15:11:24Z,4028668051,56,Back,4028668073,233,9,4028668053,347,,,,,,,,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057647,12,1,1,1,3,bax97wqmyvdu4xygi7wzcvdzd,1,46.4,0,2023-02-12T15:03:33.639Z,2023-02-12T15:03:37Z,4028668245,141,3.2,4028668249,213,0.2,4028668243,140,65.0,4028668241,56,Right,4028668247,212,19.8,4028668239,107,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057659,13,1,1,1,6,bax97wqmyvdu4xygi7wzcvdzd,0,67.1,2.2,2023-02-12T15:03:36.943Z,2023-02-12T15:50:05Z,4028668315,141,2.0,4028668311,56,Right,4028909647,236,,4028668313,140,60.6,4028668319,213,3.2,4028909657,286,,4028909649,233,10,4028668317,212,6.8,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057681,10,74,1,1,6,dpp6fex0mdxsxhdct2qf66x5n,1,43.2,96.2,2023-02-12T15:03:36.944Z,2023-02-12T16:02:29Z,4028909603,285,,4028668411,56,Back,4028909669,233,13,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057693,11,5,1,1,8,dpp6fex0mdxsxhdct2qf66x5n,0,41.8,101.3,2023-02-12T15:03:38.222Z,2023-02-12T15:11:24Z,4028668473,56,Back,4028668475,347,,4028668705,233,14,,,,,,,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057735,14,5,1,1,8,bax97wqmyvdu4xygi7wzcvdzd,1,58.2,-1.3,2023-02-12T15:03:38.222Z,2023-02-12T15:03:44Z,4028668679,347,,4028668677,56,Right,4028668687,233,11,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057753,15,1,1,1,13,bax97wqmyvdu4xygi7wzcvdzd,1,59.2,0,2023-02-12T15:03:43.943Z,2023-02-12T15:03:47Z,4028668809,141,15.9,4028668807,140,71.6,4028668803,107,,4028668813,213,0.7,4028668805,56,Right,4028668811,212,17.7,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057763,16,1,1,1,15,bax97wqmyvdu4xygi7wzcvdzd,0,70.7,16.2,2023-02-12T15:03:45.808Z,2023-02-12T15:06:53Z,4028668875,3,,4028668881,140,75.7,4028668887,213,1.0,4028668883,141,27.0,4028668885,212,9.0,4028668879,56,Center,4028668877,168,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057747,12,1,1,1,17,dpp6fex0mdxsxhdct2qf66x5n,1,27.3,63.9,2023-02-12T15:03:47.314Z,2023-02-12T15:51:52Z,4028911495,140,34.5,4028911497,141,75.2,4028911499,212,10.8,4028911493,56,Back,4028911501,213,0.8,,,,,,,,,,54psl26zc4rs8cjnahl0jel05,D. Blagojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057769,14,49,1,1,18,dpp6fex0mdxsxhdct2qf66x5n,1,31.9,78.1,2023-02-12T15:03:49.071Z,2023-02-12T15:51:54Z,,,,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057803,15,1,1,1,20,dpp6fex0mdxsxhdct2qf66x5n,1,33.5,79.1,2023-02-12T15:03:50.547Z,2023-02-12T15:51:33Z,4028916841,213,3.9,4028916839,212,13.8,4028916837,141,65.3,4028916835,140,23.9,4028669081,56,Back,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057751,13,1,1,1,21,dpp6fex0mdxsxhdct2qf66x5n,0,29.1,68.4,2023-02-12T15:03:51.487Z,2023-02-12T15:51:57Z,4028917919,157,,4028917921,56,Back,4028917929,212,17.5,4028917923,140,43.2,4028917933,1,,4028917927,141,54.6,4028917931,213,5.7,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057795,17,1,1,1,22,bax97wqmyvdu4xygi7wzcvdzd,0,51.9,51.9,2023-02-12T15:03:52.255Z,2023-02-12T15:03:53Z,4028669033,56,Center,4028669039,212,11.1,4028669031,3,,4028669035,140,59.4,4028669041,213,5.5,4028669037,141,40.3,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507104333,512,61,1,1,23,dpp6fex0mdxsxhdct2qf66x5n,1,35.1,64.3,2023-02-12T15:03:53.204Z,2023-02-12T15:52:10Z,4028919809,56,Back,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057819,18,49,1,1,24,bax97wqmyvdu4xygi7wzcvdzd,1,61.2,38.9,2023-02-12T15:03:55.030Z,2023-02-12T15:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057821,19,61,1,1,25,bax97wqmyvdu4xygi7wzcvdzd,0,61.2,38,2023-02-12T15:03:55.655Z,2023-02-12T15:03:55Z,4028669155,56,Center,,,,,,,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057841,16,49,1,1,27,dpp6fex0mdxsxhdct2qf66x5n,1,24.8,69.9,2023-02-12T15:03:57.295Z,2023-02-12T15:52:20Z,,,,,,,,,,,,,,,,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057863,17,1,1,1,27,dpp6fex0mdxsxhdct2qf66x5n,1,24.8,69.9,2023-02-12T15:03:57.503Z,2023-02-12T15:03:59Z,4028669367,213,0.3,4028669365,212,20.9,4028669359,56,Back,4028669361,140,43.9,4028669363,141,78.5,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057947,18,1,1,1,28,dpp6fex0mdxsxhdct2qf66x5n,1,43.9,78.5,2023-02-12T15:03:58.943Z,2023-02-12T15:04:03Z,4028669761,141,75.7,4028669763,212,24.7,4028669765,213,3.2,4028669759,140,20.4,4028669757,56,Back,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507057981,19,1,1,1,33,dpp6fex0mdxsxhdct2qf66x5n,1,20.4,75.7,2023-02-12T15:04:03.807Z,2023-02-12T15:04:05Z,4028669943,213,4.0,4028669937,140,8.0,4028669941,212,20.0,4028669939,141,53.3,4028669935,56,Back,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058021,20,1,1,1,35,dpp6fex0mdxsxhdct2qf66x5n,1,8,53.3,2023-02-12T15:04:05.454Z,2023-02-12T15:04:08Z,4028670165,213,5.8,4028670159,140,23.0,4028670157,56,Back,4028670161,141,41.3,4028670163,212,17.7,,,,,,,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058043,21,1,1,1,38,dpp6fex0mdxsxhdct2qf66x5n,1,24.2,36.6,2023-02-12T15:04:08.526Z,2023-02-12T15:04:10Z,4028670265,141,4.7,4028670263,140,32.8,4028670269,213,5.1,4028670267,212,23.5,4028670261,56,Back,,,,,,,,,,2lsz8g4mvgqvartyjfud90e6t,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058085,22,1,1,1,40,dpp6fex0mdxsxhdct2qf66x5n,1,32.8,4.7,2023-02-12T15:04:10.271Z,2023-02-12T15:04:13Z,4028670465,141,10.7,4028670457,56,Back,4028670459,140,19.6,4028670469,213,2.9,4028670467,212,14.4,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058197,23,1,1,1,43,dpp6fex0mdxsxhdct2qf66x5n,1,21.2,16.8,2023-02-12T15:04:13.535Z,2023-02-12T15:04:23Z,4028671119,213,2.2,4028671113,141,46.7,4028671111,140,6.4,4028671109,56,Back,4028671115,212,25.6,,,,,,,,,,764yxrb6zqxke8l61qjd4o3qh,S. Ostermeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058249,24,1,1,1,53,dpp6fex0mdxsxhdct2qf66x5n,1,15.6,55.4,2023-02-12T15:04:23.551Z,2023-02-12T15:04:26Z,4028671417,155,,4028671427,213,0.2,4028671419,56,Center,4028671421,140,55.2,4028671429,1,,4028671423,141,66.0,4028671425,212,42.2,,,,q4va8vnwzmwtdo6qymq4ywgl,F. Repohl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058267,25,1,1,1,56,dpp6fex0mdxsxhdct2qf66x5n,1,55.2,66,2023-02-12T15:04:26.799Z,2023-02-12T15:04:27Z,4028671495,140,43.6,4028671497,141,68.4,4028671499,212,12.3,4028671493,56,Back,4028671501,213,3.0,,,,,,,,,,9yzs0w3tjas15ic0o2b51q86h,J. Bayings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058301,26,1,1,1,57,dpp6fex0mdxsxhdct2qf66x5n,1,43.6,68.4,2023-02-12T15:04:27.838Z,2023-02-12T15:04:29Z,4028671649,140,56.2,4028671655,213,5.5,4028671647,56,Center,4028671653,212,19.1,4028671651,141,48.1,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058383,27,1,1,1,58,dpp6fex0mdxsxhdct2qf66x5n,1,57.9,47.2,2023-02-12T15:04:29.118Z,2023-02-12T15:04:33Z,4028671901,56,Right,4028671909,213,5.5,4028671907,212,26.2,4028671903,140,75.4,4028671905,141,19.7,,,,,,,,,,bf38nsprlsb7783sgyl1ezq3t,E. Van Deursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058405,28,1,1,2,3,dpp6fex0mdxsxhdct2qf66x5n,0,85.7,25.3,2023-02-12T15:04:33.343Z,2023-02-12T15:04:34Z,4028672025,213,1.1,4028672021,141,48.7,4028672017,56,Center,4028672019,140,93.2,4028672023,212,17.8,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058441,20,12,1,2,4,bax97wqmyvdu4xygi7wzcvdzd,1,9.8,57.9,2023-02-12T15:04:34.262Z,2023-02-12T15:04:37Z,4028672151,141,100.0,4028672153,212,29.8,4028672155,213,1.6,4028672147,56,Back,4028672149,140,9.4,4028672189,167,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058447,21,5,1,2,6,bax97wqmyvdu4xygi7wzcvdzd,0,8.8,101.2,2023-02-12T15:04:36.878Z,2023-02-12T15:11:25Z,4028672185,347,,4028672671,233,29,4028672183,56,Back,,,,,,,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507058531,29,5,1,2,6,dpp6fex0mdxsxhdct2qf66x5n,1,91.2,-1.2,2023-02-12T15:04:36.878Z,2023-02-12T15:04:43Z,4028672573,347,,4028672571,56,Right,4028672611,233,21,,,,,,,,,,,,,,,,gvm839vxy6tkznrtw9mop17u,Ivana Fuso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
