id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2548584565,3,8,1,0,17,6yhza3xbfafj5c9897mbkbudn,1,29,92.3,2023-05-14T11:01:17.544Z,2023-05-14T11:01:17Z,4276897271,56,Back,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584575,4,50,1,0,19,6yhza3xbfafj5c9897mbkbudn,1,28.4,92.7,2023-05-14T11:01:19.461Z,2023-05-14T11:01:21Z,4276897329,56,Back,4276897331,285,,4276897401,233,9,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584579,9,7,1,0,19,bax97wqmyvdu4xygi7wzcvdzd,0,71.6,7.3,2023-05-14T11:01:19.462Z,2023-05-14T11:01:20Z,4276897367,286,,4276897385,233,4,4276897365,56,Right,,,,,,,,,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584585,5,61,1,0,20,6yhza3xbfafj5c9897mbkbudn,1,23.3,96.3,2023-05-14T11:01:20.379Z,2023-05-14T11:01:21Z,4276897395,56,Back,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584593,6,5,1,0,21,6yhza3xbfafj5c9897mbkbudn,0,23.2,101,2023-05-14T11:01:21.235Z,2023-05-14T11:01:22Z,4276897433,56,Back,4276897435,347,,4276897461,233,10,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584597,10,5,1,0,21,bax97wqmyvdu4xygi7wzcvdzd,1,76.8,-1,2023-05-14T11:01:21.235Z,2023-05-14T11:02:13Z,4276897449,56,Right,4276897451,347,,4276897455,233,6,,,,,,,,,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584623,11,1,1,0,22,bax97wqmyvdu4xygi7wzcvdzd,1,76.2,0,2023-05-14T11:01:21.940Z,2023-05-14T11:01:26Z,4276897651,141,11.7,4276897647,56,Right,4276897655,213,0.5,4276897645,107,,4276897653,212,19.3,4276897649,140,92.5,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584625,12,1,1,0,26,bax97wqmyvdu4xygi7wzcvdzd,0,91.9,11.1,2023-05-14T11:01:26.164Z,2023-05-14T11:01:26Z,4276897663,140,87.7,4276897665,141,18.9,4276897661,56,Right,4276897669,213,2.3,4276897667,212,6.9,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584637,7,61,1,0,28,6yhza3xbfafj5c9897mbkbudn,1,15.4,83.9,2023-05-14T11:01:28.485Z,2023-05-14T11:01:29Z,4276897717,56,Back,4276897785,189,,,,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584667,13,1,1,0,29,bax97wqmyvdu4xygi7wzcvdzd,1,85.6,16.7,2023-05-14T11:01:28.852Z,2023-05-14T11:01:31Z,4276897849,56,Right,4276897855,212,5.9,4276897853,141,11.6,4276897851,140,90.1,4276897857,213,5.7,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584669,14,61,1,0,31,bax97wqmyvdu4xygi7wzcvdzd,0,90,11.6,2023-05-14T11:01:31.125Z,2023-05-14T11:01:31Z,4276897861,56,Right,,,,,,,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584687,8,49,1,0,32,6yhza3xbfafj5c9897mbkbudn,1,16.7,91.7,2023-05-14T11:01:31.860Z,2023-05-14T11:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584693,9,1,1,0,32,6yhza3xbfafj5c9897mbkbudn,0,16.7,91.7,2023-05-14T11:01:32.133Z,2023-05-14T11:01:32Z,4276897979,56,Back,4276897985,212,2.1,4276897983,141,90.3,4276897981,140,18.5,4276897987,213,5.8,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584717,16,50,1,0,33,bax97wqmyvdu4xygi7wzcvdzd,1,80.6,12,2023-05-14T11:01:33.268Z,2023-05-14T11:01:37Z,4276898095,56,Right,4276898245,233,10,4276898097,286,,,,,,,,,,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584741,10,7,1,0,33,6yhza3xbfafj5c9897mbkbudn,1,19.4,88,2023-05-14T11:01:33.269Z,2023-05-14T11:01:37Z,4276898237,233,16,4276898231,56,Back,4276898233,285,,,,,,,,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584705,15,61,1,0,34,bax97wqmyvdu4xygi7wzcvdzd,1,81.3,13.2,2023-05-14T11:01:33.672Z,2023-05-14T11:01:33Z,4276898023,56,Right,,,,,,,,,,,,,,,,,,,,,,2b6315hlohr62lm3xzz5qidey,A. Halverkamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584761,11,1,1,0,37,6yhza3xbfafj5c9897mbkbudn,0,33,76,2023-05-14T11:01:36.836Z,2023-05-14T11:01:39Z,4276898377,141,57.8,4276898379,212,19.3,4276898373,56,Back,4276898381,213,5.6,4276898375,140,47.1,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584789,17,1,1,0,41,bax97wqmyvdu4xygi7wzcvdzd,0,49.7,37,2023-05-14T11:01:40.757Z,2023-05-14T11:01:41Z,4276898495,56,Center,4276898493,157,,4276898497,140,63.3,4276898503,213,0.2,4276898505,1,,4276898499,141,41.0,4276898501,212,14.5,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584823,12,61,1,0,42,6yhza3xbfafj5c9897mbkbudn,1,36.2,62.9,2023-05-14T11:01:42.558Z,2023-05-14T11:02:35Z,4276898669,56,Back,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584813,18,49,1,0,44,bax97wqmyvdu4xygi7wzcvdzd,1,63.8,62.9,2023-05-14T11:01:44.260Z,2023-05-14T11:01:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584841,19,1,1,0,45,bax97wqmyvdu4xygi7wzcvdzd,1,63.8,62.4,2023-05-14T11:01:44.708Z,2023-05-14T11:02:28Z,4276898769,212,18.7,4276898767,141,34.9,4276898765,140,62.8,4276898771,213,4.7,4276898763,56,Center,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584877,20,1,1,0,47,bax97wqmyvdu4xygi7wzcvdzd,1,60.6,26.2,2023-05-14T11:01:47.444Z,2023-05-14T11:01:50Z,4276898957,56,Back,4276898959,140,41.9,4276898963,212,23.7,4276898961,141,6.8,4276898967,213,3.7,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584933,21,1,1,0,51,bax97wqmyvdu4xygi7wzcvdzd,1,39,5.9,2023-05-14T11:01:50.788Z,2023-05-14T11:01:56Z,4276899269,213,2.3,4276899261,56,Back,4276899267,212,38.0,4276899265,141,47.9,4276899263,140,15.1,4276899271,1,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584959,22,1,1,0,56,bax97wqmyvdu4xygi7wzcvdzd,1,25,43.1,2023-05-14T11:01:56.309Z,2023-05-14T11:02:10Z,4276899399,212,19.0,4276899393,56,Back,4276899395,140,36.6,4276899401,213,0.9,4276899397,141,64.6,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548584977,23,1,1,0,58,bax97wqmyvdu4xygi7wzcvdzd,1,36.7,67,2023-05-14T11:01:57.925Z,2023-05-14T11:02:08Z,4276899519,140,41.4,4276899517,56,Back,4276899521,141,89.0,4276899525,213,1.3,4276899523,212,15.8,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585025,24,1,1,1,0,bax97wqmyvdu4xygi7wzcvdzd,1,40.9,88.3,2023-05-14T11:01:59.957Z,2023-05-14T11:02:04Z,4276899755,56,Left,4276899761,212,22.7,4276899763,213,6.3,4276899757,140,62.5,4276899759,141,88.0,,,,,,,,,,b9gxo2rldtuz9mi8lzgnm0mxg,K. Parcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585031,25,61,1,1,2,bax97wqmyvdu4xygi7wzcvdzd,0,62.2,87.7,2023-05-14T11:02:02.310Z,2023-05-14T11:04:23Z,4276899779,56,Left,,,,,,,,,,,,,,,,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585013,13,49,1,1,3,6yhza3xbfafj5c9897mbkbudn,1,47.9,29.7,2023-05-14T11:02:03.173Z,2023-05-14T11:02:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585063,14,1,1,1,3,6yhza3xbfafj5c9897mbkbudn,1,47.9,29.7,2023-05-14T11:02:03.477Z,2023-05-14T11:02:07Z,4276899953,56,Back,4276899955,140,26.6,4276899957,141,19.4,4276899961,213,3.4,4276899959,212,23.4,,,,,,,,,,dqaq4g6ls8bl56rpd3irjt6fp,H. Kayikçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585079,15,1,1,1,8,6yhza3xbfafj5c9897mbkbudn,1,26.7,18,2023-05-14T11:02:07.684Z,2023-05-14T11:02:11Z,4276900057,213,2.3,4276900051,140,12.8,4276900055,212,22.3,4276900053,141,42.8,4276900049,56,Back,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585129,16,1,1,1,11,6yhza3xbfafj5c9897mbkbudn,1,10.3,48.4,2023-05-14T11:02:11.124Z,2023-05-14T11:02:17Z,4276900297,140,22.7,4276900295,56,Back,4276900301,212,18.9,4276900299,141,68.5,4276900303,213,0.8,,,,,,,,,,ango7gke2apqzfzsugq6983it,L. Nuding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585179,17,1,1,1,17,6yhza3xbfafj5c9897mbkbudn,1,32,79.7,2023-05-14T11:02:16.917Z,2023-05-14T11:02:22Z,4276900543,56,Back,4276900545,140,45.8,4276900551,213,0.5,4276900547,141,91.2,4276900549,212,16.5,,,,,,,,,,b4g5db74cenrnd0tr3ptxo89h,J. Steinert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585199,18,1,1,1,22,6yhza3xbfafj5c9897mbkbudn,1,47.8,94.2,2023-05-14T11:02:22.068Z,2023-05-14T11:02:24Z,4276900623,141,91.7,4276900615,155,,4276900617,56,Left,4276900627,212,13.0,4276900619,140,60.1,4276900629,213,6.2,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585203,19,3,1,1,24,6yhza3xbfafj5c9897mbkbudn,0,67.7,92.8,2023-05-14T11:02:23.957Z,2023-05-14T11:02:25Z,4276900647,286,,4276900695,233,26,4276900645,56,Left,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585207,26,7,1,1,24,bax97wqmyvdu4xygi7wzcvdzd,1,32.3,7.2,2023-05-14T11:02:23.958Z,2023-05-14T11:02:25Z,4276900669,285,,4276900667,56,Back,4276900685,233,19,4276900665,167,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585305,20,5,1,1,25,6yhza3xbfafj5c9897mbkbudn,1,66.4,101.1,2023-05-14T11:02:24.901Z,2023-05-14T11:04:53Z,4276901209,233,27,4276901205,347,,4276901203,56,Left,,,,,,,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585209,27,5,1,1,25,bax97wqmyvdu4xygi7wzcvdzd,0,33.6,-1.1,2023-05-14T11:02:24.901Z,2023-05-14T11:02:39Z,4276901261,233,20,4276900677,56,Back,4276900679,347,,,,,,,,,,,,,,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585325,21,1,1,1,38,6yhza3xbfafj5c9897mbkbudn,0,67.8,100,2023-05-14T11:02:38.053Z,2023-05-14T11:02:39Z,4276901307,107,,4276901317,213,5.5,4276901309,56,Left,4276901311,140,80.0,4276901313,141,84.1,4276901315,212,17.3,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585349,28,1,1,1,41,bax97wqmyvdu4xygi7wzcvdzd,0,22.2,21.2,2023-05-14T11:02:40.838Z,2023-05-14T11:02:52Z,4276901417,140,32.8,4276901421,212,13.5,4276901413,3,,4276901423,213,0.6,4276901415,56,Back,4276901419,141,32.5,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585439,22,1,1,1,43,6yhza3xbfafj5c9897mbkbudn,1,69.5,67.8,2023-05-14T11:02:42.773Z,2023-05-14T11:02:51Z,4276901881,141,29.1,4276901877,56,Center,4276901879,140,73.1,4276901885,213,4.9,4276901883,212,26.6,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585443,23,61,1,1,51,6yhza3xbfafj5c9897mbkbudn,0,77.7,30.9,2023-05-14T11:02:51.430Z,2023-05-14T11:02:51Z,4276901895,56,Center,,,,,,,,,,,,,,,,,,,,,,8aibvmivjl0icinhglit7ltqt,K. Fellhauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585471,29,1,1,1,53,bax97wqmyvdu4xygi7wzcvdzd,0,14,92.3,2023-05-14T11:02:53.566Z,2023-05-14T11:04:12Z,4276902021,1,,4276902011,56,Back,4276902009,157,,4276902017,212,25.1,4276902013,140,37.3,4276902015,141,100.0,4276902019,213,0.2,,,,b9gxo2rldtuz9mi8lzgnm0mxg,K. Parcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585567,24,5,1,1,54,6yhza3xbfafj5c9897mbkbudn,1,68.2,-1,2023-05-14T11:02:54.262Z,2023-05-14T11:03:03Z,4276902503,347,,4276902521,233,30,4276902501,56,Right,,,,,,,,,,,,,,,,8aibvmivjl0icinhglit7ltqt,K. Fellhauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585475,30,5,1,1,54,bax97wqmyvdu4xygi7wzcvdzd,0,31.8,101,2023-05-14T11:02:54.262Z,2023-05-14T11:04:54Z,4276902039,347,,4276902037,56,Back,4276902541,233,24,,,,,,,,,,,,,,,,b9gxo2rldtuz9mi8lzgnm0mxg,K. Parcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585603,25,1,1,2,3,6yhza3xbfafj5c9897mbkbudn,1,73.3,0,2023-05-14T11:03:02.997Z,2023-05-14T11:03:06Z,4276902709,107,,4276902711,56,Right,4276902717,212,10.3,4276902713,140,74.3,4276902715,141,13.5,4276902719,213,1.5,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585635,26,1,1,2,6,6yhza3xbfafj5c9897mbkbudn,1,74.3,13.5,2023-05-14T11:03:06.406Z,2023-05-14T11:03:08Z,4276902879,56,Right,4276902881,140,65.5,4276902887,213,3.7,4276902883,141,5.6,4276902885,212,10.7,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585641,27,50,1,2,8,6yhza3xbfafj5c9897mbkbudn,1,65,9.4,2023-05-14T11:03:07.798Z,2023-05-14T11:03:09Z,4276902935,233,31,4276902897,56,Right,4276902899,286,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585639,31,7,1,2,8,bax97wqmyvdu4xygi7wzcvdzd,1,35,90.6,2023-05-14T11:03:07.799Z,2023-05-14T11:03:09Z,4276902895,285,,4276902893,56,Back,4276902931,233,27,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585645,32,49,1,2,8,bax97wqmyvdu4xygi7wzcvdzd,1,37.2,85.4,2023-05-14T11:03:08.631Z,2023-05-14T11:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585671,33,1,1,2,9,bax97wqmyvdu4xygi7wzcvdzd,1,43.2,82.9,2023-05-14T11:03:09.513Z,2023-05-14T11:03:11Z,4276903051,141,64.2,4276903047,56,Back,4276903053,212,12.8,4276903055,213,4.6,4276903049,140,41.5,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548585757,34,1,1,2,11,bax97wqmyvdu4xygi7wzcvdzd,1,41.6,62.3,2023-05-14T11:03:11.191Z,2023-05-14T11:03:18Z,4276903497,56,Right,4276903499,140,67.8,4276903501,141,19.4,4276903507,1,,4276903503,212,40.1,4276903505,213,5.5,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
