id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2527343977,58,1,1,8,5,nuaf3wtujl8erbciumch6c65,0,91.3,82.9,2023-04-02T11:10:52.222Z,2023-04-02T11:10:59Z,4156884707,140,95.6,4156884701,2,,4156884713,213,4.9,4156884709,141,44.5,4156884705,56,Center,4156885085,233,121,4156884703,155,,4156884711,212,26.5,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344027,121,41,1,8,9,bpx4ib85d65u9oyhglkt36k1b,1,6.3,49.5,2023-04-02T11:10:56.007Z,2023-04-02T11:10:59Z,4156885035,140,30.7,4156885105,233,58,4156885041,213,0.8,4156885037,141,84.7,4156885039,212,35.1,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344031,122,49,1,8,12,bpx4ib85d65u9oyhglkt36k1b,1,32,87.2,2023-04-02T11:10:58.871Z,2023-04-02T11:10:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344093,123,61,1,8,17,bpx4ib85d65u9oyhglkt36k1b,0,44.6,66.5,2023-04-02T11:11:03.767Z,2023-04-02T11:11:03Z,4156885467,56,Back,,,,,,,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344129,59,1,1,8,19,nuaf3wtujl8erbciumch6c65,0,60.8,29.7,2023-04-02T11:11:05.430Z,2023-04-02T11:11:06Z,4156885739,286,,4156885663,56,Center,4156885665,140,64.8,4156885735,233,124,4156885729,236,,4156885669,212,4.6,4156885671,213,5.8,4156885667,141,26.8,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344121,124,74,1,8,19,bpx4ib85d65u9oyhglkt36k1b,1,44.1,67,2023-04-02T11:11:05.431Z,2023-04-02T11:11:06Z,4156885629,285,,4156885627,56,Back,4156885771,233,59,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344189,125,1,1,8,21,bpx4ib85d65u9oyhglkt36k1b,1,52.9,70.2,2023-04-02T11:11:08.055Z,2023-04-02T11:11:09Z,4156886119,213,5.3,4156886113,140,56.5,4156886115,141,62.1,4156886117,212,6.7,4156886109,56,Center,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344197,126,61,1,8,23,bpx4ib85d65u9oyhglkt36k1b,0,56.5,62.1,2023-04-02T11:11:09.799Z,2023-04-02T11:11:10Z,4156886125,56,Center,,,,,,,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344201,60,49,1,8,23,nuaf3wtujl8erbciumch6c65,1,41.7,32.8,2023-04-02T11:11:10.256Z,2023-04-02T11:11:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344219,61,1,1,8,24,nuaf3wtujl8erbciumch6c65,1,45,34,2023-04-02T11:11:10.672Z,2023-04-02T11:11:12Z,4156886247,141,56.1,4156886241,56,Back,4156886243,140,38.9,4156886253,213,2.0,4156886249,212,16.3,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344237,62,1,1,8,25,nuaf3wtujl8erbciumch6c65,1,38.8,57.6,2023-04-02T11:11:12.225Z,2023-04-02T11:11:14Z,4156886361,140,26.7,4156886367,213,2.3,4156886365,212,19.2,4156886363,141,78.8,4156886359,56,Back,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344311,63,1,1,8,27,nuaf3wtujl8erbciumch6c65,1,26.4,78.5,2023-04-02T11:11:13.886Z,2023-04-02T11:11:18Z,4156886763,213,4.5,4156886759,141,57.5,4156886757,140,23.6,4156886761,212,14.6,4156886755,56,Back,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344359,64,1,1,8,31,nuaf3wtujl8erbciumch6c65,1,23.9,60.2,2023-04-02T11:11:18.126Z,2023-04-02T11:11:21Z,4156887055,213,1.6,4156887053,212,17.3,4156887051,141,85.6,4156887047,56,Back,4156887049,140,24.0,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344417,65,1,1,8,35,nuaf3wtujl8erbciumch6c65,1,28.8,88.9,2023-04-02T11:11:21.424Z,2023-04-02T11:11:24Z,4156887355,140,21.8,4156887357,141,69.1,4156887353,56,Back,4156887359,212,15.3,4156887361,213,4.2,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344505,66,1,1,8,38,nuaf3wtujl8erbciumch6c65,1,21.7,65.2,2023-04-02T11:11:24.459Z,2023-04-02T11:11:28Z,4156887845,212,13.7,4156887847,213,1.3,4156887841,140,24.9,4156887843,141,84.8,4156887839,56,Back,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344595,67,1,1,8,42,nuaf3wtujl8erbciumch6c65,0,26.6,92.4,2023-04-02T11:11:28.696Z,2023-04-02T11:11:33Z,4156888269,213,6.1,4156888267,212,45.8,4156888261,56,Center,4156888271,1,,4156888259,155,,4156888263,140,69.1,4156888265,141,77.3,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344607,127,44,1,8,45,bpx4ib85d65u9oyhglkt36k1b,1,30.5,23.5,2023-04-02T11:11:32.263Z,2023-04-02T11:11:33Z,4156888365,233,68,4156888319,56,Back,4156888321,285,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344615,68,44,1,8,45,nuaf3wtujl8erbciumch6c65,0,69.5,76.5,2023-04-02T11:11:32.264Z,2023-04-02T11:11:34Z,4156888333,286,,4156888331,56,Center,4156888447,233,127,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344627,128,1,1,8,46,bpx4ib85d65u9oyhglkt36k1b,1,30.8,25.4,2023-04-02T11:11:32.456Z,2023-04-02T11:12:17Z,4156888405,3,,4156888411,141,18.2,4156888407,56,Back,4156888413,212,6.1,4156888415,213,5.4,4156888409,140,34.3,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344655,129,1,1,8,47,bpx4ib85d65u9oyhglkt36k1b,0,42.7,12.6,2023-04-02T11:11:34.135Z,2023-04-02T11:11:35Z,4156888559,56,Right,4156888557,168,,4156888563,141,7.5,4156888565,212,14.6,4156888553,3,,4156888567,213,6.0,4156888561,140,56.2,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344683,69,1,1,8,49,nuaf3wtujl8erbciumch6c65,1,40.7,84.8,2023-04-02T11:11:35.376Z,2023-04-02T11:11:37Z,4156888729,56,Left,4156888733,141,89.6,4156888735,212,28.2,4156888737,213,0.1,4156888731,140,67.4,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344721,70,1,1,8,51,nuaf3wtujl8erbciumch6c65,0,73.6,88.7,2023-04-02T11:11:37.736Z,2023-04-02T11:11:39Z,4156888981,213,4.7,4156888977,141,54.0,4156888969,56,Center,4156888979,212,23.6,4156888973,140,74.1,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344731,130,8,1,8,54,bpx4ib85d65u9oyhglkt36k1b,1,28.4,35.1,2023-04-02T11:11:40.359Z,2023-04-02T11:11:40Z,4156889019,56,Back,,,,,,,,,,,,,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344773,131,49,1,8,56,bpx4ib85d65u9oyhglkt36k1b,1,35.2,31.5,2023-04-02T11:11:43.271Z,2023-04-02T11:11:43Z,,,,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344793,132,1,1,8,57,bpx4ib85d65u9oyhglkt36k1b,1,35.2,31.5,2023-04-02T11:11:43.414Z,2023-04-02T11:11:44Z,4156889303,213,3.0,4156889295,56,Back,4156889301,212,11.3,4156889297,140,24.5,4156889299,141,33.3,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344813,133,1,1,8,58,bpx4ib85d65u9oyhglkt36k1b,1,24.5,33.3,2023-04-02T11:11:44.294Z,2023-04-02T11:11:45Z,4156889423,212,17.0,4156889425,213,5.0,4156889421,141,9.7,4156889417,56,Back,4156889419,140,29.8,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344873,134,1,1,8,58,bpx4ib85d65u9oyhglkt36k1b,1,29.8,9.7,2023-04-02T11:11:45.223Z,2023-04-02T11:11:47Z,4156889709,213,1.9,4156889701,141,32.3,4156889697,140,25.2,4156889705,212,16.1,4156889693,56,Back,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344941,135,1,1,9,0,bpx4ib85d65u9oyhglkt36k1b,1,26,32.6,2023-04-02T11:11:47.239Z,2023-04-02T11:11:51Z,4156890021,140,30.8,4156890027,213,1.4,4156890025,212,24.9,4156890023,141,68.4,4156890019,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527344991,136,1,1,9,4,bpx4ib85d65u9oyhglkt36k1b,1,33,68.8,2023-04-02T11:11:51.191Z,2023-04-02T11:11:54Z,4156890313,140,44.9,4156890319,213,5.7,4156890317,212,14.8,4156890311,56,Back,4156890315,141,57.0,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345059,137,1,1,9,7,bpx4ib85d65u9oyhglkt36k1b,0,45.9,57.9,2023-04-02T11:11:53.943Z,2023-04-02T11:11:56Z,4156890625,212,38.6,4156890623,141,100.0,4156890619,56,Left,4156890617,155,,4156890627,213,0.9,4156890621,140,69.0,4156890629,1,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345555,71,5,1,9,10,nuaf3wtujl8erbciumch6c65,1,29.4,-1.6,2023-04-02T11:11:56.512Z,2023-04-02T11:46:36Z,4156893239,347,,4156893275,233,138,4156893237,56,Back,,,,,,,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345061,138,5,1,9,10,bpx4ib85d65u9oyhglkt36k1b,0,70.6,101.6,2023-04-02T11:11:56.512Z,2023-04-02T11:12:17Z,4156890637,56,Left,4156893327,233,71,4156890639,347,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345651,72,1,1,9,30,nuaf3wtujl8erbciumch6c65,1,29.8,0,2023-04-02T11:12:16.495Z,2023-04-02T11:12:21Z,4156893729,107,,4156893731,56,Back,4156893737,212,16.9,4156893735,141,5.0,4156893733,140,45.4,4156893739,213,0.3,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345745,73,1,1,9,34,nuaf3wtujl8erbciumch6c65,1,47.7,5.6,2023-04-02T11:12:21.145Z,2023-04-02T11:12:25Z,4156894181,212,6.3,4156894185,213,0.2,4156894179,141,7.1,4156894171,56,Right,4156894175,140,53.6,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345805,74,1,1,9,39,nuaf3wtujl8erbciumch6c65,1,58.9,9.2,2023-04-02T11:12:25.705Z,2023-04-02T11:12:28Z,4156894447,212,17.5,4156894445,141,11.9,4156894441,56,Back,4156894443,140,42.3,4156894449,213,3.0,,,,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345813,75,1,1,9,40,nuaf3wtujl8erbciumch6c65,0,43.3,9.8,2023-04-02T11:12:27.270Z,2023-04-02T11:34:08Z,4156894521,233,139,4156894511,212,3.6,4156894519,236,,4156894505,56,Back,4156894525,286,,4156894509,141,8.3,4156894513,213,6.0,4156894507,140,46.6,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345783,139,74,1,9,40,bpx4ib85d65u9oyhglkt36k1b,1,45.9,89.5,2023-04-02T11:12:27.271Z,2023-04-02T11:12:29Z,4156894549,233,75,4156894371,56,Back,4156894373,285,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346003,76,5,1,9,41,nuaf3wtujl8erbciumch6c65,1,47.4,-1.6,2023-04-02T11:12:27.862Z,2023-04-02T11:46:36Z,4156895575,347,,4156895573,56,Back,4156895611,233,140,,,,,,,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527345801,140,5,1,9,41,bpx4ib85d65u9oyhglkt36k1b,0,52.6,101.6,2023-04-02T11:12:27.862Z,2023-04-02T11:12:37Z,4156894421,347,,4156895639,233,76,4156894419,56,Left,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346051,77,1,1,9,50,nuaf3wtujl8erbciumch6c65,0,53.5,0,2023-04-02T11:12:37.021Z,2023-04-02T11:12:39Z,4156895833,141,3.1,4156895835,212,20.3,4156895827,107,,4156895829,56,Right,4156895831,140,72.6,4156895837,213,0.2,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346105,141,1,1,9,54,bpx4ib85d65u9oyhglkt36k1b,1,34.3,92.5,2023-04-02T11:12:40.758Z,2023-04-02T11:12:42Z,4156896217,213,0.7,4156896215,212,6.3,4156896211,140,39.0,4156896209,56,Back,4156896213,141,98.3,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346109,142,49,1,9,55,bpx4ib85d65u9oyhglkt36k1b,1,39,98.3,2023-04-02T11:12:42.054Z,2023-04-02T11:12:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346143,143,1,1,9,56,bpx4ib85d65u9oyhglkt36k1b,1,39,98.3,2023-04-02T11:12:42.406Z,2023-04-02T11:12:43Z,4156896407,213,4.0,4156896401,140,34.9,4156896403,141,91.1,4156896397,56,Back,4156896405,212,6.5,,,,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346169,144,1,1,9,57,bpx4ib85d65u9oyhglkt36k1b,1,34.9,91.1,2023-04-02T11:12:43.639Z,2023-04-02T11:12:44Z,4156896529,56,Back,4156896537,213,5.9,4156896535,212,8.8,4156896531,140,42.7,4156896533,141,86.4,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346183,145,1,1,9,58,bpx4ib85d65u9oyhglkt36k1b,0,42.7,86.4,2023-04-02T11:12:44.486Z,2023-04-02T11:12:45Z,4156896613,213,2.5,4156896607,140,36.4,4156896611,212,8.1,4156896609,141,93.3,4156896603,56,Back,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346211,78,49,1,9,59,nuaf3wtujl8erbciumch6c65,1,65.4,7.6,2023-04-02T11:12:46.121Z,2023-04-02T11:12:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346265,79,1,1,10,0,nuaf3wtujl8erbciumch6c65,1,65.4,7.6,2023-04-02T11:12:46.321Z,2023-04-02T11:12:48Z,4156896989,56,Right,4156896997,213,2.5,4156896995,212,9.3,4156896991,140,58.2,4156896993,141,15.6,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346281,80,1,1,10,1,nuaf3wtujl8erbciumch6c65,0,60.2,15.6,2023-04-02T11:12:48.171Z,2023-04-02T11:12:48Z,4156897083,56,Center,4156897087,140,73.8,4156897101,213,0.4,4156897091,141,24.3,4156897095,212,15.5,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346277,146,8,1,10,2,bpx4ib85d65u9oyhglkt36k1b,1,34.9,78.8,2023-04-02T11:12:48.406Z,2023-04-02T11:12:48Z,4156897055,56,Back,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346357,147,1,1,10,4,bpx4ib85d65u9oyhglkt36k1b,1,42.7,64,2023-04-02T11:12:50.870Z,2023-04-02T11:12:53Z,4156897429,212,11.9,4156897423,56,Back,4156897427,141,49.4,4156897425,140,49.0,4156897431,213,5.3,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346363,148,49,1,10,6,bpx4ib85d65u9oyhglkt36k1b,1,49,49.4,2023-04-02T11:12:52.968Z,2023-04-02T11:12:53Z,,,,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346385,149,1,1,10,6,bpx4ib85d65u9oyhglkt36k1b,0,49,49.4,2023-04-02T11:12:53.174Z,2023-04-02T11:12:55Z,4156897565,212,3.4,4156897563,141,50.6,4156897723,233,81,4156897559,56,Center,4156897567,213,0.2,4156897727,286,,4156897721,236,,4156897561,140,52.1,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346405,81,74,1,10,6,nuaf3wtujl8erbciumch6c65,1,40,62.7,2023-04-02T11:12:53.175Z,2023-04-02T11:34:08Z,4156897691,56,Back,4156897693,285,,4156897757,233,149,,,,,,,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346435,82,49,1,10,11,nuaf3wtujl8erbciumch6c65,1,31.3,51.5,2023-04-02T11:12:57.312Z,2023-04-02T11:12:57Z,,,,,,,,,,,,,,,,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346451,83,1,1,10,11,nuaf3wtujl8erbciumch6c65,0,38.9,52.2,2023-04-02T11:12:57.658Z,2023-04-02T12:02:33Z,4156897959,56,Back,4156897963,141,49.7,4156897961,140,39.7,4156897967,213,5.2,4156897965,212,1.9,,,,,,,,,,62soqddjmkrj99mvi1wivj4k5,S. Schulte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346541,84,3,1,10,15,nuaf3wtujl8erbciumch6c65,1,46.2,38.4,2023-04-02T11:13:01.581Z,2023-04-02T11:59:17Z,4156898727,233,150,4156898453,286,,4156898451,56,Back,,,,,,,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346567,150,45,1,10,15,bpx4ib85d65u9oyhglkt36k1b,0,53.8,61.6,2023-04-02T11:13:01.581Z,2023-04-02T11:13:03Z,4156898633,285,,4156898741,233,84,4156898631,56,Center,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346577,85,1,1,10,15,nuaf3wtujl8erbciumch6c65,1,44.6,34.3,2023-04-02T11:13:01.820Z,2023-04-02T11:59:24Z,4156898679,212,7.5,4156898673,56,Back,4156898677,141,27.0,4156898675,140,39.2,4156898681,213,3.9,,,,,,,,,,2iaatg2gvp5w4j27ycreiqjt,M. Punsar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346669,86,1,1,10,16,nuaf3wtujl8erbciumch6c65,1,41.7,25.2,2023-04-02T11:13:03.210Z,2023-04-02T11:13:07Z,4156899211,140,69.2,4156899217,213,1.0,4156899205,155,,4156899219,1,,4156899215,212,53.8,4156899209,56,Left,4156899213,141,92.0,4156899207,196,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346733,87,1,1,10,21,nuaf3wtujl8erbciumch6c65,0,70,90.2,2023-04-02T11:13:07.610Z,2023-04-02T11:13:11Z,4156899543,141,88.0,4156899547,213,6.2,4156899541,140,90.3,4156899545,212,21.4,4156899539,56,Left,,,,,,,,,,6l7cn7fmomj88kfdyo9seopg5,A. Moraitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346751,151,49,1,10,25,bpx4ib85d65u9oyhglkt36k1b,1,8,14,2023-04-02T11:13:11.606Z,2023-04-02T11:13:11Z,,,,,,,,,,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346843,152,1,1,10,25,bpx4ib85d65u9oyhglkt36k1b,1,8,14,2023-04-02T11:13:12.118Z,2023-04-02T11:13:15Z,4156900047,141,19.2,4156900051,213,0.4,4156900049,212,8.4,4156900045,140,15.3,4156900043,56,Back,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346879,153,1,1,10,28,bpx4ib85d65u9oyhglkt36k1b,1,19.8,20,2023-04-02T11:13:15.014Z,2023-04-02T11:13:16Z,4156900249,140,24.1,4156900251,141,46.3,4156900247,56,Back,4156900253,212,18.4,4156900255,213,1.3,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527346993,154,1,1,10,30,bpx4ib85d65u9oyhglkt36k1b,1,24.1,46.3,2023-04-02T11:13:16.854Z,2023-04-02T11:13:22Z,4156900933,140,21.3,4156900939,213,1.8,4156900935,141,62.3,4156900937,212,11.3,4156900931,56,Back,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527347041,155,1,1,10,35,bpx4ib85d65u9oyhglkt36k1b,1,28.5,64,2023-04-02T11:13:22.038Z,2023-04-02T11:13:24Z,4156901145,212,18.6,4156901147,213,4.6,4156901143,141,36.8,4156901139,140,26.6,4156901135,56,Back,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527347115,156,1,1,10,38,bpx4ib85d65u9oyhglkt36k1b,1,26.6,36.8,2023-04-02T11:13:24.406Z,2023-04-02T11:13:28Z,4156901545,140,28.2,4156901557,213,1.5,4156901543,56,Back,4156901549,141,63.7,4156901553,212,18.4,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527347175,157,1,1,10,41,bpx4ib85d65u9oyhglkt36k1b,1,28.2,63.7,2023-04-02T11:13:28.006Z,2023-04-02T11:13:30Z,4156901877,140,31.7,4156901879,141,35.4,4156901883,213,4.9,4156901875,56,Back,4156901881,212,19.6,,,,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
