id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2524173263,10,1,1,0,17,4e5523it4v7s6kkakelbj9si5,1,33.3,21.5,2023-03-24T18:16:27.552Z,2023-03-24T18:16:31Z,4121496459,141,47.9,4121496463,213,2.1,4121496457,140,24.4,4121496461,212,20.2,4121496455,56,Back,,,,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173271,11,1,1,0,21,4e5523it4v7s6kkakelbj9si5,1,26.5,50,2023-03-24T18:16:31.552Z,2023-03-24T18:16:39Z,4121496503,140,33.6,4121496505,141,84.6,4121496501,56,Back,4121496509,213,1.3,4121496507,212,24.7,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173303,12,1,1,0,23,4e5523it4v7s6kkakelbj9si5,1,30.7,84.8,2023-03-24T18:16:34.032Z,2023-03-24T18:16:39Z,4121496661,213,4.1,4121496655,140,20.3,4121496657,141,60.0,4121496659,212,20.1,4121496653,56,Back,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173315,13,1,1,0,30,4e5523it4v7s6kkakelbj9si5,1,23.5,55.8,2023-03-24T18:16:40.368Z,2023-03-24T18:16:52Z,4121496731,141,90.0,4121496729,140,33.6,4121496733,212,25.6,4121496735,213,1.1,4121496727,56,Back,,,,,,,,,,a10v8s11xcdsyspqnyhtfipjp,M. Klett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173331,14,1,1,0,32,4e5523it4v7s6kkakelbj9si5,1,35.7,91.7,2023-03-24T18:16:42.256Z,2023-03-24T18:16:49Z,4121496825,141,73.7,4121496823,140,98.6,4121496819,155,,4121496831,1,,4121496827,212,67.2,4121496829,213,6.1,4121496821,56,Center,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173335,15,1,1,0,39,4e5523it4v7s6kkakelbj9si5,0,98.6,73.7,2023-03-24T18:16:49.120Z,2023-03-24T18:16:49Z,4121496837,140,99.1,4121496841,212,13.2,4121496835,56,Center,4121496843,213,4.8,4121496839,141,54.3,,,,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173333,3,52,1,0,39,4moe0x01r1f5w30g38wshyftp,1,1.9,43.4,2023-03-24T18:16:49.615Z,2023-03-24T18:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173373,4,80,1,0,49,4moe0x01r1f5w30g38wshyftp,0,4.1,49.1,2023-03-24T18:16:59.965Z,2023-03-24T18:17:01Z,4121497073,189,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173389,5,1,1,0,51,4moe0x01r1f5w30g38wshyftp,1,3.6,47.2,2023-03-24T18:17:01.870Z,2023-03-24T18:17:04Z,4121497129,212,17.6,4121497123,56,Back,4121497131,213,1.4,4121497127,141,72.8,4121497125,140,6.2,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173403,6,1,1,0,54,4moe0x01r1f5w30g38wshyftp,1,10.2,81.6,2023-03-24T18:17:04.764Z,2023-03-24T18:17:06Z,4121497189,140,25.9,4121497191,141,92.0,4121497187,56,Back,4121497195,213,0.4,4121497193,212,17.9,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173425,7,1,1,0,56,4moe0x01r1f5w30g38wshyftp,1,27.7,95.6,2023-03-24T18:17:06.797Z,2023-03-24T18:17:12Z,4121497295,213,0.0,4121497293,212,34.9,4121497289,140,60.9,4121497297,1,,4121497291,141,98.1,4121497287,56,Left,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173427,8,61,1,1,1,4moe0x01r1f5w30g38wshyftp,0,61,98.1,2023-03-24T18:17:11.573Z,2023-03-24T18:31:25Z,4121497301,56,Left,,,,,,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173431,9,5,1,1,2,4moe0x01r1f5w30g38wshyftp,0,63.8,101.1,2023-03-24T18:17:12.480Z,2023-03-24T18:50:11Z,4121497501,233,16,4121497319,347,,4121497317,56,Left,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173463,16,5,1,1,2,4e5523it4v7s6kkakelbj9si5,1,36.2,-1.1,2023-03-24T18:17:12.480Z,2023-03-24T18:17:20Z,4121497495,233,9,4121497491,56,Back,4121497493,347,,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173469,17,1,1,1,10,4e5523it4v7s6kkakelbj9si5,1,36,0,2023-03-24T18:17:20.289Z,2023-03-24T19:07:16Z,4121497523,56,Back,4121497529,212,6.8,4121497521,107,,4121497531,213,0.9,4121497527,141,7.0,4121497525,140,40.1,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173473,18,1,1,1,11,4e5523it4v7s6kkakelbj9si5,1,40.2,7.3,2023-03-24T18:17:22.096Z,2023-03-24T18:17:23Z,4121497555,140,37.0,4121497561,213,3.8,4121497569,156,,4121497553,56,Back,4121497557,141,3.1,4121497559,212,4.4,,,,,,,4y1m1y07xg9wwfnogsxtcj93p,M. Wilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173483,19,50,1,1,14,4e5523it4v7s6kkakelbj9si5,1,39,4.6,2023-03-24T18:17:24.288Z,2023-03-24T18:17:27Z,4121497611,286,,4121497699,233,10,4121497609,56,Back,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173497,10,7,1,1,14,4moe0x01r1f5w30g38wshyftp,1,61,95.4,2023-03-24T18:17:24.289Z,2023-03-24T18:17:27Z,4121497667,56,Left,4121497689,233,19,4121497671,285,,,,,,,,,,,,,,,,,6mj7z1yytw7jrbnbpu2mqyezu,M. Sternad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524211109,803,61,1,1,15,4moe0x01r1f5w30g38wshyftp,1,57,95.1,2023-03-24T18:17:25.117Z,2023-03-24T20:09:34Z,4121696637,56,Left,,,,,,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173495,20,50,1,1,16,4e5523it4v7s6kkakelbj9si5,1,42.8,9.2,2023-03-24T18:17:26.944Z,2023-03-24T18:17:33Z,4121497815,233,12,4121497665,286,,4121497663,56,Back,,,,,,,,,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173517,12,7,1,1,16,4moe0x01r1f5w30g38wshyftp,1,57.2,90.8,2023-03-24T18:17:26.945Z,2023-03-24T20:09:03Z,4121497797,285,,4121497795,56,Left,4121497811,233,20,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173501,11,43,1,1,16,4moe0x01r1f5w30g38wshyftp,1,0,0,2023-03-24T18:17:27.069Z,2023-03-24T18:17:35Z,4121497683,286,0,4121497681,56,Left,4121497873,144,50,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173509,21,1,1,1,17,4e5523it4v7s6kkakelbj9si5,0,41.8,1,2023-03-24T18:17:27.583Z,2023-03-24T18:17:29Z,4121497751,140,62.9,4121497749,56,Right,4121497753,141,3.5,4121497755,212,22.2,4121497757,213,0.1,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173521,13,12,1,1,21,4moe0x01r1f5w30g38wshyftp,1,28.7,97.5,2023-03-24T18:17:31.765Z,2023-03-24T20:09:01Z,4121497831,213,0.3,4121497823,56,Back,4121497825,140,36.6,4121497829,212,8.6,4121497827,141,100.0,4121497841,167,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173523,14,5,1,1,21,4moe0x01r1f5w30g38wshyftp,0,37.4,101.3,2023-03-24T18:17:31.800Z,2023-03-24T18:50:11Z,4121497869,233,22,4121497839,347,,4121497837,56,Back,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173525,22,5,1,1,21,4e5523it4v7s6kkakelbj9si5,1,62.6,-1.3,2023-03-24T18:17:31.800Z,2023-03-24T18:31:29Z,4121497851,233,14,4121497843,56,Right,4121497845,347,,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173531,23,1,1,1,26,4e5523it4v7s6kkakelbj9si5,1,62.3,0,2023-03-24T18:17:36.128Z,2023-03-24T18:17:37Z,4121497893,140,71.8,4121497895,141,8.9,4121497899,213,0.6,4121497891,56,Right,4121497897,212,12.3,4121497889,107,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173535,24,1,1,1,27,4e5523it4v7s6kkakelbj9si5,1,71.8,8.9,2023-03-24T18:17:37.312Z,2023-03-24T18:17:38Z,4121497925,212,8.6,4121497919,56,Right,4121497923,141,3.2,4121497931,156,,4121497927,213,3.6,4121497921,140,64.5,,,,,,,8fhfjo7zfz9u0xtn58qj9enrp,M. Islacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173539,25,1,1,1,29,4e5523it4v7s6kkakelbj9si5,0,63.8,3.4,2023-03-24T18:17:39.568Z,2023-03-24T18:17:41Z,4121497979,286,,4121497955,213,6.2,4121497947,56,Right,4121497953,212,3.3,4121497949,140,66.9,4121497973,236,,4121497951,141,2.9,4121497975,233,15,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173543,15,74,1,1,29,4moe0x01r1f5w30g38wshyftp,1,32.7,96.2,2023-03-24T18:17:39.569Z,2023-03-24T19:15:42Z,4121497971,285,,4121497969,56,Back,4121497981,233,25,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173547,16,5,1,1,30,4moe0x01r1f5w30g38wshyftp,0,36.8,101.4,2023-03-24T18:17:40.560Z,2023-03-24T18:50:12Z,4121498073,233,26,4121497997,56,Back,4121497999,347,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173565,26,5,1,1,30,4e5523it4v7s6kkakelbj9si5,1,63.2,-1.4,2023-03-24T18:17:40.560Z,2023-03-24T18:17:46Z,4121498063,56,Right,4121498065,347,,4121498067,233,16,,,,,,,,,,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173579,27,1,1,1,36,4e5523it4v7s6kkakelbj9si5,1,62.9,0,2023-03-24T18:17:46.528Z,2023-03-24T18:17:52Z,4121498133,107,,4121498135,56,Right,4121498141,212,6.0,4121498139,141,3.7,4121498143,213,0.7,4121498137,140,67.3,,,,,,,f18o5qahrzbg0jrw8whefv7xl,A. Gudorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173577,17,45,1,1,41,4moe0x01r1f5w30g38wshyftp,0,23.4,92.4,2023-03-24T18:17:51.821Z,2023-03-24T18:17:53Z,4121498131,285,,4121498129,56,Back,4121498159,233,28,,,,,,,,,,,,,,,,8ruo0cyz6gvcp7yiks9fz1ed,J. Sehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173581,28,3,1,1,41,4e5523it4v7s6kkakelbj9si5,1,76.6,7.6,2023-03-24T18:17:51.821Z,2023-03-24T19:07:41Z,4121498155,233,17,4121498149,56,Right,4121498151,286,,,,,,,,,,,,,,,,,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173591,18,1,1,1,42,4moe0x01r1f5w30g38wshyftp,0,15.1,78.8,2023-03-24T18:17:52.285Z,2023-03-24T20:10:05Z,4121498201,140,57.9,4121498197,157,,4121498209,1,,4121498207,213,6.2,4121498199,56,Center,4121498203,141,70.1,4121498205,212,45.3,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173583,29,61,1,1,42,4e5523it4v7s6kkakelbj9si5,0,69,5.5,2023-03-24T18:17:53.072Z,2023-03-24T19:09:04Z,4121498153,56,Right,,,,,,,,,,,,,,,,,,,,,,dhpmw4d7pjjow643u12b84dpm,S. Cerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173587,30,49,1,1,44,4e5523it4v7s6kkakelbj9si5,1,43.8,20.5,2023-03-24T18:17:54.448Z,2023-03-24T19:09:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173593,31,1,1,1,44,4e5523it4v7s6kkakelbj9si5,0,43.8,20.5,2023-03-24T18:17:54.704Z,2023-03-24T19:09:10Z,4121498215,140,68.7,4121498217,141,11.5,4121498211,155,,4121498221,213,6.1,4121498213,56,Right,4121498219,212,26.9,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173599,19,1,1,1,45,4moe0x01r1f5w30g38wshyftp,1,20.7,83.1,2023-03-24T18:17:55.141Z,2023-03-24T18:18:10Z,4121498241,56,Back,4121498249,213,1.4,4121498247,212,7.2,4121498243,140,21.8,4121498239,3,,4121498245,141,93.6,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173603,20,1,1,1,46,4moe0x01r1f5w30g38wshyftp,0,21.8,93.6,2023-03-24T18:17:56.197Z,2023-03-24T18:18:11Z,4121498273,140,25.2,4121498275,141,88.8,4121498269,3,,4121498279,213,5.5,4121498271,56,Back,4121498277,212,4.8,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173615,32,4,1,1,51,4e5523it4v7s6kkakelbj9si5,1,76.2,9.4,2023-03-24T18:18:01.439Z,2023-03-24T18:18:04Z,4121498321,152,,4121498323,265,,4121498319,56,Right,4121498373,233,21,4121498317,13,,4121498325,286,,,,,,,,35899uqibespufub1v01dwrmd,J. Beuschlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173619,21,4,1,1,51,4moe0x01r1f5w30g38wshyftp,0,23.8,90.6,2023-03-24T18:18:01.440Z,2023-03-24T18:18:04Z,4121498331,13,,4121498339,285,,4121498337,265,,4121498333,56,Back,4121498335,152,,4121498383,233,32,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173699,33,1,1,2,11,4e5523it4v7s6kkakelbj9si5,0,76,9.7,2023-03-24T18:18:21.231Z,2023-03-24T19:09:25Z,4121498807,213,0.9,4121498793,5,,4121498795,155,,4121498801,140,100.0,4121498809,1,,4121498805,212,42.9,4121498791,2,,4121498799,56,Center,6089nfwh31ha73pl7vlla75cl,S. Puntigam,4121498803,141,60.2,4121498797,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173703,22,5,1,2,13,4moe0x01r1f5w30g38wshyftp,1,-0.7,39.4,2023-03-24T18:18:24.011Z,2023-03-24T18:50:12Z,4121498821,233,34,4121498819,346,,4121498817,56,Back,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173701,34,5,1,2,13,4e5523it4v7s6kkakelbj9si5,0,100.7,60.6,2023-03-24T18:18:24.011Z,2023-03-24T18:18:25Z,4121498827,233,22,4121498811,56,Center,4121498813,346,,,,,,,,,,,,,,,,,41ojypiz2yg51sriq9sfreh1x,W. Zawistowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173743,23,1,1,2,19,4moe0x01r1f5w30g38wshyftp,1,4.3,38.8,2023-03-24T18:18:29.980Z,2023-03-24T18:18:33Z,4121499049,141,17.6,4121499053,213,5.1,4121499047,140,9.7,4121499051,212,15.5,4121499043,124,,4121499045,56,Back,4121499057,237,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173755,24,1,1,2,23,4moe0x01r1f5w30g38wshyftp,1,9.7,17.6,2023-03-24T18:18:33.692Z,2023-03-24T18:18:36Z,4121499127,212,15.8,4121499125,141,38.9,4121499123,140,3.7,4121499129,213,2.0,4121499121,56,Back,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524173769,25,1,1,2,25,4moe0x01r1f5w30g38wshyftp,1,4,35.2,2023-03-24T18:18:35.884Z,2023-03-24T18:18:38Z,4121499165,213,0,4121499159,140,19.5,4121499161,141,35.2,4121499157,56,Back,4121499163,212,16.3,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
