id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/11/value
2545190299,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T13:17:04.135Z,2023-05-07T14:07:13Z,4259013325,197,17029,4258776917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4258776921,130,8,4258776925,194,aemsodynsywxzi5m7czbenob9,4258776923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258776915,30,"biomno1rhjrnhw59fs2yisktm, mx0xcrbamcrs77w7socdzv11, b9gxo2rldtuz9mi8lzgnm0mxg, 380wlef6rk03khlb0t5elb04q, c45vx4712w32k3ttlgoijkhuy, d11imdjqgfg7c0vo1te98rvv8, 2b6315hlohr62lm3xzz5qidey, 4trepwlcclo2elj3epyrs0ep6, qirr699c3gjdqq420ssd9vit, ac6txr5931brb1tib9d92ok8a, aemsodynsywxzi5m7czbenob9, cwego71othceguyo85tw2m4iy, 6snu37yc5c4kl9i3eg92ndams, 2g09uohghh7k9c8de566k2led, 7xplwmgnz56mfkdwnjwep632s, 1tq2p5cd8gwndv33rrfl7zlxx, 536gqq71ria9n0bbncfzagru, 5g1fqltglztt6p9j20iwshbvu, 4ka05s9qgwog73yx3dsyp1s7o, 3l3ieiqvyz79tzfkniys3ifl6",4258776919,59,"32, 21, 25, 7, 8, 5, 19, 10, 11, 47, 17, 9, 13, 14, 20, 22, 23, 28, 30, 33",4258776929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,
2545193309,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T13:19:14.042Z,2023-05-07T13:59:08Z,4258792329,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4258792337,194,bkbp6hl12kc3y8wohv9l3a66t,4259012547,197,8752,4258792335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258792333,130,8,4258792331,59,"1, 22, 20, 19, 8, 16, 7, 17, 14, 18, 23, 2, 4, 5, 9, 10, 11, 15, 26, 31",4258792327,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, 6l7cn7fmomj88kfdyo9seopg5, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 2iaatg2gvp5w4j27ycreiqjt, axjakqkndyt2k8v2b0y97tw16, 3p9ie3u7ej9o1wpzl4aonjtd6, 702asj69cc2fzzns98r7hp5p0, 1eoc1w0vz8jmz4i0mpg20fiay, 4ezh3co3xg75tx7b03cokenyt, 7rb7zn6mvelljw1e3gbv8mmsp, 9e95p87136h6zjam3zu0d9yol, 7ubpnkf47u1os2z47fam81i7e, 2ltzk74krenmfh5gzcjpc2k4q, 34ixdan8uojz66mob82kafxpm, 8zk6kcs75hjevbu61h9n2fkr9",4258792339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,
2545235871,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T14:02:06.673Z,2023-05-07T14:02:06Z,4259019599,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235877,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T14:02:06.673Z,2023-05-07T14:02:08Z,4259019625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235931,3,1,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,50,50,2023-05-07T14:02:06.773Z,2023-05-07T14:02:12Z,4259019925,212,15.4,4259019921,140,35.4,4259019923,141,51.9,4259019927,213,3.1,4259019929,279,S,4259019919,56,Back,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,
2545235943,4,1,1,0,5,bax97wqmyvdu4xygi7wzcvdzd,1,35.2,53.4,2023-05-07T14:02:12.228Z,2023-05-07T14:02:13Z,4259019989,140,28.5,4259019993,212,13.1,4259019995,213,2.1,4259019991,141,69.6,4259019987,56,Back,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,
2545235965,5,1,1,0,9,bax97wqmyvdu4xygi7wzcvdzd,1,27.1,67.9,2023-05-07T14:02:16.355Z,2023-05-07T14:02:28Z,4259020167,56,Back,4259020169,140,27.2,4259020171,141,34.9,4259020175,213,4.7,4259020173,212,22.4,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,
2545235987,6,1,1,0,10,bax97wqmyvdu4xygi7wzcvdzd,1,27.2,34.9,2023-05-07T14:02:17.043Z,2023-05-07T14:02:20Z,4259020289,141,75.7,4259020285,56,Back,4259020293,213,1.5,4259020291,212,27.9,4259020287,140,30.0,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,
2545236005,7,1,1,0,14,bax97wqmyvdu4xygi7wzcvdzd,1,27.2,75,2023-05-07T14:02:20.692Z,2023-05-07T14:02:24Z,4259020399,141,58.4,4259020395,56,Back,4259020401,212,20.6,4259020403,213,3.7,4259020397,140,10.8,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,
2545236033,8,1,1,0,17,bax97wqmyvdu4xygi7wzcvdzd,1,11.2,56.6,2023-05-07T14:02:23.907Z,2023-05-07T14:02:27Z,4259020549,140,21.4,4259020547,56,Back,4259020551,141,31.3,4259020555,213,5.3,4259020553,212,20.3,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,
2545236077,9,1,1,0,22,bax97wqmyvdu4xygi7wzcvdzd,1,23.1,34.6,2023-05-07T14:02:28.836Z,2023-05-07T14:02:30Z,4259020813,141,68.1,4259020815,212,22.9,4259020811,140,25.4,4259020817,213,1.5,4259020807,56,Back,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,
2545236099,10,1,1,0,24,bax97wqmyvdu4xygi7wzcvdzd,1,24.9,82,2023-05-07T14:02:30.868Z,2023-05-07T14:02:33Z,4259020965,56,Back,4259020967,140,34.6,4259020969,141,96.8,4259020973,213,0.8,4259020971,212,14.3,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,
2545236119,11,1,1,0,26,bax97wqmyvdu4xygi7wzcvdzd,0,30.4,92.9,2023-05-07T14:02:33.300Z,2023-05-07T14:02:35Z,4259021079,140,31.9,4259021083,212,39.1,4259021085,213,4.8,4259021081,141,35.4,4259021077,56,Back,4259021087,1,,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,
2545236133,3,49,1,0,29,nuaf3wtujl8erbciumch6c65,1,61.5,61.1,2023-05-07T14:02:36.150Z,2023-05-07T14:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,
2545236171,4,13,1,0,31,nuaf3wtujl8erbciumch6c65,1,72.9,53.8,2023-05-07T14:02:38.340Z,2023-05-07T14:02:57Z,4259021303,22,,4259021305,18,,4259022271,215,,4259022275,230,98.8,4259022273,458,,4259022267,102,57.3,4259021687,20,,4259022277,231,50.2,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,4259022269,103,36.1,4259021307,56,Center,4259022265,83,,,,,,,,,,,,,,
2545236165,12,5,1,0,32,bax97wqmyvdu4xygi7wzcvdzd,1,-1.4,40.6,2023-05-07T14:02:39.332Z,2023-05-07T14:02:42Z,4259021287,346,,4259021285,56,Back,4259021425,233,5,,,,,,,,,,,,,,,,aemsodynsywxzi5m7czbenob9,Y. Zielinski,,,,,,,,,,,,,,,,,,,,,,
2545236189,5,5,1,0,34,nuaf3wtujl8erbciumch6c65,0,101.4,59.4,2023-05-07T14:02:41.396Z,2023-05-07T14:02:42Z,4259021389,56,Center,4259021433,233,12,4259021391,346,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,
2545236507,13,1,1,0,55,bax97wqmyvdu4xygi7wzcvdzd,0,5.1,41.6,2023-05-07T14:03:02.165Z,2023-05-07T14:03:09Z,4259022939,56,Back,4259022949,1,,4259022951,74,,4259022947,213,6.0,4259022943,141,24.0,4259022941,140,47.0,4259022945,212,45.6,4259022937,124,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,
2545236547,14,44,1,0,58,bax97wqmyvdu4xygi7wzcvdzd,0,48.1,22.5,2023-05-07T14:03:04.854Z,2023-05-07T14:05:51Z,4259023107,285,,4259023185,233,6,4259023105,56,Back,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,
2545236515,6,44,1,1,0,nuaf3wtujl8erbciumch6c65,1,51.9,77.5,2023-05-07T14:03:07.225Z,2023-05-07T14:05:51Z,4259023175,233,14,4259034809,286,,4259022987,56,Center,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,
2545238399,33,44,1,1,0,bax97wqmyvdu4xygi7wzcvdzd,0,57,17.2,2023-05-07T14:03:07.226Z,2023-05-07T14:05:38Z,4259033697,233,6,4259033481,286,,4259033479,56,Right,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,
2545236625,7,1,1,1,2,nuaf3wtujl8erbciumch6c65,1,50.8,79,2023-05-07T14:03:09.044Z,2023-05-07T14:03:15Z,4259023475,141,96.0,4259023467,140,24.3,4259023461,3,,4259023463,168,,4259023465,56,Back,4259023479,212,30.1,4259023481,213,2.7,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,
2545236633,15,5,1,1,5,bax97wqmyvdu4xygi7wzcvdzd,1,55.6,-1.4,2023-05-07T14:03:12.341Z,2023-05-07T14:03:17Z,4259023519,347,,4259023517,56,Right,4259023595,233,10,,,,,,,,,,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,
2545236631,8,44,1,1,8,nuaf3wtujl8erbciumch6c65,1,26.1,90.6,2023-05-07T14:03:15.285Z,2023-05-07T14:03:15Z,4259023503,56,Back,4259023507,285,,,,,,,,,,,,,,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,
2545236637,9,1,1,1,9,nuaf3wtujl8erbciumch6c65,0,26.1,90.6,2023-05-07T14:03:15.684Z,2023-05-07T14:03:16Z,4259023527,56,Back,4259023525,3,,4259023533,212,13.1,4259023531,141,100.0,4259023535,213,0.6,4259023529,140,36.5,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,
2545236763,16,43,1,1,9,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T14:03:15.783Z,2023-05-07T14:03:40Z,4259024171,107,0,4259024175,140,52.2,4259024173,56,Right,4259024177,141,20.6,4259024181,213,1.7,4259024179,212,14.9,4259025231,144,1,,,,mx0xcrbamcrs77w7socdzv11,S. Freutel,,,,,,,,,,,,,,,,,,,,,,
2545236643,10,57,1,1,9,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T14:03:16.326Z,2023-05-07T14:05:39Z,4259023553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236969,17,57,1,1,36,bax97wqmyvdu4xygi7wzcvdzd,0,0,0,2023-05-07T14:03:43.010Z,2023-05-07T14:03:51Z,4259025397,56,Right,,,,,,,,,,,,,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,
2545236985,11,5,1,1,36,nuaf3wtujl8erbciumch6c65,1,50.2,101,2023-05-07T14:03:43.222Z,2023-05-07T14:05:00Z,4259025501,56,Left,4259025503,347,,,,,,,,,,,,,,,,,,,,3p9ie3u7ej9o1wpzl4aonjtd6,L. Andrade,,,,,,,,,,,,,,,,,,,,,,
2545237009,12,1,1,1,37,nuaf3wtujl8erbciumch6c65,0,50.2,100,2023-05-07T14:03:44.421Z,2023-05-07T14:03:46Z,4259025643,141,87.1,4259025645,212,16.7,4259025637,107,,4259025641,140,63.3,4259025647,213,5.7,4259025639,56,Left,,,,,,,8ovibbdbs49bwwwf3bbuij3hm,J. Pollak,,,,,,,,,,,,,,,,,,,,,,
