id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/12/value,assist
2461914075,1,34,16,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-09-18T13:06:50.106Z,2022-09-18T13:58:35Z,3790370189,59,"30, 14, 27, 18, 5, 23, 19, 22, 7, 15, 11, 4, 6, 8, 9, 10, 13, 17, 20, 33",3790370187,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790370207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790370193,130,4,3790675867,197,13485,3790370185,30,"cc32rolkcvyuul5t2uearz0mh, 7cisqfcp1zysc12owj5j4zpx, u8p6vsrl3b7ndbj3cj5owlih, 7ektyvpzu0yj1b9dm7yfkxh3p, 865nmkmx9qstpt90gc7bvp5ud, yfdg1l58kdyyuodyqjwhwbth, 874o1s057ddcizshsu10wu6t, cdzfyzjbmsg88l4r24mwx1ryt, 8eo9ruenerbpab45xo9cei191, 8ruo0cyz6gvcp7yiks9fz1ed, 6mj7z1yytw7jrbnbpu2mqyezu, 17a45c7qunqrxj6lezggssbo4, 4f16klwhusyiwjej79nx4y76x, 31cikgu3amy77e8452p6rj816, 20ah7xw9zhbmaakbwzjzw0kph, 7mfl844y4zw1u07g3owaxyaga, 8s3zfsb1yqt3trc1n9jcxiol, 5p9ksw9re1j1ka7d3wm91pgid, dsjuntinaobizkzy2c47npz3d, 6depg2unjr34rs4lq567qa5m1",3790370197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790370201,194,7ektyvpzu0yj1b9dm7yfkxh3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461919363,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-09-18T13:10:53.099Z,2022-09-18T14:16:34Z,3790399731,30,"7qvhdchag7s42he71k28ctmtx, dseqkqirdljgr63ov3461vhsl, 1139rvy7ws5o77eq04wprf0tl, 42h5sz2axk69ifygo0wzuvr2t, 8xphahi0vi6fnh8ou88zzb6j9, 3bg4ewc3n4ytybr96lc313ahh, qygwawkthmtcn3sx4ptq0e8k, 7i2liztq9k72g2lnz5i91whcl, a3rlansc0x5sw4hg75yhpanhm, 4663ukpnmrw6i3tm1fvzl7u1h, 858r6lsckfhcu5wa373odqt0q, 8etvu6b9z7sm2rg3wqkmchk9h, e3gddzy59fp8lidsr83vpw12i, 2w63sbft76wqhb5w5kjoq2hux, azqwt1eb6ozui2xml066e59n8, 3kofouuzii19d6w7mr7n9s2ui, 6yoqpu952gnc6trdg6vpala6t, 1tkgs09548p54arfjuufivk7o",3790399735,59,"30, 25, 15, 11, 21, 26, 19, 17, 14, 7, 27, 2, 4, 8, 9, 16, 18, 22",3790399737,130,23,3790399739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3790399741,194,858r6lsckfhcu5wa373odqt0q,3790399733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3790399743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790676693,197,8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973291,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-09-18T14:01:26.293Z,2022-09-18T14:01:27Z,3790683379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973275,2,32,1,0,0,4moe0x01r1f5w30g38wshyftp,1,0,0,2022-09-18T14:01:26.293Z,2022-09-18T14:01:26Z,3790683305,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973315,3,1,1,0,0,4moe0x01r1f5w30g38wshyftp,1,50.2,50,2022-09-18T14:01:26.393Z,2022-09-18T14:01:28Z,3790683477,279,S,3790683467,56,Back,3790683469,140,28.6,3790683473,212,22.8,3790683475,213,3.0,3790683471,141,53.9,,,,,,,8eo9ruenerbpab45xo9cei191,A. Tarczyńska,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973359,4,1,1,0,2,4moe0x01r1f5w30g38wshyftp,1,28.8,53.6,2022-09-18T14:01:28.889Z,2022-09-18T14:01:31Z,3790683645,56,Back,3790683651,212,14.9,3790683649,141,74.0,3790683647,140,23.5,3790683653,213,2.0,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973411,5,1,1,0,4,4moe0x01r1f5w30g38wshyftp,1,26.8,75.6,2022-09-18T14:01:31.017Z,2022-09-18T14:01:34Z,3790683885,141,90.2,3790683881,56,Back,3790683889,213,0.6,3790683887,212,18.0,3790683883,140,41.1,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973453,6,1,1,0,7,4moe0x01r1f5w30g38wshyftp,1,54.9,89.9,2022-09-18T14:01:33.881Z,2022-09-18T14:01:37Z,3790684077,141,92.3,3790684079,212,14.9,3790684069,56,Left,3790684073,140,69.0,3790684083,213,0.1,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973463,7,61,1,0,10,4moe0x01r1f5w30g38wshyftp,0,69.1,94.1,2022-09-18T14:01:37.129Z,2022-09-18T14:01:37Z,3790684133,56,Left,,,,,,,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461973545,3,5,1,0,11,6mng5xcarvyip7ixoss7au245,1,29.9,-1.4,2022-09-18T14:01:37.813Z,2022-09-18T14:01:43Z,3790684523,233,8,3790684513,56,Back,3790684515,347,,,,,,,,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
