id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/16/value
2536912841,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-04-22T10:06:51.285Z,2023-04-22T10:57:47Z,4207717583,30,"bpwz6mj8utvxsd9mjyxcestii, d9l67kneytb0mij099bneg1cl, 1zkoai1sdm9bbx29fi76e38ph, 9xbohfvww89ec7c1d97hkuj85, fpitimhwhx0wqkkrtuc10mvp, diy9eqdcrua61ao4goq5yges5, 692xxz6qlvbxhspozloeujt9l, c4tkrrhs6o8ii0wnmi5y66cwl, 1u7a9cb0kw1l1aplw3c1ka2tx, a5d0iik8dqj6oy803mvi4n1sl, 5uli2vvgaigz4yf05bwy81l2h, 9gusyyfm5lj82mqzrmpho16tx, 98q93f1kijhmnd79vkg83qitx, bwhwthiud4nqvdjy8rq1gcdsl, 1ofsz5y4wb4pt6xp0u06hc5pl, dhv9lixpbtd4b27qmfw7cxf1m, 70n6epbcr1l9dvzqrddsbax2h, 1wlzoku6j132t554imm0co99l, abp387e8q3413r6zu3w1ii2cq, 43ff1bhi5474qzac8fksxqz11",4207717593,194,a5d0iik8dqj6oy803mvi4n1sl,4207776099,197,8273,4207717591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207717587,59,"22, 8, 30, 25, 4, 3, 12, 31, 9, 16, 17, 1, 6, 11, 13, 14, 23, 27, 35, 37",4207717589,130,8,4207717595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207717585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536914293,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-04-22T10:11:49.132Z,2023-04-22T10:58:39Z,4207725261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4207725253,30,"ango7gke2apqzfzsugq6983it, 32ofctw7kn3l8eucrhku63dg5, 2btt5j9bqn7isihjvqgr427yt, c2w5fyxoq2xw8xm6asrn17x7t, 5sycg0t0w11j4vm43arm93v1l, 6q0njimucm06r3x7enupxpl, 3tp6h18c5n2l2gy21hgervfca, 2ij21gq2d0xqcyho9t49glkvd, 8os606vx3apb3abv88vtbkb85, 9ipu1pbzzf14ec8ebrqnq1k6i, e6a4lxx6og97jg9qv4lplfo4p, 9477gkbyjyubkseqz2fq49y3t, 8f3gn55d40w57cr8gz0yh26fo, 8aibvmivjl0icinhglit7ltqt, cnvvojztptyxqfs8vd3fciok5, 447111gv8jv0y3diivc95d5hw, 33rw3w7m8xbv7ojfaih6radjo",4207725265,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207725263,194,2btt5j9bqn7isihjvqgr427yt,4207725259,130,4,4207776469,197,12369,4207725255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4207725257,59,"1, 2, 20, 4, 21, 16, 19, 9, 27, 10, 23, 26, 3, 5, 22, 24, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923247,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-04-22T11:01:49.821Z,2023-04-22T11:01:49Z,4207779997,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923251,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-04-22T11:01:49.821Z,2023-04-22T11:01:52Z,4207780017,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923283,3,1,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,50,50,2023-04-22T11:01:49.921Z,2023-04-22T11:01:53Z,4207780141,140,42.0,4207780147,213,2.4,4207780139,56,Back,4207780149,279,S,4207780145,212,11.6,4207780143,141,61.8,,,,,,,1u7a9cb0kw1l1aplw3c1ka2tx,J. Damnjanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923301,4,1,1,0,3,bpx4ib85d65u9oyhglkt36k1b,1,42,61.8,2023-04-22T11:01:53.065Z,2023-04-22T11:01:55Z,4207780225,213,1.6,4207780219,140,42.4,4207780215,56,Back,4207780221,141,94.4,4207780223,212,22.2,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923317,5,1,1,0,5,bpx4ib85d65u9oyhglkt36k1b,1,42.4,94.4,2023-04-22T11:01:55.752Z,2023-04-22T11:01:57Z,4207780303,213,3.6,4207780297,140,30.1,4207780299,141,84.3,4207780295,56,Back,4207780301,212,14.6,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923337,6,1,1,0,7,bpx4ib85d65u9oyhglkt36k1b,1,29.5,80.9,2023-04-22T11:01:57.736Z,2023-04-22T11:02:02Z,4207780387,56,Back,4207780397,1,,4207780389,140,38.9,4207780395,213,5.0,4207780391,141,24.2,4207780393,212,39.8,,,,,,,diy9eqdcrua61ao4goq5yges5,S. Kumagai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923359,7,1,1,0,12,bpx4ib85d65u9oyhglkt36k1b,1,41.1,22.4,2023-04-22T11:02:02.200Z,2023-04-22T11:02:04Z,4207780507,212,11.9,4207780505,141,31.1,4207780509,213,2.6,4207780501,56,Back,4207780503,140,31.3,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536923367,8,1,1,0,14,bpx4ib85d65u9oyhglkt36k1b,1,31.3,31.1,2023-04-22T11:02:04.553Z,2023-04-22T11:02:06Z,4207780577,213,5.4,4207780575,212,16.4,4207780569,56,Back,4207780573,141,12.2,4207780571,140,41.0,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
