id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2545190299,1,34,16,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T13:17:04.135Z,2023-05-07T14:07:13Z,4258776917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4258776923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259013325,197,17029,4258776921,130,8,4258776929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258776915,30,"biomno1rhjrnhw59fs2yisktm, mx0xcrbamcrs77w7socdzv11, b9gxo2rldtuz9mi8lzgnm0mxg, 380wlef6rk03khlb0t5elb04q, c45vx4712w32k3ttlgoijkhuy, d11imdjqgfg7c0vo1te98rvv8, 2b6315hlohr62lm3xzz5qidey, 4trepwlcclo2elj3epyrs0ep6, qirr699c3gjdqq420ssd9vit, ac6txr5931brb1tib9d92ok8a, aemsodynsywxzi5m7czbenob9, cwego71othceguyo85tw2m4iy, 6snu37yc5c4kl9i3eg92ndams, 2g09uohghh7k9c8de566k2led, 7xplwmgnz56mfkdwnjwep632s, 1tq2p5cd8gwndv33rrfl7zlxx, 536gqq71ria9n0bbncfzagru, 5g1fqltglztt6p9j20iwshbvu, 4ka05s9qgwog73yx3dsyp1s7o, 3l3ieiqvyz79tzfkniys3ifl6",4258776925,194,aemsodynsywxzi5m7czbenob9,4258776919,59,"32, 21, 25, 7, 8, 5, 19, 10, 11, 47, 17, 9, 13, 14, 20, 22, 23, 28, 30, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545193309,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T13:19:14.042Z,2023-05-07T13:59:08Z,4258792335,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259012547,197,8752,4258792339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258792327,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, 6l7cn7fmomj88kfdyo9seopg5, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 2iaatg2gvp5w4j27ycreiqjt, axjakqkndyt2k8v2b0y97tw16, 3p9ie3u7ej9o1wpzl4aonjtd6, 702asj69cc2fzzns98r7hp5p0, 1eoc1w0vz8jmz4i0mpg20fiay, 4ezh3co3xg75tx7b03cokenyt, 7rb7zn6mvelljw1e3gbv8mmsp, 9e95p87136h6zjam3zu0d9yol, 7ubpnkf47u1os2z47fam81i7e, 2ltzk74krenmfh5gzcjpc2k4q, 34ixdan8uojz66mob82kafxpm, 8zk6kcs75hjevbu61h9n2fkr9",4258792331,59,"1, 22, 20, 19, 8, 16, 7, 17, 14, 18, 23, 2, 4, 5, 9, 10, 11, 15, 26, 31",4258792333,130,8,4258792337,194,bkbp6hl12kc3y8wohv9l3a66t,4258792329,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235871,2,32,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-05-07T14:02:06.673Z,2023-05-07T14:02:06Z,4259019599,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235877,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2023-05-07T14:02:06.673Z,2023-05-07T14:02:08Z,4259019625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235931,3,1,1,0,0,bax97wqmyvdu4xygi7wzcvdzd,1,50,50,2023-05-07T14:02:06.773Z,2023-05-07T14:02:12Z,4259019919,56,Back,4259019925,212,15.4,4259019929,279,S,4259019921,140,35.4,4259019923,141,51.9,4259019927,213,3.1,,,,,,,qirr699c3gjdqq420ssd9vit,D. Hoppius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235943,4,1,1,0,5,bax97wqmyvdu4xygi7wzcvdzd,1,35.2,53.4,2023-05-07T14:02:12.228Z,2023-05-07T14:02:13Z,4259019995,213,2.1,4259019991,141,69.6,4259019987,56,Back,4259019993,212,13.1,4259019989,140,28.5,,,,,,,,,,4trepwlcclo2elj3epyrs0ep6,M. Günster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235965,5,1,1,0,9,bax97wqmyvdu4xygi7wzcvdzd,1,27.1,67.9,2023-05-07T14:02:16.355Z,2023-05-07T14:02:28Z,4259020173,212,22.4,4259020169,140,27.2,4259020175,213,4.7,4259020171,141,34.9,4259020167,56,Back,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545235987,6,1,1,0,10,bax97wqmyvdu4xygi7wzcvdzd,1,27.2,34.9,2023-05-07T14:02:17.043Z,2023-05-07T14:02:20Z,4259020289,141,75.7,4259020285,56,Back,4259020293,213,1.5,4259020287,140,30.0,4259020291,212,27.9,,,,,,,,,,c45vx4712w32k3ttlgoijkhuy,V. Fürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236005,7,1,1,0,14,bax97wqmyvdu4xygi7wzcvdzd,1,27.2,75,2023-05-07T14:02:20.692Z,2023-05-07T14:02:24Z,4259020403,213,3.7,4259020397,140,10.8,4259020399,141,58.4,4259020401,212,20.6,4259020395,56,Back,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545236033,8,1,1,0,17,bax97wqmyvdu4xygi7wzcvdzd,1,11.2,56.6,2023-05-07T14:02:23.907Z,2023-05-07T14:02:27Z,4259020555,213,5.3,4259020549,140,21.4,4259020551,141,31.3,4259020553,212,20.3,4259020547,56,Back,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
